,LY6E (4061)
ACH-000004,0.09774798293928233
ACH-000005,0.09827059569974733
ACH-000007,0.12020631038702495
ACH-000009,0.04782857165641332
ACH-000011,-0.0012373055542139225
ACH-000012,-0.016168645006926764
ACH-000013,0.11553717440901645
ACH-000014,0.04845724172313156
ACH-000015,0.26705536492828635
ACH-000017,0.04964377437720667
ACH-000018,0.11398135277349815
ACH-000019,-0.08393029965776436
ACH-000021,0.06634480256207362
ACH-000022,0.10207920487748297
ACH-000025,0.023779918850509462
ACH-000028,0.05289223363573689
ACH-000030,0.1281767309347695
ACH-000035,0.08012865306014985
ACH-000036,0.06424481901115307
ACH-000037,-0.021345909170604915
ACH-000039,0.014505035230075078
ACH-000040,-0.10850596915217026
ACH-000041,0.13097558535658224
ACH-000042,-0.02603224224892052
ACH-000045,0.0489863440433984
ACH-000047,0.013300786321888108
ACH-000052,0.013666625354910564
ACH-000053,0.10071966666066907
ACH-000054,0.034545243455261665
ACH-000055,0.10990019677279506
ACH-000060,0.025640340676310592
ACH-000067,-0.07914920267175826
ACH-000070,-0.2221836222087348
ACH-000075,-0.07598198222464031
ACH-000078,-0.014374355670345432
ACH-000082,0.09472783389549227
ACH-000085,-0.1274732451176131
ACH-000086,0.07284242015483215
ACH-000087,0.38746620633940376
ACH-000092,0.06940821382473007
ACH-000095,0.021728635589546758
ACH-000097,0.110111365158045
ACH-000098,0.049247746529787535
ACH-000099,0.08871597284000123
ACH-000108,0.13293470194566634
ACH-000113,0.08707031404788168
ACH-000116,0.14041746352437695
ACH-000118,-0.021873501719230817
ACH-000120,0.25518984310226644
ACH-000123,-0.05546382322269122
ACH-000127,0.16566079762722125
ACH-000128,0.13562418973088294
ACH-000132,0.07888823111006925
ACH-000133,0.06102848705199691
ACH-000137,0.14142348656380813
ACH-000138,0.18301692178983187
ACH-000142,0.040951793121601264
ACH-000143,-0.2387073942102952
ACH-000146,0.029008914095214663
ACH-000148,0.16500972212129844
ACH-000150,-0.10015528594729077
ACH-000152,-0.01906495488324164
ACH-000153,0.16161169107952889
ACH-000159,0.10738097128681504
ACH-000160,0.0949392354688091
ACH-000163,0.11001962754380387
ACH-000167,0.26800701083057066
ACH-000168,0.14599923038339666
ACH-000169,0.04267648859768817
ACH-000178,0.061577836789604525
ACH-000183,0.16274280517078268
ACH-000188,0.016277203496864862
ACH-000189,0.10720735490690038
ACH-000190,-0.0250738669311917
ACH-000198,0.006927605329319218
ACH-000203,-0.4471616642358793
ACH-000204,0.01902848334950175
ACH-000206,-0.015527795476286372
ACH-000207,0.057383649552978415
ACH-000208,0.07651268545068449
ACH-000210,-0.13282476835127727
ACH-000211,0.14611890333009867
ACH-000215,0.004371794153847103
ACH-000221,0.20401617567951874
ACH-000222,0.005405429621190931
ACH-000223,0.02837331343276635
ACH-000226,0.009266595617420858
ACH-000227,0.10389515432687199
ACH-000228,0.1776998141404968
ACH-000231,0.04935947773218833
ACH-000232,0.12492169878733825
ACH-000233,0.12363391551153995
ACH-000234,0.16212994909545025
ACH-000235,0.01257338573635055
ACH-000237,-0.04413198430500143
ACH-000238,0.06501453188021103
ACH-000242,0.05912864003328766
ACH-000243,0.031786080292547536
ACH-000244,-0.06656888732311432
ACH-000246,0.017244623720158333
ACH-000248,-0.17752078538476673
ACH-000250,-0.041454605713383885
ACH-000251,0.036390900225481485
ACH-000252,0.10837227690579576
ACH-000253,-0.0035256402719507844
ACH-000255,0.1390057314980274
ACH-000256,0.1300462033675695
ACH-000257,0.17003348444906682
