,NUTM1 (256646)
ACH-000004,0.04857586650741199
ACH-000005,0.01566812020776437
ACH-000007,0.00011322828120355008
ACH-000009,-0.08210661011448127
ACH-000011,0.020876990326753258
ACH-000012,0.08583406444277747
ACH-000013,0.0658578766328211
ACH-000014,-0.0702637280419743
ACH-000015,0.06827949224421115
ACH-000017,-0.11109727327337893
ACH-000018,0.14087426215681584
ACH-000019,0.2426073853844851
ACH-000021,0.10976465042560107
ACH-000022,0.06432692189422871
ACH-000025,0.14704472253394352
ACH-000028,0.22780527279749024
ACH-000030,0.014650314884383838
ACH-000035,-0.05118819056085637
ACH-000036,0.12323804301035997
ACH-000037,0.04736515233315938
ACH-000039,0.028134863796019472
ACH-000040,0.11689533108148785
ACH-000041,0.051853784256346624
ACH-000042,0.08740956252013199
ACH-000045,0.128259200042092
ACH-000047,0.0530617857977214
ACH-000052,0.08757351425862966
ACH-000053,0.04219333447235842
ACH-000054,0.11457565983080065
ACH-000055,-0.019607676280491714
ACH-000060,0.05711407260622393
ACH-000067,-0.0506943813131983
ACH-000070,-0.016440080941744126
ACH-000075,0.2405664635819605
ACH-000078,0.1393650789799326
ACH-000082,-0.028377782409493686
ACH-000085,0.008708234081008714
ACH-000086,0.17044918921464122
ACH-000087,0.00620107225224353
ACH-000092,0.04268220008873562
ACH-000095,0.005817982535502968
ACH-000097,0.031600791519402864
ACH-000098,0.0533834161110936
ACH-000099,0.09162156140282902
ACH-000108,-0.04879817168039592
ACH-000113,0.10511829695973304
ACH-000116,0.10006610119451192
ACH-000118,0.07648428639025047
ACH-000120,-0.035549291559911066
ACH-000123,0.11359070255265798
ACH-000127,0.01982238364044744
ACH-000128,0.048267453757792914
ACH-000132,-0.00905643778890915
ACH-000133,0.09029695291277033
ACH-000137,-0.035664138761295566
ACH-000138,0.06934344619807804
ACH-000142,-0.011554853806062316
ACH-000143,-0.5906200749411847
ACH-000146,0.05006620812720804
ACH-000148,0.04899526309948438
ACH-000150,0.104527814075604
ACH-000152,0.040784335169624736
ACH-000153,0.0660876223526062
ACH-000159,0.07252174261320386
ACH-000160,-0.0036915574563533204
ACH-000163,0.026802107565285168
ACH-000167,-0.17267569665187849
ACH-000168,0.06846287135756225
ACH-000169,0.004326335552198852
ACH-000178,0.030419751939139462
ACH-000183,-0.09861817824296266
ACH-000188,0.1115420108190475
ACH-000189,0.2187209645935404
ACH-000190,0.00273890613601522
ACH-000198,-0.0844742786390341
ACH-000203,0.25412072620634385
ACH-000204,0.2741830526624088
ACH-000206,0.07021222894118895
ACH-000207,0.03642009018444045
ACH-000208,0.021815221222179403
ACH-000210,0.11703758253649615
ACH-000211,0.1129035017980086
ACH-000215,0.06811047988099188
ACH-000221,-0.007717350274156155
ACH-000222,0.023301381098288467
ACH-000223,0.10424455654740944
ACH-000226,-0.1387561718610905
ACH-000227,-0.18541309084456808
ACH-000228,0.019670961543800783
ACH-000231,0.004624309010729148
ACH-000232,0.10118801636548093
ACH-000233,-0.0500797741266056
ACH-000234,-0.047473668667525525
ACH-000235,-0.007908351034022428
ACH-000237,0.03889718130322184
ACH-000238,0.010396444644237413
ACH-000242,0.18215474196669607
ACH-000243,-0.013965238439250238
ACH-000244,0.18056256585092292
ACH-000246,0.16071011396250226
ACH-000248,0.12354665944272818
ACH-000250,0.05563713546413234
ACH-000251,0.1741157512361071
ACH-000252,-0.10375359901589777
ACH-000253,0.035882708213774935
ACH-000255,-0.04287173200456285
ACH-000256,-0.01736164654774364
ACH-000257,-0.05251347365847731
ACH-000258,-0.04533968484691224
ACH-000259,0.05986940587881499
ACH-000260,-0.04078872154921597
ACH-000261,0.024421135856515373
ACH-000262,-0.025913702315140327
ACH-000263,0.10536175566805787
ACH-000264,-0.004977576696977436
ACH-000265,-0.032670204688164485
ACH-000266,0.02455993155543491
ACH-000272,-0.041785602768535865
ACH-000274,0.07717187126277167
ACH-000277,-0.06085449886428235
ACH-000278,-0.09333510178173528
ACH-000279,0.01145610238770579
ACH-000280,0.036832386114785946
ACH-000281,0.07169007645850843
ACH-000288,0.024217622461176744
ACH-000291,0.039567136817586265
ACH-000293,0.15914123592457885
ACH-000294,-0.06830353609346976
ACH-000295,-0.15323918154669827
ACH-000296,-0.15675664853989787
ACH-000302,-0.0159527590977662
ACH-000304,0.09324486813822133
ACH-000307,-0.06294765911585988
ACH-000308,0.10962343776823533
ACH-000310,0.10678119501204653
ACH-000311,0.2139621374319106
ACH-000312,-0.03644668629915943
ACH-000315,0.06618347534507205
ACH-000316,-0.014565085426914969
ACH-000317,0.0497213741798879
ACH-000318,-0.11675687429346099
ACH-000319,-0.1417669317982304
ACH-000320,0.13881344331867196
ACH-000322,-0.0693515558418705
ACH-000323,0.1183777722172184
ACH-000324,0.07057262927736246
ACH-000329,0.14795573712126894
ACH-000330,0.19380450673960625
ACH-000331,-0.06264304708459448
ACH-000332,0.0681827465844021
ACH-000334,0.02852247029701185
ACH-000335,0.029111214503061863
ACH-000336,0.07219928260595035
ACH-000337,-0.04758609480091925
ACH-000338,-0.03819384102557826
ACH-000339,0.025261816402618632
ACH-000341,0.011962248755890827
ACH-000348,0.01817817559133881
ACH-000350,0.04075927799752351
ACH-000352,0.05553272969498727
ACH-000356,0.06361898929600499
ACH-000361,-0.028639215728952973
ACH-000362,0.03794473220500963
ACH-000363,-0.08761144424377629
ACH-000364,-0.09304558559410783
ACH-000365,0.09366819667698877
ACH-000366,0.05111348300079707
ACH-000368,-0.09551264579551297
ACH-000374,0.04352800823521594
ACH-000375,-0.01643491364276538
ACH-000376,0.04390071325849418
ACH-000381,0.2747858476055563
ACH-000383,-0.0194909011443866
ACH-000387,0.01984961959436229
ACH-000389,0.02793660795227713
ACH-000390,-0.04513957140857842
ACH-000393,-0.0454028461009964
ACH-000395,0.05221109287298036
ACH-000396,0.2318583158369727
ACH-000397,0.0436639941626531
ACH-000401,-0.016616158814433957
ACH-000402,-0.1296664622079302
ACH-000403,0.08642637502516494
ACH-000404,-0.18945164578849832
ACH-000406,0.033723295313581494
ACH-000407,0.03414650882146846
ACH-000408,0.0745397377552522
ACH-000410,0.000580813398823941
ACH-000411,0.21954657159549607
ACH-000414,0.038519630938833684
ACH-000415,0.049370963282334784
ACH-000416,0.038116871677065386
ACH-000420,-0.15092159374221342
ACH-000421,-0.059514617300433975
ACH-000424,0.06683473083170327
ACH-000425,0.03656081709309058
ACH-000426,0.014374959593614772
ACH-000427,0.12642317473308542
ACH-000433,0.06209324357828145
ACH-000435,-0.19299425220410474
ACH-000436,-0.06017871451252576
ACH-000444,-0.04123283785807291
ACH-000445,-0.17525724104490986
ACH-000448,0.02869748042916105
ACH-000450,-0.003882549853599224
ACH-000452,-0.01497162396220561
ACH-000454,-0.032429582427181754
ACH-000458,0.01817032808773768
ACH-000459,-0.03784179470765482
ACH-000460,0.03326984293454338
ACH-000461,0.07185346851808462
ACH-000463,0.08606178353228694
ACH-000464,-0.09000668034991863
ACH-000466,0.1175958077390799
ACH-000467,0.028624403866279388
ACH-000468,-0.01989527908590261
ACH-000469,0.12760688242345886
ACH-000470,-0.1053997753226406
ACH-000471,0.1542388845906105
ACH-000472,0.054861942834609614
ACH-000473,0.0919793733424768
ACH-000475,0.07049614638419781
ACH-000476,-0.0424729541410275
