,DAZAP2 (9802)
ACH-000004,-0.1714009544146394
ACH-000005,-0.02843013443174195
ACH-000007,-0.2196655979529111
ACH-000009,-0.38052042101738587
ACH-000011,-0.15386178611019724
ACH-000012,-0.2628844207836734
ACH-000013,-0.2707689080100484
ACH-000014,-0.26919659282985564
ACH-000015,-0.22796784367647105
ACH-000017,-0.2468886464289255
ACH-000018,-0.2688629838107786
ACH-000019,-0.22809593362831304
ACH-000021,-0.2595933778413916
ACH-000022,-0.23070354002525376
ACH-000025,-0.18663285533302607
ACH-000028,-0.4726160394041258
ACH-000030,-0.2271353416114697
ACH-000035,-0.24038619549442475
ACH-000036,-0.15147931802938072
ACH-000037,-0.2719764638038234
ACH-000039,-0.3599771000684072
ACH-000040,-0.2195959082537472
ACH-000041,-0.18522395507162506
ACH-000042,-0.2602149298793003
ACH-000045,-0.21575302171363564
ACH-000047,-0.10026683103674706
ACH-000052,-0.25312135930364826
ACH-000053,-0.3132229382574168
ACH-000054,-0.19667153200114332
ACH-000055,-0.1115081375390943
ACH-000060,-0.14334442512713794
ACH-000067,-0.2429695211384835
ACH-000070,-0.3386840131233216
ACH-000075,-0.21544587126406808
ACH-000078,-0.2664477290506821
ACH-000082,-0.25829143706722
ACH-000085,-0.30675130508641835
ACH-000086,-0.1999098279421799
ACH-000087,-0.4457771957831201
ACH-000092,-0.1773780802921518
ACH-000095,-0.26792650711789706
ACH-000097,-0.3507573700627541
ACH-000098,-0.1415155613778867
ACH-000099,-0.2993095758733401
ACH-000108,-0.06640292707682635
ACH-000113,-0.5077546968731055
ACH-000116,-0.18601709425600352
ACH-000118,-0.1250352489673006
ACH-000120,-0.271914042649345
ACH-000123,-0.14781623065645275
ACH-000127,-0.13696697801042124
ACH-000128,-0.234819025717292
ACH-000132,-0.17725808842058802
ACH-000133,-0.33885499005867803
ACH-000137,-0.260671173860378
ACH-000138,-0.2748328957833582
ACH-000142,-0.2406171783556352
ACH-000143,-0.2407288639955619
ACH-000146,-0.2493815224206005
ACH-000148,-0.3063502567480545
ACH-000150,-0.02435067065095882
ACH-000152,-0.2564387655753178
ACH-000153,-0.3726023239973848
ACH-000159,-0.2603538491385972
ACH-000160,-0.13131356643556075
ACH-000163,-0.1968620305616631
ACH-000167,-0.35575447168990165
ACH-000168,-0.41286552996266895
ACH-000169,-0.2649056515912141
ACH-000178,-0.0982647288762164
ACH-000183,-0.19865948389530766
ACH-000188,-0.1487361582969649
ACH-000189,-0.1864607423742828
ACH-000190,-0.2494275718960661
ACH-000198,-0.3131031766728913
ACH-000203,-0.4908684998239053
ACH-000204,0.08767601297466153
ACH-000206,0.01891188970154524
ACH-000207,-0.0946175650717216
ACH-000208,-0.21774101998151368
ACH-000210,-0.050834510814623264
ACH-000211,-0.2533366596884424
ACH-000215,-0.3026096567138167
ACH-000221,-0.221157264520434
ACH-000222,-0.046568599088370334
ACH-000223,-0.3287928889194391
ACH-000226,-0.2019550516023895
ACH-000227,-0.4038607377264413
ACH-000228,-0.13023582703397038
ACH-000231,-0.2617198605790059
ACH-000232,-0.2013137990297504
ACH-000233,-0.2857815912892076
ACH-000234,-0.3581118605145512
ACH-000235,-0.27432803048281706
ACH-000237,-0.20704681165112776
ACH-000238,-0.12395419992407228
ACH-000242,-0.19407466414431726
ACH-000243,-0.19930251393800985
ACH-000244,-0.23937186666099794
ACH-000246,-0.23167455815193394
ACH-000248,-0.15749803826748493
ACH-000250,-0.2865858056288301
ACH-000251,-0.2295662675144492
ACH-000252,-0.1827263728778044
ACH-000253,-0.16003199375861432
ACH-000255,-0.2054951702384573
ACH-000256,-0.2540613206062501
ACH-000257,-0.3342929053253642
ACH-000258,-0.1934255303256503
ACH-000259,-0.2801476697098119
ACH-000260,-0.2705717759762285
ACH-000261,-0.3604587969476009
ACH-000262,-0.15058840056637235
ACH-000263,-0.509361752842414
ACH-000264,-0.222381659509028
ACH-000265,-0.11187875657417004
ACH-000266,-0.2927008744361829
ACH-000272,-0.285924114567843
ACH-000274,-0.3293461940671403
ACH-000277,-0.4221171605031732
ACH-000278,-0.2622096701130539
ACH-000279,-0.218030260136257
ACH-000280,-0.1925812616302852
ACH-000281,-0.17924083058939533
ACH-000288,-0.2521243357560104
ACH-000291,-0.303233767335687
ACH-000293,-0.1467813805894695
ACH-000294,-0.01099107856823479
ACH-000295,-0.2372528740043305
ACH-000296,-0.3826230810163356
ACH-000302,-0.2249062065535501
ACH-000304,-0.34389218527889226
ACH-000307,-0.22376090522958975
ACH-000308,-0.2937187643351375
ACH-000310,-0.2701903170067728
ACH-000311,-0.12090861419221133
ACH-000312,-0.2595202793848039
ACH-000315,-0.22729043875485136
ACH-000316,-0.2276163617594925
ACH-000317,-0.2456398964670409
ACH-000318,-0.3259393637948679
ACH-000319,-0.34881801807251417
ACH-000320,-0.11452855471733647
ACH-000322,-0.29049857171302285
ACH-000323,-0.2481470044769667
ACH-000324,-0.2602232707960664
ACH-000329,-0.18043255109318004
ACH-000330,-0.08803475185364397
ACH-000331,-0.2614034555160206
ACH-000332,-0.35581043780103505
ACH-000334,-0.2197240276037143
ACH-000335,-0.3295491050513218
ACH-000336,-0.3043648368001317
ACH-000337,-0.3179273351426789
ACH-000338,-0.06901949823362966
ACH-000339,-0.21187100753257507
ACH-000341,-0.2455495919646536
ACH-000348,-0.22569167069950805
ACH-000350,-0.2756859176244262
ACH-000352,-0.2732713514262771
ACH-000356,-0.39999320066541627
ACH-000361,-0.4200417346573167
ACH-000362,-0.2477160186831901
ACH-000363,-0.19364333709722056
ACH-000364,-0.27555933193729176
ACH-000365,-0.33425677419206185
ACH-000366,-0.2789607041806684
ACH-000368,-0.2211094462616311
ACH-000374,-0.3625201235754774
ACH-000375,-0.28709006171520923
ACH-000376,-0.19531862402283576
ACH-000381,-0.15328035215564526
ACH-000383,-0.24307009413475786
ACH-000387,-0.3877387741696549
ACH-000389,-0.18395247861473968
ACH-000390,-0.1526386759287046
ACH-000393,-0.15695340569635685
ACH-000395,-0.19761393778921954
ACH-000396,-0.2281545700738217
ACH-000397,-0.22432211901723675
ACH-000401,-0.1309386990247088
ACH-000402,-0.02297472715619984
ACH-000403,-0.285639591756394
ACH-000404,-0.2977511785949553
ACH-000406,-0.2175287463036048
ACH-000407,-0.16928988260903888
ACH-000408,-0.12568352797154303
