,PMPCA (23203)
ACH-000004,-1.1995042216684595
ACH-000005,-1.307221253028348
ACH-000007,-1.0710215521727
ACH-000009,-1.3919223959739755
ACH-000011,-1.0085888066316429
ACH-000012,-1.1387919868168053
ACH-000013,-1.0010416956744146
ACH-000014,-0.8210267816611799
ACH-000015,-1.3985113168318626
ACH-000017,-1.0132712141726359
ACH-000018,-0.9527009973096424
ACH-000019,-0.9683882415882172
ACH-000021,-1.1494118283634476
ACH-000022,-1.2489821652393125
ACH-000025,-1.1109048825738292
ACH-000028,-1.1257191639973847
ACH-000030,-0.7403786017078454
ACH-000035,-1.2575940558516254
ACH-000036,-1.0719398820662611
ACH-000037,-0.6934620178542675
ACH-000039,-1.0428672483020365
ACH-000040,-1.1197949123920086
ACH-000041,-1.0251160666556622
ACH-000042,-0.7994558160319136
ACH-000045,-1.1161341485242142
ACH-000047,-1.0860996296596217
ACH-000052,-1.2232913598522266
ACH-000053,-1.0166636056625358
ACH-000054,-0.8066249910922589
ACH-000055,-1.1493059859643615
ACH-000060,-0.819380023930018
ACH-000067,-0.940192685131484
ACH-000070,-0.864651573147688
ACH-000075,-1.0291221215446076
ACH-000078,-1.1502452968325059
ACH-000082,-1.1843596386381563
ACH-000085,-1.2154111994007777
ACH-000086,-1.3278011887894277
ACH-000087,-1.0161528982519994
ACH-000092,-0.8881982026612969
ACH-000095,-0.7956301633777516
ACH-000097,-1.2243466588555916
ACH-000098,-1.069575572349121
ACH-000099,-1.0637029883944862
ACH-000108,-1.0792065777461428
ACH-000113,-1.0115211158405617
ACH-000116,-1.2815880229607894
ACH-000118,-0.839544127677577
ACH-000120,-1.022479483817064
ACH-000123,-0.8590810552773023
ACH-000127,-0.9803696858675296
ACH-000128,-1.1171049612340578
ACH-000132,-0.8404600280993202
ACH-000133,-0.990382061070754
ACH-000137,-0.8267042953763011
ACH-000138,-1.2857263138939643
ACH-000142,-1.3327494679788248
ACH-000143,-0.8624185213235523
ACH-000146,-0.918734391892564
ACH-000148,-1.4152181681633682
ACH-000150,-1.150655101376574
ACH-000152,-1.248378378568518
ACH-000153,-0.9843393668497746
ACH-000159,-1.0473022881879095
ACH-000160,-1.7497387854706854
ACH-000163,-1.276314205982198
ACH-000167,-1.2561751895850946
ACH-000168,-1.0704225923239377
ACH-000169,-1.2459180431397738
ACH-000178,-1.1369735921560953
ACH-000183,-0.9162194918037674
ACH-000188,-1.010633755029498
ACH-000189,-1.1967557312833192
ACH-000190,-0.7681581259978397
ACH-000198,-0.8480870697925752
ACH-000203,-1.6028585191987097
ACH-000204,-0.6939665765702429
ACH-000206,-0.9776626014578202
ACH-000207,-0.8722839661135251
ACH-000208,-1.0424557338310212
ACH-000210,-1.056996372208893
ACH-000211,-1.05480096189278
ACH-000215,-1.1489983300664184
ACH-000221,-1.3621152858648409
ACH-000222,-1.0735070083074592
ACH-000223,-1.5785295632019931
ACH-000226,-0.8272130367318528
ACH-000227,-0.7126985168941546
ACH-000228,-1.200990238082449
ACH-000231,-1.0337338280830533
ACH-000232,-1.2264224235035124
ACH-000233,-1.2532524301392296
ACH-000234,-0.9379423581094218
ACH-000235,-1.1246009396446397
ACH-000237,-1.2707367521747377
ACH-000238,-1.264585224048494
ACH-000242,-1.3300923026760887
ACH-000243,-1.0510741742535834
ACH-000244,-1.0099540322019758
ACH-000246,-1.2377822721860996
ACH-000248,-0.934697749952246
ACH-000250,-1.0488467650814868
ACH-000251,-1.065213382158972
ACH-000252,-1.2447321318199802
ACH-000253,-0.9537653355181809
ACH-000255,-1.143209100717613
ACH-000256,-0.9545373886260018
ACH-000257,-1.2522873560127483
ACH-000258,-0.8854677916952295
ACH-000259,-1.115475875211127
ACH-000260,-0.8678362189272776
ACH-000261,-0.910950182041047
ACH-000262,-0.9880779120249488
ACH-000263,-1.089956227964114
ACH-000264,-1.2447995489884034
ACH-000265,-0.7960506351985439
ACH-000266,-1.0161680412181922
ACH-000272,-1.0114802818779352
ACH-000274,-1.2162214614366724
ACH-000277,-0.9620613518132728
ACH-000278,-1.0584817826804258
ACH-000279,-1.0241328642194687
ACH-000280,-1.2081099577101473
ACH-000281,-1.1985628963591064
ACH-000288,-1.2188782978917012
ACH-000291,-0.7567390901665868
ACH-000293,-1.1172311785938442
ACH-000294,-0.8021043174984805
ACH-000295,-1.334722359049878
ACH-000296,-1.046402960027066
ACH-000302,-1.0524533272340522
ACH-000304,-0.9124181293451736
ACH-000307,-1.0585976277449758
ACH-000308,-1.19803257154708
ACH-000310,-0.7654301554203115
ACH-000311,-0.9943093161032759
ACH-000312,-1.1877823535084169
ACH-000315,-1.1449134715714937
ACH-000316,-1.0806500477409091
ACH-000317,-0.91536658885985
ACH-000318,-1.0207873946763637
ACH-000319,-1.0669513475365036
ACH-000320,-1.3042118733525574
ACH-000322,-1.1054889756772892
ACH-000323,-1.2576048716917674
ACH-000324,-1.1262173328751195
ACH-000329,-1.00355843610505
ACH-000330,-1.3206626224072688
ACH-000331,-1.1786298818897074
ACH-000332,-0.7250429252859367
ACH-000334,-1.0392263689751038
ACH-000335,-1.0675949177887816
ACH-000336,-1.3980904902654236
ACH-000337,-1.004540009293352
ACH-000338,-1.0982638248533827
ACH-000339,-1.1409560964390382
ACH-000341,-0.8896447090799895
ACH-000348,-1.1645582073187644
ACH-000350,-0.8798237817830551
ACH-000352,-1.3705238003005211
ACH-000356,-1.0906250146370744
ACH-000361,-0.7455216871563843
ACH-000362,-0.8669124997133406
ACH-000363,-0.8657776982636973
ACH-000364,-0.9272222311354564
ACH-000365,-1.2031044652298175
ACH-000366,-1.2043815163274332
ACH-000368,-0.9637327355217062
ACH-000374,-1.2080992045784738
ACH-000375,-1.1985741821727411
ACH-000376,-0.98986699166255
ACH-000381,-1.2604125754479991
ACH-000383,-1.214497723966672
ACH-000387,-1.0010404877245132
ACH-000389,-1.060295961508679
ACH-000390,-1.4514960482776034
ACH-000393,-1.1433281782706326
ACH-000395,-1.3989414730214798
ACH-000396,-0.8181837958279453
ACH-000397,-1.249415583606512
ACH-000401,-0.9764270779545704
ACH-000402,-0.9182715794335642
ACH-000403,-0.8690406128366821
ACH-000404,-1.4432255554560904
ACH-000406,-0.9112095387221426
ACH-000407,-1.2237846312342575
ACH-000408,-1.0688037672008148
ACH-000410,-1.1917320314003264
ACH-000411,-1.1100963574341252
ACH-000414,-1.1571654831424878
ACH-000415,-1.1100180958611507
ACH-000416,-1.1135408507752282
ACH-000420,-1.2016333910815502
ACH-000421,-1.1191550430493666
ACH-000424,-1.0008667557835371
ACH-000425,-1.0697227847696402
ACH-000426,-0.868807170203283
ACH-000427,-1.1114761874974175
ACH-000433,-1.069602448246494
ACH-000435,-1.1997593028411524
ACH-000436,-0.8148092567416083
ACH-000444,-0.9403021675707406
ACH-000445,-1.1538108913732965
ACH-000448,-0.7360757727157801
ACH-000450,-1.2244623365622247
ACH-000452,-1.028725019672136
ACH-000454,-1.1111757444527557
ACH-000458,-1.0671369853917383
ACH-000459,-0.8052645867546735
ACH-000460,-1.0774875365656442
ACH-000461,-1.0397347325878203
ACH-000463,-0.8738768916969076
ACH-000464,-1.238046417144579
ACH-000466,-1.0124646165353146
ACH-000467,-1.29021084046153
ACH-000468,-1.1147968230065322
