,GLRX (2745)
ACH-000004,0.2650739004407559
ACH-000005,0.4526201895917187
ACH-000007,0.2833160121535202
ACH-000009,0.2445376118222989
ACH-000011,0.2332940801124955
ACH-000012,0.1946835612119943
ACH-000013,0.17015788603094226
ACH-000014,0.37269289084262736
ACH-000015,0.09036955331257494
ACH-000017,0.3525584673724174
ACH-000018,0.10081729579949268
ACH-000019,0.2554250816473844
ACH-000021,0.2574569361867614
ACH-000022,0.3329496523122963
ACH-000025,0.21726674796619586
ACH-000028,0.16619635582592274
ACH-000030,0.16668358752129878
ACH-000035,0.20573694048628505
ACH-000036,0.13637906307918066
ACH-000037,0.19253462394646872
ACH-000039,0.1636027763911283
ACH-000040,0.21737825520497248
ACH-000041,0.3534898254122688
ACH-000042,0.2533774370187973
ACH-000045,0.19721440721303046
ACH-000047,0.3161086693499244
ACH-000052,0.21894921000036985
ACH-000053,0.18059050107637994
ACH-000054,0.11236442151345576
ACH-000055,0.21553728306893205
ACH-000060,0.2371639561404039
ACH-000067,0.18657757498836644
ACH-000070,0.1842265780556468
ACH-000075,0.27512071913798936
ACH-000078,0.30428067654000124
ACH-000082,0.15783154848884373
ACH-000085,0.2530047963201224
ACH-000086,0.24547213123212205
ACH-000087,-0.05849690496635936
ACH-000092,0.1914316010459964
ACH-000095,0.2251740452857228
ACH-000097,0.3042889410242534
ACH-000098,0.3281625963936975
ACH-000099,0.2533878420255665
ACH-000108,0.15731572792971302
ACH-000113,0.3732624224808202
ACH-000116,0.33104314517384115
ACH-000118,0.15927957726127392
ACH-000120,0.252897320149633
ACH-000123,0.2410958620204739
ACH-000127,0.2230824758891414
ACH-000128,0.3654990268393432
ACH-000132,0.21839718868976615
ACH-000133,0.2329344023176058
ACH-000137,0.24751453117918745
ACH-000138,0.25967475137820795
ACH-000142,0.2072044157038459
ACH-000143,0.25313405642376063
ACH-000146,0.2641004602093823
ACH-000148,0.2666177999354509
ACH-000150,0.29613377298015303
ACH-000152,0.3306911437397222
ACH-000153,0.08840303287324648
ACH-000159,0.3007468883346713
ACH-000160,0.2873872672054508
ACH-000163,0.18413879894333848
ACH-000167,0.31138807123942497
ACH-000168,0.24288860628715536
ACH-000169,0.22243662463260186
ACH-000178,0.21455000164180474
ACH-000183,0.1274506190319986
ACH-000188,0.27552128003271964
ACH-000189,0.24942800428581385
ACH-000190,0.057009329077771086
ACH-000198,0.34932086817344976
ACH-000203,0.12674812446446074
ACH-000204,0.10510974917002183
ACH-000206,0.2010323791463035
ACH-000207,0.26900616564459506
ACH-000208,0.28246703988734817
ACH-000210,0.19595833707126603
ACH-000211,0.28418167067882044
