,GIMAP4 (55303)
ACH-000004,0.2570905472155688
ACH-000005,0.1935359250032412
ACH-000007,0.17583446588577648
ACH-000009,0.1400976491164712
ACH-000011,0.3517273521280072
ACH-000012,0.3200396889632991
ACH-000013,0.2825015608079947
ACH-000014,0.09758010078229072
ACH-000015,0.3767301199198878
ACH-000017,0.1207308932776705
ACH-000018,0.4060536316609132
ACH-000019,0.41441519854108827
ACH-000021,0.19548908793376085
ACH-000022,0.3754442895588264
ACH-000025,0.28880873006683044
ACH-000028,0.2946827394915152
ACH-000030,0.23481827455996024
ACH-000035,0.23652419542159114
ACH-000036,0.3952449222822841
ACH-000037,0.28884472340114564
ACH-000039,0.3026890991077526
ACH-000040,0.2908223520204345
ACH-000041,0.23102013818136385
ACH-000042,0.2468511894659859
ACH-000045,0.2621384318474473
ACH-000047,0.1808993986444672
ACH-000052,0.4401986843851207
ACH-000053,0.21699315732856572
ACH-000054,0.22493064098147286
ACH-000055,0.24064822391707036
ACH-000060,0.20343977998654705
ACH-000067,0.2971183580240834
ACH-000070,0.30549979127486904
ACH-000075,0.2357323237456995
ACH-000078,0.32366009023142384
ACH-000082,0.24134306678266196
ACH-000085,0.30736560007468905
ACH-000086,0.2032432207715196
ACH-000087,0.3431545523137107
ACH-000092,0.3590437791925358
ACH-000095,0.2857828296241894
ACH-000097,0.2589165091325956
ACH-000098,0.2434966498626384
ACH-000099,0.21408223358933626
ACH-000108,0.22377818656279455
ACH-000113,0.29341364409267323
ACH-000116,0.15850071380264508
ACH-000118,0.3138320142685691
ACH-000120,0.36850273372729103
ACH-000123,0.3221306172226137
ACH-000127,0.2916910864094291
ACH-000128,0.3654831022459768
ACH-000132,0.3836051943068534
ACH-000133,0.3388502841207284
ACH-000137,0.18165503665290728
ACH-000138,0.3096987311852062
ACH-000142,0.1585400312303858
ACH-000143,0.2644980245530044
ACH-000146,0.2744610101116115
ACH-000148,0.25992227881574864
ACH-000150,0.2404489768490305
ACH-000152,0.24370111703266664
ACH-000153,0.2954253672734356
ACH-000159,0.2765289319109867
ACH-000160,0.26279359077957026
ACH-000163,0.2852286299552717
ACH-000167,0.35539057067887503
ACH-000168,0.2351725100689202
ACH-000169,0.20861181053275984
ACH-000178,0.21678092989557912
ACH-000183,0.2563630094138096
ACH-000188,0.340217987938824
ACH-000189,0.27005682642493484
ACH-000190,0.04720973932064931
ACH-000198,0.3257682594864208
ACH-000203,0.25364214732708834
ACH-000204,0.2542234499040516
ACH-000206,0.4987600517884321
