,AIM2 (9447)
ACH-000004,0.008473541093591106
ACH-000005,0.11103899386416023
ACH-000007,-0.1338935102446732
ACH-000009,0.019103516000090248
ACH-000011,-0.04571374784482919
ACH-000012,0.04548646638655706
ACH-000013,0.05155814079223593
ACH-000014,-0.09752706360984932
ACH-000015,-0.06664368335357987
ACH-000017,0.007093343667273261
ACH-000018,0.1736827100809826
ACH-000019,0.05480123723952631
ACH-000021,-0.017436610219223544
ACH-000022,-0.0296427668643592
ACH-000025,-0.11653037712571998
ACH-000028,0.190890775196472
ACH-000030,0.08303053021274029
ACH-000035,-0.12864984163759718
ACH-000036,0.0006726486364023032
ACH-000037,0.007096257098665109
ACH-000039,0.053954135501917785
ACH-000040,0.1516207495922736
ACH-000041,-0.145294272874171
ACH-000042,0.0635319993044217
ACH-000045,0.16403796394258674
ACH-000047,-0.051776668607899035
ACH-000052,0.01113981904344338
ACH-000053,0.06730875775897238
ACH-000054,-0.046692052255534175
ACH-000055,-0.02143331287980679
ACH-000060,-0.003499146185513421
ACH-000067,0.13155450306460373
ACH-000070,0.06540272993483487
ACH-000075,0.21195126643472792
ACH-000078,0.173215715798417
ACH-000082,0.03461293935905028
ACH-000085,-0.22174100125785984
ACH-000086,-0.08719033264886826
ACH-000087,-0.07032473048283612
ACH-000092,-0.012766315552123686
ACH-000095,0.04742812411443975
ACH-000097,0.06886171698533124
ACH-000098,0.06282454956628285
ACH-000099,0.20093473537608186
ACH-000108,0.09142456761854093
ACH-000113,-0.03229286834097218
ACH-000116,0.023884790944316198
ACH-000118,-0.01526427851446437
ACH-000120,-0.03403667295316449
ACH-000123,0.1751543273473766
ACH-000127,-0.10813345101923788
ACH-000128,0.15705971539684088
ACH-000132,-0.015081648941286238
ACH-000133,0.08853780120992505
ACH-000137,0.051653930675351685
ACH-000138,-0.015076965897104654
ACH-000142,-0.045857658350114634
ACH-000143,0.01796845611071345
ACH-000146,-0.011306215217066484
ACH-000148,-0.007526230799610578
ACH-000150,-0.008881294131564068
ACH-000152,0.0991492693173452
ACH-000153,0.05418478318315042
ACH-000159,0.020496673308691454
ACH-000160,0.0676077553979329
ACH-000163,-0.04266982662037769
ACH-000167,-0.3428647123439536
ACH-000168,0.1381969661781604
ACH-000169,-0.04545477252191371
ACH-000178,0.0529462106263589
