,SOD2 (6648)
ACH-000004,-1.1179118184658539
ACH-000005,-0.6678117860185603
ACH-000007,-0.6634994297814649
ACH-000009,-0.9664081139690248
ACH-000011,-0.4991054268921842
ACH-000012,-0.3766469931666957
ACH-000013,-1.2350408519174858
ACH-000014,-0.4590328775633361
ACH-000015,-0.6351004367868355
ACH-000017,-1.5294043945693827
ACH-000018,-0.6999767346203782
ACH-000019,-1.0215653568728686
ACH-000021,-1.16264277589056
ACH-000022,-0.9198038273970128
ACH-000025,-0.8574402465185283
ACH-000028,-1.1926282126466667
ACH-000030,-0.4102619027185748
ACH-000035,-0.8750259831059882
ACH-000036,-0.4584216867228402
ACH-000037,-0.5008290944801229
ACH-000039,-0.8293555802191354
ACH-000040,-0.397325432859746
ACH-000041,-0.7812514419362959
ACH-000042,-0.5583716481306447
ACH-000045,-0.4797553545759645
ACH-000047,-0.6205858430344116
ACH-000052,-0.5529661419105332
ACH-000053,-0.6976902760002281
ACH-000054,-0.4333883259919802
ACH-000055,-0.9802485941637996
ACH-000060,-0.9027219603657972
ACH-000067,-0.4894607599430194
ACH-000070,-0.9637377655326268
ACH-000075,-0.366653489556764
ACH-000078,-1.1889085854133796
ACH-000082,-0.5469246804485647
ACH-000085,-0.5833087404023329
ACH-000086,-0.563068177303736
ACH-000087,-0.8649053841986895
ACH-000092,-0.3359923259155773
ACH-000095,-0.0841457050525985
ACH-000097,-0.9651059560175363
ACH-000098,-0.5898128049018414
ACH-000099,-0.7850720442166597
ACH-000108,-0.4937318457088578
ACH-000113,-0.15309078382843488
ACH-000116,-1.1798089046879872
ACH-000118,-0.3701832734779732
ACH-000120,-0.6694681038958169
ACH-000123,-0.7092753247509689
ACH-000127,-0.5682348047295211
ACH-000128,-1.0846681407929544
ACH-000132,-0.7969104925515448
ACH-000133,-0.7492142577407238
ACH-000137,-0.3676040619923519
ACH-000138,-0.8182286530420741
ACH-000142,-1.0276448585333484
ACH-000143,-0.4794052794825669
ACH-000146,-0.4496751801883972
ACH-000148,-0.6625382074053384
ACH-000150,-0.6486999002523548
ACH-000152,-0.6415024631300416
ACH-000153,-0.4682868801810269
ACH-000159,-0.5196669138507756
ACH-000160,-1.1276658478443802
ACH-000163,-0.4725341114132418
ACH-000167,-0.9884141795649292
ACH-000168,-0.6733695832245716
ACH-000169,-0.8901646476497007
ACH-000178,-0.7784866071518806
ACH-000183,0.0173509358420671
ACH-000188,-1.2199745605279568
ACH-000189,-0.4568123522307434
ACH-000190,-0.951068894864005
ACH-000198,-0.5309171491539295
ACH-000203,-1.5093335640545555
ACH-000204,-1.1152151633107752
ACH-000206,-1.5050014029095486
ACH-000207,-0.5150833919721177
ACH-000208,-0.4601860740185795
ACH-000210,-0.7023376747635895
ACH-000211,-0.6063353118180402
ACH-000215,-0.6937915475911229
ACH-000221,-1.1188567359269908
ACH-000222,-0.981357490780474
ACH-000223,-0.8178717637330347
ACH-000226,-0.5776902753330949
ACH-000227,-0.9092061641640932
ACH-000228,-0.7119712630925928
ACH-000231,-0.5118827967902977
ACH-000232,-0.4692380357758617
ACH-000233,-0.43165325282091577
ACH-000234,-0.8144442432581738
ACH-000235,-0.6511594706052656
ACH-000237,-1.0036987883714708
ACH-000238,-0.4514911910424714
ACH-000242,-0.6430143840619598
ACH-000243,-0.5666045790988643
ACH-000244,-0.8982004929859408
ACH-000246,-0.9181498349495828
ACH-000248,-1.1420406687730311
ACH-000250,-0.7146524573288192
ACH-000251,-0.3960227847644611
ACH-000252,-0.7907840815213532
ACH-000253,-0.7312075547494065
ACH-000255,-0.5710659632927789
ACH-000256,-0.8577458316867402
ACH-000257,-0.5958108787517398
