,CTAGE9 (643854)
ACH-000004,-0.3538057988854551
ACH-000005,-0.2619556251970493
ACH-000007,-0.3115233220725149
ACH-000009,-0.3855100516685677
ACH-000011,-0.2644878841496408
ACH-000012,-0.3524318356738159
ACH-000013,-0.3246509677805202
ACH-000014,-0.1746654141976446
ACH-000015,-0.18195148717354206
ACH-000017,-0.2847778416635324
ACH-000018,-0.4333573066263776
ACH-000019,-0.07573102055696612
ACH-000021,-0.5730410146808407
ACH-000022,-0.4391590307360561
ACH-000025,-0.3604026229096544
ACH-000028,-0.1972791804281757
ACH-000030,-0.3567670166692704
ACH-000035,-0.4041634804366546
ACH-000036,-0.4768379761613778
ACH-000037,-0.33624503614480705
ACH-000039,-0.4677733759335238
ACH-000040,-0.4020321758262189
ACH-000041,-0.4182768679571083
ACH-000042,-0.512133856989784
ACH-000045,-0.16324375796870372
ACH-000047,-0.20951981564274985
ACH-000052,-0.3959725151459865
ACH-000053,-0.2682196827549713
ACH-000054,-0.4244017330420551
ACH-000055,-0.11148727967371716
ACH-000060,-0.4203595014700741
ACH-000067,-0.4100201692186409
ACH-000070,-0.3062646107376275
ACH-000075,-0.4505423487209329
ACH-000078,-0.23013947203328014
ACH-000082,-0.2384337468502445
ACH-000085,-0.3848017331024153
ACH-000086,-0.29907016247128193
ACH-000087,-0.552162023422838
ACH-000092,-0.3461669679407031
ACH-000095,-0.4885755668738223
ACH-000097,-0.3404220487813157
ACH-000098,-0.3513387362890474
ACH-000099,-0.4158387891927013
ACH-000108,-0.3309330216720536
ACH-000113,-0.29408203107457553
ACH-000116,-0.31312567963635113
ACH-000118,-0.1927368946832537
ACH-000120,-0.2837158520945184
ACH-000123,-0.3570842198578565
ACH-000127,-0.4166888009356523
ACH-000128,-0.160642422121172
ACH-000132,-0.4688041195113309
ACH-000133,-0.4107347329487421
ACH-000137,-0.3824588673378587
ACH-000138,-0.396902218362252
ACH-000142,-0.3278373838878176
ACH-000143,-0.2976710402513527
ACH-000146,-0.236783517357442
ACH-000148,-0.2636412639142253
ACH-000150,-0.19464772411257908
ACH-000152,-0.3348091157113499
ACH-000153,-0.2638084730024016
ACH-000159,-0.3961039205881784
ACH-000160,-0.251965587056342
ACH-000163,-0.19564171324332807
ACH-000167,-0.1724051906966317
ACH-000168,-0.24074518971352696
ACH-000169,-0.4121833121064372
ACH-000178,-0.4044177003589591
ACH-000183,-0.4319114350607796
ACH-000188,-0.3161753393060664
ACH-000189,-0.17775299216531396
ACH-000190,-0.298015363861218
ACH-000198,-0.4800013331546845
ACH-000203,-0.07516522607808666
ACH-000204,-0.42490924482908177
ACH-000206,-0.35411654234483503
ACH-000207,-0.3772424780827011
ACH-000208,-0.1966804103566258
ACH-000210,-0.5709847864151599
ACH-000211,-0.3066450422871572
ACH-000215,-0.3531352848208457
ACH-000221,-0.22410204343953288
ACH-000222,-0.2539982666914781
ACH-000223,-0.3468830052763405
ACH-000226,-0.3959751036089999
ACH-000227,-0.5319367761415628
ACH-000228,-0.3844352518677064
ACH-000231,-0.3076710840317444
ACH-000232,-0.5125074088652981
ACH-000233,-0.23270456417088603
ACH-000234,-0.4061810570199105
ACH-000235,-0.3259374169813858
ACH-000237,-0.3502050346689351
ACH-000238,-0.2350679837932776
ACH-000242,-0.27349079622915284
ACH-000243,-0.248274152463428
ACH-000244,-0.3783578409294141
ACH-000246,-0.3730346947199033
ACH-000248,-0.3094334519947813
ACH-000250,-0.5748201965512135
ACH-000251,-0.2330123761976361
ACH-000252,-0.42452977446199547
ACH-000253,-0.4924991755802709
ACH-000255,-0.3632070766626702
ACH-000256,-0.4225716302278001
ACH-000257,-0.2135556365968493
ACH-000258,-0.347881455556583
ACH-000259,-0.3302472060516222
ACH-000260,-0.5164212403591215
ACH-000261,-0.3695560985041338
ACH-000262,-0.34512229195535155
ACH-000263,-0.3727329757998135
ACH-000264,-0.347309003634855
ACH-000265,-0.21171422938259016
ACH-000266,-0.3396375398694089
ACH-000272,-0.544731274790359
ACH-000274,-0.506274990537519
ACH-000277,-0.2949077044974841
ACH-000278,-0.5562373944404106
ACH-000279,-0.4653997777156146
ACH-000280,-0.4026636094155857
ACH-000281,-0.5220024567374792
ACH-000288,-0.5250394388591558
ACH-000291,-0.3950657868698815
ACH-000293,-0.2604778363209726
ACH-000294,-0.5236069949791575
ACH-000295,-0.4516160223298676
ACH-000296,-0.2488531946415745
ACH-000302,-0.17769297846534013
ACH-000304,-0.37373933880165133
ACH-000307,-0.33641374731400425
ACH-000308,-0.31480588878659355
ACH-000310,-0.3171720136959931
ACH-000311,-0.2894303865946553
ACH-000312,-0.28818877868549514
ACH-000315,-0.07134339616104922
ACH-000316,-0.2602679901387308
ACH-000317,-0.5206708798449818
ACH-000318,-0.2796443951578081
ACH-000319,-0.3286975776550322
ACH-000320,-0.34116052902633304
ACH-000322,-0.34096760421903344
ACH-000323,-0.3868697021182109
ACH-000324,-0.3898450130100836
ACH-000329,-0.3984408477647342
ACH-000330,-0.17167208463453956
ACH-000331,-0.2716066525857003
ACH-000332,-0.40025099471557096
ACH-000334,-0.4080392389938249
ACH-000335,-0.16168359931028506
ACH-000336,-0.3774261411419152
ACH-000337,-0.15282471505513565
ACH-000338,-0.3896378423031542
ACH-000339,-0.42702746888331183
ACH-000341,-0.31233807242782397
ACH-000348,-0.20028548968739995
ACH-000350,-0.3761859465235416
ACH-000352,-0.40245657031184817
ACH-000356,-0.3054308520189524
ACH-000361,-0.18122376409935767
ACH-000362,-0.3919975765760712
ACH-000363,-0.4156630215948732
ACH-000364,-0.26704964903279
