,APOBEC3F (200316)
ACH-000004,0.04096733270774113
ACH-000005,-0.02663444784751241
ACH-000007,0.023496241691972817
ACH-000009,-0.03108554542994113
ACH-000011,-0.05859021529552653
ACH-000012,0.1348591970695782
ACH-000013,0.005127463371904092
ACH-000014,0.08060792731730106
ACH-000015,-0.07465067696157007
ACH-000017,0.020134303916580314
ACH-000018,-0.020268317589455832
ACH-000019,0.07878130311815011
ACH-000021,-0.06534579392835886
ACH-000022,-0.01696053300620898
ACH-000025,-0.04613520373177851
ACH-000028,0.005797035257991925
ACH-000030,-0.08340397470227202
ACH-000035,0.09898860429914226
ACH-000036,-0.030574446411508808
ACH-000037,0.09162076730918307
ACH-000039,-0.11803761873301988
ACH-000040,-0.04333288456948973
ACH-000041,-0.0245388000340169
ACH-000042,-0.1465994191000331
ACH-000045,-0.09983708616388386
ACH-000047,0.05947015352489355
ACH-000052,-0.0538716402292724
ACH-000053,0.037397354024439326
ACH-000054,0.04958370384521497
ACH-000055,0.007130350028796893
ACH-000060,-0.1354425692914554
ACH-000067,0.040416504506649034
ACH-000070,-0.04300822337604941
ACH-000075,-0.06063688631014754
ACH-000078,-0.14719710523422375
ACH-000082,0.09387765541288463
ACH-000085,0.10338331957019566
ACH-000086,0.09693252181241536
ACH-000087,0.19275578888534556
ACH-000092,-0.034933970818550465
ACH-000095,-0.12248583024643245
ACH-000097,-0.0599146842869035
ACH-000098,0.041594001897417514
ACH-000099,0.03292186324567405
ACH-000108,-0.11521141731586693
ACH-000113,0.009073691168296864
ACH-000116,-0.08785347064771525
ACH-000118,0.07564341606070707
ACH-000120,-0.07737985470545025
ACH-000123,0.04961353272389903
ACH-000127,0.02786846250398968
ACH-000128,-0.05270518634681071
ACH-000132,-0.02353654122569428
ACH-000133,-0.047957177139110185
ACH-000137,0.02573471871222065
ACH-000138,0.139244846788238
ACH-000142,0.22700500738010884
ACH-000143,0.008460859768343279
ACH-000146,0.057227804859833975
ACH-000148,0.06290807144645935
ACH-000150,0.059247695471198715
ACH-000152,0.009893944913763702
ACH-000153,0.26493608757215564
ACH-000159,0.03215009471894313
ACH-000160,-0.09805016096055222
ACH-000163,0.014259947869240628
ACH-000167,-0.13576170667759144
ACH-000168,0.0007661308126192275
ACH-000169,-0.043014684091925166
ACH-000178,0.009429083839684795
ACH-000183,0.048100745913808605
ACH-000188,0.01470624382741718
ACH-000189,0.107975958500926
ACH-000190,-0.06924214035792636
ACH-000198,-0.05400393665048745
ACH-000203,-0.10101828655297848
ACH-000204,0.11158439051035153
ACH-000206,0.02870447221642207
ACH-000207,0.0922000011310853
ACH-000208,0.09395648151206644
ACH-000210,-0.14293332932986547
ACH-000211,-0.015652949092870475
ACH-000215,0.029863704303250863
ACH-000221,-0.0948428607887073
ACH-000222,0.04137113154322786
ACH-000223,-0.05561379928370533
ACH-000226,-0.00991589923497144
ACH-000227,-0.0199073151970626
ACH-000228,-0.04298431679029965
ACH-000231,-0.10878666824281877
ACH-000232,-0.0014518872012187253
ACH-000233,0.02470624326808711
ACH-000234,0.04691219750540264
ACH-000235,0.09869209226508456
ACH-000237,-0.07767862684026504
ACH-000238,0.140699437276251
ACH-000242,0.08340302642478603
ACH-000243,0.017277500279580475
ACH-000244,-0.024398560588708814
ACH-000246,0.016006702126493744
ACH-000248,-0.043957097713259605
ACH-000250,0.0010277529529207
ACH-000251,-0.11568740943808907
ACH-000252,0.08098011435917991
ACH-000253,0.04875454173784628
ACH-000255,-0.024864830189830482
ACH-000256,-6.4260286001761e-05
ACH-000257,0.1357621395806295
ACH-000258,-0.009282792470110192
ACH-000259,0.01884479171188207
ACH-000260,0.05529838779890422
ACH-000261,-0.06437750381715586
ACH-000262,-0.008724970363778372
ACH-000263,-0.10069485235192233
ACH-000264,-0.05257921094760127
ACH-000265,0.18878696669530334
ACH-000266,0.0017933944140901801
ACH-000272,-0.09814432759810823
ACH-000274,-0.05598950575823214
ACH-000277,0.052517746908720936
ACH-000278,-0.048546125691198296
ACH-000279,-0.026746019158650783
ACH-000280,-0.10794868311175762
ACH-000281,0.15263459903875942
ACH-000288,-0.07564596003492903
ACH-000291,0.05019253681212988
ACH-000293,-0.028376633964594236
ACH-000294,0.0038014116714271563
ACH-000295,-0.24190871241942996
ACH-000296,-0.02724935267059541
ACH-000302,-0.12231344228225532
ACH-000304,-0.060279500478471575
ACH-000307,0.14402997655473992
ACH-000308,-0.06903384950286136
ACH-000310,-0.06137473165428967
ACH-000311,0.08154799852583293
ACH-000312,0.00674036841453383
ACH-000315,-0.019352009246005625
ACH-000316,-0.06246423814650614
ACH-000317,-0.030510781395323188
ACH-000318,-0.04697626835381581
ACH-000319,-0.029541755218024563
ACH-000320,0.01361473288221461
ACH-000322,0.22069171641828256
ACH-000323,-0.10642960313822812
