,SYNGAP1 (8831)
ACH-000004,-0.2590347413934158
ACH-000005,-0.27901847982813044
ACH-000007,-0.11427426683999935
ACH-000009,-0.023750217661309338
ACH-000011,0.070547989379561
ACH-000012,0.034396485724291166
ACH-000013,-0.1318374615370099
ACH-000014,-0.09034809356135133
ACH-000015,-0.0915118772461012
ACH-000017,-0.08707170032520299
ACH-000018,-0.08441526315413883
ACH-000019,-0.17428253429955567
ACH-000021,-0.05699180895137454
ACH-000022,0.06576189845712728
ACH-000025,-0.07023783312635846
ACH-000028,0.0009018094005100961
ACH-000030,-0.005890906135685735
ACH-000035,-0.16830077608008734
ACH-000036,-0.2284865976670111
ACH-000037,-0.10069004969061413
ACH-000039,0.0117014233713216
ACH-000040,-0.1280302082106818
ACH-000041,0.033452827600910943
ACH-000042,-0.0650774588266476
ACH-000045,-0.07837308497366234
ACH-000047,-0.12128464948816163
ACH-000052,-0.027108786215502396
ACH-000053,-0.0974558257762924
ACH-000054,-0.07893942739292564
ACH-000055,0.004605924050566786
ACH-000060,-0.05204953446021375
ACH-000067,0.059648506639751825
ACH-000070,-0.16077254373094127
ACH-000075,0.035335061155862615
ACH-000078,-0.1496893373762244
ACH-000082,0.038231495581656366
ACH-000085,-0.2224913381951803
ACH-000086,-0.12426829534090868
ACH-000087,-0.19286881502070727
ACH-000092,-0.1056853960349616
ACH-000095,-0.024630335491580918
ACH-000097,-0.07871598478405084
ACH-000098,-0.012666627254417466
ACH-000099,-0.056649134420721725
ACH-000108,-0.12443158244446885
ACH-000113,-0.06684896497606924
ACH-000116,-0.005935000164377875
ACH-000118,-0.12789856300625727
ACH-000120,-0.10961937286043473
ACH-000123,0.005943230375917361
ACH-000127,-0.11795609691917587
ACH-000128,-0.007910225674869535
ACH-000132,-0.08647710965631293
ACH-000133,-0.13920620071908926
ACH-000137,-0.09169042717207394
ACH-000138,-0.18416703992097672
ACH-000142,-0.22364410608876412
ACH-000143,-0.04411407799123539
ACH-000146,-0.07432893510716516
ACH-000148,0.07827342269027343
ACH-000150,-0.12265248621069373
ACH-000152,-0.06272556491989285
ACH-000153,0.021722611958784624
ACH-000159,-0.0696580883678113
ACH-000160,-0.006083913077066739
ACH-000163,0.010327130858303392
ACH-000167,-0.1666654364281548
ACH-000168,-0.04349311766445881
ACH-000169,-0.026010132377037882
ACH-000178,-0.14345846031806828
ACH-000183,-0.027609439234099
ACH-000188,-0.07731299629115272
ACH-000189,0.09193938874945448
ACH-000190,-0.09741621112372433
ACH-000198,-0.15349971626613376
ACH-000203,0.15082448620398772
ACH-000204,-0.1469151794341608
ACH-000206,-0.025065394264241304
ACH-000207,-0.012279990055198515
ACH-000208,-0.05363200064371805
ACH-000210,0.2208429709670072
ACH-000211,-0.016722950597351776
ACH-000215,-0.11995614304500675
ACH-000221,-0.10714384065178316
ACH-000222,-0.08886661975365619
ACH-000223,-0.06853694906384145
ACH-000226,-0.06892582510706609
ACH-000227,0.01761236617025084
ACH-000228,0.07873133272613578
ACH-000231,-0.025805121123697653
ACH-000232,-0.055804729626795814
ACH-000233,-0.06568895313419214
ACH-000234,-0.08827776037535102
ACH-000235,-0.010052026201196686
ACH-000237,-0.18835048165442514
ACH-000238,0.018579279954982826
ACH-000242,0.10482492423002193
ACH-000243,-0.07870853838351186
ACH-000244,0.10356114913867782
ACH-000246,0.0691679537094346
ACH-000248,-0.17769048104159876
ACH-000250,-0.08894846731130894
ACH-000251,0.06648900891638591
ACH-000252,0.1513734719652941
ACH-000253,-0.05834903263918214
ACH-000255,-0.0957076481477508
ACH-000256,0.03085279797654877
ACH-000257,-0.17980187937943354
ACH-000258,-0.21058932215976786
ACH-000259,-0.05533113134517994
ACH-000260,-0.027062342216059587
ACH-000261,-0.04964534946375769
ACH-000262,0.05879469328280115
ACH-000263,-0.08103797054754366
ACH-000264,-0.06646063139383952
ACH-000265,-0.05216172045662339
ACH-000266,-0.08340845759850657
ACH-000272,-0.020160127420841462
ACH-000274,-0.06765986546924997
ACH-000277,-0.051834628279568966
ACH-000278,-0.03636262735695248
ACH-000279,0.060733844012875064
ACH-000280,-0.07167110064289119
ACH-000281,-0.11579213359840985
ACH-000288,-0.0542171103010064
ACH-000291,-0.0363535458744625
ACH-000293,-0.012847187039361036
ACH-000294,0.04977581518131016
ACH-000295,0.03484747733290553
ACH-000296,-0.05767808168597574
ACH-000302,-0.10274417413117376
ACH-000304,0.0068024424013746684
ACH-000307,0.07692034315875851
ACH-000308,-0.0540926716469999
ACH-000310,0.024304717849486384
ACH-000311,-0.1981882429488663
ACH-000312,-0.07058990485114484
ACH-000315,-0.18992949770680712
ACH-000316,-0.10086239517951258
ACH-000317,-0.06362986268658889
ACH-000318,-0.059767350562776475
ACH-000319,0.019898044046751585
ACH-000320,-0.15520238578838472
ACH-000322,0.08533094668898493
ACH-000323,0.0109197910402487
ACH-000324,-0.032945067820746944
ACH-000329,-0.09483607175145836
ACH-000330,-0.1668642580316907
ACH-000331,-0.10675901430922316
ACH-000332,-0.040276080400664965
ACH-000334,0.045962224792639166
ACH-000335,0.07571796079654196
ACH-000336,-0.2032003531752833
ACH-000337,-0.21768228059037426
ACH-000338,0.1504143393350062
ACH-000339,-0.06315530196600781
ACH-000341,-0.08096785437219571
ACH-000348,-0.050453114554996514
ACH-000350,0.18748603798328786
ACH-000352,-0.13363161834038334
ACH-000356,-0.1831773536844154
ACH-000361,-0.1601612141694096
ACH-000362,-0.06739582230403306
ACH-000363,-0.049718724439865816
ACH-000364,-0.0844586716753892
ACH-000365,-0.020878443829418933
ACH-000366,0.017928300013738678
ACH-000368,-0.0800022454860558
ACH-000374,-0.2418466665508381
ACH-000375,0.08390723406680319
ACH-000376,-0.01994025589710351
ACH-000381,0.1279111278496712
ACH-000383,-0.11582784922527226
ACH-000387,-0.05421356150983351
ACH-000389,0.042620727722620176
ACH-000390,-0.19213332805636327
ACH-000393,-0.11250702481993616
ACH-000395,-0.036617740286773684
ACH-000396,0.17827478824119392
ACH-000397,-0.11145364533973716
ACH-000401,0.1498992401138037
ACH-000402,-0.13270338917040986
ACH-000403,-0.05593727990265432
ACH-000404,0.2211724191737283
ACH-000406,-0.09972139366421527
ACH-000407,-0.08186561447036876
ACH-000408,-0.06765846715688889
ACH-000410,0.047160609925150414
ACH-000411,-0.14053667346150175
ACH-000414,-0.1496644763837156
ACH-000415,-0.13673556933763933
ACH-000416,-0.04389967021804988
ACH-000420,0.011616731248698385
ACH-000421,-0.06916674229164113
ACH-000424,-0.12211432388565735
ACH-000425,-0.10255179181121568
ACH-000426,-0.03334770839781198
ACH-000427,-0.14322429339223675
ACH-000433,-0.07488369473597163
ACH-000435,0.08123143645416864
ACH-000436,-0.05780801823254514
ACH-000444,0.002630373121174032
ACH-000445,-0.19059889409986674
ACH-000448,-0.051626141684800536
ACH-000450,0.03891915893670713
ACH-000452,-0.026364285325048614
ACH-000454,-0.21544005398345994
ACH-000458,-0.1405983634675186
ACH-000459,-0.09534360004574342
ACH-000460,-0.026850012409775227
ACH-000461,-0.024683184193216943
ACH-000463,-0.020003044624887664
ACH-000464,0.11205896679706964
ACH-000466,-0.1579847389920872
ACH-000467,0.061880607236410735
ACH-000468,0.04409727219152819
ACH-000469,-0.03257133025078733
ACH-000470,-0.045336233634379865
ACH-000471,-0.11473389076252477
ACH-000472,-0.0009998940434321369
ACH-000473,-0.02161898820978122
ACH-000475,-0.041390974267579365
ACH-000476,-0.1804433825605284
ACH-000477,-0.033805013106258185
ACH-000479,0.20241284916042654
ACH-000480,-0.01351296896827559
ACH-000481,-0.17267720566532813
ACH-000483,0.03201253811572352
ACH-000484,0.0045935929439565116
ACH-000485,-0.09345501709327868
ACH-000486,-0.062467032031813474
ACH-000487,0.03952331231284969
ACH-000488,-0.0397217294008396
ACH-000490,-0.022189674059174644
ACH-000491,-0.02109859004648298
ACH-000495,0.050591182717655635
ACH-000496,-0.08560344109076491
ACH-000499,-0.07133475717155469
ACH-000500,-0.5282379121694422
ACH-000502,-0.037376849068309216
ACH-000503,0.1198752213550157
ACH-000505,-0.08522576664586595
ACH-000507,-0.03622835197724891
ACH-000510,-0.00878659149506123
ACH-000511,-0.113868239595069
ACH-000512,-0.2662326667006473
ACH-000516,-0.11798497468758977
ACH-000517,-0.05449876022287999
ACH-000518,-0.016941449221352014
ACH-000520,0.003213869175733369
ACH-000521,-0.14033365155980607
ACH-000522,-0.0013086966749123814
ACH-000524,-0.17441640726078744
ACH-000527,-0.023094355547320474
ACH-000528,-0.07541369324648575
ACH-000537,0.061837576382903936
ACH-000541,0.25855744073329945
ACH-000542,0.004713155193026382
ACH-000544,-0.017342302835093068
ACH-000545,-0.1379192628197467
ACH-000547,-0.13676525219444285
ACH-000548,-0.12591384464891794
ACH-000549,-0.032905566853964265
ACH-000550,-0.07597493136835202
ACH-000552,-0.05448987751559072
ACH-000556,-0.09836465874418278
ACH-000557,0.04385589950274493
