,PGBD4 (161779)
ACH-000004,-0.127938595190489
ACH-000005,0.15827475512328734
ACH-000007,-0.3730011219316061
ACH-000009,-0.2821778512333228
ACH-000011,-0.2107103917797308
ACH-000012,-0.16241959522566654
ACH-000013,-0.17168689085276315
ACH-000014,-0.12735846578689386
ACH-000015,-0.1410731079140949
ACH-000017,-0.1472499087598951
ACH-000018,0.013339627927410152
ACH-000019,-0.3831121594369751
ACH-000021,-0.09167722931088984
ACH-000022,-0.19989458498487714
ACH-000025,-0.2660972732174321
ACH-000028,-0.19215741596193064
ACH-000030,-0.09982608662739577
ACH-000035,-0.1464545971308232
ACH-000036,-0.1444396101331879
ACH-000037,-0.14718914232448832
ACH-000039,0.028590891069924726
ACH-000040,-0.15722868540075385
ACH-000041,-0.0915810800473905
ACH-000042,-0.08678901460924278
ACH-000045,-0.1660285672848218
ACH-000047,-0.1883054133373661
ACH-000052,-0.1955632406151057
ACH-000053,-0.1908162840730233
ACH-000054,-0.10161183279113138
ACH-000055,0.03556783063752162
ACH-000060,-0.0074272277016064325
ACH-000067,-0.13676497305729296
ACH-000070,-0.01916725549858669
ACH-000075,-0.3108261357912384
ACH-000078,-0.0784133418562567
ACH-000082,-0.15345867925572046
ACH-000085,-0.11569852942356798
ACH-000086,-0.1267712361403143
ACH-000087,-0.3178151010528077
ACH-000092,-0.16235907896051152
ACH-000095,-0.18454146727188675
ACH-000097,-0.2079738693507019
ACH-000098,-0.06468159717707514
ACH-000099,-0.1324062539369464
ACH-000108,-0.1502856308578453
ACH-000113,-0.12421658629940314
ACH-000116,-0.18535374633240104
ACH-000118,-0.15856245642357866
ACH-000120,-0.2563915116040416
ACH-000123,-0.05024911105379128
ACH-000127,-0.10351869184714846
ACH-000128,-0.15684709417360398
ACH-000132,-0.33163665201843
ACH-000133,-0.13808965539605156
ACH-000137,-0.18623794214245204
ACH-000138,0.0024948190674964547
ACH-000142,-0.2009779325017807
ACH-000143,-0.26612208193482195
ACH-000146,-0.16182219446134724
ACH-000148,-0.15372624837157994
ACH-000150,-0.14859488207639832
ACH-000152,-0.10976792983410358
ACH-000153,-0.2630555049688258
ACH-000159,-0.039523853982762785
ACH-000160,-0.28631985346509786
ACH-000163,0.024531483356468826
ACH-000167,-0.2699150069734286
ACH-000168,-0.1761569321508442
ACH-000169,-0.2304418763205726
ACH-000178,-0.19040526299964036
ACH-000183,-0.18779262663625648
ACH-000188,-0.24451336618517025
ACH-000189,-0.3282881943325548
ACH-000190,-0.20408342917815794
ACH-000198,-0.12100251990509354
ACH-000203,-0.4957269873082912
ACH-000204,-0.3561933748135524
ACH-000206,-0.10853408499847987
ACH-000207,-0.1198855305752509
ACH-000208,-0.23565623418471565
ACH-000210,-0.07853204116593565
ACH-000211,-0.1325781876863914
ACH-000215,-0.1255425471511063
ACH-000221,-0.13445072630266908
ACH-000222,-0.16694845837466935
ACH-000223,-0.2573594966851909
ACH-000226,-0.19806330952665907
ACH-000227,-0.36459977299182295
ACH-000228,-0.1728448046517952
ACH-000231,-0.13873990229995098
ACH-000232,-0.06113442309955808
ACH-000233,-0.10804247369573326
ACH-000234,-0.1307702603136835
ACH-000235,-0.1525828282437509
ACH-000237,-0.11794428953537076
ACH-000238,-0.07656382817400084
ACH-000242,-0.40472625224595693
ACH-000243,-0.12916855487194648
ACH-000244,-0.09347852974708236
ACH-000246,-0.053667367230299294
ACH-000248,-0.14192485067045835
ACH-000250,-0.13259789189920834
ACH-000251,-0.3692198251999178
ACH-000252,-0.0934486368169585
ACH-000253,-0.16241800935574896
ACH-000255,-0.20319642642646812
ACH-000256,-0.28846391030731816
