,ROPN1L (83853)
ACH-000004,-0.18696889476371653
ACH-000005,-0.6096052039378408
ACH-000007,-0.21816196009688468
ACH-000009,-0.2816822190830211
ACH-000011,-0.1068576348397486
ACH-000012,-0.15785709655706978
ACH-000013,-0.12778531042988553
ACH-000014,-0.2216069520851052
ACH-000015,-0.14534285527079824
ACH-000017,-0.3500612995815575
ACH-000018,-0.25152912608646805
ACH-000019,0.01104754819568959
ACH-000021,-0.08565565290257768
ACH-000022,-0.0967498773724962
ACH-000025,0.07318202740884798
ACH-000028,-0.18649650496299816
ACH-000030,-0.12652791085316967
ACH-000035,-0.3482870606546685
ACH-000036,-0.2561565275232951
ACH-000037,-0.3004180774612298
ACH-000039,-0.2269459636301573
ACH-000040,-0.16334402289717145
ACH-000041,-0.18109846006989486
ACH-000042,-0.18962283276860395
ACH-000045,-0.19634344564887632
ACH-000047,-0.3007483482875751
ACH-000052,-0.11051217449720603
ACH-000053,-0.08822441155363601
ACH-000054,-0.20272020512001773
ACH-000055,-0.03691144591841192
ACH-000060,-0.253315306350326
ACH-000067,-0.13297917243500226
ACH-000070,-0.05224247899025302
ACH-000075,-0.0032621377537999058
ACH-000078,-0.16168741696837208
ACH-000082,-0.3655886039005155
ACH-000085,0.0030149257589041738
ACH-000086,-0.049995309959587286
ACH-000087,-0.2978356093149524
ACH-000092,-0.21270027644015968
ACH-000095,-0.25627008933968803
ACH-000097,-0.2704679220884237
ACH-000098,-0.2018488176272865
ACH-000099,-0.2556947079872523
ACH-000108,-0.3312699862950266
ACH-000113,-0.1736449819938024
ACH-000116,-0.21791369449947529
ACH-000118,-0.0465806444744596
ACH-000120,-0.2524696590273317
ACH-000123,-0.28149456066498185
ACH-000127,-0.19057534157101247
ACH-000128,-0.16985425340776572
ACH-000132,-0.3740408222716932
ACH-000133,-0.01051755717100174
ACH-000137,-0.07326400527008069
ACH-000138,-0.22216094069905729
ACH-000142,-0.23073754165057855
ACH-000143,-0.07447954427943325
ACH-000146,-0.2216505239665004
ACH-000148,-0.332281704254802
ACH-000150,-0.11814936334933672
ACH-000152,-0.20824569369685614
ACH-000153,-0.06596848288879917
ACH-000159,-0.3493481679520889
ACH-000160,-0.19940008028011824
ACH-000163,-0.04511040549487387
ACH-000167,-0.07931184849529041
ACH-000168,-0.5828775244328974
ACH-000169,-0.04702789348277055
ACH-000178,-0.3766006737126996
ACH-000183,-0.3244355466572795
ACH-000188,0.03088144999747288
ACH-000189,-0.2077670151943728
ACH-000190,-0.059849599830756835
ACH-000198,-0.3484850510139863
ACH-000203,-0.24347433489852904
ACH-000204,-0.21542580723267474
ACH-000206,-0.16529634994195902
ACH-000207,-0.221598124826999
ACH-000208,-0.14965441234320986
ACH-000210,0.011548194598102622
ACH-000211,-0.3110703458540457
ACH-000215,-0.15813239846645785
ACH-000221,-0.2210005641157634
ACH-000222,0.14709077651402927
ACH-000223,-0.3548131290182612
ACH-000226,-0.10623583076299048
ACH-000227,-0.3641290845420762
ACH-000228,-0.23314141610551545
ACH-000231,-0.07495086702970677
ACH-000232,-0.3740740614613156
ACH-000233,-0.17786184462264235
ACH-000234,-0.4019023662244399
ACH-000235,-0.28900022529952524
ACH-000237,-0.20696261335490745
ACH-000238,-0.4009286618823019
ACH-000242,-0.16892170939720033
ACH-000243,-0.09439380882466156
ACH-000244,-0.3990101354175086
ACH-000246,-0.26567855485787284
ACH-000248,-0.09884618653604377
ACH-000250,-0.21848679842661492
ACH-000251,-0.22056663671907994
ACH-000252,-0.18274231836436367
ACH-000253,-0.2145671618111541
ACH-000255,-0.06619576076637501
ACH-000256,-0.26131590750141764
ACH-000257,-0.27194516221733056
ACH-000258,-0.22835705678849644
ACH-000259,-0.2699148828860031
ACH-000260,-0.2637722333861194
ACH-000261,-0.23583942987735
ACH-000262,-0.06564905736273509
ACH-000263,-0.2390668468278491
ACH-000264,-0.16371642245753898
ACH-000265,-0.08470787317268523
ACH-000266,-0.27711941363503784
ACH-000272,-0.3743300217694367
ACH-000274,-0.10839098782050187
ACH-000277,-0.3445047709620631
ACH-000278,-0.36561171212957616
ACH-000279,-0.15682612515862338
ACH-000280,-0.09308443310139616
ACH-000281,-0.2215801265360721
ACH-000288,-0.1881458017034277
ACH-000291,-0.12665175750606286
ACH-000293,-0.17126867416934105
ACH-000294,-0.20210393809872948
ACH-000295,-0.023463217503151203
ACH-000296,-0.2227797534546932
ACH-000302,-0.2028368506581924
ACH-000304,-0.2025986982706416
ACH-000307,-0.1336868199949047
ACH-000308,-0.21459398704762564
ACH-000310,-0.35143365234097346
ACH-000311,-0.31827936570972176
ACH-000312,-0.1806879831955423
ACH-000315,-0.07204686017751906
ACH-000316,-0.2243893714808212
ACH-000317,-0.28776753792811816
ACH-000318,-0.17272460737998238
ACH-000319,-0.2463336032694169
ACH-000320,-0.04657202116830888
ACH-000322,-0.2210539198714281
ACH-000323,-0.2484354406750578
ACH-000324,-0.3561734879524001
ACH-000329,-0.29515088025028896
ACH-000330,-0.021203718232300443
ACH-000331,0.0034482562972681665
ACH-000332,-0.26230868575835625
ACH-000334,-0.2887196240149745
ACH-000335,-0.2367076568891047
ACH-000336,-0.4516104184862609
ACH-000337,-0.13670512071851462
ACH-000338,-0.7372298374153072
ACH-000339,-0.2869251256039806
ACH-000341,-0.13675817581346358
ACH-000348,-0.1539478737287101
ACH-000350,-0.3313743330013426
ACH-000352,-0.275218863909143
ACH-000356,-0.31552432769698724
ACH-000361,-0.2862595778210765
ACH-000362,-0.21959027333523032
ACH-000363,-0.3016115373215108
ACH-000364,0.011614386064134868
ACH-000365,-0.13494859951942642
ACH-000366,-0.1501202745701474
ACH-000368,0.059956358656397486
ACH-000374,0.032197425931975304
ACH-000375,-0.12575189320533445
ACH-000376,-0.2331305981203677
ACH-000381,-0.24667762744219096
ACH-000383,-0.20944030282505074
ACH-000387,-0.23713169322792702
ACH-000389,-0.18153013695586886
ACH-000390,-0.18194505958637106
ACH-000393,-0.377475569089102
ACH-000395,-0.4761049722901257
ACH-000396,-0.5005602528390113
ACH-000397,-0.3466550590485742
ACH-000401,-0.05565125642972118
ACH-000402,-0.1994230312390942
ACH-000403,-0.3208866687545989
ACH-000404,0.016093168058693017
ACH-000406,-0.1119844422955091
ACH-000407,-0.13067988630850827
ACH-000408,-0.3978482210564909
ACH-000410,-0.12198339868367195
ACH-000411,-0.2829736208051921
