,SURF1 (6834)
ACH-000004,-0.2853483690589184
ACH-000005,-0.12697349545909353
ACH-000007,-0.13441465880116465
ACH-000009,-0.1592269434701274
ACH-000011,-0.21927477475745571
ACH-000012,-0.3248634733456245
ACH-000013,-0.2835982166324109
ACH-000014,-0.18548116368152068
ACH-000015,-0.33416657924797244
ACH-000017,-0.20038795000958404
ACH-000018,-0.0003958595132321942
ACH-000019,-0.1917819231778446
ACH-000021,-0.2730612987763964
ACH-000022,-0.15965771830841746
ACH-000025,-0.10709635843992656
ACH-000028,-0.09021124370020388
ACH-000030,-0.2009173219221014
ACH-000035,-0.1548532084477302
ACH-000036,0.03814804916958844
ACH-000037,-0.13253462685392264
ACH-000039,-0.14879711443569255
ACH-000040,-0.4050416037421974
ACH-000041,-0.19823942584265214
ACH-000042,-0.23889826203547715
ACH-000045,-0.31985354540009825
ACH-000047,-0.25155409219011804
ACH-000052,-0.25715605171945033
ACH-000053,-0.1921571304750415
ACH-000054,-0.06760924708198979
ACH-000055,-0.10562297430819204
ACH-000060,-0.1431969999777232
ACH-000067,-0.21949969208802345
ACH-000070,-0.3150584428026757
ACH-000075,-0.061529225166988125
ACH-000078,-0.29076785643765185
ACH-000082,-0.12377895198349376
ACH-000085,-0.25503996637579
ACH-000086,-0.213121574103538
ACH-000087,-0.36867946816516706
ACH-000092,-0.2421612808949553
ACH-000095,-0.24505431338096104
ACH-000097,-0.16572235564030838
ACH-000098,-0.1604361080627439
ACH-000099,-0.2675481706604902
ACH-000108,-0.29303715223758625
ACH-000113,-0.5648867173038321
ACH-000116,-0.2689508224262977
ACH-000118,-0.3132320162902936
ACH-000120,-0.2507168657317428
ACH-000123,-0.2394664027107948
ACH-000127,-0.06178537104015702
ACH-000128,-0.24358358186222864
ACH-000132,-0.20173482512294344
ACH-000133,-0.1700878271446665
ACH-000137,-0.1715186068755453
ACH-000138,-0.3484324668909501
ACH-000142,-0.07643281595702578
ACH-000143,-0.18467684121183134
ACH-000146,-0.20077322572264114
ACH-000148,-0.2080921729951737
ACH-000150,-0.16098915704126784
ACH-000152,-0.2366895389599601
ACH-000153,-0.07806533769872187
ACH-000159,-0.1957993018760949
ACH-000160,-0.18725044545069147
ACH-000163,-0.15039621299087
ACH-000167,-0.08698566369756101
ACH-000168,-0.001089690571199951
ACH-000169,-0.18173337805154244
ACH-000178,-0.18897109922527291
ACH-000183,-0.20533009773545727
ACH-000188,-0.1007545778224627
ACH-000189,-0.11509001703364086
ACH-000190,-0.2956501294934901
ACH-000198,-0.2214088214467496
ACH-000203,-0.017683646309588824
ACH-000204,-0.016183044444630174
ACH-000206,0.11839010710386084
ACH-000207,-0.32143895481599344
ACH-000208,-0.06804897901272973
ACH-000210,-0.09135104684588237
ACH-000211,-0.13847920358594434
ACH-000215,-0.19418136055915744
ACH-000221,-0.25145015303241736
ACH-000222,-0.05566019528010047
ACH-000223,-0.2961148280167068
ACH-000226,-0.012923249848569743
ACH-000227,-0.1809240064757036
ACH-000228,-0.2694534543279364
ACH-000231,-0.0716114125840581
ACH-000232,-0.04497917542599143
ACH-000233,-0.057767285777983984
ACH-000234,-0.15516825277105514
ACH-000235,-0.1257464198710167
ACH-000237,-0.188574432078305
ACH-000238,-0.3111621328330194
ACH-000242,-0.07202543081742857
ACH-000243,-0.022050310012045
ACH-000244,-0.2860494124594337
ACH-000246,-0.3756341525400029
ACH-000248,-0.11649076702924305
ACH-000250,-0.1271920861251551
ACH-000251,-0.20609195613769266
ACH-000252,-0.22397677998372867
ACH-000253,-0.10406144197063084
ACH-000255,-0.3328196891605296
ACH-000256,-0.12194321161584575
ACH-000257,0.08209502630341042
ACH-000258,-0.16621263563473465
ACH-000259,-0.2024243291613579
ACH-000260,-0.13326324919630916
ACH-000261,-0.1586640517915503
ACH-000262,-0.11138817839037617
ACH-000263,-0.18080224765771508
ACH-000264,-0.2856606433508662
ACH-000265,-0.2635769000247225
ACH-000266,-0.23723495024043176
ACH-000272,-0.2362785837535221
ACH-000274,-0.2138195640761127
ACH-000277,-0.20373211914818612
ACH-000278,-0.15841345686325986
ACH-000279,-0.1260081798391942
ACH-000280,-0.16121216429341567
ACH-000281,-0.23848654826812266
ACH-000288,-0.05843767689477568
ACH-000291,-0.2591417242294134
ACH-000293,-0.07110965012534769
ACH-000294,0.1227875278875582
ACH-000295,-0.10887724838566763
ACH-000296,-0.250534363129232
ACH-000302,-0.1845280229269736
ACH-000304,-0.3724974851087579
ACH-000307,-0.24833129413797145
ACH-000308,-0.19507554719274384
ACH-000310,-0.16981647174840836
ACH-000311,-0.1026050870179836
ACH-000312,-0.3692728048088023
ACH-000315,-0.21303606200081826
ACH-000316,-0.17681560194182805
ACH-000317,-0.23815058637357436
ACH-000318,-0.20070947634741876
ACH-000319,-0.07694174727611296
ACH-000320,-0.20231054111470495
ACH-000322,-0.4847220189564493
ACH-000323,-0.2888233663036676
ACH-000324,-0.13830538388757654
ACH-000329,-0.3575943382590823
ACH-000330,-0.1929274147591294
ACH-000331,-0.1302799948917302
ACH-000332,-0.19981271362182695
ACH-000334,-0.3212793860441267
ACH-000335,-0.2523229293249599
ACH-000336,-0.10142363869174978
ACH-000337,-0.25123763100882196
ACH-000338,-0.005371439170087771
ACH-000339,-0.1811028813990448
ACH-000341,-0.1273209380359702
ACH-000348,-0.1633354656753065
ACH-000350,-0.07945135749363133
ACH-000352,-0.1348843719317342
ACH-000356,-0.1836194474018915
ACH-000361,-0.3662943350150257
ACH-000362,-0.2342665566795185
ACH-000363,-0.2546743576622088
ACH-000364,-0.24821354718833766
ACH-000365,-0.182203886403602
ACH-000366,-0.1686529607227509
ACH-000368,-0.16041255677126018
ACH-000374,-0.2779985614984652
ACH-000375,-0.31534061155644605
ACH-000376,-0.23504000537553865
ACH-000381,-0.07972839506504442
ACH-000383,-0.2240269607969372
ACH-000387,-0.04968687800825795
ACH-000389,-0.21979010488372308
ACH-000390,-0.3017876821800097
ACH-000393,-0.07443692493036863
ACH-000395,-0.43962887913540055
ACH-000396,-0.39364526192043015
ACH-000397,-0.21605710162132852
ACH-000401,-0.11599935434041687
ACH-000402,-0.1760778164640939
ACH-000403,-0.100247321387784
ACH-000404,-0.1245340595182362
ACH-000406,-0.2330498616002565
ACH-000407,-0.3526981950252682
ACH-000408,-0.3383495162280711
ACH-000410,-0.09059373142304313
ACH-000411,-0.1263878210056113
ACH-000414,-0.008516902537403552
ACH-000415,-0.015503302359094303
ACH-000416,-0.20866660327387465
ACH-000420,-0.1908669843847474
ACH-000421,-0.12681297267036293
ACH-000424,-0.3249550275222972
ACH-000425,-0.14006191546260827
ACH-000426,-0.1684591516883691
ACH-000427,-0.3903462044828008
ACH-000433,-0.3323656870087233
ACH-000435,-0.2634477487038769
ACH-000436,-0.2002424940326417
ACH-000444,-0.1088769947286009
ACH-000445,-0.1267565197136686
ACH-000448,-0.16926444998484444
ACH-000450,-0.7420599439198085
ACH-000452,-0.06072495792188591
ACH-000454,-0.38939944706498897
ACH-000458,-0.19582902487508813
ACH-000459,-0.10283235139995338
ACH-000460,-0.07445242890272183
ACH-000461,-0.2721641421592837
ACH-000463,-0.13680567150666958
ACH-000464,-0.26866728247917515
ACH-000466,-0.10196297489060636
ACH-000467,-0.3777648553187076
ACH-000468,-0.2315784489475053
ACH-000469,-0.2805853883468347
ACH-000470,-0.08548391443931537
ACH-000471,-0.05719773555125885
ACH-000472,-0.1336519768724614
ACH-000473,-0.06355897302185258
ACH-000475,-0.19332402208349048
ACH-000476,-0.13286942822858328
ACH-000477,-0.08904177115704084
ACH-000479,-0.4856055007231949
ACH-000480,-0.2265532064359096
ACH-000481,-0.10391846321746136
ACH-000483,-0.0715713233719568
ACH-000484,-0.23272035455331205
ACH-000485,-0.2328288008656807
ACH-000486,-0.2517646282342335
ACH-000487,0.03204688011544643
ACH-000488,-0.4059342242389301
ACH-000490,-0.16170937858107898
ACH-000491,-0.17778877138056393
ACH-000495,0.04311322820371236
ACH-000496,-0.02148237396083891
ACH-000499,-0.3995570956148039
ACH-000500,-0.3417055884447193
ACH-000502,-0.0655998637531968
ACH-000503,-0.010605988727812106
ACH-000505,-0.12437499488446944
ACH-000507,-0.30647825887104985
ACH-000510,-0.08941789354455594
ACH-000511,-0.13268233876697708
ACH-000512,-0.3338603692169224
ACH-000516,-0.1808295510663504
ACH-000517,-0.24174782031445174
ACH-000518,0.04912292972484997
ACH-000520,0.05702535323828766
ACH-000521,-0.2947665188903612
ACH-000522,-0.20814800427867736
ACH-000524,-0.22033611369149692
ACH-000527,-0.24077176266311506
ACH-000528,-0.12950987409044318
ACH-000537,-0.16802185145991544
ACH-000541,0.037926276142861
ACH-000542,-0.15077910773597875
ACH-000544,-0.298000812355306
ACH-000545,-0.1367337026130989
ACH-000547,-0.2817354783707497
ACH-000548,-0.08533071708296712
ACH-000549,-0.3254333270652561
ACH-000550,-0.21112738056606706
ACH-000552,-0.2759010246322911
ACH-000556,-0.12209823596186928
ACH-000557,-0.05806412357849109
ACH-000569,-0.3342920684424175
ACH-000570,-0.1929919095174948
ACH-000571,-0.14320501365300414
ACH-000573,-0.15649741242136406
ACH-000576,-0.06789235793687745
ACH-000579,-0.04251586995780543
ACH-000580,-0.09315737620935877
ACH-000584,-0.12260703532366787
ACH-000585,-0.07539661484400782
ACH-000588,-0.2654275189582733
ACH-000589,-0.227347817105688
ACH-000591,-0.4418841672094492
ACH-000593,-0.30159021507373823
ACH-000600,-0.2997734146231737
ACH-000601,-0.0795766503019273
ACH-000605,-0.06313198259311463
ACH-000606,-0.1481458404438167
ACH-000608,-0.16528329473436146
ACH-000614,-0.6005971509644039
ACH-000616,-0.01525267947343059
ACH-000618,-0.24364683255082675
ACH-000619,-0.21480630171681292
ACH-000620,-0.3777958458458053
ACH-000621,-0.27493646530479504
ACH-000622,-0.3127266032223737
ACH-000623,-0.15240675647494087
ACH-000624,-0.08651551806062475
ACH-000627,-0.21910188701271666
ACH-000630,-0.21127136469215646
ACH-000631,-0.2838268082678401
ACH-000632,-0.2291590476744396
ACH-000633,-0.2004062146968535
ACH-000637,-0.2285172189112793
ACH-000638,-0.01518379201477789
ACH-000646,-0.2384302375197733
ACH-000647,-0.28561780066483883
ACH-000648,0.03856156554497535
ACH-000649,-0.12469006466834134
ACH-000651,-0.7728701109833095
ACH-000652,-0.10032545174190148
ACH-000653,-0.3486418893283265
ACH-000657,-0.3113336626535557
ACH-000658,-0.13973788178232932
ACH-000661,-0.14401075290713392
ACH-000662,-0.16976714499393242
ACH-000663,-0.3492051889034584
ACH-000665,-0.19800595088492046
ACH-000671,-0.2593913370950912
ACH-000672,-0.3865780946465838
ACH-000673,-0.03855879638805232
ACH-000676,-0.4230846433086823
ACH-000677,-0.21414717904092567
ACH-000681,-0.20271203906402485
ACH-000683,-0.2770016785792507
ACH-000684,-0.08196258247400298
ACH-000688,-0.12333589056258405
ACH-000693,-0.26852519507526834
ACH-000694,-0.18142689026137027
ACH-000695,-0.06754258027162591
ACH-000696,-0.14890199703928905
ACH-000697,-0.21808281547766933
ACH-000699,-0.22342098027152124
ACH-000701,-0.08325516193466805
ACH-000706,-0.2136829636259108
ACH-000711,-0.1283979665808624
ACH-000713,-0.05194420316613532
ACH-000714,0.13549675957146667
ACH-000718,-0.23090105568377925
ACH-000720,-0.14656767550807034
ACH-000721,-0.22036493747714206
ACH-000724,-0.20533265714913884
ACH-000725,-0.15459009610102906
ACH-000732,-0.2422783400603989
ACH-000734,-0.14030207760972754
ACH-000735,-0.2476773879666822
ACH-000736,-0.002650859408862641
ACH-000738,-0.32725317412619204
ACH-000746,-0.3621792458990311
ACH-000747,-0.390606314491496
ACH-000748,-0.05193189497815664
ACH-000753,-0.20816757264408325
ACH-000756,-0.1398296266707209
ACH-000757,-0.2370782619074593
ACH-000758,-0.2960213232101052
ACH-000760,-0.15870912865126854
ACH-000762,-0.15637701612750565
ACH-000763,-0.00441755867963489
ACH-000764,-0.11788793687261785
ACH-000765,-0.04343292909043961
ACH-000766,-0.1508327204358252
ACH-000767,-0.2441149593627697
ACH-000768,-0.2738912338172934
ACH-000769,-0.05350898230268677
ACH-000770,0.059255047480069774
ACH-000771,-0.08828964507545503
ACH-000773,-0.2554845825637946
ACH-000776,-0.26136568261261955
ACH-000777,-0.07151485153755806
ACH-000778,-0.061843803564165425
ACH-000781,-0.1318292328955287
ACH-000782,-0.2551251170535825
ACH-000783,-0.26358763052143164
ACH-000784,-0.14990131548534796
ACH-000785,-0.06815556821025834
ACH-000787,-0.23795461563692225
ACH-000788,-0.0569644999899029
ACH-000791,-0.23178131164844476
ACH-000792,-0.24874705169807285
ACH-000794,-0.06463477225640281
ACH-000796,-0.15141079363824664
ACH-000798,-0.1022319197412188
ACH-000799,-0.15438864894206789
ACH-000800,0.024634763499085
ACH-000802,-0.08132054310150351
ACH-000804,-0.15732992177818056
ACH-000805,-0.2431064296523194
ACH-000809,-0.242937386838013
ACH-000810,-0.4183074454867651
ACH-000811,-0.19291874357672287
ACH-000817,-0.1227795405285945
ACH-000819,-0.0948904001519213
ACH-000820,-0.17953623918960976
ACH-000821,0.06796964796069578
ACH-000822,-0.28373915018051443
ACH-000823,-0.3408719777157242
ACH-000824,-0.061584083356773525
ACH-000827,-0.14025751564370115
ACH-000829,-0.16615151547308268
ACH-000831,-0.3685627514474013
ACH-000832,-0.04339467195084002
ACH-000833,-0.1067016915370104
ACH-000834,-0.19762385460774926
ACH-000835,-0.18373803885826293
ACH-000836,-0.05588657480890004
ACH-000837,-0.034733437654631966
ACH-000838,0.017125444005453846
ACH-000839,-0.18374337178329844
ACH-000840,-0.22154927443875108
ACH-000841,-0.027767796460226358
ACH-000843,-0.21294854112308864
ACH-000846,-0.25802305009855725
ACH-000847,-0.37079959967660814
ACH-000848,-0.03505797906648437
ACH-000849,-0.2753278576376242
ACH-000851,-0.20468874632494288
ACH-000855,-0.16801673485818178
ACH-000856,-0.18757481187812566
ACH-000858,-0.5212049178147167
ACH-000859,-0.2365604280461068
ACH-000861,-0.14436291570334794
ACH-000862,-0.3013347635093401
ACH-000865,-0.12148088675312807
ACH-000866,-0.04447266729555647
ACH-000867,-0.13395705957405726
ACH-000869,-0.21521312602193785
ACH-000872,-0.14323625294652625
