,PARP3 (10039)
ACH-000004,-0.06895360661499311
ACH-000005,-0.2506171651175248
ACH-000007,0.0009129018757878381
ACH-000009,-0.19355226507976772
ACH-000011,-0.15734631858951087
ACH-000012,-0.14524723755123478
ACH-000013,-0.10795758947158783
ACH-000014,-0.21546758392833468
ACH-000015,-0.1801554008913486
ACH-000017,-0.1572543584647233
ACH-000018,-0.10029180353335293
ACH-000019,-0.18730405172782888
ACH-000021,-0.21821358701231527
ACH-000022,-0.22183917736067665
ACH-000025,-0.2576443748049356
ACH-000028,-0.18181472698648168
ACH-000030,-0.1365999344473931
ACH-000035,-0.09472056688202403
ACH-000036,-0.15258285532348098
ACH-000037,-0.15674497514975258
ACH-000039,-0.07760586279815762
ACH-000040,-0.08324922496461187
ACH-000041,-0.07190607087361275
ACH-000042,-0.21963574192289595
ACH-000045,-0.0951335493147192
ACH-000047,-0.1245591219269293
ACH-000052,-0.2349652821666213
ACH-000053,-0.030996181693332125
ACH-000054,-0.21321730498196675
ACH-000055,-0.3220487769140788
ACH-000060,-0.3110305914387014
ACH-000067,-0.2768686308445471
ACH-000070,-0.16103206594205088
ACH-000075,-0.3521441872399611
ACH-000078,-0.1302715420614355
ACH-000082,-0.007783839137759088
ACH-000085,-0.07991691756278463
ACH-000086,-0.05735965295296735
ACH-000087,-0.3210141607626186
ACH-000092,-0.13356764622797426
ACH-000095,-0.0720919116587143
ACH-000097,-0.1014657176420729
ACH-000098,-0.1788463871524963
ACH-000099,-0.080975043830898
ACH-000108,-0.19120643398519316
ACH-000113,-0.07694224838840727
ACH-000116,-0.13660307563130206
ACH-000118,-0.170922235412177
ACH-000120,-0.027367043324605368
ACH-000123,-0.013091098389435549
ACH-000127,-0.11298017548055007
ACH-000128,-0.2686075147127148
ACH-000132,-0.08805632562988536
ACH-000133,-0.1382057524779716
ACH-000137,-0.06450697540818066
ACH-000138,-0.1005241795159432
ACH-000142,-0.1273264803285198
ACH-000143,-0.030318959938457606
ACH-000146,-0.08139524455205932
ACH-000148,-0.04516914895890423
ACH-000150,-0.3596283002259221
ACH-000152,-0.2991761106753358
ACH-000153,-0.1980963737433977
ACH-000159,-0.10878730090833846
ACH-000160,0.04379919896117775
ACH-000163,-0.16453615141308142
ACH-000167,0.3729408662822484
ACH-000168,-0.07105952980432599
ACH-000169,-0.16753426929922804
ACH-000178,-0.11125774252470452
ACH-000183,-0.11392722904508815
ACH-000188,-0.1963801137241441
ACH-000189,0.06972461570451705
ACH-000190,0.061231003153489186
ACH-000198,-0.19657986316811707
ACH-000203,-0.2355498500177005
ACH-000204,-0.2502192643068196
ACH-000206,-0.06273956368977016
ACH-000207,-0.20262921016457364
ACH-000208,-0.24892087994205656
ACH-000210,-0.22538851826966055
ACH-000211,-0.04336059698609041
ACH-000215,-0.17147513830941888
ACH-000221,-0.21626425130791888
ACH-000222,-0.13617348137057073
ACH-000223,-0.11750213474667992
ACH-000226,0.009453022881171938
ACH-000227,-0.1029318424836818
ACH-000228,-0.2961367981859319
ACH-000231,-0.21486145192235265
ACH-000232,-0.06108744752711905
ACH-000233,-0.1859690575826267
ACH-000234,-0.3356296033441066
ACH-000235,-0.14514144411086527
ACH-000237,0.00434247620531165
ACH-000238,-0.2707147485377786
ACH-000242,-0.3567240040514168
ACH-000243,-0.09599436463471757
ACH-000244,0.061985131918432385
ACH-000246,-0.2171628856953541
ACH-000248,-0.1316491695847268
ACH-000250,-0.1813433204774396
ACH-000251,-0.06345187138739197
ACH-000252,-0.11642290670708134
ACH-000253,-0.03667729861761867
ACH-000255,-0.19365565323939835
ACH-000256,-0.02373151795333452
ACH-000257,-0.23618800350930505
ACH-000258,-0.11828612082449615
ACH-000259,-0.2287630009083601
ACH-000260,-0.08182156905407936
ACH-000261,-0.054404712009044835
ACH-000262,-0.11237282750223107
ACH-000263,-0.368982047772076
ACH-000264,-0.10948519561348176
ACH-000265,-0.2892999572517076
ACH-000266,-0.13312470241851024
ACH-000272,-0.10494562958169057
ACH-000274,-0.21789906981822293
ACH-000277,-0.14810683282606826
ACH-000278,-0.018070724619939055
ACH-000279,-0.06027255358228301
ACH-000280,-0.1267051664767156
ACH-000281,-0.21988942001211906
ACH-000288,-0.11436504900733307
ACH-000291,-0.1467942766267486
ACH-000293,-0.03639998098326914
ACH-000294,-0.1327190430687226
ACH-000295,-0.1683955964483656
ACH-000296,-0.2904746053777661
ACH-000302,-0.03589622947904183
ACH-000304,-0.13206813378645227
ACH-000307,-0.1040645290843396
ACH-000308,-0.11397101309731875
ACH-000310,-0.06153536737824211
ACH-000311,-0.12225394595021101
ACH-000312,-0.0848885635480503
ACH-000315,-0.14650877312476046
ACH-000316,-0.11299330280301237
ACH-000317,-0.013152825706142013
ACH-000318,-0.10626686693578744
ACH-000319,-0.14914902688094506
ACH-000320,-0.0162876223330341
ACH-000322,-0.07686456875669499
ACH-000323,-0.2471589889074195
ACH-000324,-0.10921821288542376
ACH-000329,-0.010113519396730952
ACH-000330,-0.2871692684913994
ACH-000331,-0.07699626252347287
ACH-000332,-0.05014543959578922
ACH-000334,0.02155014466812559
ACH-000335,-0.20662666857931208
ACH-000336,-0.1612109672398363
ACH-000337,-0.25569956696229906
ACH-000338,-0.2708691467642107
ACH-000339,-0.12603925457299886
ACH-000341,-0.21715224941344105
ACH-000348,-0.1293684431188066
ACH-000350,-0.05690632485529434
ACH-000352,-0.18430211591858148
ACH-000356,-0.034190306920102845
ACH-000361,-0.3371644359680143
ACH-000362,-0.1837817455553656
ACH-000363,0.008163368907989417
ACH-000364,-0.07289393915689409
ACH-000365,-0.05412581930217138
ACH-000366,-0.1264181869920298
ACH-000368,-0.12286499376068595
ACH-000374,-0.032791686867498324
ACH-000375,-0.10699932312728318
ACH-000376,-0.18448820568078275
ACH-000381,-0.04903527577269642
ACH-000383,-0.08073616405136752
ACH-000387,-0.10836937396426817
ACH-000389,-0.062256976866864835
ACH-000390,-0.16867241312071174
ACH-000393,-0.28005676973293153
ACH-000395,-0.10772116113691488
ACH-000396,-0.10391481417307408
ACH-000397,-0.08360340765748793
ACH-000401,-0.0688145270494423
ACH-000402,-0.031184929342826462
ACH-000403,-0.16704841128365916
ACH-000404,-0.29736069353196226
ACH-000406,-0.1088946821926747
ACH-000407,0.0463236869945993
ACH-000408,-0.14405677996118904
ACH-000410,-0.16463510418266308
ACH-000411,-0.2094460172417327
ACH-000414,-0.08719207479581037
ACH-000415,-0.3071751110943621
ACH-000416,-0.1014887275435955
ACH-000420,-0.15524500131852545
ACH-000421,-0.14329659402241032
ACH-000424,-0.15569167242424695
ACH-000425,-0.155228057619193
ACH-000426,-0.2296560625824365
ACH-000427,-0.04585715354475711
ACH-000433,-0.2362177844245927
ACH-000435,-0.3707315802149026
ACH-000436,0.0007884646957274177
ACH-000444,-0.19720825183801974
ACH-000445,-0.05336984285983363
ACH-000448,-0.021347646992924647
ACH-000450,-0.18551292057764707
ACH-000452,-0.15897603564635376
ACH-000454,-0.2542826066472671
ACH-000458,-0.15946385982147118
ACH-000459,0.16053282418406056
ACH-000460,-0.08636125635038101
ACH-000461,-0.11949677966910965
ACH-000463,-0.09636139355294776
ACH-000464,-0.07994982050866631
ACH-000466,-0.2014664462649013
ACH-000467,-0.06645779626302477
ACH-000468,-0.153626779263234
ACH-000469,-0.08557843585208062
ACH-000470,-0.17216614782175105
ACH-000471,-0.014108623367664747
ACH-000472,-0.13699571889589354
ACH-000473,-0.04177719442670296
ACH-000475,-0.07623595473593726
ACH-000476,-0.1252697750186139
ACH-000477,-0.022750327760511974
ACH-000479,-0.17328422157858792
ACH-000480,-0.09883018417804576
ACH-000481,-0.004437640704405306
ACH-000483,-0.2496666881205095
ACH-000484,-0.02821893474743599
ACH-000485,-0.040217200026938855
ACH-000486,-0.21333982481787864
ACH-000487,-0.07384710842514264
ACH-000488,-0.17309254982871422
ACH-000490,-0.06979526038603097
ACH-000491,-0.1554404386027863
ACH-000495,-0.14630013969130448
ACH-000496,-0.08285465483965061
ACH-000499,0.0067133736282253146
ACH-000500,0.10196895049103888
ACH-000502,-0.14123239859237294
ACH-000503,-0.14901034893294518
ACH-000505,-0.016744537535381198
ACH-000507,-0.044324106002398264
ACH-000510,-0.11451036129479
ACH-000511,-0.05481131736684393
ACH-000512,-0.08871718536958037
ACH-000516,-0.09135399279125214
ACH-000517,-0.13147577463456786
ACH-000518,-0.022836503676620903
ACH-000520,-0.16578654275280846
ACH-000521,-0.22146406324028628
ACH-000522,-0.1125913353822874
ACH-000524,-0.1504975425176224
ACH-000527,-0.07171676909212953
ACH-000528,-0.13989533871505738
ACH-000537,-0.07887241028257687
ACH-000541,-0.2782586220516826
ACH-000542,-0.14958798117191324
ACH-000544,-0.2514717023494552
ACH-000545,-0.10539264673251617
ACH-000547,-0.4228802149340984
ACH-000548,-0.07526956550694214
ACH-000549,-0.16280805891705266
ACH-000550,-0.137095969459268
ACH-000552,-0.01246997838393043
ACH-000556,-0.2454227602381503
ACH-000557,-0.0794534149604367
ACH-000569,-0.20294256805286248
ACH-000570,-0.07295001970135374
ACH-000571,-0.02024514716986498
ACH-000573,-0.1351208103654961
ACH-000576,-0.04756579166733645
ACH-000579,-0.32550695230520793
ACH-000580,-0.2330049423242011
ACH-000584,-0.2087980508675212
ACH-000585,-0.07101930925433686
ACH-000588,-0.044077435135334665
ACH-000589,-0.0888417589230065
ACH-000591,-0.11578462993006955
ACH-000593,-0.009939625711402807
ACH-000600,-0.08242130085118944
ACH-000601,-0.13479415582488222
ACH-000605,-0.19272763294989814
