,CPSF4L (642843)
ACH-000004,-0.07710127133976319
ACH-000005,0.2457138729981119
ACH-000007,0.15104494278532316
ACH-000009,-0.10468115099706504
ACH-000011,-0.08160063605530668
ACH-000012,0.06510830754264096
ACH-000013,0.023091164672592708
ACH-000014,-0.07986013745988757
ACH-000015,0.01266284109076953
ACH-000017,-0.07166308549366447
ACH-000018,-0.04607256815866299
ACH-000019,0.03328288201512003
ACH-000021,-0.07640932865667634
ACH-000022,0.09456125570815674
ACH-000025,0.03720483070941436
ACH-000028,0.04981852449989123
ACH-000030,-0.0728586055566321
ACH-000035,-0.010730498956519691
ACH-000036,-0.02022850392184239
ACH-000037,0.003211219171563941
ACH-000039,0.15076000737625303
ACH-000040,-0.08503026176082372
ACH-000041,-0.02634124982228342
ACH-000042,-0.055696314641530034
ACH-000045,-0.050740981415656916
ACH-000047,-0.09158858318082308
ACH-000052,-0.10071178057774373
ACH-000053,-0.043403152582949536
ACH-000054,-0.015135839278730013
ACH-000055,0.11153072916389406
ACH-000060,-0.08611565103503893
ACH-000067,-0.00895047282821244
ACH-000070,-0.07052725367220937
ACH-000075,0.059618181110641134
ACH-000078,-0.15629219566169875
ACH-000082,-0.031915887168836574
ACH-000085,0.046895513478295486
ACH-000086,-0.11019235396895463
ACH-000087,-0.08130653622388494
ACH-000092,0.04357652420184061
ACH-000095,-0.21768183655863288
ACH-000097,0.08736548979459773
ACH-000098,0.00821006045844525
ACH-000099,-0.1212997853280226
ACH-000108,-0.04834478909886029
ACH-000113,-0.0008507498999069742
ACH-000116,-0.0999185786161858
ACH-000118,-0.011881197232303927
ACH-000120,-0.1860589478371996
ACH-000123,-0.017331370510684046
ACH-000127,-0.15375980898027775
ACH-000128,-0.12999794765895148
ACH-000132,-0.0650431219182962
ACH-000133,0.11830906636382378
ACH-000137,0.012024919056481323
ACH-000138,-0.018458688389656475
ACH-000142,-0.10217826479489783
ACH-000143,-0.16446111130699345
ACH-000146,-0.09794609132409568
ACH-000148,-0.08726508982415795
ACH-000150,-0.028142092077746487
ACH-000152,-0.11522022809105842
ACH-000153,0.09770689644526176
ACH-000159,-0.0319273361717661
ACH-000160,-0.14793451774608693
ACH-000163,-0.09792858658938287
ACH-000167,0.011449303753435093
ACH-000168,-0.06489670565529855
ACH-000169,-0.061469834158972086
ACH-000178,-0.05795648637944946
ACH-000183,0.08897723806913188
ACH-000188,-0.027283963451014026
ACH-000189,-0.08084723757497707
ACH-000190,-0.15314569954881582
ACH-000198,0.1367671758212209
ACH-000203,-0.0290059638420886
ACH-000204,-0.15715271208994558
ACH-000206,-0.21408162346894588
ACH-000207,-0.16622618022634364
ACH-000208,0.1406922503005078
ACH-000210,-0.3118545969793587
ACH-000211,-0.09760571983498226
ACH-000215,-0.055325655783940116
ACH-000221,-0.01621221291471506
ACH-000222,-0.08493021180810449
ACH-000223,0.011595320525664973
ACH-000226,0.0894352320784537
ACH-000227,-0.19978010879639976
ACH-000228,-0.039488972688713236
ACH-000231,-0.0550034366295612
ACH-000232,0.05242963733781534
ACH-000233,0.021333509555332357
ACH-000234,-0.0870266417108827
ACH-000235,0.013668271351138364
ACH-000237,0.028081446762224717
ACH-000238,0.022870406905063388
ACH-000242,-0.2470678778627001
ACH-000243,0.02076695288634005
ACH-000244,0.06402838003455999
ACH-000246,-0.01882745043644217
ACH-000248,-0.043173558063923874
ACH-000250,-0.06671239354107411
ACH-000251,-0.09335578121423196
ACH-000252,-0.07141957863967048
ACH-000253,0.00795968879516015
ACH-000255,-0.08587503537634776
ACH-000256,-0.09174999838135857
ACH-000257,-0.029738064278782925
ACH-000258,-0.10780767755598557
ACH-000259,-0.11659813952951313
ACH-000260,-0.08566125623580348
ACH-000261,-0.031723628809003465
ACH-000262,-0.18391521805693672
ACH-000263,0.08797346087636351
ACH-000264,-0.10281909653752408
ACH-000265,0.07805719250007498
ACH-000266,-0.07017549387124504
ACH-000272,-0.1062669247958176
ACH-000274,-0.03271806741339594
ACH-000277,-0.03698438885360846
ACH-000278,-0.02159686224502317
ACH-000279,-0.03845104303793073
ACH-000280,0.0054881757574445494
ACH-000281,-0.13361555909751538
ACH-000288,-0.07363354004708501
ACH-000291,0.04139316237759385
ACH-000293,-0.00455660276563964
ACH-000294,-0.005811211364508304
ACH-000295,0.0645994245572912
ACH-000296,0.042483085276888384
ACH-000302,-0.059634644216454785
ACH-000304,0.2394804722261062
ACH-000307,0.0620064052886498
ACH-000308,0.046932319230408685
ACH-000310,-0.16972241200994026
ACH-000311,0.022470903930428332
ACH-000312,-0.17019683620232656
ACH-000315,-0.12478632265212213
ACH-000316,-0.0799956282158173
ACH-000317,0.004383664993380882
ACH-000318,-0.02962184789859997
ACH-000319,-0.08878367927898989
ACH-000320,0.0041987515151796105
ACH-000322,-0.012640211636664322
ACH-000323,-0.16143436427597274
ACH-000324,-0.02992152630982638
ACH-000329,-0.007710926358793307
ACH-000330,-0.043955411913856386
ACH-000331,0.005900903714495241
ACH-000332,-0.055964233340906486
ACH-000334,0.13818839455576296
ACH-000335,-0.14850762482012173
ACH-000336,0.03324760206344431
ACH-000337,-0.08857485331169257
ACH-000338,0.2937375803026313
ACH-000339,0.014125649539472547
ACH-000341,-0.12423882611495699
ACH-000348,-0.06447146535221081
ACH-000350,-0.09469669933420448
ACH-000352,-0.08722342287375698
ACH-000356,-0.04306581847556242
ACH-000361,-0.0996998699278126
ACH-000362,-0.05532886952238028
ACH-000363,-0.08116124372500677
ACH-000364,0.1546310249804285
ACH-000365,-0.11449951489849065
ACH-000366,-0.07720281034977218
ACH-000368,-0.08581615415906131
ACH-000374,-0.061853986541862416
ACH-000375,-0.031557182267485155
ACH-000376,0.010079202592879527
ACH-000381,-0.07019400083555027
ACH-000383,-0.07707489328791385
ACH-000387,-0.004168736922962937
ACH-000389,-0.051605114396859116
ACH-000390,0.0715844638870265
ACH-000393,0.08060387755132292
ACH-000395,-0.008561264196750901
ACH-000396,0.07095358800716009
ACH-000397,-0.038952078586894937
ACH-000401,-0.25122379408968104
ACH-000402,0.2034684809637793
ACH-000403,-0.1420055056816633
ACH-000404,-0.07678837030726493
ACH-000406,-0.0742358055089754
ACH-000407,-0.07997694415268346
ACH-000408,0.04044132499276264
ACH-000410,0.15617398959149725
ACH-000411,-0.09753508452723697
ACH-000414,0.09440304973344953
ACH-000415,0.024761078464859074
ACH-000416,-0.05358145093209539
ACH-000420,-0.0794772975138867
ACH-000421,-0.13507878276752466
ACH-000424,-0.35973554578319883
ACH-000425,-0.050023525823626964
ACH-000426,-0.10490860038866408
ACH-000427,0.0778510664832331
ACH-000433,-0.002865774938700184
ACH-000435,0.061323437212391224
ACH-000436,0.08898544144395991
ACH-000444,-0.02422069751378976
ACH-000445,-0.032451460366138746
ACH-000448,-0.005303304653291532
ACH-000450,0.034273542607280806
ACH-000452,-0.045115261128504364
ACH-000454,-0.04051804535737575
ACH-000458,0.04124487147592212
ACH-000459,0.02017701938872549
ACH-000460,-0.0027748708319799845
ACH-000461,-0.006889302121988302
ACH-000463,-0.09452446919662996
ACH-000464,-0.10434922837951413
ACH-000466,-0.11078721692780044
ACH-000467,0.06018391408191304
ACH-000468,0.05509247294236027
ACH-000469,0.08337735868541439
ACH-000470,-0.05541794910584896
ACH-000471,-0.03476271353852492
ACH-000472,-0.043217457468786406
ACH-000473,0.03100233713701066
ACH-000475,-0.05157042642328049
ACH-000476,-0.033519006509028365
ACH-000477,-0.035566411595634013
ACH-000479,0.1586135943420402
ACH-000480,-0.04676896601533978
ACH-000481,0.09993386454720424
ACH-000483,0.02282125218942633
ACH-000484,-0.006422669685229794
ACH-000485,-0.002973060299171486
ACH-000486,0.06253553734237396
ACH-000487,-0.08863980104885795
ACH-000488,-0.038714238137058384
ACH-000490,-0.02008801924537645
ACH-000491,-0.07720356487912394
ACH-000495,0.10723482588127224
ACH-000496,0.07893148549859556
ACH-000499,0.08847991959402493
ACH-000500,0.15268464293188494
ACH-000502,-0.006025260456777928
ACH-000503,0.027232896560620654
ACH-000505,-0.0867333517504921
ACH-000507,-0.13736338423814878
ACH-000510,-0.022600454499293675
ACH-000511,-0.006615395884618129
ACH-000512,0.154478509271419
ACH-000516,-0.05526319205272806
ACH-000517,-0.1843755964786192
ACH-000518,-0.0034907439912777263
ACH-000520,-0.08412217713707873
ACH-000521,-0.17672851774952594
ACH-000522,-0.08692316042388289
ACH-000524,-0.050507773496659976
ACH-000527,-0.049079876103979486
ACH-000528,0.014297068438900728
