,HOXA13 (3209)
ACH-000004,-0.36814152375693465
ACH-000005,-0.12756878446563671
ACH-000007,-0.013820435067142577
ACH-000009,-0.08453535610437833
ACH-000011,-0.3215120292390856
ACH-000012,-0.2304475007583758
ACH-000013,-0.19279853927660245
ACH-000014,-0.3096125899356117
ACH-000015,-0.1654961102223976
ACH-000017,0.01999047193924116
ACH-000018,-0.20389254920845146
ACH-000019,-0.13223758681226191
ACH-000021,-0.2110090017104228
ACH-000022,-0.3040273902529755
ACH-000025,-0.1694537144890892
ACH-000028,-0.0891758684456435
ACH-000030,-0.2385190028464133
ACH-000035,-0.34958883238500543
ACH-000036,-0.1229681748695177
ACH-000037,-0.2430624541007171
ACH-000039,-0.3123543831969855
ACH-000040,-0.12420396982455767
ACH-000041,-0.22364687992327645
ACH-000042,-0.2710706197721348
ACH-000045,-0.334606730920538
ACH-000047,-0.19761637495459647
ACH-000052,-0.05024249191975223
ACH-000053,-0.17292267204400824
ACH-000054,-0.1222921639677738
ACH-000055,-0.14249453531892933
ACH-000060,-0.18853743399538925
ACH-000067,-0.05327779296765309
ACH-000070,-0.10295401618626723
ACH-000075,-0.11160074570155573
ACH-000078,-0.22286182369061747
ACH-000082,-0.28988097959525605
ACH-000085,-0.3212445374994526
ACH-000086,-0.1922447246970737
ACH-000087,0.04827736405395778
ACH-000092,-0.04011670225742943
ACH-000095,-0.2017386721084452
ACH-000097,-0.14683203272452153
ACH-000098,-0.20417299656952284
ACH-000099,-0.0795089436003805
ACH-000108,-0.2881561304101825
ACH-000113,-0.33855604131881234
ACH-000116,-0.22844816999880424
ACH-000118,-0.0006757864067157193
ACH-000120,-0.0915623793025196
ACH-000123,-0.0752927887444991
ACH-000127,-0.2484604417945519
ACH-000128,-0.245558499806442
ACH-000132,-0.1913681351703456
ACH-000133,-0.04865517092733442
ACH-000137,-0.300959216650457
ACH-000138,-0.13387676361524098
ACH-000142,-0.2260625081702742
ACH-000143,-0.350124287357825
ACH-000146,-0.044804704982741216
ACH-000148,-0.18164696809804784
ACH-000150,-0.15261514328079445
ACH-000152,-0.09537517956371212
ACH-000153,-0.18211337810748632
ACH-000159,-0.1957037495710936
ACH-000160,-0.26339035446364795
ACH-000163,-0.2160606085161069
ACH-000167,-0.022793060594501254
ACH-000168,-0.18311622296712515
ACH-000169,-0.243334323578424
ACH-000178,-0.3085002271224645
ACH-000183,-0.14082344749171186
ACH-000188,-0.1850893534625362
ACH-000189,-0.1642208975286064
ACH-000190,-0.08886887445927957
ACH-000198,-0.09568404427735427
ACH-000203,0.4855414277293338
ACH-000204,0.034479260878893705
ACH-000206,-0.17420547142864762
ACH-000207,-0.037830806154853736
ACH-000208,0.027786247204427603
ACH-000210,-0.2325893091473873
ACH-000211,-0.16032572842938864
ACH-000215,-0.09172858447610056
ACH-000221,-0.13682307780182598
ACH-000222,-0.6514818073479411
ACH-000223,-0.0809040401029226
ACH-000226,-0.054238653700590216
ACH-000227,-0.1500558768533476
ACH-000228,-0.2036739148445943
ACH-000231,-0.21858934796491974
ACH-000232,-0.035065894867417
ACH-000233,-0.057136416635484986
ACH-000234,-0.2340573593170567
ACH-000235,-0.26227850837470873
ACH-000237,-0.2533538697520207
ACH-000238,-0.21546656239436926
ACH-000242,0.03951570164024945
ACH-000243,-0.13517155600343356
ACH-000244,-0.37143539306227824
ACH-000246,-0.1307810051001009
ACH-000248,-0.3471257383515245
ACH-000250,-0.2366477941868881
ACH-000251,-0.011297035836072509
ACH-000252,-0.11956923461067033
ACH-000253,-0.11045049299621594
ACH-000255,-0.13890198640536738
ACH-000256,-0.06558537196423446
ACH-000257,0.20639907101778612
ACH-000258,-0.2579123253869153
ACH-000259,-0.09843193919684463
ACH-000260,-0.1922968994963826
ACH-000261,-0.09652018482694284
ACH-000262,-0.22002665309882735
ACH-000263,-0.3014339488467408
ACH-000264,-0.25880917857862185
ACH-000265,-0.1154188741198148
ACH-000266,-0.17768335148480252
ACH-000272,-0.21083760899613915
ACH-000274,-0.10541004568546336
ACH-000277,0.09081743218055144
ACH-000278,-0.2531865566480048
ACH-000279,-0.10488524959571027
ACH-000280,-0.18531620235323568
ACH-000281,-0.25226317930920084
ACH-000288,-0.14265891021078467
ACH-000291,-0.23677235449307504
ACH-000293,-0.19985034693000994
ACH-000294,-0.21797826265963927
ACH-000295,-0.2961345008455289
ACH-000296,-0.05893246311132494
ACH-000302,-0.1140335820682314
ACH-000304,0.057135729117904425
ACH-000307,-0.179911569034099
ACH-000308,-0.12781727465871204
ACH-000310,-0.2751045285579586
ACH-000311,-0.056108218073004916
ACH-000312,-0.14001545367888132
ACH-000315,-0.32541712626161834
ACH-000316,-0.23319776729163266
ACH-000317,0.081409834426095
