,TSPAN33 (340348)
ACH-000004,-0.08416455966057848
ACH-000005,0.20232764210147064
ACH-000007,-0.1078820803781102
ACH-000009,-0.1602205530116365
ACH-000011,-0.2272503107651853
ACH-000012,-0.13596405142214896
ACH-000013,-0.20879834719297685
ACH-000014,-0.34758809176134764
ACH-000015,-0.17471193200457713
ACH-000017,-0.1309651532780291
ACH-000018,-0.07565901516093021
ACH-000019,0.06509274908067172
ACH-000021,-0.3179685465361001
ACH-000022,-0.18686603457014656
ACH-000025,-0.11895733760370328
ACH-000028,0.014685799073303397
ACH-000030,-0.17486737506076158
ACH-000035,-0.21389368168960848
ACH-000036,-0.25536154390182364
ACH-000037,-0.20287852548829305
ACH-000039,-0.28192692221866256
ACH-000040,-0.17628931350504784
ACH-000041,-0.2439767029401963
ACH-000042,-0.15635922044377926
ACH-000045,0.05536020178762173
ACH-000047,-0.09045479587872134
ACH-000052,0.024169171211957958
ACH-000053,-0.0979752915136461
ACH-000054,-0.2258250922695272
ACH-000055,-0.014197644350412274
ACH-000060,-0.39829747001507854
ACH-000067,-0.22021630105161671
ACH-000070,-0.372969140734998
ACH-000075,-0.257014409092298
ACH-000078,-0.3200327901035803
ACH-000082,-0.14978676830446874
ACH-000085,-0.10917759369307238
ACH-000086,-0.08811276921812948
ACH-000087,-0.045802310678723625
ACH-000092,-0.13328732564336165
ACH-000095,-0.1880491554908247
ACH-000097,-0.1772894398862429
ACH-000098,-0.20016429865925955
ACH-000099,-0.15406350012544592
ACH-000108,-0.17524368541642574
ACH-000113,-0.1803430253070331
ACH-000116,-0.18356519797378232
ACH-000118,-0.13757146064385334
ACH-000120,-0.10676643243409853
ACH-000123,-0.1831939848509193
ACH-000127,-0.2136082243964444
ACH-000128,-0.1328575264908128
ACH-000132,-0.20235977198908267
ACH-000133,-0.2503878854340156
ACH-000137,-0.1494087062946501
ACH-000138,-0.12666155044409674
ACH-000142,-0.2564466069319783
ACH-000143,-0.1350697389701572
ACH-000146,-0.12575348197232314
ACH-000148,-0.220407614500798
ACH-000150,-0.070316862784532
ACH-000152,-0.18091986113868544
ACH-000153,-0.2315279761099315
ACH-000159,-0.16186954353384894
ACH-000160,0.031975202914568984
ACH-000163,-0.22334759825008124
ACH-000167,-0.13901494924628294
ACH-000168,-0.0559452026843534
ACH-000169,-0.1935025759164296
ACH-000178,-0.2434266296097135
ACH-000183,0.05751659185275474
ACH-000188,-0.2442984963706705
ACH-000189,-0.11532383158103747
ACH-000190,-0.14801454288127472
ACH-000198,-0.16094061839553295
ACH-000203,-0.2769337463189826
ACH-000204,-0.21062531955312008
ACH-000206,-0.18433190173900613
ACH-000207,-0.18839020088140326
ACH-000208,-0.03755527672592398
ACH-000210,-0.13573601028795262
ACH-000211,-0.2831205217332543
ACH-000215,-0.10312445725857146
ACH-000221,-0.14569338743556334
ACH-000222,-0.15843959302057967
ACH-000223,-0.13750694086991436
ACH-000226,-0.2321825407617321
ACH-000227,-0.34358503638751825
ACH-000228,-0.08883925269560013
ACH-000231,-0.19147626400682305
ACH-000232,-0.17593241494319914
ACH-000233,-0.05758036510743494
ACH-000234,-0.2542946202344544
ACH-000235,-0.18719748054234975
ACH-000237,-0.2372994850641404
ACH-000238,-0.28044568175147844
ACH-000242,-0.35020565672254955
ACH-000243,-0.22752549442638745
ACH-000244,-0.2233761950317313
ACH-000246,-0.049325428130253986
ACH-000248,-0.21975924621572696
ACH-000250,-0.15754370943861026
ACH-000251,0.03114544813194598
ACH-000252,-0.3278564500270451
ACH-000253,-0.23730011894698444
ACH-000255,-0.2490719592707793
ACH-000256,-0.22543295934823585
ACH-000257,-0.06872228825560682
ACH-000258,-0.0967196500301466
ACH-000259,-0.1578603798952158
ACH-000260,-0.2032178598049399
ACH-000261,-0.2295175437761232
ACH-000262,-0.2859733341083635
ACH-000263,0.0211883755139656
ACH-000264,-0.2360291882404381
ACH-000265,-0.013733840636453444
ACH-000266,-0.12939614073004246
ACH-000272,-0.11757641833209073
ACH-000274,-0.2106587347087504
ACH-000277,-0.18074959927742684
ACH-000278,-0.24434119148924105
ACH-000279,-0.35440321147882825
ACH-000280,-0.19239395080296187
ACH-000281,-0.18214998814984087
ACH-000288,-0.17203660303239154
ACH-000291,-0.16574265135844465
ACH-000293,-0.3108289979184242
ACH-000294,-0.16042034026401794
ACH-000295,-0.29221792042647554
ACH-000296,-0.08926564109791689
ACH-000302,-0.15896175084509762
ACH-000304,-0.4007299136002991
ACH-000307,-0.20873760611091804
ACH-000308,-0.23507598952022596
ACH-000310,-0.16601116967202104
ACH-000311,-0.22378418767981367
ACH-000312,-0.16775245147122725
ACH-000315,0.008727992917254053
ACH-000316,-0.1941137631434296
ACH-000317,-0.14840212133504907
ACH-000318,-0.11699179591600725
ACH-000319,-0.22195551445234
ACH-000320,0.002142693780806843
ACH-000322,-0.1439114122041747
ACH-000323,-0.13161791637637402
ACH-000324,-0.14385905978004174
ACH-000329,-0.12894423411494504
ACH-000330,-0.3398076494213981
ACH-000331,-0.2060467540464061
ACH-000332,-0.1459953748926872
ACH-000334,-0.3141920513384585
ACH-000335,-0.27628047377031184
ACH-000336,0.16825211239679785
ACH-000337,-0.0059181861683334615
ACH-000338,-0.3448176881761832
ACH-000339,-0.1987479528914532
ACH-000341,-0.1041196301891912
ACH-000348,-0.17796516572041993
ACH-000350,-0.12262455879850735
ACH-000352,-0.21755251744641707
ACH-000356,-0.04643096686503439
ACH-000361,-0.050721503436636506
ACH-000362,-0.18822193432135853
ACH-000363,-0.1737415733720257
ACH-000364,-0.24488515180575446
ACH-000365,-0.10904258783969843
ACH-000366,-0.1112716226777199
ACH-000368,-0.0649644608466019
ACH-000374,-0.3424279260169076
ACH-000375,-0.3266226962201391
ACH-000376,-0.17416770476648358
ACH-000381,-0.2294739665748503
ACH-000383,-0.14264799739147208
ACH-000387,-0.376573319155404
ACH-000389,-0.3549192793605315
ACH-000390,-0.1317817399886661
ACH-000393,-0.1484926063639682
ACH-000395,-0.1477148630177528
ACH-000396,-0.06939842147195109
ACH-000397,-0.33479372315160555
ACH-000401,-0.19478462405663585
ACH-000402,-0.12075501990584367
ACH-000403,-0.04412541329371464
ACH-000404,0.0918228587185171
ACH-000406,-0.1564128989436286
ACH-000407,-0.16592508772474684
ACH-000408,-0.3447954454127513
ACH-000410,-0.19556855183543695
ACH-000411,-0.09015626592026196
ACH-000414,-0.15949753700052746
ACH-000415,-0.2181241619920313
ACH-000416,-0.12093942742953855
ACH-000420,-0.40318961530245656
ACH-000421,-0.22852314425945475
ACH-000424,-0.21095923085390555
ACH-000425,-0.13072918724517546
ACH-000426,-0.1039838245239112
ACH-000427,-0.09871064425898078
ACH-000433,-0.016530686211763373
ACH-000435,-0.2848281804969807
ACH-000436,-0.34876503723953617
ACH-000444,-0.16029606809893696
ACH-000445,-0.12782352905480104
ACH-000448,-0.2403848078543531
ACH-000450,-0.10864728762852426
ACH-000452,-0.18707883430914551
ACH-000454,-0.1614170395152446
ACH-000458,-0.2607931836909258
ACH-000459,-0.20955430453459534
ACH-000460,-0.21794448790361545
ACH-000461,-0.08970093329575357
ACH-000463,-0.19666782024763407
ACH-000464,-0.3359744671430771
ACH-000466,-0.1251159458217025
ACH-000467,-0.1691152677621868
ACH-000468,-0.17247019360918622
ACH-000469,-0.24906055459678875
ACH-000470,-0.08032780880489848
ACH-000471,-0.07218199542630048
ACH-000472,-0.14182221775079154
ACH-000473,-0.2906349165841698
ACH-000475,-0.19587628821687747
ACH-000476,-0.10992642665943383
ACH-000477,-0.2360233981493688
ACH-000479,-0.3069830553296998
ACH-000480,-0.19897625245052694
ACH-000481,-0.09135511388520982
ACH-000483,-0.24634213455557874
ACH-000484,-0.06533754422982299
ACH-000485,-0.2936965605879401
ACH-000486,-0.14814191950677974
ACH-000487,-0.2675202527575907
ACH-000488,-0.17095969364214686
ACH-000490,-0.24141392699256845
ACH-000491,-0.1158547342606002
ACH-000495,-0.19755684025176504
ACH-000496,-0.17132784856842792
ACH-000499,-0.14348865505684716
ACH-000500,0.0031345791564096536
ACH-000502,-0.17417134064029394
ACH-000503,0.08047291136733882
ACH-000505,-0.1493147157979819
ACH-000507,-0.1735107379817988
ACH-000510,-0.09965391565262402
ACH-000511,-0.14408318847736568
ACH-000512,-0.20381635490976469
ACH-000516,-0.1638689674363062
ACH-000517,-0.10419092349775984
ACH-000518,-0.20768621141139934
ACH-000520,-0.3732540555687906
ACH-000521,-0.3536961471756321
ACH-000522,-0.18374374528388687
ACH-000524,-0.2108408372665144
ACH-000527,-0.08877099262485963
ACH-000528,-0.17266377986947354
ACH-000537,-0.08169692712882627
ACH-000541,-0.08964854347112841
ACH-000542,-0.18430852429886735
ACH-000544,-0.16892410341692238
ACH-000545,-0.2892814806873503
ACH-000547,-0.12789407711009534
ACH-000548,-0.2095768222898975
ACH-000549,-0.23142390987357306
ACH-000550,-0.27380885053153925
ACH-000552,-0.1566281285806186
ACH-000556,-0.18008646859403435
ACH-000557,-0.13942606058658932
ACH-000569,-0.1099540102082273
ACH-000570,-0.23687775457339386
ACH-000571,-0.2288307521821763
ACH-000573,-0.3024724207687897
ACH-000576,-0.2143381369394477
ACH-000579,-0.07663858196562455
ACH-000580,-0.2667288413075156
ACH-000584,-0.30293919834417754
ACH-000585,-0.1789880686174988
ACH-000588,-0.24389909747510605
ACH-000589,-0.10643669626564592
ACH-000591,-0.2232490099596751
ACH-000593,-0.16858510489962578
ACH-000600,-0.15715521752075934
ACH-000601,-0.06669880950247653
ACH-000605,-0.3189499833125393
ACH-000606,-0.2531072000801031
ACH-000608,-0.22393440171224627
ACH-000614,-0.18650577739210367
ACH-000616,-0.13571107615271824
ACH-000618,-0.2575603559902052
ACH-000619,-0.19638189946543147
ACH-000620,-0.15184149754869405
ACH-000621,-0.22046264316325564
ACH-000622,-0.3404905187433645
ACH-000623,-0.11996707795536495
ACH-000624,-0.1955164072581873
ACH-000627,-0.000513464890438541
ACH-000630,-0.19028414505527572
ACH-000631,-0.33601365566274305
ACH-000632,-0.14946161470321126
ACH-000633,-0.2431769879795007
ACH-000637,-0.12930006866059465
ACH-000638,-0.019439661469880288
ACH-000646,0.038965878965227616
ACH-000647,-0.12143329456049773
ACH-000648,-0.1998414493347629
ACH-000649,-0.1709706266693209
ACH-000651,-0.004315880877864462
ACH-000652,-0.12232586553970436
ACH-000653,-0.12721331603780234
ACH-000657,-0.22463969152400629
ACH-000658,-0.257010220710537
ACH-000661,-0.013395811654069677
ACH-000662,-0.16781822085401898
ACH-000663,-0.08481017473838827
ACH-000665,-0.2366974505146277
ACH-000671,-0.16661577976849334
ACH-000672,-0.3560085783232203
ACH-000673,-0.20310489998151265
ACH-000676,-0.2766212972203806
ACH-000677,-0.09874161360342916
ACH-000681,-0.12910162324020616
ACH-000683,-0.061930196224560335
ACH-000684,-0.1552016406386499
ACH-000688,-0.19407005851024756
ACH-000693,-0.10720443207291888
ACH-000694,-0.16545046073156544
ACH-000695,-0.3076373396755941
ACH-000696,-0.1890221594970574
ACH-000697,-0.21510080978504947
ACH-000699,-0.08037233835426229
ACH-000701,-0.1604830654989538
ACH-000706,-0.1334032972542749
ACH-000711,-0.20737589930607692
ACH-000713,-0.2330983632749655
ACH-000714,-0.041925346520910414
ACH-000718,-0.2737674491051964
ACH-000720,-0.04720665013743442
ACH-000721,-0.092313515837603
ACH-000724,-0.0861066440651737
ACH-000725,-0.2667818181757431
ACH-000732,-0.027674872462818256
ACH-000734,-0.16870779497167324
ACH-000735,-0.2403346083231251
ACH-000736,-0.21172045292070385
ACH-000738,-0.16186216965068145
ACH-000746,-0.0263618590364546
ACH-000747,-0.13014872830653615
ACH-000748,-0.18090509189072101
ACH-000753,-0.4080586141959028
ACH-000756,0.001310047722224871
ACH-000757,-0.14266671332254155
ACH-000758,-0.3132412157724597
ACH-000760,-0.09644461484479767
ACH-000762,-0.2245704209686888
ACH-000763,-0.35335501856774953
ACH-000764,0.03489079123235689
ACH-000765,-0.10889673943046324
ACH-000766,-0.18928945435174546
ACH-000767,-0.11561232903120583
ACH-000768,-0.18225335073899826
ACH-000769,-0.4383385211848331
ACH-000770,-0.1313798391371043
ACH-000771,-0.014785823866129337
ACH-000773,-0.34238397201567056
ACH-000776,-0.1848588651342756
ACH-000777,-0.18183560525804007
ACH-000778,-0.14134675962589408
ACH-000781,-0.13770938032174365
ACH-000782,-0.04416368404691582
ACH-000783,-0.20997259730748224
ACH-000784,-0.13186824119016272
ACH-000785,-0.24254426161132986
ACH-000787,-0.1094544181232322
ACH-000788,-0.22271634009473704
ACH-000791,-0.2733479031191595
ACH-000792,-0.21912668011005887
ACH-000794,-0.1858928361393848
ACH-000796,-0.1317301397621395
ACH-000798,-0.18285432076208305
ACH-000799,-0.10813759786987677
ACH-000800,-0.2522099449248835
ACH-000802,-0.11555977760717567
ACH-000804,-0.2754276787621074
ACH-000805,-0.12991732291468747
ACH-000809,-0.1964029048448303
ACH-000810,-0.11818212880472832
ACH-000811,-0.133848707814336
ACH-000817,-0.1044028094380306
ACH-000819,-0.19358346790812786
ACH-000820,-0.11742697288449062
ACH-000821,-0.32563488125826434
ACH-000822,-0.1177138153195708
ACH-000823,-0.2754204950156715
ACH-000824,-0.11186779733598387
ACH-000827,-0.15652571419806566
ACH-000829,-0.0924720865649609
ACH-000831,-0.059932213550195415
ACH-000832,-0.021649384192015782
ACH-000833,-0.031184883085308937
ACH-000834,-0.2162436686233748
ACH-000835,-0.2412308693797501
ACH-000836,-0.2896857391728746
ACH-000837,-0.16816652724229053
ACH-000838,-0.034190260009746516
ACH-000839,-0.2829758169067654
ACH-000840,-0.3062842768958477
ACH-000841,-0.1843908924089985
ACH-000843,-0.11189838498574772
ACH-000846,-0.1620657068619682
ACH-000847,0.033262041142052584
ACH-000848,-0.16896399948244764
ACH-000849,-0.15845330279054648
ACH-000851,-0.12859449068073686
ACH-000855,-0.1475090742333466
ACH-000856,-0.17584950752739242
ACH-000858,-0.2030069563454583
ACH-000859,-0.09912815952010844
ACH-000861,-0.15857918971086946
ACH-000862,-0.15411341119853222
ACH-000865,-0.1486440097379086
ACH-000866,-0.2396760813495516
ACH-000867,-0.15333326442902964
ACH-000869,-0.08492080249703339
ACH-000872,-0.09983712531843933
ACH-000873,-0.029838625620696207
ACH-000876,-0.23127102790207296
ACH-000878,-0.17027644387472088
ACH-000880,-0.12150071796468305
ACH-000881,-0.20118158769230995
ACH-000882,-0.10906514561140104
ACH-000884,-0.2098342090865105
ACH-000885,-0.22235172638737047
ACH-000887,-0.03792270418059422
ACH-000889,-0.12330195106720225
ACH-000896,-0.10833201513482084
ACH-000898,-0.19502092910304133
ACH-000900,0.048548109916661135
ACH-000901,-0.216468609120132
ACH-000905,-0.1956209318793622
ACH-000906,-0.2110614658095224
ACH-000907,-0.2263433111408324
ACH-000910,-0.1754201755592538
ACH-000911,-0.18559628071211728
ACH-000912,-0.2552270219984612
ACH-000913,-0.1858484277207116
ACH-000915,-0.12468888181295633
ACH-000916,-0.15485525911936962
ACH-000917,0.04784998515063451
ACH-000920,-0.11629525734354043
ACH-000921,-0.16510862794392234
ACH-000924,-0.20886446441986364
ACH-000926,-0.2691302278344073
ACH-000928,-0.1804492172928348
ACH-000929,-0.17051102914541091
ACH-000932,-0.19338750269653765
ACH-000935,-0.28235616879712216
ACH-000936,-0.2477935872309117
ACH-000937,-0.2402059755295545
ACH-000938,-0.1947851515356891
ACH-000939,-0.18589330814692767
ACH-000941,-0.09687283941110124
ACH-000943,-0.1833616782381188
ACH-000946,-0.24820191419259965
ACH-000947,-0.2619223638792405
ACH-000948,-0.2494682035747166
ACH-000950,-0.3440257978542741
ACH-000953,-0.07229717015458395
ACH-000954,-0.08907692745185325
ACH-000957,-0.18665665141875534
ACH-000958,-0.3380937423730774
ACH-000960,-0.1489160114922815
ACH-000963,-0.2330452377157917
ACH-000968,-0.08266427085305167
ACH-000969,-0.13832832469636122
ACH-000972,-0.1367548454980435
ACH-000973,-0.30110389084341144
ACH-000974,-0.05102034189075187
ACH-000978,-0.11276635453635085
ACH-000984,-0.02223115036271465
ACH-000986,-0.2880959835931032
ACH-000988,-0.1074885149700692
ACH-000993,-0.3165998850860877
ACH-000994,-0.18612625345629052
ACH-000996,-0.22767934642591026
ACH-001001,-0.3078062300493604
ACH-001020,-0.22698483054493745
ACH-001028,-0.21417763731256184
ACH-001031,-0.16655736564211027
