,PTGES (9536)
ACH-000004,-0.15065191223033922
ACH-000005,0.14584845420059825
ACH-000007,0.05271452545441846
ACH-000009,-0.178432944808029
ACH-000011,0.03181009482087592
ACH-000012,-0.08741907301899256
ACH-000013,-0.16604688509971122
ACH-000014,-0.002162837651561022
ACH-000015,-0.18929612843410476
ACH-000017,0.009295434944121876
ACH-000018,-0.2060293159562845
ACH-000019,-0.20588124534221566
ACH-000021,-0.18086920511681295
ACH-000022,-0.15310027633301496
ACH-000025,0.08285188392372159
ACH-000028,-0.08130124456370805
ACH-000030,-0.11325252555262225
ACH-000035,0.020143294111846826
ACH-000036,0.009917278539695406
ACH-000037,-0.05123616846307332
ACH-000039,-0.0535049895214525
ACH-000040,-0.05904751438950046
ACH-000041,-0.266630098667196
ACH-000042,-0.04294220363481244
ACH-000045,-0.08378335615668828
ACH-000047,-0.04751655733669383
ACH-000052,-0.17617646173995566
ACH-000053,-0.026991750822978885
ACH-000054,-0.10532333591475336
ACH-000055,-0.10096759647877956
ACH-000060,-0.03228880537056269
ACH-000067,-0.10952595690366858
ACH-000070,0.0809808155919113
ACH-000075,0.1204536307357059
ACH-000078,-0.0513205490760929
ACH-000082,-0.0926222645301656
ACH-000085,-0.14215615086043604
ACH-000086,0.046803852988251085
ACH-000087,-0.3009956202098238
ACH-000092,-0.06036615105754053
ACH-000095,-0.02154820796030313
ACH-000097,-0.07225952516817091
ACH-000098,0.02975347520995252
ACH-000099,-0.09360330175725408
ACH-000108,-0.2274646869391284
ACH-000113,-0.09525878095582724
ACH-000116,-0.16095468654928666
ACH-000118,-0.13900547415122527
ACH-000120,-0.04337442580567717
ACH-000123,-0.0425320791699292
ACH-000127,-0.0662716213919709
ACH-000128,-0.11820229245417913
ACH-000132,-0.01495787791796561
ACH-000133,0.01758017094821266
ACH-000137,-0.12009709461857568
ACH-000138,-0.1954093617805024
ACH-000142,-0.18040793067085595
ACH-000143,-0.12628298663878915
ACH-000146,-0.17873957919165456
ACH-000148,-0.03183494124417476
ACH-000150,-0.08216000666320239
ACH-000152,-0.01647478292441068
ACH-000153,-0.024939923537648026
ACH-000159,-0.17189180113809188
ACH-000160,-0.0340348465145542
ACH-000163,-0.19351043526012168
