,NIM1K (167359)
ACH-000004,-0.05228705497470062
ACH-000005,0.1399258965540069
ACH-000007,-0.09633088756133654
ACH-000009,-0.02937913326775665
ACH-000011,0.05431854065232261
ACH-000012,-0.08564759337223933
ACH-000013,0.008566856360526974
ACH-000014,-0.3318777091779921
ACH-000015,-0.11683650097562535
ACH-000017,-0.13740556463845505
ACH-000018,0.055323641677595084
ACH-000019,0.2268206556670658
ACH-000021,-0.0864775426325014
ACH-000022,0.05974294790163129
ACH-000025,0.08675053365792088
ACH-000028,0.1424000387635751
ACH-000030,0.08943274398134872
ACH-000035,0.08377752907949619
ACH-000036,-0.049345025080571696
ACH-000037,-0.1855434074654696
ACH-000039,-0.15094558206380726
ACH-000040,-0.023171183983658854
ACH-000041,-0.07323970725691001
ACH-000042,-0.06714495301603036
ACH-000045,0.034464802311633264
ACH-000047,0.10657694227132417
ACH-000052,-0.11374134113196445
ACH-000053,-0.09960325843997887
ACH-000054,-0.1231406557980805
ACH-000055,0.053515858817302864
ACH-000060,-0.07886656386286238
ACH-000067,0.007035493391118029
ACH-000070,-0.200295730334438
ACH-000075,0.05099799009515472
ACH-000078,-0.004987462621894083
ACH-000082,-0.03207709006010442
ACH-000085,0.12018996064475332
ACH-000086,0.0352833302461322
ACH-000087,-0.015308670345199966
ACH-000092,-0.048263533140406434
ACH-000095,-0.051837680742610866
ACH-000097,0.009431716909837868
ACH-000098,-0.0949258933163025
ACH-000099,-0.09054350730855887
ACH-000108,-0.057727601970561364
ACH-000113,-0.09941966198789703
ACH-000116,0.09345101571556333
ACH-000118,-0.12557408032589454
ACH-000120,-0.005452078670911398
ACH-000123,-0.05388929709224367
ACH-000127,-0.09306048843627417
ACH-000128,0.05001271807629345
ACH-000132,0.07113476901675722
ACH-000133,0.08598652898597035
ACH-000137,0.013909782338113791
ACH-000138,0.0029752003339663146
ACH-000142,0.045597426177652216
ACH-000143,-0.10416173460545533
ACH-000146,-0.1432216184005604
ACH-000148,-0.03330847929019642
ACH-000150,-0.0538326577242509
ACH-000152,-0.008939777310345755
ACH-000153,0.06417128766068314
ACH-000159,-0.07903043614182703
ACH-000160,0.04026729495255836
ACH-000163,-0.01681875803033139
ACH-000167,0.404008395123679
ACH-000168,-0.07776927095136439
ACH-000169,0.04674680856224927
ACH-000178,0.025257074030825808
ACH-000183,-0.07981544401212863
ACH-000188,0.059054713918282174
ACH-000189,0.0598298616514707
ACH-000190,0.09106173914810724
ACH-000198,-0.03661154328278797
ACH-000203,-0.02030243375022593
ACH-000204,-0.14734397317358294
ACH-000206,-0.2912755267579081
ACH-000207,-0.03603646479514312
ACH-000208,-0.04271182612217743
ACH-000210,-0.003794271220004344
ACH-000211,-0.01652439177236332
ACH-000215,-0.037185948438353635
ACH-000221,-0.0997068816433066
ACH-000222,-0.044584071658795785
ACH-000223,0.07240787224444721
ACH-000226,-0.08030691838235632
ACH-000227,0.05498244026874862
ACH-000228,-0.06568380253088259
ACH-000231,-0.012494683691095142
ACH-000232,-0.012183496878173064
ACH-000233,-0.005144604032210481
ACH-000234,0.04465196711477296
ACH-000235,0.011740595277544771
ACH-000237,0.016435380789132842
ACH-000238,0.0655641496834995
ACH-000242,0.14197045759356247
ACH-000243,-0.008274228171003097
ACH-000244,-0.1069166046364471
ACH-000246,-0.02498606924568712
ACH-000248,0.0916393897447524
ACH-000250,-0.011327096548059485
ACH-000251,0.014971976349999897
ACH-000252,-0.10180401578391884
ACH-000253,-0.03723368267728863
ACH-000255,0.006230146133146605
ACH-000256,0.09240654656510523
ACH-000257,-0.13627494371727386
ACH-000258,0.07492306015145124
ACH-000259,-0.11373535809672995
ACH-000260,-0.08792233949354397
ACH-000261,0.02627232936362435
ACH-000262,-0.2686135316557437
ACH-000263,-0.17603814409021915
ACH-000264,-0.06160943888217992
ACH-000265,-0.07574295459977845
ACH-000266,-0.06349007224529267
ACH-000272,0.011372965438769159
ACH-000274,-0.014692513185562224
ACH-000277,-0.07176882129505842
ACH-000278,-0.07318256472585916
ACH-000279,-0.1088065333484354
ACH-000280,-0.015801089168602924
ACH-000281,0.04184209191390479
ACH-000288,-0.030728559925130933
ACH-000291,0.045031002165999326
ACH-000293,-0.08399672493269107
ACH-000294,-0.009951194261636992
ACH-000295,0.04217921351609241
ACH-000296,0.06978750021922661
ACH-000302,-0.005608324681379982
ACH-000304,-0.10472564209357046
ACH-000307,-0.10294127169687836
ACH-000308,-0.07810581609534792
ACH-000310,0.007894025613456609
ACH-000311,-0.07582573253339589
ACH-000312,-0.005707627476284247
ACH-000315,-0.16855027370865602
ACH-000316,0.0032372196598425148
ACH-000317,0.094932150532735
ACH-000318,0.10063881629641863
ACH-000319,-0.00016343487951972984
ACH-000320,0.05193945440121784
ACH-000322,0.08526648269976178
ACH-000323,-0.2158601164585867
ACH-000324,-0.13676053142673386
ACH-000329,-0.06161364859805259
ACH-000330,-0.07396126277420725
ACH-000331,-0.02573331999217284
ACH-000332,-0.0827410177385415
ACH-000334,0.10532334317033387
ACH-000335,-0.003279528514395801
ACH-000336,-0.12019853380884345
ACH-000337,-0.011867850482082115
ACH-000338,0.03660889423935118
ACH-000339,-0.003774631470427219
ACH-000341,-0.03973826469462002
ACH-000348,0.008067281872684835
ACH-000350,-0.04939522295824017
ACH-000352,-0.07003733973522283
ACH-000356,0.029435298388747488
ACH-000361,-0.061405647202134574
ACH-000362,-0.08000131453717622
ACH-000363,-0.038542588214596586
ACH-000364,-0.035305550264033835
ACH-000365,-0.0025347037503617173
ACH-000366,-0.014984685854914291
ACH-000368,0.035918269765438486
ACH-000374,0.0802283890623644
ACH-000375,-0.0331621973502277
ACH-000376,0.003398673488057597
ACH-000381,-0.1251629384513842
ACH-000383,-0.01504417244931999
ACH-000387,-0.052130627981358535
ACH-000389,-0.1514187920748331
ACH-000390,-0.03795682364516032
ACH-000393,-0.0380341943685324
ACH-000395,-0.07180221851253646
ACH-000396,0.2970229467749945
ACH-000397,-0.0952387119959022
ACH-000401,0.10343335724248187
ACH-000402,-0.04710767989207497
ACH-000403,0.028929548343207077
ACH-000404,0.24623220898609915
ACH-000406,-0.07467824201039865
ACH-000407,-0.02385228811664343
ACH-000408,0.17457400227021672
ACH-000410,-0.07704853070636222
ACH-000411,0.03596961599996966
ACH-000414,-0.10162323642356848
ACH-000415,-0.04644291953340881
ACH-000416,-0.0016621698090433065
ACH-000420,0.009644807803501682
ACH-000421,-0.005014332378991853
ACH-000424,0.1044534728770956
ACH-000425,-0.021486815763800692
ACH-000426,-0.1207843932479622
ACH-000427,0.018289881566218483
ACH-000433,-0.20898126007622567
ACH-000435,0.13614315273763564
ACH-000436,0.04381591321634817
ACH-000444,-0.006627702074640403
ACH-000445,-0.12705772579048766
ACH-000448,-0.09656354408800512
ACH-000450,-0.20906355614822306
ACH-000452,-0.02793133949019463
ACH-000454,0.010908637330708685
ACH-000458,-0.060727572004830324
ACH-000459,0.16721216183527496
ACH-000460,0.08064005262322574
ACH-000461,-0.06764524980877731
ACH-000463,0.09545804426369624
ACH-000464,-0.10618046296469696
ACH-000466,-0.09484637201297944
ACH-000467,-0.0753211194686271
ACH-000468,0.04417328373829057
ACH-000469,-0.033068614739233164
ACH-000470,-0.017347520030168116
ACH-000471,-0.016227811967279102
ACH-000472,-0.09699757956209022
ACH-000473,-0.16533521918844107
ACH-000475,-0.06694163446602634
ACH-000476,-0.07420845285043394
ACH-000477,-0.14564466437854054
ACH-000479,0.09175665459833808
ACH-000480,-0.13273255215010402
ACH-000481,-0.026864754871667583
ACH-000483,-0.1111571314605773
ACH-000484,0.07088914731942947
ACH-000485,-0.08572265900427872
ACH-000486,0.00920777681371588
ACH-000487,0.012334247814834798
ACH-000488,0.04417566287210005
ACH-000490,0.034852185209154486
ACH-000491,-0.00938859901200252
ACH-000495,-0.15113744873887225
ACH-000496,-0.011656956152533057
ACH-000499,0.09992953847416708
ACH-000500,0.30153764162281543
ACH-000502,-0.11499244808382422
ACH-000503,0.0935403147223723
ACH-000505,0.03290939768873606
ACH-000507,0.022118760606742227
ACH-000510,-0.04815636487019855
ACH-000511,0.08202548444980019
ACH-000512,-0.03491528400742524
ACH-000516,-0.11304895965076348
ACH-000517,0.0006812207216173269
ACH-000518,0.11687400528506825
ACH-000520,0.1305386173337728
ACH-000521,0.022014774033057075
ACH-000522,0.0054142841560796354
ACH-000524,0.0028320333215535666
ACH-000527,-0.10989710354806874
ACH-000528,0.13017716468036655
ACH-000537,-0.08810675162187337
ACH-000541,0.19965629358951906
ACH-000542,-0.0037265031376859017
ACH-000544,-0.1119632057807924
ACH-000545,0.040089798349962624
ACH-000547,-0.1183596864833158
ACH-000548,-0.026283041053217045
ACH-000549,-0.20717934861778453
ACH-000550,-0.07163673933989469
ACH-000552,0.02810035256207105
ACH-000556,0.040980166048980006
ACH-000557,-0.10779576347011334
ACH-000569,-0.1636366041406422
ACH-000570,0.020736380626712275
ACH-000571,-0.06975353869655616
ACH-000573,0.08676834896927405
ACH-000576,0.24609166291984366
ACH-000579,0.09516913044643036
ACH-000580,-0.16141877782337696
ACH-000584,0.016327133718021785
ACH-000585,-0.010643475715481214
ACH-000588,-0.043422430699191716
ACH-000589,-0.09121281569817996
ACH-000591,0.0545716370434675
ACH-000593,-0.20988322090235664
ACH-000600,0.0956392908451391
ACH-000601,0.016147050659097373
ACH-000605,-0.011343239864472936
ACH-000606,0.03619103868921415
ACH-000608,-0.3764624949360898
ACH-000614,-0.2308087918589064
ACH-000616,-0.08510148034463726
ACH-000618,0.056681890935765374
ACH-000619,-0.012544351842980769
ACH-000620,-0.026769272022747176
ACH-000621,-0.1211303390508814
ACH-000622,-0.03237029499547081
ACH-000623,-0.03790713978379834
ACH-000624,-0.06970636817721414
ACH-000627,0.031332855034533084
ACH-000630,0.02221136363731908
ACH-000631,-0.0330773624292412
ACH-000632,0.12982963905811812
ACH-000633,-0.09263234070490084
ACH-000637,-0.1259658603150556
ACH-000638,0.060682756360594135
ACH-000646,-0.04904443020916822
ACH-000647,0.07490962977405373
ACH-000648,0.028383467427397637
ACH-000649,0.07673821087734269
ACH-000651,-0.058458122381021375
ACH-000652,-0.02273639298738429
ACH-000653,-0.02637474131735171
ACH-000657,-0.04514338853179355
ACH-000658,0.003616152163561837
ACH-000661,0.03664769335826281
ACH-000662,-0.005154392232737712
ACH-000663,-0.005891718722308562
ACH-000665,-0.14630810058177673
ACH-000671,-0.0687047562423951
ACH-000672,0.005275581900309611
ACH-000673,-0.06982104175503652
ACH-000676,0.04787148682852228
ACH-000677,-0.08679807406104836
ACH-000681,-0.13292232378978222
ACH-000683,0.014674070791400118
