,GLP1R (2740)
ACH-000004,-0.027895574549160484
ACH-000005,-0.0938753734841418
ACH-000007,0.110402195582021
ACH-000009,0.17094030800759832
ACH-000011,0.09670161868093548
ACH-000012,0.16949544103794725
ACH-000013,0.05628992126983843
ACH-000014,0.18697406307002293
ACH-000015,0.1719602822955383
ACH-000017,0.1676271057014752
ACH-000018,0.033303059841532284
ACH-000019,0.3465708464272761
ACH-000021,0.1340284737707559
ACH-000022,0.03096764398377478
ACH-000025,0.15638765047046813
ACH-000028,0.20836472774797388
ACH-000030,0.1947695766626488
ACH-000035,0.11400806621358048
ACH-000036,0.2851131193248481
ACH-000037,0.238295271451944
ACH-000039,0.14837020734375028
ACH-000040,0.2931747340969506
ACH-000041,0.02924522578474718
ACH-000042,0.07923408828296367
ACH-000045,0.12145197862686652
ACH-000047,0.14378381688195907
ACH-000052,-0.11314819198437892
ACH-000053,0.13350809115611573
ACH-000054,0.2516416670745756
ACH-000055,0.14134656241667534
ACH-000060,-0.0878832342580275
ACH-000067,0.2633195933381361
ACH-000070,0.2329724721007488
ACH-000075,0.1417975874608429
ACH-000078,0.2160601071232244
ACH-000082,0.2241820314132572
ACH-000085,0.2711696744728381
ACH-000086,0.13763848036962342
ACH-000087,0.2038416990331704
ACH-000092,0.09131373548553974
ACH-000095,0.10528983324847288
ACH-000097,0.19400790949327035
ACH-000098,-0.013886722586226977
ACH-000099,0.23789594272678924
ACH-000108,0.05345060888997808
ACH-000113,0.14462225926048836
ACH-000116,0.1875107557228806
ACH-000118,0.16778802651199526
ACH-000120,-0.01907266140937252
ACH-000123,0.12146052093622102
ACH-000127,0.12433810703635467
ACH-000128,0.02237088989020996
ACH-000132,0.1730606464186027
ACH-000133,0.20399536871254054
ACH-000137,0.19630037790732785
ACH-000138,0.1071791188352073
ACH-000142,0.1963549004962137
ACH-000143,0.2493483236230423
ACH-000146,-0.023712755657925928
ACH-000148,0.2699575053528526
ACH-000150,0.2220347929746888
ACH-000152,0.16646706351175722
ACH-000153,0.2299044581115844
ACH-000159,0.12386596343051284
ACH-000160,0.18999531220731555
ACH-000163,0.1872137195189121
ACH-000167,-0.0654670880080128
ACH-000168,0.12364048902971743
ACH-000169,0.15044754837221325
ACH-000178,0.19892338321020794
ACH-000183,0.049331862551073614
ACH-000188,0.2478006159275561
ACH-000189,-0.009540046982051815
ACH-000190,0.05324833126794671
ACH-000198,0.19379745108458568
ACH-000203,0.8592606665475059
ACH-000204,0.0027445271009431237
ACH-000206,0.20927275927914968
ACH-000207,0.09772769849784543
ACH-000208,0.17801313508759675
ACH-000210,0.11163663798463618
ACH-000211,0.1374942242928911
ACH-000215,0.1560995916529739
ACH-000221,0.16963393255101528
ACH-000222,0.07771334969035022
ACH-000223,0.07678011357790149
ACH-000226,0.2651638983100286
ACH-000227,0.1251830739696111
ACH-000228,0.0025679088245036267
ACH-000231,0.09290808801671144
ACH-000232,0.01142746550218732
ACH-000233,0.1504815583361637
ACH-000234,0.06057113855045609
ACH-000235,0.1345020910167424
ACH-000237,0.18011559270139268
ACH-000238,0.019367767309325316
ACH-000242,-0.0003423069461778495
ACH-000243,0.21614597436344174
ACH-000244,0.18355625553067825
ACH-000246,0.3275436203057968
ACH-000248,0.11778666255400334
ACH-000250,0.10285257766161032
ACH-000251,-0.050050658869622934
ACH-000252,0.16156066134473585
ACH-000253,0.11352794941230232
ACH-000255,0.11853726703974946
ACH-000256,0.0553028103487785
ACH-000257,0.20422450023836086
ACH-000258,0.17495498349691532
ACH-000259,0.06921040653430262
ACH-000260,0.02806828688085085
ACH-000261,0.09951374377277848
ACH-000262,0.26661177508637296
ACH-000263,0.3041220715339709
ACH-000264,0.1559623142116114
ACH-000265,0.07049665213021794
ACH-000266,0.11039134642417503
ACH-000272,0.0700717872525013
ACH-000274,0.12697299708443174
ACH-000277,0.17553165442460208
ACH-000278,0.2518036478726075
ACH-000279,0.21158312328942028
ACH-000280,0.15247541216642055
ACH-000281,-0.006014029998203232
ACH-000288,0.19262767569457148
ACH-000291,0.1362024680975683
ACH-000293,0.13806890065601993
ACH-000294,0.20269356586618525
ACH-000295,0.14908773188219102
ACH-000296,-0.17374931135788707
ACH-000302,0.07571309555384137
ACH-000304,0.5373812042508145
ACH-000307,0.14913442267041566
ACH-000308,0.1405972675306409
ACH-000310,0.11018335367551024
ACH-000311,-0.08302137443304522
ACH-000312,-0.02538054922947636
ACH-000315,0.27454293073229186
ACH-000316,0.005886945863564259
ACH-000317,0.17194673180745373
ACH-000318,0.0856204176783104
ACH-000319,0.06348434412287637
ACH-000320,0.03687726931032978
ACH-000322,0.3658173807260098
ACH-000323,0.13908762937782945
ACH-000324,0.14669348314939784
ACH-000329,0.1344611878435301
ACH-000330,0.2072750979943966
ACH-000331,0.09605755658090544
ACH-000332,0.06099739038560952
ACH-000334,0.1672157143877965
ACH-000335,0.002982642941094016
ACH-000336,-0.012776749847747241
ACH-000337,-0.003804955508095131
ACH-000338,0.19220175799205014
ACH-000339,0.24368920020846546
ACH-000341,0.14114906358061885
ACH-000348,0.018682118348605423
ACH-000350,0.10779492021547198
ACH-000352,-0.0006980397909897112
ACH-000356,0.3238993237305603
ACH-000361,0.17233723930912032
ACH-000362,0.2541130486762302
ACH-000363,0.1597424008763528
ACH-000364,0.2605357172677943
ACH-000365,0.04205873473087948
ACH-000366,0.1129721569063014
ACH-000368,0.13645342488997633
ACH-000374,0.14503842786258356
ACH-000375,0.14114440087081853
ACH-000376,0.09211917535475217
ACH-000381,-0.04262949646037312
ACH-000383,0.1717574501189287
ACH-000387,0.14100038232154366
ACH-000389,0.14716974775136726
ACH-000390,0.040299609540337865
ACH-000393,0.04242038615350436
ACH-000395,0.15773046056532686
ACH-000396,0.26174183248654553
ACH-000397,0.08783254214049534
ACH-000401,0.1841256513119084
ACH-000402,0.1995435795358076
ACH-000403,0.08475136589938713
ACH-000404,0.06524919533754206
ACH-000406,0.14471175313744766
ACH-000407,0.04245612357182386
ACH-000408,0.07959557267443554
ACH-000410,0.2176700489689339
ACH-000411,0.2215783790255388
ACH-000414,0.18300698300807933
ACH-000415,0.16091153267789002
ACH-000416,0.16811440086564894
ACH-000420,0.19043434829444847
ACH-000421,0.13284162043145234
ACH-000424,0.24403818919602105
ACH-000425,0.1206459374983991
ACH-000426,0.17387983825354525
ACH-000427,0.13199454298824614
ACH-000433,0.3215386678882222
ACH-000435,-0.18199294362530832
ACH-000436,0.2494453843196416
ACH-000444,-0.016381302450951103
ACH-000445,0.2078556394801348
ACH-000448,0.1229770728697248
ACH-000450,0.2619580341429212
ACH-000452,0.1430299900506673
ACH-000454,0.07461136417229444
ACH-000458,0.14499097435246205
ACH-000459,0.10930208930698164
ACH-000460,0.1794240692385378
ACH-000461,0.1771169950255529
ACH-000463,0.14611132530835524
ACH-000464,0.02242457224887861
ACH-000466,0.01135853988004416
ACH-000467,0.060338960460119
ACH-000468,0.10743677031570148
ACH-000469,0.19873530410600967
ACH-000470,0.00683716004579397
ACH-000471,0.08222062913827705
ACH-000472,0.12082066041431212
ACH-000473,0.07945509574450405
ACH-000475,0.12164396971343235
ACH-000476,0.15189030428633124
ACH-000477,0.15799583984246768
ACH-000479,-0.07302776796585328
ACH-000480,0.36375607509355373
ACH-000481,0.09682961825754977
ACH-000483,-2.0829130333350852e-05
ACH-000484,0.20776275514151055
ACH-000485,0.1755571075959638
ACH-000486,0.217402022061036
ACH-000487,0.06504829306233767
ACH-000488,0.1349778691575702
ACH-000490,0.13987894178264187
ACH-000491,0.001034119682264575
ACH-000495,-0.016342240767994815
ACH-000496,0.1308013268798808
ACH-000499,0.11849987668740478
ACH-000500,-0.2729248291565176
ACH-000502,0.10076795819929718
ACH-000503,0.4034048484231049
ACH-000505,0.2556770734657673
ACH-000507,0.29276784719485066
ACH-000510,0.13078617819257846
ACH-000511,0.1157186688145764
ACH-000512,0.1910427210601883
ACH-000516,0.22436523196633326
ACH-000517,0.13303226658854814
ACH-000518,0.1252794765935615
ACH-000520,0.04495708063424147
ACH-000521,0.21035438133660914
ACH-000522,0.1311689644505219
ACH-000524,-0.017879274118997767
ACH-000527,0.14381892510476946
ACH-000528,0.2464666495578437
ACH-000537,0.1422146008505211
ACH-000541,0.13677547399622433
ACH-000542,0.2135932541734084
