,EIF3F (8665)
ACH-000004,-0.8245442171544017
ACH-000005,-1.465956466304521
ACH-000007,-0.9843164977741564
ACH-000009,-0.949608276203315
ACH-000011,-0.9776869596294078
ACH-000012,-0.8450076540163747
ACH-000013,-0.6564686796677751
ACH-000014,-0.8519759676512672
ACH-000015,-0.7201394385618706
ACH-000017,-0.7809459124442241
ACH-000018,-0.760178649118878
ACH-000019,-0.7456980278699659
ACH-000021,-0.7656645712968447
ACH-000022,-0.7994487498378664
ACH-000025,-0.7764832240152016
ACH-000028,-0.6739570149323099
ACH-000030,-0.8581950108276653
ACH-000035,-0.881968807936983
ACH-000036,-0.5676458982444825
ACH-000037,-0.8513688308441361
ACH-000039,-1.1154239380502218
ACH-000040,-0.6515324713232444
ACH-000041,-1.0295687584806958
ACH-000042,-0.668270960526116
ACH-000045,-0.8662096619331328
ACH-000047,-0.6646629699908688
ACH-000052,-0.7607157584903003
ACH-000053,-0.5869872728632104
ACH-000054,-0.6678132063673072
ACH-000055,-1.0106707514486708
ACH-000060,-0.8170703518754542
ACH-000067,-0.8830315659705744
ACH-000070,-0.7906047724383218
ACH-000075,-0.7920176819985024
ACH-000078,-1.0154049385013373
ACH-000082,-0.7344476899984616
ACH-000085,-0.7257811549331264
ACH-000086,-0.6349406771175663
ACH-000087,-0.580817613743962
ACH-000092,-0.7331670077382919
ACH-000095,-0.8259806155067477
ACH-000097,-0.7145893298530218
ACH-000098,-0.6120155714008844
ACH-000099,-0.7594732253065258
ACH-000108,-0.5696223640401554
ACH-000113,-0.5087528976862666
ACH-000116,-0.9656692456638748
ACH-000118,-0.7789487544008911
ACH-000120,-0.7011817923458903
ACH-000123,-0.7984766847736825
ACH-000127,-0.5636116102031923
ACH-000128,-0.7811479862317373
ACH-000132,-0.7546583084558041
ACH-000133,-0.6703452039233084
ACH-000137,-0.6932973092219664
ACH-000138,-0.8052744409081587
ACH-000142,-0.9802806114098492
ACH-000143,-0.8282358360087398
ACH-000146,-0.8378196883878531
ACH-000148,-0.8884620365676447
ACH-000150,-0.5002263160180672
ACH-000152,-0.6499051515401008
ACH-000153,-0.5747504025825766
ACH-000159,-0.8513733717171613
ACH-000160,-0.6027753557884185
ACH-000163,-0.6586156621290202
ACH-000167,-1.2740514083297445
ACH-000168,-0.7447019717002644
