,SLC35D1 (23169)
ACH-000004,-0.3116919197369749
ACH-000005,-0.7173393979521682
ACH-000007,0.0350043522200664
ACH-000009,-0.04337093607875418
ACH-000011,-0.172495598370847
ACH-000012,-0.12301885962148935
ACH-000013,-0.3196241792350519
ACH-000014,-0.24092776784333245
ACH-000015,-0.03759965937644187
ACH-000017,-0.21968413541922108
ACH-000018,-0.30193331430054665
ACH-000019,-0.1663875348833623
ACH-000021,-0.2841607209301757
ACH-000022,-0.29290499234626016
ACH-000025,-0.13939776900146827
ACH-000028,-0.15257076584122767
ACH-000030,-0.17966894852683649
ACH-000035,-0.1742558126640016
ACH-000036,-0.2361026225724659
ACH-000037,-0.2298373610884463
ACH-000039,-0.2750044082066597
ACH-000040,-0.21918007397882305
ACH-000041,-0.17186168734138094
ACH-000042,-0.15946962067234538
ACH-000045,-0.3031605837280369
ACH-000047,-0.2133635143142522
ACH-000052,-0.061081155305502614
ACH-000053,-0.1262711600873357
ACH-000054,-0.28307163692359194
ACH-000055,-0.3676032510776092
ACH-000060,-0.3336542518338982
ACH-000067,-0.474132640082581
ACH-000070,0.02140534504523341
ACH-000075,-0.2681992094935779
ACH-000078,-0.23032994682253305
ACH-000082,-0.2886125459419549
ACH-000085,-0.5270774050310537
ACH-000086,-0.20725292957141328
ACH-000087,-0.12061775198491036
ACH-000092,-0.384680590873563
ACH-000095,-0.35957512692861165
ACH-000097,-0.2884223866174362
ACH-000098,-0.19858545801612568
ACH-000099,-0.14535234037424213
ACH-000108,-0.1822131253081664
ACH-000113,-0.1276089447820007
ACH-000116,-0.09520947563216987
ACH-000118,-0.2897631028006871
ACH-000120,-0.3250565479272993
ACH-000123,-0.08610616599971012
ACH-000127,-0.14027044987088544
ACH-000128,-0.12201479641171464
ACH-000132,-0.29795623266703475
ACH-000133,-0.3974390971659076
ACH-000137,-0.2661452974551184
ACH-000138,-0.15644917689466728
ACH-000142,-0.1459495978094035
ACH-000143,-0.12353515138502708
ACH-000146,-0.12257709724242664
ACH-000148,-0.020175248026322843
ACH-000150,-0.3251571812868865
ACH-000152,-0.3479281264800245
ACH-000153,0.01566201191377441
ACH-000159,-0.23694592757283314
ACH-000160,-0.1981193995940556
ACH-000163,0.050536846460092974
ACH-000167,-0.1767858446353187
ACH-000168,-0.2625784447687047
ACH-000169,-0.2687871625465009
ACH-000178,-0.18744345589308847
ACH-000183,-0.02867038869226465
ACH-000188,-0.20881587390320674
ACH-000189,-0.1435804380446237
ACH-000190,-0.2117124777040404
ACH-000198,-0.19807635314952834
ACH-000203,-0.5811985761387181
ACH-000204,-0.08663877453761516
ACH-000206,-0.7229442137827202
ACH-000207,-0.16772268005905594
ACH-000208,0.003188677893925346
ACH-000210,-0.10384724744695267
ACH-000211,-0.2434524549969741
ACH-000215,-0.31788144511257993
ACH-000221,0.017767499492162067
