,OR52R1 (119695)
ACH-000004,-0.01086109869445328
ACH-000005,0.057784482429716164
ACH-000007,-0.023520114384309697
ACH-000009,-0.09501223642266783
ACH-000011,-0.07563319345980331
ACH-000012,-0.0191828297879643
ACH-000013,0.024122340861492047
ACH-000014,-0.11021054101203183
ACH-000015,-0.017960336938519415
ACH-000017,0.14100129991032193
ACH-000018,-0.1379951404458533
ACH-000019,-0.2265706580793567
ACH-000021,-0.10934845320208417
ACH-000022,-0.04780314436698847
ACH-000025,-0.030016913426181083
ACH-000028,-0.11682543319540507
ACH-000030,-0.09631976300985633
ACH-000035,0.0080292954634051
ACH-000036,0.01947364210122126
ACH-000037,-0.034362102276701514
ACH-000039,-0.033736517670194525
ACH-000040,0.03645293558804392
ACH-000041,-0.1340558205082141
ACH-000042,-0.07416045487037452
ACH-000045,-0.08741205425770213
ACH-000047,0.04896799466810912
ACH-000052,0.022208720731754037
ACH-000053,0.0394583984953281
ACH-000054,0.016298004862106582
ACH-000055,-0.1569209445296457
ACH-000060,0.003776466402521863
ACH-000067,0.06371704489772673
ACH-000070,-0.1222477807256524
ACH-000075,0.0965105704708852
ACH-000078,-0.023476417145048917
ACH-000082,0.0062703133468767725
ACH-000085,0.10359742574973199
ACH-000086,-0.041575837394451136
ACH-000087,0.01824801771443587
ACH-000092,0.01016394511913425
ACH-000095,-0.013199391194102916
ACH-000097,0.03030023011628596
ACH-000098,0.008221845397638983
ACH-000099,-0.12583007808126562
ACH-000108,-0.013616305879183844
ACH-000113,-0.026940311795002274
ACH-000116,0.09999791351862894
ACH-000118,0.07420645850630915
ACH-000120,-0.17755663677907751
ACH-000123,-0.0641770493627767
ACH-000127,0.047994949129683474
ACH-000128,-0.01964444497777135
ACH-000132,0.03952780704414472
ACH-000133,-0.14030742911009655
ACH-000137,-0.14107002221089762
ACH-000138,-0.049464222380195835
ACH-000142,-0.03277702955621286
ACH-000143,0.2685432984578893
ACH-000146,0.000979195182137996
ACH-000148,0.1589439214746602
ACH-000150,-0.10639468873858628
ACH-000152,-0.07309962124033179
ACH-000153,0.0641304653254708
ACH-000159,-0.0014939497527641213
ACH-000160,-0.0634137918412892
ACH-000163,0.21096662918320466
ACH-000167,0.08082209337225837
ACH-000168,-0.19384568799188504
ACH-000169,-0.08203178708400166
ACH-000178,0.020512874476010138
ACH-000183,0.10463571126183056
ACH-000188,0.013152949519505202
ACH-000189,-0.006526934034476168
ACH-000190,-0.2707983306677078
ACH-000198,0.05954768709640545
ACH-000203,-0.0981409772051403
ACH-000204,0.058704103496546686
ACH-000206,0.09127104947154828
ACH-000207,0.0473563028534429
ACH-000208,0.3442598221724469
ACH-000210,0.06587437562265164
ACH-000211,-0.09024399276311314
ACH-000215,0.0037394539423325954
ACH-000221,0.0706982689447618
ACH-000222,0.08944802584590468
ACH-000223,-0.0816692393272368
ACH-000226,-0.021043081443030805
ACH-000227,-0.00535390118624353
ACH-000228,-0.06521680221228222
ACH-000231,0.035855970491414535
ACH-000232,-0.046499741180727236
ACH-000233,0.030880914600339763
ACH-000234,-0.08035177594453126
ACH-000235,0.006597672326976074
ACH-000237,-0.033067369995335244
ACH-000238,-0.013936267229037309
ACH-000242,0.22771348181354276
ACH-000243,0.051745012681267376
ACH-000244,0.16024767042172158
ACH-000246,-0.015846634168218854
ACH-000248,0.07283354509652178
ACH-000250,0.020974316719264054
ACH-000251,-0.06287018512018426
ACH-000252,0.2277284778075031
ACH-000253,-0.01569499774572107
ACH-000255,0.07734875298518318
ACH-000256,-0.09544431326572796
ACH-000257,0.0961178017203328
ACH-000258,-0.02848589966465606
ACH-000259,0.03626714509411152
ACH-000260,-0.006824798869963505
ACH-000261,-0.06162068346967081
ACH-000262,-0.09323752541783643
ACH-000263,-0.04767705790491817
ACH-000264,0.1105550232201877
ACH-000265,-0.044512659882042435
ACH-000266,0.02924742455042492
ACH-000272,-0.007564902578693224
ACH-000274,0.052078677746292566
ACH-000277,0.06754322870676785
ACH-000278,-0.06803982250649822
ACH-000279,-0.05462044478020506
ACH-000280,0.06032155230039681
ACH-000281,-0.00909042018944773
ACH-000288,0.10171460248247216
ACH-000291,-0.1293020147758342
ACH-000293,0.0529533808002191
ACH-000294,-0.07324231550992648
ACH-000295,-0.24437251027045095
ACH-000296,0.0891929988864208
ACH-000302,-0.003248821435819678
ACH-000304,0.1363250940481427
ACH-000307,0.0
ACH-000308,0.07427784051771599
ACH-000310,0.0
ACH-000311,0.04266716291663688
ACH-000312,0.018859235255747897
ACH-000315,-0.05832410193076601
ACH-000316,0.007178323585628516
ACH-000317,0.07882242514173972
ACH-000318,0.060353847442430976
ACH-000319,-0.1835907750483082
ACH-000320,-0.15451168191218012
ACH-000322,-0.03641856353195911
ACH-000323,-0.07353604317399927
ACH-000324,0.023285970273568823
ACH-000329,-0.08292658664648346
ACH-000330,-0.10039718591963773
ACH-000331,0.11566768290702018
ACH-000332,0.07886542384972282
ACH-000334,-0.1251947864370241
ACH-000335,-0.002545042037891413
ACH-000336,-0.3253514787368176
ACH-000337,-0.041108952647653206
ACH-000338,0.3457910092089468
ACH-000339,0.009583330669432195
ACH-000341,0.08108636675981057
ACH-000348,-0.05269160980790194
ACH-000350,0.014083240875950032
ACH-000352,0.0017306787640796687
ACH-000356,0.18918166980472992
ACH-000361,0.07453898233822198
ACH-000362,0.0026883565034729467
ACH-000363,-0.019388524031020028
ACH-000364,0.044624728327626484
ACH-000365,-0.04439248821894853
ACH-000366,-0.0654266758997669
ACH-000368,0.03821357377954355
ACH-000374,-0.1530415916887031
ACH-000375,0.21757488370833614
ACH-000376,-0.07589864973040804
ACH-000381,-0.13456320625433854
ACH-000383,0.016059304251236153
ACH-000387,0.03302525795197613
ACH-000389,0.021476851918788762
ACH-000390,0.0013547544279673175
ACH-000393,-0.04228589219216879
ACH-000395,0.08779612724298412
ACH-000396,0.06386513616615387
ACH-000397,-0.03191889341689342
ACH-000401,-0.1169104530428472
ACH-000402,-0.2529121073409643
ACH-000403,-0.10005381389720128
ACH-000404,0.010450562069294064
ACH-000406,-0.03440733679012644
ACH-000407,-0.15566061649691648
ACH-000408,0.09403732517932577
ACH-000410,-0.02479830317077641
ACH-000411,0.0156598602870908
ACH-000414,-0.03702739215034713
ACH-000415,-0.020473189092039868
ACH-000416,0.026205610062261204
ACH-000420,-0.07630909492858727
ACH-000421,0.0065806685741182725
ACH-000424,0.03893849279518529
ACH-000425,-0.04975396553832945
ACH-000426,-0.04426441212026744
ACH-000427,-0.0716072905872594
ACH-000433,-0.04549664854981512
ACH-000435,-0.2297234262311732
ACH-000436,0.11984126446095597
ACH-000444,0.0538758868238592
ACH-000445,-0.10764743754927733
ACH-000448,0.00621013987172286
ACH-000450,-0.11056291559809936
ACH-000452,-0.03284884888242001
ACH-000454,0.07272523981606259
ACH-000458,-0.04084001645439818
ACH-000459,-0.08258662781191214
ACH-000460,-0.08081188414431835
ACH-000461,0.04816848220635343
ACH-000463,-0.06678930694731221
ACH-000464,-0.0937060224510223
ACH-000466,0.01378801896058292
ACH-000467,0.02004370482939161
ACH-000468,-0.019488632199425142
ACH-000469,-0.09538694242251236
ACH-000470,-0.10959793895070273
ACH-000471,-0.11384143927800087
ACH-000472,0.03478893834316288
ACH-000473,-0.01538610015506509
ACH-000475,-0.06001090393300021
ACH-000476,-0.033637253362060436
ACH-000477,0.01697082157857089
ACH-000479,-0.17658229398764366
ACH-000480,-0.08441213057075378
ACH-000481,-0.03850219120067127
ACH-000483,0.04294933970020734
ACH-000484,0.11408573770562895
ACH-000485,-0.13736377876715067
ACH-000486,0.03625347730399615
