,IL17RC (84818)
ACH-000004,-0.1991690667756488
ACH-000005,0.02245863302846015
ACH-000007,-0.022221777020744737
ACH-000009,-0.0703312901341587
ACH-000011,0.10013474221378148
ACH-000012,-0.012903987737592885
ACH-000013,0.05127601354339724
ACH-000014,0.02855312621401746
ACH-000015,0.09160509167922933
ACH-000017,0.08719635320875163
ACH-000018,0.0246716271196269
ACH-000019,0.08804391869037367
ACH-000021,-0.03019377903524537
ACH-000022,0.01740789445043973
ACH-000025,-0.031434871734448984
ACH-000028,0.09219885317289632
ACH-000030,-0.0034150360838726183
ACH-000035,-0.012166564229733072
ACH-000036,0.0068049237603790644
ACH-000037,0.14565235827503584
ACH-000039,0.23952555486453445
ACH-000040,0.027146572762390388
ACH-000041,0.025122536091822446
ACH-000042,-0.0961442108423097
ACH-000045,-0.09085761211711832
ACH-000047,-0.019993303945675226
ACH-000052,-0.0380216070005177
ACH-000053,-0.0017656844434546255
ACH-000054,0.13943479741654113
ACH-000055,0.12390231095828487
ACH-000060,-0.03137833595425995
ACH-000067,0.06273844568121054
ACH-000070,-0.08910378269000438
ACH-000075,-0.014538144284583575
ACH-000078,-0.12740947535673516
ACH-000082,0.058377258318694086
ACH-000085,0.21035894494443547
ACH-000086,0.11949183406662264
ACH-000087,0.22210658814471598
ACH-000092,-0.0066562929735001905
ACH-000095,0.053065786101338566
ACH-000097,-0.036656068336455634
ACH-000098,-0.035993580245956065
ACH-000099,0.02841979687821133
ACH-000108,-0.045800206552057465
ACH-000113,0.02249008408984156
ACH-000116,0.028441475888235486
ACH-000118,0.012145211337058207
ACH-000120,0.06909287387493078
ACH-000123,-0.1331176493756385
ACH-000127,-0.014746609395221563
ACH-000128,0.06093484539239191
ACH-000132,-0.029381252112022367
ACH-000133,-0.06756105941374971
ACH-000137,-0.016178284181419804
ACH-000138,0.05185730783595655
ACH-000142,0.04551381361105106
ACH-000143,-0.1412857182152838
ACH-000146,-0.08292286273309797
ACH-000148,0.05616750952965348
ACH-000150,-0.16318048668549268
ACH-000152,-0.06800642201935131
ACH-000153,0.1256468712824974
ACH-000159,0.02382562422375989
ACH-000160,0.051506548991321184
ACH-000163,-0.07362857523029652
ACH-000167,-0.11088453906641073
ACH-000168,-0.05968590248072327
ACH-000169,-0.16194139726692247
ACH-000178,0.03653537276592997
ACH-000183,0.01918886364442012
ACH-000188,-0.04940237478492013
