,RABEP1 (9135)
ACH-000004,-0.2693876127410702
ACH-000005,0.04046069278862513
ACH-000007,0.03145059740394537
ACH-000009,-0.1967444736126973
ACH-000011,-0.08520156087761004
ACH-000012,-0.2644452933613989
ACH-000013,-0.2463376115583189
ACH-000014,-0.020010285004762148
ACH-000015,-0.284303241305706
ACH-000017,-0.22401567965924749
ACH-000018,-0.16899433326054403
ACH-000019,-0.3853248219052732
ACH-000021,-0.2203576571374998
ACH-000022,-0.11203849759318396
ACH-000025,-0.22424108079720265
ACH-000028,-0.15192425491497974
ACH-000030,-0.14988236266540844
ACH-000035,-0.2109996708008356
ACH-000036,-0.21934628057891745
ACH-000037,-0.05937763155690056
ACH-000039,-0.2416431559910584
ACH-000040,-0.1313923408419835
ACH-000041,-0.18479549550400545
ACH-000042,-0.2352034562341412
ACH-000045,-0.3072380189783133
ACH-000047,-0.2544480461221505
ACH-000052,-0.3447774340477546
ACH-000053,-0.15303704098458826
ACH-000054,-0.22200640796093335
ACH-000055,-0.2798369513549801
ACH-000060,-0.2493078858987782
ACH-000067,-0.3431656919280066
ACH-000070,-0.18204672655406348
ACH-000075,-0.11501108228099273
ACH-000078,-0.3027658938022438
ACH-000082,-0.24507586482971264
ACH-000085,-0.10409733822373714
ACH-000086,-0.1264601805760546
ACH-000087,-0.2589185151078444
ACH-000092,-0.04200969640737588
ACH-000095,-0.22965927925397056
ACH-000097,-0.19739967912708065
ACH-000098,-0.3118908053108462
ACH-000099,-0.21733280796643453
ACH-000108,-0.16921679487036256
ACH-000113,-0.22386998125065333
ACH-000116,-0.2430498852778032
ACH-000118,-0.19402468955105626
ACH-000120,-0.2287995559081655
ACH-000123,-0.2341575434099212
ACH-000127,-0.17208361842812958
ACH-000128,-0.11271000967990055
ACH-000132,-0.19577639580066536
ACH-000133,-0.3358472941672646
ACH-000137,-0.0263044672220451
ACH-000138,-0.2254772440795446
ACH-000142,-0.1859885910793496
ACH-000143,-0.14523277437636412
ACH-000146,-0.2638280179621243
ACH-000148,-0.20200874745460307
ACH-000150,-0.26511241745048697
ACH-000152,-0.25403364478797485
ACH-000153,-0.2418179197165133
ACH-000159,-0.0920975490323138
ACH-000160,-0.24975718133975275
ACH-000163,-0.13447807320331634
ACH-000167,-0.2992230708949718
ACH-000168,-0.27523171554200504
ACH-000169,-0.31148886653140273
ACH-000178,-0.2867710701787554
ACH-000183,-0.1957519372120073
ACH-000188,-0.21717721038651847
ACH-000189,0.10905910903477777
ACH-000190,-0.22154743867620694
ACH-000198,-0.23300410407902394
ACH-000203,-0.12659095576901175
ACH-000204,-0.04974735672133165
ACH-000206,-0.2795092257099987
ACH-000207,-0.39559064921000775
ACH-000208,0.016043039566499002
ACH-000210,-0.1853244170480889
ACH-000211,-0.17157771307542505
ACH-000215,-0.28704525270487985
ACH-000221,-0.33188379130817325
ACH-000222,-0.21916648282098214
ACH-000223,-0.19281583255823767
ACH-000226,-0.20626706155670532
ACH-000227,-0.2748859111648412
ACH-000228,-0.13528885201483018
ACH-000231,-0.25429456853209514
ACH-000232,-0.1779951473958506
ACH-000233,-0.2256246690558975
ACH-000234,-0.2661366132510925
ACH-000235,-0.21341050699439268
ACH-000237,-0.2881746023972661
ACH-000238,-0.2640425753845521
ACH-000242,-0.7277712173221424
ACH-000243,-0.12224697725482153
ACH-000244,-0.20165178996694488
ACH-000246,-0.28081260822369714
ACH-000248,-0.17057600772122028
ACH-000250,-0.20390100507922526
ACH-000251,-0.2589098032032185
ACH-000252,-0.23776024165750906
ACH-000253,-0.2478668904833373
ACH-000255,-0.07196556255601007
ACH-000256,-0.3432081285806893
ACH-000257,-0.1613633924851042
ACH-000258,0.08539200650026525
ACH-000259,-0.19589582828370702
ACH-000260,-0.20127102981458556
ACH-000261,-0.16927927694012995
ACH-000262,-0.3191185289564457
ACH-000263,-0.4179732848329819
ACH-000264,-0.2390249227580625
ACH-000265,-0.059002422355303764
ACH-000266,-0.19162155101167208
ACH-000272,-0.15537857399198346
ACH-000274,-0.2161290415017113
ACH-000277,-0.4379000545997408
ACH-000278,-0.4067316817459227
ACH-000279,-0.24401344524717355
ACH-000280,-0.15083737031213734
ACH-000281,-0.2037489257684303
ACH-000288,-0.3481472942543738
ACH-000291,-0.16998994637403167
ACH-000293,-0.333843903604628
ACH-000294,-0.3223439772005213
ACH-000295,-0.22457876573109029
ACH-000296,-0.4131330713769726
ACH-000302,-0.22338830025612252
ACH-000304,-0.24992173312035615
ACH-000307,-0.16580209681285146
ACH-000308,-0.13617379479922911
ACH-000310,-0.15001136387878986
ACH-000311,-0.19212702153108133
ACH-000312,-0.2294993022136957
ACH-000315,-0.2223054738363026
ACH-000316,-0.2084408667538639
ACH-000317,-0.07173237893660482
ACH-000318,-0.2876624310033206
ACH-000319,-0.2699580198860752
ACH-000320,-0.2749260619715261
ACH-000322,-0.16238276416266534
ACH-000323,-0.2802013401561685
ACH-000324,-0.2700388154404721
ACH-000329,-0.20517187191374486
ACH-000330,-0.025297284610412717
ACH-000331,-0.1833006628181232
ACH-000332,-0.2486304048945481
ACH-000334,-0.17133761093850636
ACH-000335,0.009338002241123505
ACH-000336,-0.2490212129422934
ACH-000337,-0.4294840401487289
ACH-000338,-0.5135847902238948
ACH-000339,-0.2661041741348843
ACH-000341,-0.2660380764720333
ACH-000348,-0.2334888475368657
ACH-000350,-0.2983766701333844
ACH-000352,-0.3343449355548705
ACH-000356,-0.14968772074115064
ACH-000361,-0.08817257578649004
ACH-000362,-0.34694672061948223
ACH-000363,-0.18528314848453414
ACH-000364,-0.41959295836491695
ACH-000365,-0.2272336570101415
ACH-000366,-0.21233970306674368
ACH-000368,-0.28425218371981803
ACH-000374,-0.0273624375523685
ACH-000375,-0.022047465649421758
ACH-000376,-0.15832797490875916
ACH-000381,-0.14236276018537014
ACH-000383,-0.20813872196178185
ACH-000387,-0.2433776832772739
ACH-000389,-0.3505369566791767
ACH-000390,-0.1405218826727795
ACH-000393,-0.2336233602306455
ACH-000395,-0.2599759215108789
ACH-000396,-0.18352318960788544
ACH-000397,-0.16114821593025538
ACH-000401,-0.1752092034702139
ACH-000402,-0.2190181140808766
ACH-000403,-0.1529168749162113
ACH-000404,0.0057758429311140155
ACH-000406,-0.17069932884117134
ACH-000407,-0.25026000389399605
ACH-000408,-0.01992718853265613
ACH-000410,-0.10948357604865136
ACH-000411,-0.09825843409075156
ACH-000414,-0.22449249235722804
ACH-000415,-0.15977525919347035
ACH-000416,-0.15528564993234634
ACH-000420,-0.25962250201088943
ACH-000421,-0.16741567429664025
ACH-000424,-0.2307143230696816
ACH-000425,-0.1985488726899535
ACH-000426,-0.22869137643887644
ACH-000427,-0.301432625626624
ACH-000433,-0.11611839622367308
ACH-000435,0.0584390497919493
ACH-000436,0.08265476422913773
ACH-000444,-0.0584264733172596
ACH-000445,-0.3103795221845848
ACH-000448,-0.2554895751022179
ACH-000450,-0.12861354726174248
ACH-000452,-0.18501376164667646
ACH-000454,-0.1233606471195692
ACH-000458,-0.19752803867425867
ACH-000459,-0.1963557477610051
ACH-000460,-0.2355498576709837
ACH-000461,-0.2259082013257024
ACH-000463,-0.22527388927406186
ACH-000464,-0.3382769323079987
ACH-000466,-0.14180846146527826
ACH-000467,-0.19241916834044287
ACH-000468,-0.3357664888153101
ACH-000469,-0.27741218319787675
ACH-000470,-0.3688396619253153
ACH-000471,-0.10852810702161332
ACH-000472,-0.20246160149496567
ACH-000473,-0.17850521471309222
ACH-000475,-0.1516034902687864
ACH-000476,-0.2749153083098504
ACH-000477,-0.2558332509511916
ACH-000479,-0.19557324423004208
ACH-000480,-0.0035022553753607483
ACH-000481,-0.15620611154306244
ACH-000483,-0.18776983970505784
ACH-000484,-0.12134427451013942
ACH-000485,-0.1817640917171988
ACH-000486,-0.15161688651462166
ACH-000487,-0.2108096184346647
ACH-000488,-0.2391539127511132
ACH-000490,-0.07934117674840432
ACH-000491,-0.31024956269714393
ACH-000495,-0.09830969248038697
ACH-000496,-0.19591400901978345
ACH-000499,-0.02564159652604235
ACH-000500,0.0570946070167321
ACH-000502,-0.19629060051122896
ACH-000503,-0.3183707058122831
ACH-000505,-0.1935027066371042
ACH-000507,0.02515055877522573
ACH-000510,-0.21528861078257652
ACH-000511,-0.26115970352008144
ACH-000512,-0.12767372820146056
ACH-000516,-0.1227009614430319
ACH-000517,-0.21617747259974565
ACH-000518,-0.12401852326263565
ACH-000520,-0.19958473911597704
ACH-000521,-0.11615913773081744
ACH-000522,-0.25081707179878304
ACH-000524,-0.2607117684983004
ACH-000527,-0.16777893053555235
ACH-000528,-0.0733813486608682
ACH-000537,-0.2001422574600428
ACH-000541,0.01576440325200738
ACH-000542,-0.19551382797730255
ACH-000544,-0.15139825877214533
ACH-000545,-0.2182864491382684
ACH-000547,-0.08097725622620554
ACH-000548,-0.3472729086523497
ACH-000549,-0.13854813407150507
ACH-000550,-0.3184779348107134
ACH-000552,-0.10149916308110707
ACH-000556,-0.2428149139892709
ACH-000557,-0.2109310765703824
ACH-000569,-0.1819123278638552
ACH-000570,-0.26717409209501664
ACH-000571,-0.17775052536082112
ACH-000573,-0.18752324500148956
ACH-000576,-0.21889987487321536
ACH-000579,-0.13331230535530553
ACH-000580,-0.2196119029021891
ACH-000584,-0.20818614629892604
ACH-000585,-0.24316995523775475
ACH-000588,-0.14096056935367351
ACH-000589,-0.256552349617252
ACH-000591,-0.2692799933182249
ACH-000593,-0.2541112482099068
ACH-000600,-0.04128554322509427
ACH-000601,-0.1193072830980164
ACH-000605,-0.1547998211369796
ACH-000606,-0.04572710804709181
ACH-000608,-0.2299144452709997
ACH-000614,-0.2232693703747283
ACH-000616,-0.2552472975962805
ACH-000618,-0.1760689920653744
ACH-000619,-0.2770442301671248
ACH-000620,-0.17474206798744965
ACH-000621,-0.3717884288723062
ACH-000622,-0.16856388214130233
ACH-000623,-0.2594246022510083
ACH-000624,-0.2901509371223695
ACH-000627,-0.2225871653859398
ACH-000630,-0.18936648139443774
ACH-000631,-0.4648769394932501
ACH-000632,-0.06356630390706572
ACH-000633,-0.2183582434768934
ACH-000637,-0.10593258415870273
ACH-000638,-0.1036024346895804
ACH-000646,-0.1831981363580052
ACH-000647,-0.13999031738062648
ACH-000648,-0.1909383857647434
ACH-000649,-0.20335041623308595
