,RARRES3 (5920)
ACH-000004,0.12043646817153855
ACH-000005,0.039102992300510515
ACH-000007,0.2406099934955768
ACH-000009,0.2556474419791691
ACH-000011,0.2430553044791779
ACH-000012,0.16073743667334306
ACH-000013,0.16894801942209953
ACH-000014,0.40664213407306943
ACH-000015,0.29966273339464755
ACH-000017,0.3326230850067112
ACH-000018,0.3877978382313109
ACH-000019,0.23847806684662684
ACH-000021,0.21080010348603
ACH-000022,0.2696951980386805
ACH-000025,0.273258721107497
ACH-000028,0.16679988496282458
ACH-000030,0.27179342521986466
ACH-000035,0.3447688710559004
ACH-000036,0.3199264076109177
ACH-000037,0.17821122545299745
ACH-000039,0.09292731008244408
ACH-000040,0.2898691731624916
ACH-000041,0.25049463373209324
ACH-000042,0.25444270050578144
ACH-000045,0.19429747493325925
ACH-000047,0.30392874107131834
ACH-000052,0.15915770817925284
ACH-000053,0.2071612571821851
ACH-000054,0.3066236377938263
ACH-000055,-0.06770161815601701
ACH-000060,0.3556623207640796
ACH-000067,0.3782930503046865
ACH-000070,0.13655428033748268
ACH-000075,0.3547812274795764
ACH-000078,0.210591411470137
ACH-000082,0.17168764151915794
ACH-000085,0.3108843789331352
ACH-000086,0.13992595531654828
ACH-000087,0.10400748492176727
ACH-000092,0.2919523004105584
ACH-000095,0.3838146511942362
ACH-000097,0.3723797670745518
ACH-000098,0.2353540777680621
ACH-000099,0.2904742051743864
ACH-000108,0.1865056994640777
ACH-000113,0.1944428223622814
ACH-000116,0.05143321675053451
ACH-000118,0.2517174392690423
ACH-000120,0.3014288376598844
ACH-000123,0.21671827460448576
ACH-000127,0.3809259446830781
ACH-000128,0.32947505372781266
ACH-000132,0.100561883509209
ACH-000133,0.164385917563499
ACH-000137,0.11979107467132215
ACH-000138,0.18177759435786714
ACH-000142,0.20301148242628705
ACH-000143,0.2982349456300407
ACH-000146,0.33014175530812645
ACH-000148,0.2809623303133315
ACH-000150,0.2838256782185768
ACH-000152,0.41040227647520733
ACH-000153,-0.051344908358959135
ACH-000159,0.3262637997033455
ACH-000160,0.1192985549815011
ACH-000163,0.3503078682812465
ACH-000167,0.5664485821725136
ACH-000168,0.3641890965574636
ACH-000169,0.32121146730022426
ACH-000178,0.3167823647815061
ACH-000183,0.04959659417656477
ACH-000188,0.11193801735607556
ACH-000189,0.20156116073199068
ACH-000190,0.10135974725124948
ACH-000198,0.22946224486301114
ACH-000203,0.23535150873311386
ACH-000204,0.1153915447381117
ACH-000206,0.2959528113831668
ACH-000207,0.10846168187435426
ACH-000208,0.15903186101948188
ACH-000210,0.4068142199384952
ACH-000211,0.17384706164258454
ACH-000215,0.3275806245093486
ACH-000221,0.1764666684438236
ACH-000222,0.3732341267316774
ACH-000223,0.3040663080750304
ACH-000226,0.2402866218017789
ACH-000227,0.1678255927049242
ACH-000228,0.16263129663437087
ACH-000231,0.3446374607632388
ACH-000232,0.32502965308242154
ACH-000233,0.2720589174770457
ACH-000234,0.3401052103803398
ACH-000235,0.2820092163411827
ACH-000237,0.26582313137933306
ACH-000238,0.3542658672862884
ACH-000242,0.4187805251452944
ACH-000243,0.3689806932966676
ACH-000244,0.15421658157538753
ACH-000246,0.2487292718452393
ACH-000248,0.1418271823359001
ACH-000250,0.2967363903357242
ACH-000251,0.4227634941192912
ACH-000252,0.13984602156013615
ACH-000253,0.3423350375632565
ACH-000255,0.16613699682121855
ACH-000256,0.17413088468210675
ACH-000257,0.12104071523635987
ACH-000258,0.2803150812333892
ACH-000259,0.2899712183911872
ACH-000260,0.2903375698119616
ACH-000261,0.19597758489470754
ACH-000262,0.4069877700304933
ACH-000263,0.17159896087878238
ACH-000264,0.3628098912046169
ACH-000265,0.2287121300854469
ACH-000266,0.2773987358297896
ACH-000272,0.32573027085212325
ACH-000274,0.2903277808048876
ACH-000277,0.3355983560629924
ACH-000278,0.3784451570154536
ACH-000279,0.2544154037768949
ACH-000280,0.23854940555698997
ACH-000281,0.2455386509723941
ACH-000288,0.17958501034246968
ACH-000291,0.3036912635382464
ACH-000293,0.30779806459109715
ACH-000294,0.2469748048668299
ACH-000295,0.13756198680428502
ACH-000296,0.1684522003951425
ACH-000302,0.20463647969838572
ACH-000304,0.2547972928318153
ACH-000307,0.2837838010832049
ACH-000308,0.15595319781989772
ACH-000310,0.3937756106356909
ACH-000311,0.20351997511964245
ACH-000312,0.4114835810095439
ACH-000315,0.3858355839234341
ACH-000316,0.22499374453368867
ACH-000317,0.22063520727667146
ACH-000318,-0.06118687596996932
ACH-000319,0.2920999706776034
ACH-000320,0.4483690424245185
ACH-000322,0.34158125103952863
ACH-000323,0.2699898055090433
ACH-000324,0.24874689361824026
ACH-000329,0.3660023034625664
ACH-000330,0.2512244637862112
ACH-000331,0.2269148376125588
ACH-000332,0.25430413324231704
ACH-000334,0.35839185854587
ACH-000335,0.04372333920303918
ACH-000336,0.2422481791403289
ACH-000337,0.08450889928051032
ACH-000338,0.3100954818654049
ACH-000339,0.2973322258055041
ACH-000341,0.22685414226203016
ACH-000348,0.2779201449637968
ACH-000350,0.23637116351920534
ACH-000352,0.3105885646090197
ACH-000356,0.1693112282676209
ACH-000361,0.018212398751211924
ACH-000362,0.3726950392782274
ACH-000363,0.20955410505261846
ACH-000364,0.19828661488974386
ACH-000365,0.2986101129073381
ACH-000366,0.2015430068181369
ACH-000368,0.28051797461960315
ACH-000374,0.2253468736957712
ACH-000375,0.22547445077446995
ACH-000376,0.3718064722785855
ACH-000381,0.4075102775025758
ACH-000383,0.23525166259438124
ACH-000387,0.2119883499580327
ACH-000389,0.3522640878438737
ACH-000390,0.22018347699018692
ACH-000393,0.14393304847440336
ACH-000395,0.12612101308809942
ACH-000396,0.4626762501073966
ACH-000397,0.28645652820316675
ACH-000401,0.2946922699755697
ACH-000402,0.277700259223894
ACH-000403,0.2825214974870077
ACH-000404,0.2921019021053591
ACH-000406,0.2711042376083913
ACH-000407,0.20857776369732334
ACH-000408,0.3798871337513259
ACH-000410,0.21442258619421195
ACH-000411,0.2370610413629657
ACH-000414,0.4228229201317475
ACH-000415,0.1273720654997472
ACH-000416,0.2717466264459871
ACH-000420,0.25059010640801793
ACH-000421,0.2620528784193002
ACH-000424,0.25292291831962
ACH-000425,0.32995210212397513
ACH-000426,0.35204030035917383
ACH-000427,0.3613775247927003
ACH-000433,0.11333265249537584
ACH-000435,0.7376412754626487
ACH-000436,0.37161414663519865
ACH-000444,0.20491652527645834
ACH-000445,0.1956558154832145
ACH-000448,0.3086066644846939
ACH-000450,0.21560736727531588
ACH-000452,0.1820971342190817
ACH-000454,0.29704993535874896
ACH-000458,0.3356874545997975
ACH-000459,0.4070903624801077
ACH-000460,0.2047299684447156
ACH-000461,-0.010812437216753764
ACH-000463,0.32333768567913745
ACH-000464,0.3681586618914148
ACH-000466,0.26343403678702504
ACH-000467,0.2518292533702472
ACH-000468,0.15571443886855468
ACH-000469,0.21686099402640774
ACH-000470,0.3078340127645093
ACH-000471,0.20889510690796853
ACH-000472,0.2569151335702265
ACH-000473,0.1950678652197644
ACH-000475,0.3608982814239433
ACH-000476,0.3238110074228361
ACH-000477,0.17521833651240726
ACH-000479,0.2407875932874461
ACH-000480,0.03003598324257735
ACH-000481,0.2473450041483723
ACH-000483,0.2490398064497393
ACH-000484,0.1533622728662395
ACH-000485,0.24980179510063485
ACH-000486,0.08148182085249593
ACH-000487,0.3555750852945515
ACH-000488,0.3418578128595619
ACH-000490,0.2299429602536537
ACH-000491,0.3548068995029883
ACH-000495,0.40539339945062425
ACH-000496,0.23677192784567905
ACH-000499,0.09145535683192184
ACH-000500,0.4194294008331523
ACH-000502,0.2344731851602224
ACH-000503,0.18876763835046084
ACH-000505,0.2599906909052612
ACH-000507,0.21495599989931785
ACH-000510,0.3384224017222145
ACH-000511,0.2300384869349986
ACH-000512,0.3228683939449017
ACH-000516,0.35935398641692995
ACH-000517,0.2471051496574307
ACH-000518,0.3307220221760032
ACH-000520,0.42485844360625263
ACH-000521,0.4572894800259607
ACH-000522,0.29219730827586243
ACH-000524,0.22082447398650096
ACH-000527,0.2982762217392576
ACH-000528,0.2194737568819583
ACH-000537,0.24942885000665554
ACH-000541,0.006586060235474172
ACH-000542,0.16580199645993535
ACH-000544,0.3109863114914936
ACH-000545,-0.08960185849761537
ACH-000547,0.27041761198397685
ACH-000548,0.18911002893667453
ACH-000549,0.17194742452203468
ACH-000550,0.2704810394815262
ACH-000552,0.31284145352658665
ACH-000556,0.2376824482365815
ACH-000557,0.3139728613736005
ACH-000569,0.4086006284176215
ACH-000570,0.2304002724971101
ACH-000571,0.3263468597036953
ACH-000573,0.21840512611379467
ACH-000576,0.453838274594575
ACH-000579,0.2325905302364629
ACH-000580,0.27103962736036225
ACH-000584,0.2184341640147736
ACH-000585,0.17582938716418614
ACH-000588,0.2510567335883578
ACH-000589,0.3470956632678994
ACH-000591,0.3511382476105954
ACH-000593,0.30383232446730096
ACH-000600,0.10306496875958764
ACH-000601,0.33424048725024785
ACH-000605,0.1724756266889528
ACH-000606,0.18969805693123884
ACH-000608,0.2898330605163997
ACH-000614,0.24242571108421174
ACH-000616,0.3265527828298366
ACH-000618,0.192129092407444
ACH-000619,0.2652694341240204
ACH-000620,0.3696331227493894
ACH-000621,0.1824442640588141
ACH-000622,0.2922085116248065
ACH-000623,0.1589445537632606
ACH-000624,0.3091138037435333
ACH-000627,0.310318207614006
ACH-000630,0.2056666332397292
ACH-000631,0.2797986631400076
ACH-000632,0.23490529361884396
ACH-000633,0.19766395780253976
ACH-000637,0.08269698746408248
ACH-000638,0.251027846057775
ACH-000646,0.2549169117000485
ACH-000647,0.3323220667336942
ACH-000648,0.288927298268262
ACH-000649,0.3256110589207338
ACH-000651,0.24628048051784754
ACH-000652,0.2372300944204602
ACH-000653,0.27595381675368336
ACH-000657,0.3018673914164661
ACH-000658,0.3229815674775966
ACH-000661,0.1469644739496712
ACH-000662,0.41248084587518064
