,ITPKA (3706)
ACH-000004,-0.18433425408105544
ACH-000005,-0.3029545121520051
ACH-000007,-0.10376471927098356
ACH-000009,-0.19661615723265213
ACH-000011,-0.2602327599426658
ACH-000012,-0.2438171588844929
ACH-000013,-0.010830451254456577
ACH-000014,-0.2819450099536171
ACH-000015,-0.039271033211676604
ACH-000017,-0.14729656610106284
ACH-000018,0.06104858177342691
ACH-000019,-0.0192155937743632
ACH-000021,0.020638044956706698
ACH-000022,-0.04685023427926744
ACH-000025,-0.18523989907059502
ACH-000028,0.0682831189929299
ACH-000030,-0.3296518381395491
ACH-000035,-0.2139150450415684
ACH-000036,-0.11607942221389572
ACH-000037,-0.3558681359984806
ACH-000039,-0.12533715993947545
ACH-000040,-0.2480682852442893
ACH-000041,0.07304921553178388
ACH-000042,-0.18246328519239807
ACH-000045,-0.10923420729554
ACH-000047,-0.2420741246976621
ACH-000052,-0.1975479049171644
ACH-000053,-0.17437200391564028
ACH-000054,-0.17984342896903946
ACH-000055,0.053370942729103865
ACH-000060,-0.18694987016004064
ACH-000067,-0.4273860335223153
ACH-000070,-0.2274271197244852
ACH-000075,-0.13719122773446332
ACH-000078,-0.028043456797978674
ACH-000082,-0.2739207470702575
ACH-000085,-0.02122806816634927
ACH-000086,-0.21709982181296053
ACH-000087,-0.3802272556449669
ACH-000092,-0.2793013622477865
ACH-000095,-0.09053286019836204
ACH-000097,-0.3496398950953812
ACH-000098,-0.19468424659152056
ACH-000099,-0.0033178067811601326
ACH-000108,-0.1425866821912604
ACH-000113,-0.1346510121379899
ACH-000116,-0.1877383394528612
ACH-000118,-0.2284129115160313
ACH-000120,9.490534386637195e-05
ACH-000123,-0.15036134665398648
ACH-000127,-0.19927501984961551
ACH-000128,-0.2925556841927202
ACH-000132,-0.11774107789919795
ACH-000133,-0.24749802258738604
ACH-000137,0.04385568953843808
ACH-000138,-0.07343902571707009
ACH-000142,-0.23608707419783576
ACH-000143,-0.17370258681130285
ACH-000146,-0.2449032346043629
ACH-000148,-0.18748924937683892
ACH-000150,-0.12311089482733124
ACH-000152,-0.2232140863362224
ACH-000153,0.05012335356727742
ACH-000159,-0.2764113860036913
ACH-000160,-0.29200545132016736
ACH-000163,-0.20206823568249027
ACH-000167,-0.9758285344100258
ACH-000168,0.14551741714834712
ACH-000169,-0.07339309600901632
ACH-000178,-0.2283846413125605
ACH-000183,0.011282805251059276
ACH-000188,-0.2960744049050184
ACH-000189,-0.005626213508190387
ACH-000190,0.0997564967263484
ACH-000198,-0.02364924228379055
ACH-000203,0.39339359150503206
ACH-000204,-0.2137324722130113
ACH-000206,-0.4429952748870559
ACH-000207,-0.2450946358895139
ACH-000208,-0.12520468997747802
ACH-000210,-0.2828191350322749
ACH-000211,-0.11977443525865793
ACH-000215,-0.22981000474724655
ACH-000221,-0.3144661170912357
ACH-000222,-0.19731815891021465
ACH-000223,-0.2973017043537169
ACH-000226,-0.3359321867383891
ACH-000227,-0.20692649249519746
ACH-000228,-0.2931212263902121
ACH-000231,-0.399415436672949
ACH-000232,-0.3202277991475959
ACH-000233,-0.29671461753791845
ACH-000234,-0.2564944796494345
ACH-000235,-0.2030698957673624
ACH-000237,-0.14150077126641614
ACH-000238,-0.07782580588707028
ACH-000242,-0.11182088829663772
ACH-000243,-0.21394533525063575
ACH-000244,-0.10730097004224094
ACH-000246,-0.07671578210617883
ACH-000248,-0.2718727896266083
ACH-000250,-0.23634310221672344
ACH-000251,-0.32814945908905024
ACH-000252,-0.2979222200753576
ACH-000253,-0.05880979852946766
ACH-000255,-0.27991157501490915
ACH-000256,-0.2746852992946851
ACH-000257,-0.23546274549907376
ACH-000258,-0.12160017879163593
ACH-000259,-0.1329184787634807
ACH-000260,-0.19749765442774314
ACH-000261,-0.2556863864187161
ACH-000262,-0.032912534663702864
ACH-000263,-0.04104033802636118
ACH-000264,-0.21075504313548699
ACH-000265,-0.22515119542092316
