,ACTL9 (284382)
ACH-000004,-0.06660119694435368
ACH-000005,-0.09947324920227016
ACH-000007,0.01703805594332791
ACH-000009,0.13498723263090956
ACH-000011,-0.09149052258470784
ACH-000012,-0.04174565294627399
ACH-000013,-0.11555495822097064
ACH-000014,-0.07893091548204502
ACH-000015,-0.26067433713623256
ACH-000017,-0.037445857473098296
ACH-000018,-0.02854239687413122
ACH-000019,-0.06383972383396104
ACH-000021,-0.12203790449820401
ACH-000022,0.05737731271185077
ACH-000025,-0.14795814271869065
ACH-000028,-0.1983687865783712
ACH-000030,-0.12922807838272513
ACH-000035,-0.013430396040637916
ACH-000036,-0.03922376812643024
ACH-000037,-0.14280447189025733
ACH-000039,-0.024708319810194813
ACH-000040,-0.002078894936891533
ACH-000041,-0.0776022357255748
ACH-000042,0.040539452266056486
ACH-000045,0.06736406328662037
ACH-000047,-0.1220018662816891
ACH-000052,0.00076619915415539
ACH-000053,0.02973616546071588
ACH-000054,0.023888185017987992
ACH-000055,-0.15002403041199697
ACH-000060,0.09676351912455074
ACH-000067,-0.06920252230935693
ACH-000070,-0.10920597411767184
ACH-000075,-0.14573389297860145
ACH-000078,0.02861210066328016
ACH-000082,0.04211173168414554
ACH-000085,-0.16720498059627634
ACH-000086,-0.061089568633659434
ACH-000087,-0.10011886664861257
ACH-000092,-0.04219656058830435
ACH-000095,-0.09424759100939713
ACH-000097,-0.05002776280522147
ACH-000098,-0.22088815305387785
ACH-000099,-0.03905393787023373
ACH-000108,-0.13897814013166132
ACH-000113,-0.03316311165144995
ACH-000116,-0.2520247836416585
ACH-000118,-0.13448335889569826
ACH-000120,-0.15201003632137305
ACH-000123,-0.10094091830411464
ACH-000127,-0.25423477474128403
ACH-000128,-0.2855053109138013
ACH-000132,-0.14718115259232625
ACH-000133,-0.2656559144668781
ACH-000137,-0.017406877419306726
ACH-000138,-0.0014660001550988052
ACH-000142,0.04349653139162665
ACH-000143,0.018978724337024803
ACH-000146,0.004681980945885643
ACH-000148,-0.0625924441096632
ACH-000150,0.028838924254278493
ACH-000152,-0.021415763006858414
ACH-000153,-0.08500287606295256
ACH-000159,-0.061100933837309086
ACH-000160,0.03158503027041845
ACH-000163,0.03759550342403596
ACH-000167,0.22185471633440032
ACH-000168,0.06768595645067706
ACH-000169,-0.03419767257363812
ACH-000178,-0.05079614904359515
ACH-000183,-0.13703695411710187
ACH-000188,-0.2711354570054122
ACH-000189,0.10449271967001192
ACH-000190,-0.050194751961489134
ACH-000198,0.017235519837172576
ACH-000203,0.3632174363790585
ACH-000204,-0.13096570457355106
ACH-000206,-0.013206105303318769
ACH-000207,0.18433084104625128
ACH-000208,-0.09798144287342836
ACH-000210,0.1384347089782437
ACH-000211,-0.13602776633195046
ACH-000215,-0.06328387347416595
ACH-000221,-0.11962583937482127
ACH-000222,-0.11959145386674637
ACH-000223,-0.08121509167405999
ACH-000226,-0.23195946293492745
ACH-000227,0.04788217099901135
ACH-000228,-0.016489914788340925
ACH-000231,0.07070156970324823
ACH-000232,-0.01802976969870371
ACH-000233,-0.16769030213169847
ACH-000234,-0.01721085086222911
ACH-000235,-0.07484650940830914
ACH-000237,-0.07409728638313917
ACH-000238,-0.0003020076280256227
ACH-000242,0.2059638966488205
ACH-000243,-0.036736101224029635
ACH-000244,0.13032210477796047
ACH-000246,-0.0075109918561365825
ACH-000248,-0.3142202686722038
ACH-000250,-0.030858085283114924
ACH-000251,-0.06019955788099414
