,SYNGR1 (9145)
ACH-000004,-0.13865846299505485
ACH-000005,-0.09944758910034993
ACH-000007,-0.22057079558369855
ACH-000009,-0.15428248851919787
ACH-000011,-0.3773149354998518
ACH-000012,-0.13012303044579993
ACH-000013,-0.17674912802722026
ACH-000014,-0.42757921072371297
ACH-000015,-0.14002063081596916
ACH-000017,-0.20602345360972807
ACH-000018,-0.14703833501743555
ACH-000019,-0.06605887749180285
ACH-000021,-0.1817129516992716
ACH-000022,-0.08959651179319038
ACH-000025,-0.21795634015938894
ACH-000028,-0.335308322781306
ACH-000030,-0.28509708043650583
ACH-000035,-0.1830777573329046
ACH-000036,-0.14072213005526615
ACH-000037,-0.2706335581545141
ACH-000039,-0.22835912265720335
ACH-000040,-0.07031388520861402
ACH-000041,-0.20829155564409413
ACH-000042,-0.3978341401010048
ACH-000045,-0.05463067449118268
ACH-000047,-0.10624601001760932
ACH-000052,-0.41576293746495374
ACH-000053,-0.18468108457020416
ACH-000054,-0.22398628327227868
ACH-000055,-0.19423226945449293
ACH-000060,-0.3681044634247068
ACH-000067,-0.190259681398329
ACH-000070,-0.16335919982392771
ACH-000075,-0.11236277776595192
ACH-000078,-0.20038237315274496
ACH-000082,-0.11980572620857108
ACH-000085,-0.3977902937905793
ACH-000086,-0.06369903420467786
ACH-000087,-0.1057458575246556
ACH-000092,-0.2272160674957369
ACH-000095,-0.10096915930114822
ACH-000097,-0.2671349447553341
ACH-000098,-0.1829783154944162
ACH-000099,-0.3027492725804454
ACH-000108,-0.24232007530116756
ACH-000113,-0.32729353712698395
ACH-000116,-0.2451356740386416
ACH-000118,-0.2667553414374949
ACH-000120,-0.40794236428167735
ACH-000123,-0.26731859453433354
ACH-000127,-0.12926796361122428
ACH-000128,-0.2610657390641065
ACH-000132,-0.31983792054067306
ACH-000133,-0.21258830030809808
ACH-000137,-0.3339675015632225
ACH-000138,-0.11990248659023164
ACH-000142,-0.21983389929726466
ACH-000143,-0.14881657266657536
ACH-000146,-0.11488162573020062
ACH-000148,-0.05151252540642223
ACH-000150,0.012470413126368266
ACH-000152,-0.03023241835796179
ACH-000153,-0.20098585488071635
ACH-000159,-0.08067538564051781
ACH-000160,-0.23324875440735215
ACH-000163,-0.27023761699926263
ACH-000167,-0.2691419522732542
ACH-000168,-0.2986687981371917
ACH-000169,-0.11184921312872992
ACH-000178,-0.1916137159648843
ACH-000183,-0.17586188966201133
ACH-000188,-0.04780868824570148
ACH-000189,-0.025934363146634744
ACH-000190,-0.19977237797575245
ACH-000198,-0.12836875959156285
ACH-000203,-0.8559854213272882
ACH-000204,-0.3532024715982013
ACH-000206,-0.18660461587593286
ACH-000207,-0.04367720193480437
ACH-000208,-0.3479794807359148
ACH-000210,-0.4214980760228707
ACH-000211,-0.1967368461671365
ACH-000215,-0.21047305778519204
ACH-000221,-0.10934339502762992
ACH-000222,-0.2018932894499571
ACH-000223,-0.2876079744480895
ACH-000226,-0.24210855674178866
ACH-000227,-0.25373509686916484
ACH-000228,-0.2077737697616332
ACH-000231,-0.32950880348736783
ACH-000232,-0.2367876191389723
ACH-000233,-0.2574983465408782
ACH-000234,-0.2144977415377652
ACH-000235,-0.22306928006547225
ACH-000237,-0.34949820680179194
ACH-000238,-0.26521735307071725
ACH-000242,-0.01563951515363324
ACH-000243,-0.3424671768314468
