,IARS2 (55699)
ACH-000004,-1.195373229918073
ACH-000005,-0.8980367561049846
ACH-000007,-1.1751946058915879
ACH-000009,-0.9425910001508754
ACH-000011,-0.6541185003951341
ACH-000012,-0.7722748158202107
ACH-000013,-0.8844259681684052
ACH-000014,-0.9075964115779914
ACH-000015,-1.0043839961284615
ACH-000017,-0.7744131658770309
ACH-000018,-0.9463214284940202
ACH-000019,-0.7618711951603592
ACH-000021,-0.9583424011420046
ACH-000022,-0.9970012346060037
ACH-000025,-0.8747818716981943
ACH-000028,-0.7682677720735946
ACH-000030,-0.8606384852735478
ACH-000035,-1.13914959544437
ACH-000036,-0.6590574769854532
ACH-000037,-0.5174699223102651
ACH-000039,-1.008554530210432
ACH-000040,-0.7420591617236403
ACH-000041,-0.8539109132868238
ACH-000042,-0.8497448935011414
ACH-000045,-0.9058248150733458
ACH-000047,-0.8806720823825466
ACH-000052,-0.8952889785859643
ACH-000053,-1.0892672814820086
ACH-000054,-1.0427305110527594
ACH-000055,-0.7313756079626823
ACH-000060,-0.67993734327203
ACH-000067,-1.061042390433158
ACH-000070,-0.9130957862881705
ACH-000075,-0.7353747210170793
ACH-000078,-0.7906124663901563
ACH-000082,-0.8992781213580501
ACH-000085,-1.2037630722755892
ACH-000086,-0.9646301865969404
ACH-000087,-1.0568078227089903
ACH-000092,-0.5162400279935059
ACH-000095,-0.7952492039975225
ACH-000097,-0.6290532594296707
ACH-000098,-1.0871585802870702
ACH-000099,-0.9271376633083096
ACH-000108,-0.6477307399754212
ACH-000113,-0.5580768976725335
ACH-000116,-0.9073235770619564
ACH-000118,-0.8456106858440091
ACH-000120,-0.7241837065210949
ACH-000123,-0.8002636121900355
ACH-000127,-0.8640544705449363
ACH-000128,-1.0988476676956327
ACH-000132,-1.0660392164451409
ACH-000133,-0.9006736552581739
ACH-000137,-0.8499711071627943
ACH-000138,-0.8547663994791153
ACH-000142,-0.9571339484020552
ACH-000143,-1.0446793211801313
ACH-000146,-0.846733536906129
ACH-000148,-1.0853201938753871
ACH-000150,-0.8712800171794555
ACH-000152,-0.9988878349279336
ACH-000153,-1.0264122383520105
ACH-000159,-0.6021616750780465
ACH-000160,-1.1662845696669562
ACH-000163,-0.8369023480737188
ACH-000167,-1.2691363077600517
ACH-000168,-0.9229481776790648
ACH-000169,-0.8729705524159782
ACH-000178,-0.8529444611503311
ACH-000183,-0.6919108777629397
ACH-000188,-0.8564393271119346
ACH-000189,-0.7848946745770962
ACH-000190,-0.9707222065688818
ACH-000198,-0.7420897777580873
ACH-000203,-0.8408765790112467
ACH-000204,-0.8969577298148806
ACH-000206,-0.9693625327471352
ACH-000207,-0.4538057950184078
ACH-000208,-1.068914708035314
ACH-000210,-0.9872524904732666
ACH-000211,-0.8138203935809991
ACH-000215,-0.8618004767754203
ACH-000221,-1.2388584803463507
ACH-000222,-0.9771613933577606
ACH-000223,-0.839752684280879
ACH-000226,-0.6044619869752071
ACH-000227,-0.6555523031141081
ACH-000228,-0.9342088239771744
ACH-000231,-0.8801328420063872
ACH-000232,-0.8270027216802087
ACH-000233,-0.8729805661489908
ACH-000234,-0.5512482966019806
ACH-000235,-0.7205106194124813
ACH-000237,-1.0023616873834469
ACH-000238,-0.8459816579935439
ACH-000242,-0.8130748142816198
ACH-000243,-0.9434430617615068
ACH-000244,-0.7445878514828502
ACH-000246,-0.7535198065199568
ACH-000248,-0.9932029349230636
ACH-000250,-0.7872463137987231
ACH-000251,-1.1162127050493242
ACH-000252,-0.7776873167207305
ACH-000253,-0.8054758220861262
ACH-000255,-0.8215312288788488
ACH-000256,-1.040375382917384
ACH-000257,-1.1281303955782902
ACH-000258,-0.5048798023929014
ACH-000259,-1.0132631244014938
ACH-000260,-0.7509032529301277
ACH-000261,-0.9073173621703616
ACH-000262,-0.8831016472291767
ACH-000263,-0.7204332298429054
ACH-000264,-1.1092728362786684
ACH-000265,-0.8855386153446859
ACH-000266,-0.6930165293625132
ACH-000272,-0.7402739658934945
ACH-000274,-0.7271014672564664
ACH-000277,-1.0485832811633906
ACH-000278,-0.7751046363471449
ACH-000279,-1.0205281378783089
ACH-000280,-1.0416144349654093
ACH-000281,-0.8582067345810728
ACH-000288,-1.1597057483048478
ACH-000291,-0.8463733472460111
ACH-000293,-0.4891693050038586
ACH-000294,-1.092066653831607
ACH-000295,-1.1197319948437836
ACH-000296,-0.8869337587836044
ACH-000302,-1.084123128613433
ACH-000304,-0.8684667327357294
ACH-000307,-0.9974271623214052
ACH-000308,-0.8351514100973331
ACH-000310,-0.7716923555341693
ACH-000311,-0.8302818489276788
ACH-000312,-0.9726695792471796
ACH-000315,-0.7894045570422247
ACH-000316,-0.9546229190256492
ACH-000317,-1.077825518474843
ACH-000318,-0.8951165685949123
ACH-000319,-0.677532339178087
ACH-000320,-0.9857181654239155
ACH-000322,-0.7141350242250893
ACH-000323,-1.2722321646720829
ACH-000324,-0.8519711354095882
ACH-000329,-1.0292413899344734
ACH-000330,-0.8542166133727265
ACH-000331,-0.8308141494239959
ACH-000332,-0.66882160561532
ACH-000334,-0.8399106961801405
ACH-000335,-0.9389885338501978
ACH-000336,-1.03644766591723
ACH-000337,-0.9736898071635254
ACH-000338,-0.2699331273932358
ACH-000339,-0.9693873442407271
ACH-000341,-0.5213469316076943
ACH-000348,-1.0304153027707184
ACH-000350,-0.5464787520194401
ACH-000352,-1.0633331835764963
ACH-000356,-0.9932679887189634
ACH-000361,-0.7202046610805151
ACH-000362,-0.8394143437775723
ACH-000363,-0.7005886126349441
ACH-000364,-0.9785157575943372
ACH-000365,-0.9027846765797832
ACH-000366,-1.1170760245910727
ACH-000368,-0.9319340608156442
ACH-000374,-0.8954758902506667
ACH-000375,-0.9341227652032622
ACH-000376,-0.9216175185752036
ACH-000381,-0.5802711428536446
ACH-000383,-0.7887536182521788
ACH-000387,-1.115849152882147
ACH-000389,-0.7342342806196054
ACH-000390,-0.8403589517871709
ACH-000393,-1.0000134290844114
ACH-000395,-0.7082578975955852
ACH-000396,-1.0771617036557948
ACH-000397,-0.3076222415417105
ACH-000401,-0.7446906812770016
ACH-000402,-0.8210003103711981
ACH-000403,-0.6632911616645474
ACH-000404,-0.7334956804642957
ACH-000406,-1.0586388362824055
ACH-000407,-0.8230218138463109
ACH-000408,-1.0736869758004668
ACH-000410,-0.7211203845363315
ACH-000411,-0.4487483035880618
ACH-000414,-0.7669676688815283
ACH-000415,-0.9033008071208845
ACH-000416,-0.8863174117563787
ACH-000420,-0.8854447926853912
ACH-000421,-0.935532833261878
ACH-000424,-0.8773580119670719
ACH-000425,-0.9975301865553209
ACH-000426,-0.7697853683444456
ACH-000427,-0.9651222532523064
ACH-000433,-0.5503607239743435
ACH-000435,-0.8589574023592135
ACH-000436,-0.5900201510313349
ACH-000444,-0.782571659548996
ACH-000445,-0.6936770347902094
ACH-000448,-0.7914405362960191
ACH-000450,-0.5845011880637743
ACH-000452,-1.17541913598418
ACH-000454,-1.0311091771249763
ACH-000458,-0.8631863953204079
ACH-000459,-1.1378206951532857
ACH-000460,-0.6564702105795505
ACH-000461,-0.7475608666949286
ACH-000463,-0.8550987293316537
ACH-000464,-0.7543759124339159
ACH-000466,-1.0290525487401745
ACH-000467,-1.0353033576517718
ACH-000468,-1.214483200139395
ACH-000469,-0.9359167526167156
ACH-000470,-0.8120274421081225
ACH-000471,-0.8870416091491635
ACH-000472,-0.7089057559587506
ACH-000473,-0.937984046376142
ACH-000475,-0.7977870552359365
ACH-000476,-0.8973644182696704
ACH-000477,-0.27416641014680804
ACH-000479,-0.5660756929729963
ACH-000480,-1.0214604711612338
ACH-000481,-1.020708688577424
ACH-000483,-0.8008709267134482
ACH-000484,-0.5144443515871303
ACH-000485,-0.3642087401184593
ACH-000486,-1.0107364126657394
ACH-000487,-0.8887504697941868
ACH-000488,-0.88848857479349
ACH-000490,-1.014620221092758
ACH-000491,-1.3641279770999883
ACH-000495,-0.6237521120808245
ACH-000496,-0.7367064965708946
ACH-000499,-1.241751562763608
ACH-000500,-0.8738911248496137
ACH-000502,-0.9248561236793436
ACH-000503,-1.1248540665538174
ACH-000505,-0.7597431437700788
ACH-000507,-0.8468364226655507
ACH-000510,-1.2196475672743723
ACH-000511,-1.0567368521180074
ACH-000512,-0.7193512275106988
ACH-000516,-0.7025226205036024
ACH-000517,-0.7855926508602388
ACH-000518,-1.1123536159722611
ACH-000520,-0.6566753320788127
ACH-000521,-0.9900057226105908
ACH-000522,-1.051554874169126
ACH-000524,-0.9135840217931926
ACH-000527,-0.8477322877343385
ACH-000528,-0.8862398610456387
ACH-000537,-0.9170080152241504
ACH-000541,-0.7253633165901958
ACH-000542,-1.0432425996349142
ACH-000544,-0.8633902390670719
ACH-000545,-1.1600058796556303
ACH-000547,-1.2321928249335483
ACH-000548,-0.9599751582549616
ACH-000549,-1.0169564069883266
ACH-000550,-1.2048109491353336
ACH-000552,-0.9166204159990884
ACH-000556,-1.0261292690568733
ACH-000557,-0.2966694227785449
ACH-000569,-0.6979908521437217
ACH-000570,-0.6815830522492219
ACH-000571,-0.8551559325177054
ACH-000573,-1.0387410796063117
ACH-000576,-0.7888289285893322
ACH-000579,-0.9439775945655888
ACH-000580,-0.9102541252346854
ACH-000584,-0.9777483835988916
ACH-000585,-0.8793066185106365
ACH-000588,-1.0158918417816063
ACH-000589,-0.8539441649344437
ACH-000591,-0.8220151243100551
ACH-000593,-0.9386433646753696
ACH-000600,-0.7247529471989345
ACH-000601,-0.7094489010652403
ACH-000605,-1.2714443713485888
ACH-000606,-1.1548283580379377
ACH-000608,-0.4079998203619993
ACH-000614,-0.9220040625853932
ACH-000616,-0.9506694416356432
ACH-000618,-0.8728905951059379
ACH-000619,-1.0042790623106497
ACH-000620,-0.7452433093771841
ACH-000621,-0.3297915378585377
ACH-000622,-0.7292279335092536
ACH-000623,-0.6739858656444271
ACH-000624,-0.7775180729727859
ACH-000627,-0.9004361545812073
ACH-000630,-0.9890993782853156
ACH-000631,-1.0153170195934005
ACH-000632,-0.9823219682162184
ACH-000633,-0.8328087213367734
ACH-000637,-1.088719068624157
ACH-000638,-0.8408957398763791
ACH-000646,-0.7128354660329442
ACH-000647,-1.0031010718575182
ACH-000648,-0.7879495581180674
ACH-000649,-0.9239076103327636
ACH-000651,-1.1543682705620644
ACH-000652,-0.9237834588748158
ACH-000653,-0.9978409891943846
ACH-000657,-0.8273047323484611
ACH-000658,-0.911831196195616
ACH-000661,-0.5173890223740572
ACH-000662,-0.9707726720222116
ACH-000663,-0.9248308856265812
ACH-000665,-0.8767494107421341
ACH-000671,-0.8080961146679612
ACH-000672,-1.0435455742113884
ACH-000673,-0.7349089301915788
ACH-000676,-0.9473159556410876
ACH-000677,-0.8495601741035896
ACH-000681,-0.8559744630428555
ACH-000683,-1.2034716825010252
ACH-000684,-0.9778820971598186
ACH-000688,-0.8522047623967203
ACH-000693,-1.0575681176031568
ACH-000694,-0.9821624555992214
ACH-000695,-1.2345260397681788
ACH-000696,-0.8990880778488227
ACH-000697,-0.7682403817465561
ACH-000699,-0.8291242815567952
ACH-000701,-1.267555289702807
ACH-000706,-1.1268058210300438
ACH-000711,-0.9168655071016336
ACH-000713,-1.050419167221961
ACH-000714,-0.560005972258854
ACH-000718,-0.6353215929975714
ACH-000720,-0.9736290194571828
ACH-000721,-0.949690358908162
ACH-000724,-0.933252305330592
ACH-000725,-0.4205612412217025
