,BAZ2B (29994)
ACH-000004,0.12262778873083988
ACH-000005,-0.272261003065501
ACH-000007,-0.017503529828482762
ACH-000009,-0.033725991912522436
ACH-000011,0.11512511495496308
ACH-000012,0.08568102460337465
ACH-000013,0.0887236689121245
ACH-000014,0.15766566206662086
ACH-000015,0.1620106224684131
ACH-000017,0.1304439837294912
ACH-000018,0.07048642016594191
ACH-000019,0.048170904718329535
ACH-000021,0.1681271343443068
ACH-000022,0.1875826414173251
ACH-000025,0.13747981157800046
ACH-000028,0.07776113098317329
ACH-000030,0.20712786117919507
ACH-000035,0.07476173119804352
ACH-000036,0.06569154528928534
ACH-000037,0.1658186952683856
ACH-000039,0.15587554309433738
ACH-000040,0.1354505453052371
ACH-000041,0.0921634134138316
ACH-000042,0.06524330708104317
ACH-000045,-0.11276144709011267
ACH-000047,0.04456161048169265
ACH-000052,0.02859585552962125
ACH-000053,0.14641868596630006
ACH-000054,0.13532276058916567
ACH-000055,0.06346582262754841
ACH-000060,0.11669087362197653
ACH-000067,0.23512627660242516
ACH-000070,0.02350001842482665
ACH-000075,0.12826716269436989
ACH-000078,0.045426115822059764
ACH-000082,0.08928952930352338
ACH-000085,0.2278956807824128
ACH-000086,0.08705525038804979
ACH-000087,0.2059153400879636
ACH-000092,0.07545368626118149
ACH-000095,-0.07654389239259636
ACH-000097,0.11640410643593305
ACH-000098,0.074249536580742
ACH-000099,0.07594144965528295
ACH-000108,0.09450278076517496
ACH-000113,0.12569392322540832
ACH-000116,0.1106435337810669
ACH-000118,0.16388970770874875
ACH-000120,0.16433490418297375
ACH-000123,0.048023908099083856
ACH-000127,0.15097333060622709
ACH-000128,0.12028639361137088
ACH-000132,0.054958119456929966
ACH-000133,0.06744423348567707
ACH-000137,0.13300258944134066
ACH-000138,0.16093088442728082
ACH-000142,0.04405056287731437
ACH-000143,0.22756207683461416
ACH-000146,0.10823054115299664
ACH-000148,0.15862616718366407
ACH-000150,0.20722395054905726
ACH-000152,0.11569858451866115
ACH-000153,0.1052666077191447
ACH-000159,0.03677882471956241
ACH-000160,0.2583262075794613
ACH-000163,0.21238694891937587
ACH-000167,0.3256561402684965
ACH-000168,0.19895792338942267
ACH-000169,0.16206716883882868
ACH-000178,0.16344684768165352
ACH-000183,0.08541679989752159
ACH-000188,0.1823232699420347
