,TTBK1 (84630)
ACH-000004,-0.2708571236465782
ACH-000005,-0.16236475215315524
ACH-000007,-0.12144542311062748
ACH-000009,-0.07073812322781672
ACH-000011,-0.3167485504212182
ACH-000012,-0.22025666067006294
ACH-000013,-0.24457018511668746
ACH-000014,-0.1806786582590496
ACH-000015,-0.17357619690578793
ACH-000017,-0.09441526910792422
ACH-000018,-0.12400730423808536
ACH-000019,-0.1082740997421769
ACH-000021,-0.12390552644524715
ACH-000022,-0.10740679727603647
ACH-000025,-0.2842056973015938
ACH-000028,-0.1815302464044895
ACH-000030,-0.17489517154103865
ACH-000035,-0.2219507407282686
ACH-000036,-0.17251059834571844
ACH-000037,-0.09262220825046744
ACH-000039,-0.2682394690132887
ACH-000040,-0.12848841353991222
ACH-000041,-0.24509593963683396
ACH-000042,-0.16015206964780912
ACH-000045,-0.1811409127906126
ACH-000047,-0.09717980020848936
ACH-000052,-0.21243427505688112
ACH-000053,-0.08425697710991699
ACH-000054,-0.214994399758928
ACH-000055,-0.12878385242068874
ACH-000060,-0.15711568969523493
ACH-000067,-0.2566117826202277
ACH-000070,-0.2579773991434237
ACH-000075,-0.20392261908283835
ACH-000078,-0.07529708694256686
ACH-000082,-0.1904950849614508
ACH-000085,-0.005753117282726602
ACH-000086,-0.26603366072026424
ACH-000087,-0.4341663542217175
ACH-000092,-0.1984106580775972
ACH-000095,-0.16482386177562625
ACH-000097,-0.08105169388093926
ACH-000098,-0.35372773764561466
ACH-000099,-0.033390686893999266
ACH-000108,-0.19297329827830292
ACH-000113,-0.14335332615775626
ACH-000116,-0.125157367109412
ACH-000118,-0.14740187164775698
ACH-000120,-0.12074511803316748
ACH-000123,-0.23448872898905704
ACH-000127,-0.053680124117223095
ACH-000128,-0.1847693927718923
ACH-000132,-0.13028544856811705
ACH-000133,-0.2172633897617932
ACH-000137,-0.0010518195996319798
ACH-000138,-0.20217388378408802
ACH-000142,-0.16101424519516316
ACH-000143,-0.24016503982850476
ACH-000146,-0.17464854615765682
ACH-000148,-0.04378900834985939
ACH-000150,-0.25130843260198144
ACH-000152,-0.13937312604646318
ACH-000153,-0.1510093724257536
ACH-000159,-0.13502985399161987
ACH-000160,-0.18958142148902216
ACH-000163,-0.13311625513393247
ACH-000167,-0.17946666754509152
ACH-000168,-0.2933551311830335
ACH-000169,0.01469829283360554
ACH-000178,-0.09767820834437932
ACH-000183,-0.18413233606891996
ACH-000188,-0.08083735136515204
ACH-000189,-0.2469896217276855
ACH-000190,-0.16145856099955566
ACH-000198,-0.11564421807912505
ACH-000203,-0.339633861758689
ACH-000204,-0.4379812252044297
ACH-000206,-0.3984134570145838
ACH-000207,-0.365989813891682
ACH-000208,0.14714114733057093
ACH-000210,-0.12513388202130954
ACH-000211,-0.12796268431509322
ACH-000215,-0.1470052423292927
ACH-000221,-0.16177463385673652
ACH-000222,-0.19339206383771088
ACH-000223,-0.1877127781062548
ACH-000226,-0.25487462042083964
ACH-000227,-0.14995203283802186
ACH-000228,-0.29684396269937424
ACH-000231,-0.1889677939726399
ACH-000232,-0.0605292233606962
ACH-000233,-0.13840777957498432
ACH-000234,-0.1888047212070828
ACH-000235,-0.14227558855444755
ACH-000237,-0.06007723190289312
ACH-000238,-0.2741015855451797
ACH-000242,-0.4158258231207168
ACH-000243,-0.2303951789571216
ACH-000244,0.013045596137936587
ACH-000246,-0.0979801219319477
ACH-000248,-0.2449639685501564
ACH-000250,-0.2643898013427283
ACH-000251,-0.1858162443456467
ACH-000252,-0.14938722712335836
ACH-000253,-0.2206692797841656
ACH-000255,-0.20177693275901232
ACH-000256,-0.1819144775747797
ACH-000257,-0.08048215108361305
ACH-000258,0.010476632152985077
ACH-000259,-0.13562061448123974
ACH-000260,-0.15520775533299694
ACH-000261,-0.15516626969704195
ACH-000262,-0.2389466173791083
ACH-000263,-0.036202963451065405
ACH-000264,-0.18299049304907855
ACH-000265,-0.2355615941876079
ACH-000266,-0.13691693673188324
ACH-000272,-0.06793764387764165
ACH-000274,-0.153012927280071
ACH-000277,-0.05101782426482408
ACH-000278,-0.06438012883544415
ACH-000279,-0.19011923399850972
ACH-000280,-0.3060287546031861
ACH-000281,-0.3597005398999722
ACH-000288,-0.17503864662484878
ACH-000291,-0.1926282577525572
ACH-000293,-0.2255473296533786
ACH-000294,-0.22021493036488898
ACH-000295,-0.18255502823324807
ACH-000296,-0.16669981388076802
ACH-000302,-0.17832905945917882
ACH-000304,-0.12329235386827905
ACH-000307,-0.2610560873677046
ACH-000308,-0.1091659497433517
ACH-000310,-0.1823064644821402
ACH-000311,-0.4293963855700934
ACH-000312,-0.2271472512386086
ACH-000315,-0.2463152750089617
ACH-000316,-0.09514884119332484
ACH-000317,-0.08634668637046329
ACH-000318,-0.1727672635604548
ACH-000319,-0.2158532499440654
ACH-000320,-0.3327451758785195
ACH-000322,-0.01566830235002114
ACH-000323,-0.05773532661454357
ACH-000324,-0.1310228496052413
ACH-000329,-0.15178607049250156
ACH-000330,-0.2316535211329666
ACH-000331,-0.2738789403637962
ACH-000332,-0.1062784506620823
ACH-000334,-0.24046797086564956
ACH-000335,-0.14094393818359968
ACH-000336,0.02274451421416448
ACH-000337,-0.0873296855721807
ACH-000338,0.34452588355774033
ACH-000339,-0.17996893399615596
ACH-000341,-0.05479129348758377
ACH-000348,-0.19567347954753309
ACH-000350,-0.06801277654347697
ACH-000352,-0.2689234688033833
ACH-000356,-0.4757384625307829
ACH-000361,-0.3537044302087092
ACH-000362,-0.04021981035092944
ACH-000363,-0.1300312374855876
ACH-000364,-0.06514184377178206
ACH-000365,-0.16434878402156
ACH-000366,-0.0999221721894706
ACH-000368,-0.4089705557748343
ACH-000374,-0.16227159853724332
ACH-000375,-0.21843182779989576
ACH-000376,-0.07831907705802413
ACH-000381,-0.17695885738221212
ACH-000383,-0.1130397089966656
ACH-000387,-0.21470878334704607
ACH-000389,-0.28219476341427424
ACH-000390,-0.2454996481950061
ACH-000393,-0.27339251225683964
ACH-000395,0.0021346029426849078
ACH-000396,-0.04309261450305032
ACH-000397,-0.13084032316655814
ACH-000401,-0.23833184683000955
ACH-000402,-0.4907687100051131
ACH-000403,-0.17933819215283522
ACH-000404,-0.011082116021854516
ACH-000406,-0.168383116160594
ACH-000407,-0.0932156936364786
ACH-000408,-0.313915602938958
ACH-000410,-0.1069367907453803
ACH-000411,0.06505859875529313
ACH-000414,-0.18053215435225314
ACH-000415,-0.2500168078559724
ACH-000416,-0.09687833451073033
ACH-000420,-0.12824467539624512
ACH-000421,-0.25490879108052883
ACH-000424,-0.2925159301687288
ACH-000425,0.0031355184360618
ACH-000426,-0.2660602105047304
ACH-000427,-0.23998177484554395
ACH-000433,-0.11748388169200258
ACH-000435,0.019705004351435323
ACH-000436,0.006358592698356425
ACH-000444,-0.10855587688625816
ACH-000445,-0.14206808867002815
ACH-000448,-0.2205871441345287
ACH-000450,-0.2541068893617994
ACH-000452,-0.27279653034698925
ACH-000454,-0.3102800404224723
ACH-000458,-0.30375798277672833
ACH-000459,-0.13550992687263058
ACH-000460,-0.12954474098887092
ACH-000461,-0.1822499290323313
ACH-000463,-0.21842769210261467
ACH-000464,-0.37543367366183705
ACH-000466,-0.17958345312754306
ACH-000467,-0.11192380219353636
ACH-000468,-0.25211139060593085
ACH-000469,-0.15201682166240096
ACH-000470,-0.15852979964897748
ACH-000471,-0.14066769199414664
ACH-000472,-0.010783405048606674
ACH-000473,-0.3313800437334096
ACH-000475,-0.08519123810254754
ACH-000476,-0.15204821926834336
ACH-000477,-0.15970232274091642
ACH-000479,-0.20688280029190065
ACH-000480,-0.1958883880106827
ACH-000481,-0.23210938937569295
ACH-000483,-0.1791037932629549
ACH-000484,-0.09240678594058042
ACH-000485,-0.09694008261491018
ACH-000486,-0.2548980215777894
ACH-000487,-0.27076352599174136
ACH-000488,-0.23900803593339176
ACH-000490,-0.2963944826583732
ACH-000491,-0.1577373401577042
ACH-000495,-0.06413635617482137
ACH-000496,-0.2649935089837043
ACH-000499,-0.13119289718338809
ACH-000500,-0.3350609964568584
ACH-000502,-0.1746790953821124
ACH-000503,-0.1241270026585702
ACH-000505,-0.14432593826350965
ACH-000507,-0.07053363982387913
ACH-000510,-0.15368376968451553
ACH-000511,-0.21963163197680413
ACH-000512,-0.06146792571502286
ACH-000516,-0.03530876718301965
ACH-000517,-0.2536259850275028
ACH-000518,-0.21014522473729147
ACH-000520,-0.12924394581429766
ACH-000521,-0.2938607593854521
ACH-000522,-0.0777714166922084
ACH-000524,-0.4051392802821513
ACH-000527,-0.13973034193753292
ACH-000528,-0.27485208660195004
ACH-000537,-0.16759806268170266
ACH-000541,-0.220764457500914
ACH-000542,-0.1566639937816407
ACH-000544,-0.15540317117823066
ACH-000545,-0.1315801584140842
ACH-000547,-0.1680328672548868
ACH-000548,-0.21357419857124105
ACH-000549,-0.2867432033173903
ACH-000550,-0.1918183837047472
ACH-000552,-0.31983765928608976
ACH-000556,-0.2461416574258043
ACH-000557,-0.09122377285582994
ACH-000569,-0.1652078948991181
ACH-000570,-0.05768929199071043
ACH-000571,-0.0800835492987664
ACH-000573,-0.07278477698976846
ACH-000576,-0.18128302234356794
ACH-000579,-0.2558379463898249
ACH-000580,-0.14196408476111738
ACH-000584,-0.14766454582359334
ACH-000585,-0.22360487746896696
ACH-000588,-0.22393074902832816
ACH-000589,-0.1754477989819977
ACH-000591,-0.2396474212553737
ACH-000593,-0.3330976391816132
ACH-000600,-0.17049137071140186
