,BCLAF1 (9774)
ACH-000004,-0.5252631989876477
ACH-000005,-0.3027961186319706
ACH-000007,-1.0679231429748188
ACH-000009,-0.8194004634406381
ACH-000011,-0.8248589924846312
ACH-000012,-0.7845721656680666
ACH-000013,-0.7736115812779418
ACH-000014,-0.4428083721675852
ACH-000015,-0.7621942676849048
ACH-000017,-0.7205906232923196
ACH-000018,-0.8268072230728967
ACH-000019,-0.7530923691710028
ACH-000021,-0.941673465729042
ACH-000022,-0.6878870172604246
ACH-000025,-0.6026055122099038
ACH-000028,-0.9938167452202148
ACH-000030,-0.5611835520119174
ACH-000035,-0.6026930789352518
ACH-000036,-0.8699785572948651
ACH-000037,-0.6855646288092885
ACH-000039,-0.4756757292792749
ACH-000040,-0.6660737638671222
ACH-000041,-0.5350493906922881
ACH-000042,-0.5661825796951719
ACH-000045,-0.6109081611856813
ACH-000047,-0.7945591618490274
ACH-000052,-0.8631473729643796
ACH-000053,-0.6537533938652789
ACH-000054,-0.6194910092818761
ACH-000055,-0.7418481749927409
ACH-000060,-0.9252212688952453
ACH-000067,-0.7020144738199973
ACH-000070,-0.6281333526683952
ACH-000075,-0.7966609006332993
ACH-000078,-0.7392822979861057
ACH-000082,-0.6764847553417175
ACH-000085,-0.6705820399223059
ACH-000086,-0.4821474854445096
ACH-000087,-0.5856994429808491
ACH-000092,-0.6863853638013045
ACH-000095,-1.0672388533394928
ACH-000097,-0.8590647913112779
ACH-000098,-0.7531841358203696
ACH-000099,-1.0484507481652972
ACH-000108,-0.6102679254240694
ACH-000113,-0.8004676259926026
ACH-000116,-0.9523639855903706
ACH-000118,-0.5357208554068829
ACH-000120,-0.9841524360783064
ACH-000123,-0.6644994425862979
ACH-000127,-0.7479320655815745
ACH-000128,-0.5735689619347291
ACH-000132,-0.9614867252082084
ACH-000133,-0.7383936477533734
ACH-000137,-0.7384540499133558
ACH-000138,-0.9129396237330047
ACH-000142,-0.9424298809739374
ACH-000143,-0.8193190690526909
ACH-000146,-0.7625235348011493
ACH-000148,-0.6262763099952687
ACH-000150,-0.5492737924792502
ACH-000152,-0.6424321195636032
ACH-000153,-0.8810607971301675
ACH-000159,-0.7474581392286126
ACH-000160,-0.88352652289749
ACH-000163,-0.4544780777872721
ACH-000167,-0.5079996068915386
ACH-000168,-0.7740855513377423
ACH-000169,-0.633697587635999
ACH-000178,-0.39881657739050186
ACH-000183,-0.6915210451926032
ACH-000188,-0.6654244415520633
ACH-000189,-0.980967478623424
ACH-000190,-1.0496449218349977
ACH-000198,-0.7996407046618128
ACH-000203,-1.3594979780562388
ACH-000204,-0.4041537585019617
ACH-000206,-0.41030780074452894
ACH-000207,-0.9851548270702888
ACH-000208,-0.8067880642332379
ACH-000210,-0.6917449943365748
ACH-000211,-0.7253191917415218
ACH-000215,-0.5742306853717792
ACH-000221,-0.9315778637598464
ACH-000222,-0.7117403659645914
ACH-000223,-0.907384708245244
ACH-000226,-0.8919155221266709
ACH-000227,-0.9666873763360676
ACH-000228,-0.8268320259429697
ACH-000231,-0.7461970315862742
ACH-000232,-0.7160605614713261
ACH-000233,-0.9034681511771708
ACH-000234,-0.9836674436890924
ACH-000235,-0.6046513531109582
ACH-000237,-0.7028204786201397
ACH-000238,-0.9669913510947716
ACH-000242,-0.6837566566570094
ACH-000243,-0.8440697557161291
ACH-000244,-0.961485607689834
ACH-000246,-0.7793572489922531
ACH-000248,-0.910481997464453
ACH-000250,-0.8515495491359109
ACH-000251,-0.8048921050871943
ACH-000252,-1.042308360122188
ACH-000253,-0.8624635858244535
ACH-000255,-0.4781808594344396
ACH-000256,-0.8638907539992511
ACH-000257,-0.5529055103374422
ACH-000258,-0.6017935721782738
ACH-000259,-0.7140028213908791
ACH-000260,-0.707428603685667
ACH-000261,-0.7897673200107095
ACH-000262,-0.93367657277385
ACH-000263,-0.9869564358859754
ACH-000264,-0.8179574678137029
ACH-000265,-0.4435146741423996
ACH-000266,-0.7225699603761931
ACH-000272,-0.6246461497648387
ACH-000274,-0.6400821611489905
ACH-000277,-0.5953410772447302
ACH-000278,-0.8303824583510355
ACH-000279,-0.9347045425402808
ACH-000280,-0.5624264366781836
ACH-000281,-0.4772772952120732
ACH-000288,-0.614519354530739
ACH-000291,-0.664532395465961
ACH-000293,-0.7314302139245584
ACH-000294,-0.7759652290171827
ACH-000295,-0.8042242862446866
ACH-000296,-1.181872053342614
ACH-000302,-0.550181819056809
ACH-000304,-0.6535356531841375
ACH-000307,-0.5706370170291611
ACH-000308,-0.9761457527327868
ACH-000310,-0.9057356416222428
ACH-000311,-0.4096743203148
ACH-000312,-0.7826582093566793
ACH-000315,-1.09778845144213
ACH-000316,-0.7195854592898216
ACH-000317,-0.7042705647172784
ACH-000318,-0.7342937072307755
ACH-000319,-0.9347729672192724
ACH-000320,-0.7054171544596679
ACH-000322,-0.5566627481315847
ACH-000323,-0.8657895422368485
ACH-000324,-0.7867210638181564
ACH-000329,-0.65215488827238
ACH-000330,-1.075489507946374
ACH-000331,-0.9899736698749472
ACH-000332,-0.6261468471925803
ACH-000334,-0.7725848945167202
ACH-000335,-0.5075083397244459
ACH-000336,-0.7556916503395835
ACH-000337,-0.8821370027117379
ACH-000338,-0.70421578843082
ACH-000339,-0.6863548203049888
ACH-000341,-0.6048310544689979
ACH-000348,-0.6534634663761717
ACH-000350,-0.5146496971500363
ACH-000352,-1.0368386951224535
ACH-000356,-0.8269248721005314
ACH-000361,-0.6713352229110571
ACH-000362,-0.3660004940039394
ACH-000363,-0.7633362196252453
ACH-000364,-0.7591253306522903
ACH-000365,-0.7930508797501109
ACH-000366,-0.9273743545279448
ACH-000368,-0.6607411097960848
ACH-000374,-0.8922164052094453
ACH-000375,-0.6601872633645204
ACH-000376,-0.6838282125534169
ACH-000381,-0.7486372714393721
ACH-000383,-0.6759927410472728
ACH-000387,-0.6471746216722409
ACH-000389,-0.9439925197135162
ACH-000390,-0.7526173703750254
ACH-000393,-0.7401663853359416
ACH-000395,-1.025709956695605
ACH-000396,-0.6211130649641811
ACH-000397,-0.9150234738451176
ACH-000401,-0.6268416130245213
ACH-000402,-0.7445155302098265
ACH-000403,-0.6765956110815459
ACH-000404,-0.3929618679120155
ACH-000406,-0.7927144333931593
ACH-000407,-0.7979395563413413
ACH-000408,-0.7705715512137471
ACH-000410,-0.6455719053540351
ACH-000411,-0.4942543263195041
ACH-000414,-0.5676627004948507
ACH-000415,-1.048397807926287
ACH-000416,-0.6749920599773324
ACH-000420,-0.6353237857998977
ACH-000421,-0.43230773122587296
ACH-000424,-0.546813779765175
ACH-000425,-0.6650708907845913
ACH-000426,-0.4869115992162575
ACH-000427,-0.9257674097951758
ACH-000433,-0.7589962696200607
ACH-000435,-1.0336858027419085
ACH-000436,-0.9355138231839536
ACH-000444,-0.9544474557273466
ACH-000445,-0.6477935888790086
ACH-000448,-0.7098308007825944
ACH-000450,-0.20824527683589536
ACH-000452,-0.6067799425386948
ACH-000454,-0.713197022502898
ACH-000458,-0.6986687357445289
ACH-000459,-0.3889992739998783
ACH-000460,-0.7673622608491385
ACH-000461,-0.6382228004556888
ACH-000463,-0.5840179993961497
ACH-000464,-0.6180647241981686
ACH-000466,-0.7198073845264702
ACH-000467,-0.9723546311752742
ACH-000468,-0.9961151391546946
ACH-000469,-0.5551826611039994
ACH-000470,-0.5241723046432389
ACH-000471,-0.7677243770322032
ACH-000472,-0.7343511329939887
ACH-000473,-0.7683280788347471
ACH-000475,-0.5649765341549442
ACH-000476,-0.7297227977565061
ACH-000477,-0.484313694954425
ACH-000479,-0.7276884663555001
ACH-000480,-0.8005898948244351
ACH-000481,-0.7236105247402926
ACH-000483,-0.8807308996306046
ACH-000484,-0.9952144413259524
ACH-000485,-0.4754978268979354
ACH-000486,-0.5920281298289524
ACH-000487,-0.7433296082618157
ACH-000488,-0.9478800356452564
ACH-000490,-0.6245978629411014
ACH-000491,-0.57329275847979
ACH-000495,-0.6420300883329734
ACH-000496,-0.7604379335959528
ACH-000499,-0.9215627858128156
ACH-000500,-0.8930311521138408
ACH-000502,-0.8926683387032338
ACH-000503,-0.9891106991432528
ACH-000505,-0.7348421001767382
ACH-000507,-0.7933977942971259
ACH-000510,-0.7247727207538495
ACH-000511,-0.7404674445077463
ACH-000512,-0.8896892181021621
ACH-000516,-0.7209274268016511
ACH-000517,-0.5616737026686787
ACH-000518,-0.6511325373090551
ACH-000520,-0.477501349425768
ACH-000521,-0.6649642516311469
ACH-000522,-0.8727119156788662
ACH-000524,-0.7091175927664782
ACH-000527,-0.7909555271848155
ACH-000528,-0.8976492344870325
ACH-000537,-0.7550049994445638
ACH-000541,-0.5146276763325193
ACH-000542,-0.6466057257703625
ACH-000544,-0.9513122865047255
ACH-000545,-0.7053321198122691
ACH-000547,-0.7428373498946482
ACH-000548,-0.7904286915106311
ACH-000549,-0.8493964711369058
ACH-000550,-0.7633052198521515
ACH-000552,-0.7957061206279443
ACH-000556,-0.849256005346998
ACH-000557,-0.5812929304451696
ACH-000569,-0.708343214002401
ACH-000570,-0.5718725137045425
ACH-000571,-0.5845038464851375
ACH-000573,-0.6531857600965135
ACH-000576,-0.6463603612042792
ACH-000579,-0.9491063029373354
ACH-000580,-1.058339976081813
ACH-000584,-0.7812461752835222
ACH-000585,-0.9496895483195642
