,HPS1 (3257)
ACH-000004,-0.28238777471477977
ACH-000005,-0.6240221745266532
ACH-000007,-0.04132912976063381
ACH-000009,-0.11887177024067945
ACH-000011,-0.10712940572734
ACH-000012,-0.3209343428483941
ACH-000013,-0.23508748834095894
ACH-000014,-0.33502520818582937
ACH-000015,-0.2463202935512061
ACH-000017,-0.044913269099391424
ACH-000018,-0.3322644699460714
ACH-000019,-0.17809825782381866
ACH-000021,-0.12698345316246673
ACH-000022,-0.12106293653932147
ACH-000025,-0.3764483899975988
ACH-000028,-0.18511237938397013
ACH-000030,-0.3738546412434937
ACH-000035,-0.35158719666293503
ACH-000036,-0.012259291847933463
ACH-000037,-0.1672226557322181
ACH-000039,-0.1481242688430221
ACH-000040,-0.08129652388083433
ACH-000041,-0.3130792367199161
ACH-000042,-0.3344131645040265
ACH-000045,-0.04859675845774602
ACH-000047,-0.048485712824253735
ACH-000052,-0.08134736547226264
ACH-000053,-0.13763397994482868
ACH-000054,-0.08243757999218113
ACH-000055,-0.040979850998891364
ACH-000060,-0.24711500810479764
ACH-000067,-0.24137447746226626
ACH-000070,-0.2834687052406972
ACH-000075,-0.12400465655734155
ACH-000078,-0.1812294211894462
ACH-000082,-0.0767171984852945
ACH-000085,-0.5068208565669148
ACH-000086,-0.059019819467959436
ACH-000087,-0.1470507059329524
ACH-000092,-0.1899551175015204
ACH-000095,-0.13405152353560054
ACH-000097,-0.08738678589564787
ACH-000098,-0.29321310562052544
ACH-000099,-0.17102884911055447
ACH-000108,-0.09382721557323634
ACH-000113,-0.17813540754094698
ACH-000116,-0.11865249466270025
ACH-000118,-0.13097182203368787
ACH-000120,-0.1311866302445134
ACH-000123,-0.14035345060311366
ACH-000127,-0.12124878976975105
ACH-000128,0.028607210363676982
ACH-000132,-0.2139894076746155
ACH-000133,-0.11586890788998255
ACH-000137,-0.32415790364217084
ACH-000138,-0.1076110165198636
ACH-000142,-0.062093032498505285
ACH-000143,-0.2337942015418057
ACH-000146,-0.051114693633580115
ACH-000148,-0.28017782554325105
ACH-000150,-0.30300041038950715
ACH-000152,-0.22014523286407006
ACH-000153,0.11988350442304913
ACH-000159,-0.12637927841389468
ACH-000160,-0.3795394004097377
ACH-000163,-0.13148593262328828
ACH-000167,-0.04569716825221545
ACH-000168,-0.35926448821363915
ACH-000169,-0.21312253267571346
ACH-000178,-0.15725418814574538
ACH-000183,-0.2259023802963953
ACH-000188,-0.1660060434101817
ACH-000189,-0.1698998923426055
ACH-000190,-0.17073091067400642
ACH-000198,-0.10307210297027687
ACH-000203,-0.5046597669613618
ACH-000204,-0.3688096602643368
ACH-000206,-0.31814916896218104
ACH-000207,-0.057322586175962725
ACH-000208,0.1586693060650616
ACH-000210,-0.18404427905131485
ACH-000211,-0.2016270191320895
ACH-000215,-0.25016155517763666
ACH-000221,-0.2773841162675353
ACH-000222,-0.12539146399910833
ACH-000223,-0.10719289742426326
ACH-000226,-0.2669904445090777
ACH-000227,-0.26851856289798776
ACH-000228,-0.22149911139767164
ACH-000231,-0.1063482440312427
ACH-000232,-0.2961849335485736
ACH-000233,-0.36750850027621984
ACH-000234,-0.02054307978763036
ACH-000235,-0.08380755508843354
ACH-000237,-0.2518250944194401
ACH-000238,-0.3089795259215121
ACH-000242,0.1501124552039641
ACH-000243,-0.1966675472987114
ACH-000244,-0.4310455695150086
ACH-000246,-0.01912585782429252
ACH-000248,-0.22968337125695584
ACH-000250,-0.11240793751978397
ACH-000251,-0.10224554254399784
ACH-000252,-0.04815591341154435
ACH-000253,-0.20540865779832151
ACH-000255,-0.2968362830299867
ACH-000256,-0.3761822859248177
ACH-000257,-0.23739718812987995
ACH-000258,-0.4381323551708426
ACH-000259,-0.19264030007662805
ACH-000260,-0.18585906336509267
ACH-000261,-0.13474926407901436
ACH-000262,-0.014652004208850143
ACH-000263,-0.1917298928146512
ACH-000264,-0.2243525038298315
ACH-000265,-0.2770176394860636
ACH-000266,-0.1587392792133255
ACH-000272,-0.13024918251047107
ACH-000274,-0.23000007961023625
ACH-000277,-0.3000643178001616
ACH-000278,-0.2073759335805122
ACH-000279,-0.1254127944938347
ACH-000280,-0.09347630123110673
ACH-000281,-0.3995125213947308
ACH-000288,-0.18042470672392655
ACH-000291,-0.2174993574323961
ACH-000293,-0.04950890765755525
ACH-000294,-0.0814621777990376
ACH-000295,-0.12352032043377215
ACH-000296,-0.11570427972750527
ACH-000302,-0.2367716729167981
ACH-000304,-0.08951470223547031
ACH-000307,-0.2321946714735644
ACH-000308,-0.20408086471407208
ACH-000310,-0.2081661606668826
ACH-000311,-0.01354419185808698
ACH-000312,-0.2459411441097249
ACH-000315,-0.17159566142214924
ACH-000316,-0.17631526297827027
ACH-000317,-0.2351908544558095
ACH-000318,-0.3058037134833532
ACH-000319,-0.23327777537857675
ACH-000320,-0.2027555198962195
ACH-000322,-0.19853291959098102
ACH-000323,-0.12540371945427886
ACH-000324,-0.22976935611222565
ACH-000329,-0.07813692996007651
ACH-000330,-0.2271105805306793
ACH-000331,-0.14200166952297733
ACH-000332,-0.20190234812446345
ACH-000334,-0.1688843103656502
ACH-000335,-0.320431032516222
ACH-000336,0.015305841277180187
ACH-000337,-0.21475230821803928
ACH-000338,0.4212032899052053
ACH-000339,-0.10658218064643936
ACH-000341,0.049180469560273964
ACH-000348,-0.08736886838097813
ACH-000350,-0.2023764856302405
ACH-000352,-0.16154207283802766
ACH-000356,0.031361081093514896
ACH-000361,-0.1086962500845082
ACH-000362,-0.2054076560696448
ACH-000363,-0.2334842541487169
ACH-000364,-0.20952473876375471
ACH-000365,-0.2127026627773964
ACH-000366,-0.17868098310431424
ACH-000368,-0.3326970262517037
ACH-000374,-0.11919921252025872
ACH-000375,-0.20840644726254487
ACH-000376,-0.2176294174640468
ACH-000381,-0.3601034653313225
ACH-000383,-0.17055780835195372
ACH-000387,-0.2527358516923463
ACH-000389,-0.13096614587667807
ACH-000390,-0.13852753817412802
ACH-000393,-0.2060465459458912
ACH-000395,-0.2459217872789685
ACH-000396,-0.05252635413674226
ACH-000397,0.0504734554161245
ACH-000401,-0.29686487251730337
ACH-000402,0.0791079230523764
ACH-000403,-0.1666963890939285
ACH-000404,-0.10220063429717699
ACH-000406,-0.2298185701799132
ACH-000407,-0.14773347114232374
ACH-000408,-0.3547918952819612
ACH-000410,-0.269211310380742
ACH-000411,-0.017869337682649734
ACH-000414,-0.01136775744817647
