,ACRBP (84519)
ACH-000004,-0.0929468306344262
ACH-000005,0.10532017054658377
ACH-000007,0.006346436720263136
ACH-000009,-0.051928690138836366
ACH-000011,0.06359272050641714
ACH-000012,0.14549232609633142
ACH-000013,0.09706381395710352
ACH-000014,-0.04262123265584608
ACH-000015,-0.07428290789684698
ACH-000017,-0.09877753582940683
ACH-000018,-0.13899037964247804
ACH-000019,-0.0944956747515483
ACH-000021,-0.0655825874136016
ACH-000022,0.07734147536098139
ACH-000025,0.017240767791094968
ACH-000028,0.008966069709490609
ACH-000030,0.02661425140403635
ACH-000035,0.008084986117109274
ACH-000036,-0.047856251268234916
ACH-000037,-0.08955018883919429
ACH-000039,-0.06691143052394026
ACH-000040,-0.02762878939007535
ACH-000041,0.018428436094833748
ACH-000042,-0.009581377612583531
ACH-000045,0.10508214351608862
ACH-000047,-0.0479676750544536
ACH-000052,0.07908801868616458
ACH-000053,0.05520396352105871
ACH-000054,-0.10557742122992107
ACH-000055,0.2180624271893908
ACH-000060,-0.0572163559733916
ACH-000067,-0.026144493858398985
ACH-000070,0.046853644584250086
ACH-000075,-0.17984661804302104
ACH-000078,0.018082918245758483
ACH-000082,-0.043578086909999716
ACH-000085,0.0530156101138963
ACH-000086,0.010497711901629514
ACH-000087,0.10534363372017597
ACH-000092,0.0448387095947057
ACH-000095,0.04295860660726483
ACH-000097,-0.08721131717533886
ACH-000098,-0.038553150156537784
ACH-000099,0.0677256855037065
ACH-000108,-0.08175269970027323
ACH-000113,0.061742626304755785
ACH-000116,-0.04947120624847737
ACH-000118,-0.0979705572135778
ACH-000120,-0.02025740264739816
ACH-000123,-0.011693711704497756
ACH-000127,-0.013190164790062114
ACH-000128,-0.10868213349837977
ACH-000132,0.026342870867955715
ACH-000133,0.03299666488939852
ACH-000137,0.20870214228224274
ACH-000138,-0.12865590665444634
ACH-000142,-0.17026326817299087
ACH-000143,0.07337015647068727
ACH-000146,-0.054484216025007116
ACH-000148,0.012047669056896752
ACH-000150,-0.09347031804136832
ACH-000152,-0.08209735786940052
ACH-000153,-0.056989287731533875
ACH-000159,0.02219878663220388
ACH-000160,-0.07672069310812417
ACH-000163,-0.14441031467211266
ACH-000167,-0.5082424457333183
ACH-000168,0.01833995220307693
ACH-000169,0.01046892258699685
ACH-000178,0.03302321324904428
ACH-000183,-0.07715424285394533
ACH-000188,0.035654806808411973
ACH-000189,0.15098927101521112
ACH-000190,-0.07009336543149698
ACH-000198,-0.0681393494803933
ACH-000203,-0.19958813564193573
ACH-000204,0.058621530707040875
ACH-000206,0.06951752457025634
ACH-000207,0.13146529165839976
ACH-000208,0.01194314001630907
ACH-000210,0.010910968230050678
ACH-000211,-0.12728413213282538
ACH-000215,-0.00464557493282055
ACH-000221,0.11942727732105375
ACH-000222,-0.06953242297958889
ACH-000223,-0.02577945890058629
ACH-000226,0.207028371807511
ACH-000227,-0.13183585977001772
ACH-000228,-0.1210281656969798
ACH-000231,-0.004528092038046113
ACH-000232,0.0520701386691079
ACH-000233,0.06831774580584604
ACH-000234,-0.03900506697956947
ACH-000235,-0.03654225052295332
ACH-000237,0.0057324007775711285
ACH-000238,-0.0861759131597944
ACH-000242,0.1892857149069101
ACH-000243,0.029140287445562026
ACH-000244,0.07394392692035506
ACH-000246,-0.03484164048939202
ACH-000248,0.09304033889675994
ACH-000250,-0.017782316531114162
ACH-000251,-0.030859363400983164
ACH-000252,-0.004625990483902029
ACH-000253,-0.08985518142535202
ACH-000255,-0.09373766940809668
ACH-000256,-0.09025960932521827
ACH-000257,0.09703002779921664
ACH-000258,0.1094945456849414
ACH-000259,-0.07725893127579801
ACH-000260,0.03695757284255083
ACH-000261,-0.017725768416796617
ACH-000262,-0.05669170055297956
ACH-000263,-0.019150751244996437
ACH-000264,-0.10686067032782066
ACH-000265,0.1691019401681643
ACH-000266,-0.05000034053459786
ACH-000272,0.009323676021263666
ACH-000274,-0.12568375254134734
ACH-000277,0.019808485930513087
ACH-000278,0.08010300822838486
ACH-000279,-0.04527994326718473
ACH-000280,-0.010922543733125548
ACH-000281,-0.17078515170499192
ACH-000288,-0.039179466101819056
ACH-000291,-0.018799661441185524
ACH-000293,0.15103283765307926
ACH-000294,-0.04928728105741628
ACH-000295,-0.052114324759015375
ACH-000296,0.0930186665741318
ACH-000302,-0.045378522668613606
ACH-000304,0.07857324282748827
ACH-000307,-0.1328698726032293
ACH-000308,-0.00935214805996358
ACH-000310,-0.15086555209631844
ACH-000311,-0.17424301213239773
ACH-000312,-0.06832547224282791
ACH-000315,0.05999770740134905
ACH-000316,0.13016791684330412
ACH-000317,-0.0943016058206833
ACH-000318,-0.011842235592448564
ACH-000319,0.0012420642346531471
ACH-000320,-0.09164780928238528
ACH-000322,-0.01319813064652054
ACH-000323,0.06914978436350687
ACH-000324,-0.05511952722281766
ACH-000329,-0.021855926383785185
ACH-000330,0.0018987260281940585
ACH-000331,-0.10366533456628997
ACH-000332,-0.07478532688893763
ACH-000334,-0.10615811785887194
ACH-000335,0.11123594062941324
ACH-000336,-0.3132487390722935
ACH-000337,0.16151608869266865
ACH-000338,-0.06626405956467714
ACH-000339,-0.08661539361625735
ACH-000341,0.0450495016767589
ACH-000348,-0.09972534718917234
ACH-000350,-0.1254167046482765
ACH-000352,0.013694465122743695
ACH-000356,0.0902805685995456
ACH-000361,-0.1624818528776005
ACH-000362,-0.10523516243683256
ACH-000363,-0.09618345377532952
ACH-000364,0.007048350918233166
ACH-000365,-0.13409123512332335
ACH-000366,-0.10400430023813136
ACH-000368,-0.11136419205985804
ACH-000374,0.10014198958039533
ACH-000375,0.003281363083336088
ACH-000376,0.017388583491342
ACH-000381,0.005856035023869638
ACH-000383,0.037125543154541314
ACH-000387,0.1082554323735776
ACH-000389,0.11280613242249125
ACH-000390,-0.008580958380213458
ACH-000393,-0.018284893875749383
ACH-000395,0.06826986864211029
ACH-000396,0.22823477680703516
ACH-000397,-0.09132325935283453
ACH-000401,0.044137060905151806
ACH-000402,0.10215131003873956
ACH-000403,0.028802367434996225
ACH-000404,-0.12828297089933513
ACH-000406,-0.008096252615459315
ACH-000407,0.005027289430968549
ACH-000408,-0.06655787621657895
ACH-000410,-0.05264124540595151
ACH-000411,-0.029487769296223793
ACH-000414,-0.1174841215002926
ACH-000415,0.09069387245154466
ACH-000416,-0.002485834053413637
ACH-000420,-0.0227223984639007
ACH-000421,0.05584095489604996
ACH-000424,-0.2491121530045513
ACH-000425,-0.006588078117832866
