,SPHK1 (8877)
ACH-000004,-0.05551176073286505
ACH-000005,-0.3544448305862941
ACH-000007,-0.01737698335963943
ACH-000009,-0.131480298788163
ACH-000011,-0.059993659775822925
ACH-000012,-0.05058559183235326
ACH-000013,-0.08028727213826667
ACH-000014,-0.037429651380007235
ACH-000015,0.049984246460057134
ACH-000017,-0.13850735175930878
ACH-000018,-0.13854317004856234
ACH-000019,-0.017857310178999847
ACH-000021,-0.0520647589107487
ACH-000022,-0.08674522191865955
ACH-000025,-0.03443058999213863
ACH-000028,-0.051800206277588134
ACH-000030,-0.026251105406837415
ACH-000035,-0.07631113424313693
ACH-000036,0.012351161422076326
ACH-000037,-0.04639083016907952
ACH-000039,-0.09051219870472273
ACH-000040,-0.12205662613893548
ACH-000041,-0.1867576486605858
ACH-000042,-0.17105972427957702
ACH-000045,0.022793659301662984
ACH-000047,-0.04270851646177735
ACH-000052,-0.09592309977180588
ACH-000053,-0.04264386035916086
ACH-000054,-0.028219952386309283
ACH-000055,-0.16813920893851145
ACH-000060,-0.16275778884083575
ACH-000067,-0.11215317284139244
ACH-000070,0.011757226136952157
ACH-000075,-0.043197710862067806
ACH-000078,-0.1877462590026795
ACH-000082,-0.10990302439522226
ACH-000085,-0.21987917113896
ACH-000086,-0.026653235420192174
ACH-000087,-0.16090263147531686
ACH-000092,-0.04545966703698902
ACH-000095,0.003489673950791054
ACH-000097,-0.08437536711083239
ACH-000098,-0.07949356041490308
ACH-000099,-0.2195636027647036
ACH-000108,-0.0982045207678814
ACH-000113,0.07910663859744445
ACH-000116,-0.1872114306419193
ACH-000118,-0.05770185582878329
ACH-000120,-0.5518829676608525
ACH-000123,0.04934657676314557
ACH-000127,-0.2423883118783861
ACH-000128,-0.06359294190459731
ACH-000132,-0.14195194632927868
ACH-000133,0.08102066662848993
ACH-000137,-0.07822952513947397
ACH-000138,-0.10373875264828697
ACH-000142,-0.20076081435146848
ACH-000143,0.04685860514994649
ACH-000146,0.04487844359699833
ACH-000148,-0.06424670786625494
ACH-000150,-0.3278017056660009
ACH-000152,-0.10631647659065364
ACH-000153,-0.27870700612526644
ACH-000159,-0.17948116248842788
ACH-000160,-0.23615546196490725
ACH-000163,0.06306666419808216
ACH-000167,-0.16628146687645926
ACH-000168,-0.04265873666866462
ACH-000169,-0.04197966533506474
ACH-000178,-0.06268578742245043
ACH-000183,-0.09831752915840956
ACH-000188,-0.036659203883880456
ACH-000189,0.07673750457946514
ACH-000190,-0.4074269994102204
ACH-000198,-0.039628737978177
ACH-000203,-0.07724423846939578
ACH-000204,0.045230951085175816
ACH-000206,-0.1705575787057852
ACH-000207,-0.09111308000721302
ACH-000208,0.1571625695776573
ACH-000210,-0.19991519554685647
ACH-000211,-0.14186330644463074
ACH-000215,-0.09721946585411548
ACH-000221,-0.1060644237540461
ACH-000222,-0.13682726320128713
ACH-000223,-0.05476709994903012
ACH-000226,-0.008798206031020533
ACH-000227,-0.04004501579929131
ACH-000228,0.10072449707536812
ACH-000231,-0.11451615353339388
ACH-000232,-0.0698848289768297
ACH-000233,-0.16805358364950207
ACH-000234,-0.21830275705400745
ACH-000235,-0.06866740347235402
ACH-000237,-0.04270959806388036
ACH-000238,-0.07765544375088536
ACH-000242,-0.14489312225180528
ACH-000243,-0.04225154487276321
ACH-000244,-0.1412691140556061
ACH-000246,-0.17392658075888096
ACH-000248,-0.2324105869435758
ACH-000250,-0.14042212537592738
ACH-000251,-0.22729512471836194
ACH-000252,-0.0821851196487878
ACH-000253,-0.0466397383385606
ACH-000255,-0.03705150285188909
ACH-000256,-0.13941686102043918
ACH-000257,0.07953044818663442
ACH-000258,-0.05698070243762893
ACH-000259,-0.2379689573411829
ACH-000260,-0.203651380678794
ACH-000261,-0.1762492381327876
ACH-000262,-0.02673790549226401
ACH-000263,-0.32828155877114845
ACH-000264,-0.03830597568694492
ACH-000265,0.06062583018756086
ACH-000266,-0.10291196550520892
ACH-000272,0.007052789325843481
ACH-000274,-0.13962178863908986
ACH-000277,-0.19593307400314103
ACH-000278,-0.015320386775861712
ACH-000279,-0.13710033092766
ACH-000280,-0.027685198110077438
ACH-000281,-0.10907798876636278
ACH-000288,-0.10978680595897206
ACH-000291,-0.07147509640839292
ACH-000293,-0.030522859843396283
ACH-000294,-0.03957491606185781
ACH-000295,0.19147591627781907
ACH-000296,-0.13700628452038394
ACH-000302,-0.024646116218847745
ACH-000304,-0.2242867584906662
ACH-000307,-0.1435061575370042
ACH-000308,-0.038862652031831375
ACH-000310,-0.001187433506913201
ACH-000311,-0.02191152783842076
ACH-000312,-0.13459646547064774
ACH-000315,-0.13809034909895404
