,DNMT1 (1786)
ACH-000244,-0.29829469656056
ACH-000246,-0.32334607743145033
ACH-000248,-0.3780409519894475
ACH-000250,-0.5261689105473608
ACH-000251,-0.5196791033987799
ACH-000252,-0.5883434472899731
ACH-000253,-0.3813930722470263
ACH-000255,-0.5215284716204579
ACH-000256,-0.4717690017123609
ACH-000257,-0.1608114827901625
ACH-000258,-0.26380299312298056
ACH-000259,-0.3099721118344889
ACH-000260,-0.41051248455491146
ACH-000261,-0.28447524252365514
ACH-000262,-0.3212575324229134
ACH-000263,-0.3083633955437997
ACH-000264,-0.3372851172976605
ACH-000265,-0.3306918308570349
ACH-000266,-0.41142550444071097
ACH-000272,-0.3323134126705576
ACH-000274,-0.3962005738138022
ACH-000277,-0.18854073450236886
ACH-000278,-0.4962671214296985
ACH-000279,-0.454880327497764
ACH-000280,-0.4437414914513921
ACH-000281,-0.4443483778938215
ACH-000288,-0.3312066827936256
ACH-000291,-0.5896552229897771
ACH-000293,-0.482039580365542
ACH-000294,-0.3800002767888364
ACH-000295,-0.4729407938885219
ACH-000296,-0.3773837468593359
ACH-000302,-0.4750868677594786
ACH-000304,-0.4681302688244139
ACH-000307,-0.3873178510021604
ACH-000308,-0.3804340773639427
ACH-000310,-0.2169704489695378
ACH-000311,-0.3569755945709491
ACH-000312,-0.34213861459001343
ACH-000315,-0.6560279113280181
ACH-000316,-0.3426225234885804
ACH-000317,-0.5314552159134186
ACH-000318,-0.2852827482457347
ACH-000319,-0.5555880418971727
ACH-000320,-0.2822137983007429
ACH-000322,-0.4650328744377662
ACH-000323,-0.4080340733988306
ACH-000324,-0.44016957055524797
ACH-000329,-0.23722900406502986
ACH-000330,-0.5469196208501754
ACH-000331,-0.6570098594319178
ACH-000332,-0.4756697850305263
ACH-000334,-0.6894148308902038
ACH-000335,-0.14854599465260185
ACH-000336,-0.5823370345370787
ACH-000337,-0.4510946509984162
ACH-000338,-0.09617140884938227
ACH-000339,-0.2722769284467212
ACH-000341,-0.3054843200559511
ACH-000348,-0.3439553791089832
ACH-000350,-0.24025418656325315
ACH-000352,-0.543873670766617
ACH-000356,-0.3861748260565777
ACH-000361,-0.14639038894260473
ACH-000362,-0.3203505640691943
ACH-000363,-0.488703868183825
ACH-000364,-0.5902964095120714
ACH-000365,-0.4796187807791584
ACH-000366,-0.3376095373149817
ACH-000368,0.1317868376086458
ACH-000374,-0.4428435262088231
ACH-000375,-0.3547969176679899
ACH-000376,-0.41043348049322537
ACH-000381,-0.271117593440523
ACH-000383,-0.3645118075129092
ACH-000387,-0.3527471490020504
ACH-000389,-0.29429198996355016
ACH-000390,-0.38916571349695867
ACH-000393,-0.4898472901506434
ACH-000395,-0.22159897255928246
ACH-000396,-0.17741357396976948
ACH-000397,-0.4111981935518063
ACH-000401,-0.53646697051691
ACH-000402,-0.5681049777357107
ACH-000403,-0.3915795177249229
ACH-000404,-0.2720211545934669
ACH-000406,-0.324030855510382
ACH-000407,-0.2752423579790306
ACH-000408,-0.4595835000889308
ACH-000410,-0.3903551370668633
ACH-000411,-0.5011415624502847
ACH-000414,-0.4683451362040724
ACH-000415,-0.4206510427288339
ACH-000416,-0.3464429249315196
ACH-000420,-0.4496290732200236
ACH-000421,-0.6205709560919599
ACH-000424,-0.3655214274274257
ACH-000425,-0.32846225108880656
ACH-000426,-0.3907123328361045
ACH-000427,-0.3189530269304005
ACH-000433,-0.4891495833945438
ACH-000435,-0.3974811758428055
ACH-000436,-0.2781160048617402
ACH-000444,-0.42981667121913053
ACH-000445,-0.4184664505065753
ACH-000448,-0.40690631978123454
ACH-000450,-0.4055397470678409
ACH-000452,-0.42802877852064
ACH-000454,-0.5385854691833099
ACH-000458,-0.4052867903021914
ACH-000459,-0.5773542638248323
ACH-000460,-0.3763954617958816
ACH-000461,-0.4881621267606496
ACH-000463,-0.4581127076145911
ACH-000464,-0.6204101703130129
ACH-000466,-0.4508723153392613
ACH-000467,-0.3985387743749697
ACH-000468,-0.4398640118378244
ACH-000469,-0.4914933922849071
ACH-000470,-0.2243344046878261
ACH-000471,-0.3668731715166584
ACH-000472,-0.2533087450605201
ACH-000473,-0.4457534753451388
ACH-000475,-0.2656329954329996
ACH-000476,-0.17258224011252782
ACH-000477,0.030552007236889125
ACH-000479,-0.35764262156205623
ACH-000480,-0.5147074028253688
ACH-000481,-0.4959300330468291
ACH-000483,-0.22233731558047984
ACH-000484,-0.2401406661320897
ACH-000485,-0.4606683001061699
ACH-000486,-0.2619615852758945
ACH-000487,-0.2628316812696045
ACH-000488,-0.4131848773481223
ACH-000490,-0.5585276880508879
ACH-000491,-0.4192985900082765
ACH-000495,-0.3858183298082424
ACH-000496,-0.2265922598356288
ACH-000499,-0.2820046694752293
ACH-000500,-0.10007247044824516
ACH-000502,-0.30590045718623543
ACH-000503,-0.1280676889062191
ACH-000505,-0.24284584396152956
ACH-000507,-0.4790497266420328
ACH-000510,-0.3255522900976168
ACH-000511,-0.3404408455285966
ACH-000512,-0.5066453845533214
ACH-000516,-0.4769060968527922
ACH-000517,-0.34068563863490153
ACH-000518,-0.4871986108463517
ACH-000520,-0.23469099395233006
ACH-000521,-0.28941168839690745
ACH-000522,-0.38186405870636253
ACH-000524,-0.4557987998637981
ACH-000527,-0.35353063518000666
ACH-000528,-0.4082783802718194
ACH-000537,-0.375601829583558
ACH-000541,-0.31240104168842586
ACH-000542,-0.4322708944315005
ACH-000544,-0.28350266870121643
ACH-000545,-0.3758807914364775
ACH-000547,-0.3963680446655128
ACH-000548,-0.2910983862091308
ACH-000549,-0.3957514691507831
ACH-000550,-0.2608469870516944
ACH-000552,-0.39774725416343465
ACH-000556,-0.4124917277149514
ACH-000557,-0.336222332341274
ACH-000569,-0.5343109417211248
ACH-000570,-0.2130474748789475
ACH-000571,-0.4010075849099568
ACH-000573,-0.5301370711780118
ACH-000576,-0.36406450439367216
ACH-000579,-0.4530180693220762
ACH-000580,-0.2751364467161857
ACH-000584,-0.6541970591260471
ACH-000585,-0.5919814045337358
ACH-000588,-0.44734819076137183
ACH-000589,-0.5177186881942105
ACH-000591,-0.2340682845568416
ACH-000593,-0.16490006824342499
ACH-000600,-0.15380227314998204
ACH-000601,-0.4048900823628447
ACH-000605,-0.4121997501119403
ACH-000606,-0.4034661872760816
ACH-000608,-0.3647772847789488
ACH-000614,-0.2558513325411331
ACH-000616,-0.295293413038086
ACH-000618,-0.422375395668304
ACH-000619,-0.29883593877778786
ACH-000620,-0.37841007140088667
ACH-000621,-0.33487128021969603
ACH-000622,-0.5253989361603898
ACH-000623,-0.5098944655209157
ACH-000624,-0.2431141656684279
ACH-000627,-0.41124375588632056
ACH-000630,-0.478939087119283
ACH-000631,-0.2447364402526936
ACH-000632,-0.5435590061655335
ACH-000633,-0.4564432492957211
ACH-000637,-0.4586394361059385
ACH-000638,-0.36853629282432937
ACH-000646,-0.5114073303481249
ACH-000647,-0.4746651971223335
ACH-000648,-0.5096452793973087
ACH-000649,-0.21985723835162954
ACH-000651,-0.4848214119303487
ACH-000652,-0.2679614345776345
ACH-000653,-0.24775825775970375
ACH-000657,-0.3241565193181291
ACH-000658,-0.3315092088257742
ACH-000661,-0.21910431248304255
ACH-000662,-0.06950157248071287
ACH-000663,-0.26797784642386513
ACH-000665,-0.4389882925663332
ACH-000671,-0.0730069440853793
ACH-000672,-0.42614072703811207
ACH-000673,-0.3418004378505197
ACH-000676,-0.41794549725385977
ACH-000677,-0.226968870725174
ACH-000681,-0.4844288807218725
ACH-000683,-0.3481804440771765
ACH-000684,-0.3719834186172149
ACH-000688,-0.420670505054313
ACH-000693,-0.5395509823429657
ACH-000694,-0.3685363572029464
ACH-000695,-0.3518379892350033
ACH-000696,-0.44696347073871984
ACH-000697,-0.5461194112369037
ACH-000699,-0.5491910215594717
ACH-000701,-0.4629714204062002
ACH-000706,-0.5031830635004797
ACH-000711,-0.370830005884201
ACH-000713,-0.4696940852374874
ACH-000714,-0.15422933182471854
ACH-000718,-0.4376161289430728
ACH-000720,-0.44742512207114005
ACH-000721,-0.3657820243414845
ACH-000724,-0.3724158860058139
ACH-000725,-0.43988717124785015
ACH-000732,-0.3657514102097399
ACH-000734,-0.4177280425023031
ACH-000735,-0.35739939478568666
ACH-000736,-0.30742332979051695
ACH-000738,-0.3989094382397136
ACH-000746,-0.28048326671696866
ACH-000747,-0.5999647465752386
ACH-000748,-0.5558506947235694
ACH-000753,-0.27377277519624144
ACH-000756,-0.2985261121763783
ACH-000757,-0.22410884297208866
ACH-000758,-0.5026732929106863
ACH-000760,-0.2051114040255813
ACH-000762,-0.4954417077981017
ACH-000763,-0.5686378780254354
ACH-000764,-0.3874564332288743
ACH-000765,-0.30983285984049136
ACH-000766,-0.36390964493892997
ACH-000767,-0.4805244104505239
ACH-000768,-0.32733574536316984
ACH-000769,-0.3619855910656324
ACH-000770,-0.3113101903754193
ACH-000771,-0.2747604831572487
ACH-000773,-0.17948974629964004
ACH-000776,-0.2540606090176292
ACH-000777,-0.4856578365128735
ACH-000778,-0.2799518297634328
ACH-000781,-0.4339698372785513
ACH-000782,-0.4383557094808219
ACH-000783,-0.23272707502446394
ACH-000784,-0.29557652307993665
ACH-000785,-0.3018033451507722
ACH-000787,-0.23794891002262614
ACH-000788,-0.6279200977631906
ACH-000791,-0.3423817825948887
ACH-000792,-0.4931919436735313
ACH-000794,-0.34464839761411337
ACH-000796,-0.4216012401848296
ACH-000798,-0.5358335478963417
ACH-000799,-0.6087850208267364
ACH-000800,-0.2750040898766269
ACH-000802,-0.4536380544929323
ACH-000804,-0.33107134208201944
ACH-000805,-0.4504984376670988
ACH-000809,-0.33472241636153965
ACH-000810,-0.2734412702989512
ACH-000811,-0.37547342953025614
ACH-000817,-0.44551769844043415
ACH-000819,-0.4724232555932477
ACH-000820,-0.2852526310057442
ACH-000821,-0.4692782761216478
ACH-000822,-0.28398205362967016
ACH-000823,-0.3582334108848113
ACH-000824,-0.3749717485954791
ACH-000827,-0.41602289446807694
ACH-000829,-0.2451824011556445
ACH-000831,-0.6213826382083265
ACH-000832,-0.4872011403079362
ACH-000833,-0.39051873076912574
ACH-000834,-0.4116722568601179
ACH-000835,-0.5069676030000775
ACH-000836,-0.05286821257361507
ACH-000837,-0.44568900694342817
ACH-000838,-0.35824089047868785
ACH-000839,-0.34859374217550604
ACH-000840,-0.5210858090708234
ACH-000841,-0.3563495103675746
ACH-000843,-0.3395089527488131
ACH-000846,-0.4498833264240112
ACH-000847,-0.21638161907206552
ACH-000848,-0.3716380291092815
ACH-000849,-0.05921011358124706
ACH-000851,-0.3021843875819839
ACH-000855,-0.34750724022103313
ACH-000856,-0.6237123866743609
ACH-000858,-0.2333930761101813
ACH-000859,-0.3613642417219778
ACH-000861,-0.4762244665295666
ACH-000862,-0.4681634153783949
ACH-000865,-0.4652529752012589
ACH-000866,-0.4382653594274118
ACH-000867,-0.4439983518298496
ACH-000869,-0.2667265563007213
ACH-000872,-0.4942119914557854
ACH-000873,-0.4680743228769204
ACH-000876,-0.2892526607737203
ACH-000878,-0.4754607705816378
ACH-000880,-0.3145951596521485
ACH-000881,-0.3773455980695086
ACH-000882,-0.34865405099923563
ACH-000884,-0.3691037589487087
ACH-000885,-0.4455062578237306
ACH-000887,-0.2692764752681414
ACH-000889,-0.3604168773111304
ACH-000896,-0.24587842003666396
ACH-000898,-0.6324887446651004
ACH-000900,-0.5062243783491696
ACH-000901,-0.33267478991256993
ACH-000905,-0.4261513318123361
ACH-000906,-0.2885322492488953
ACH-000907,-0.4552355831707469
ACH-000910,-0.34234480110581705
ACH-000911,-0.3782798907761378
ACH-000912,-0.37971019571622827
ACH-000913,-0.2770651838214809
ACH-000915,-0.5875036797547601
ACH-000916,-0.9330270838001662
ACH-000917,-0.5267868640893695
ACH-000920,-0.3478008937147292
ACH-000921,-0.4699141703342972
ACH-000924,-0.3335408562369029
ACH-000926,-0.43691528940918495
ACH-000928,-0.4651502592334856
ACH-000929,-0.5622262029515233
ACH-000932,-0.31852927671803266
ACH-000935,-0.27253254087485523
ACH-000936,-0.40051303107732
ACH-000937,-0.2776289605002697
ACH-000938,-0.4245155950408399
ACH-000939,-0.3221173980394613
ACH-000941,-0.4918945160056256
ACH-000943,-0.3699982274307289
ACH-000946,-0.4927241011526384
ACH-000947,-0.5123127547752346
ACH-000948,-0.5831082146685711
ACH-000950,-0.3298441898378098
ACH-000953,-0.5033575626679733
ACH-000954,-0.18281421815903384
ACH-000957,-0.3444882752900777
ACH-000958,-0.34678944959753355
ACH-000960,-0.6011884276279631
ACH-000963,-0.32867412427965625
ACH-000968,-0.36231504336681
ACH-000969,-0.5060888146390812
ACH-000972,-0.626933727877134
ACH-000973,-0.13060180537696356
ACH-000974,-0.3275367519811745
ACH-000978,-0.4032712558359542
ACH-000984,-0.4415939433670705
ACH-000986,-0.4726914957842297
ACH-000988,-0.5433435815814255
ACH-000993,-0.3983431095359734
ACH-000994,-0.2616589146407382
ACH-000996,-0.4700731380040379
ACH-001001,-0.2445260255826245
ACH-001020,-0.5041953881625759
ACH-001028,-0.4403969866010943
ACH-001031,-0.5680539872405883
ACH-001038,-0.3068762479495871
ACH-001048,-0.3695257985386819
ACH-001050,-0.33017295924345186
ACH-001053,-0.2541039496324591
ACH-001054,-0.2477335681810852
ACH-001061,-0.4384595069560796
ACH-001067,-0.25221868484191085
ACH-001075,-0.5191789125589169
ACH-001096,-0.295844045656432
ACH-001111,-0.14999842287073198
ACH-001119,-0.2388980121239229
ACH-001128,0.2581491853294941
ACH-001134,-0.35537631228191563
ACH-001151,-0.4919787134742639
ACH-001163,-0.3536817821610113
ACH-001164,-0.2507288332035596
ACH-001183,-0.6115290405811402
ACH-001192,-0.4487679211300933
ACH-001193,-0.2552780550785641
ACH-001196,-0.4536586235204295
ACH-001197,-0.3808367080444348
ACH-001205,-0.4656249980021801
ACH-001211,-0.6112570882691498
ACH-001212,-0.6395285399701169
ACH-001228,-0.491788131608069
ACH-001232,-0.2955653431813804
ACH-001239,-0.4087734651627673
ACH-001270,-0.5391389194721057
ACH-001274,-0.5239341681204911
ACH-001275,-0.5372912988664073
ACH-001277,-0.15190696640073784
ACH-001278,-0.3092899052100561
ACH-001280,-0.3325277779615403
ACH-001283,-0.479092614860456
ACH-001289,-0.6651359423262673
ACH-001300,-0.2042610141739566
ACH-001301,-0.5295988670686876
ACH-001302,-0.3713805265242909
ACH-001306,-0.5384417173076571
ACH-001318,-0.4656115803318507
ACH-001322,-0.5385412141234317
ACH-001328,-0.4763860325336282
ACH-001332,-0.3966583061735424
ACH-001336,-0.4868531442465527
ACH-001346,-0.7186823540312995
ACH-001353,-0.4430219687138445
ACH-001354,-0.4728482102159981
ACH-001367,-0.3935327844147098
ACH-001368,-0.3439675904529643
ACH-001374,-0.4295084127715327
ACH-001377,-0.30433534678021645
ACH-001380,-0.5112803350860907
ACH-001391,-0.4458023154451756
ACH-001408,-0.41920165366196144
ACH-001430,-0.3007155498572382
ACH-001431,-0.4781408710309199
ACH-001450,-0.4132236269875567
ACH-001496,-0.13960605619451633
ACH-001500,-0.3244066587841252
ACH-001523,-0.3275625315431045
ACH-001532,-0.5074324553128193
ACH-001550,-0.2458862309738086
ACH-001552,-0.6586995515707029
ACH-001554,-0.4657184786629439
ACH-001654,-0.3402234226749287
ACH-001735,-0.6162475518770058
ACH-001736,-0.4540113761068328
ACH-001737,-0.05096715801773118
ACH-001740,-0.35034935797549777
ACH-001745,-0.5703367792590079
ACH-001765,-0.4629239714742354
