,AP3B1 (8546)
ACH-000004,-0.4711058101786527
ACH-000005,-0.20830252999334534
ACH-000007,-0.4772020187307402
ACH-000009,-0.18437463712987626
ACH-000011,-0.06579148109624831
ACH-000012,-0.07822427451756687
ACH-000013,-0.2598131466251417
ACH-000014,-0.10806356340493524
ACH-000015,-0.5352005291791844
ACH-000017,-0.4971164376094325
ACH-000018,-0.13056055046207568
ACH-000019,-0.2813415952741976
ACH-000021,-0.19602888310035174
ACH-000022,-0.1799465088329237
ACH-000025,-0.10829620687076767
ACH-000028,0.00914340820434927
ACH-000030,-0.19404179137528452
ACH-000035,-0.1906599618250415
ACH-000036,-0.2826125104313689
ACH-000037,-0.2776057434680178
ACH-000039,-0.0933299459509688
ACH-000040,-0.03655916626406427
ACH-000041,-0.1982649204756017
ACH-000042,-0.3838668088562087
ACH-000045,-0.1415039370867246
ACH-000047,-0.13949169531915268
ACH-000052,-0.349720592540546
ACH-000053,-0.2526865786220533
ACH-000054,-0.2263433484321643
ACH-000055,-0.05000718933126133
ACH-000060,-0.2842112040729401
ACH-000067,-0.3864725600621895
ACH-000070,-0.2708221121756397
ACH-000075,-0.21043445559848384
ACH-000078,-0.1262057449647583
ACH-000082,-0.1573913349177003
ACH-000085,-0.3705748511023587
ACH-000086,-0.2300204312533411
ACH-000087,-0.09926932237156297
ACH-000092,-0.2708448724009795
ACH-000095,-0.18988450814447969
ACH-000097,-0.15837816241818214
ACH-000098,-0.2946002378016082
ACH-000099,-0.1367646727435302
ACH-000108,-0.4223168862128045
ACH-000113,-0.14418389288055306
ACH-000116,-0.2335201631543848
ACH-000118,-0.00967910574778001
ACH-000120,-0.2958984987429188
ACH-000123,-0.2832407303430823
ACH-000127,-0.15789417424912586
ACH-000128,-0.13334527169722324
ACH-000132,-0.1038026277562632
ACH-000133,-0.18043912688727087
ACH-000137,-0.26159740596426284
ACH-000138,-0.0912879702976618
ACH-000142,-0.2117729356059116
ACH-000143,-0.5685457303348256
ACH-000146,-0.07566615115966542
ACH-000148,-0.24125067705791464
ACH-000150,0.06931597403658105
ACH-000152,-0.2501018596765069
ACH-000153,-0.5547128670736332
ACH-000159,-0.18655554767413365
ACH-000160,-0.11598751285662325
ACH-000163,-0.3766429636554533
ACH-000167,-0.4428861768181931
ACH-000168,-0.05200849831428934
ACH-000169,-0.4704780568103677
ACH-000178,-0.2674396462490227
ACH-000183,-0.630454476538886
ACH-000188,-0.1532143021101821
ACH-000189,-0.21333370678095165
ACH-000190,-0.17263110143864666
ACH-000198,-0.17213374478138824
ACH-000203,0.04470778520824304
ACH-000204,-0.5245659272858071
ACH-000206,-0.14278226485469786
ACH-000207,-0.160320793388
ACH-000208,-0.15976118947117396
ACH-000210,-0.0451587027571822
ACH-000211,-0.22337720582269796
ACH-000215,-0.09813565867956207
ACH-000221,-0.04057764815027149
ACH-000222,-0.4655190873224566
ACH-000223,-0.15420435692323806
ACH-000226,-0.15332939972090506
ACH-000227,-0.1084304497577761
ACH-000228,-0.16902873977449515
ACH-000231,-0.2414938271243477
ACH-000232,-0.2701269703228763
ACH-000233,-0.20437036412645984
ACH-000234,-0.013360849262043176
ACH-000235,-0.30363790520012823
ACH-000237,-0.2535689172781345
ACH-000238,-0.3582806578601353
ACH-000242,0.03453648463889898
ACH-000243,-0.14346079928568767
ACH-000244,-0.4855685890179621
ACH-000246,-0.03958568681577087
ACH-000248,-0.3871870688138147
ACH-000250,-0.3265338960854521
ACH-000251,-0.08824854982559667
ACH-000252,-0.4635078919268392
ACH-000253,-0.277602896495979
