,ASCL5 (647219)
ACH-000004,-0.22205883453900746
ACH-000005,-0.07908263518271957
ACH-000007,-0.2016495774804613
ACH-000009,-0.17932887221896862
ACH-000011,-0.17113747956776096
ACH-000012,-0.23672378539830144
ACH-000013,-0.3020317101140359
ACH-000014,-0.21700804383766029
ACH-000015,-0.2129798303361269
ACH-000017,-0.2750518023885973
ACH-000018,0.018008350483064383
ACH-000019,-0.3215918549405155
ACH-000021,-0.3208397088912707
ACH-000022,-0.10387172691490898
ACH-000025,-0.3985319088129505
ACH-000028,-0.4630757745005664
ACH-000030,-0.16620073726590115
ACH-000035,-0.14550354736106186
ACH-000036,-0.3300918761166578
ACH-000037,-0.267115562894517
ACH-000039,-0.25821277922793323
ACH-000040,-0.26399011787828114
ACH-000041,-0.13732838537588551
ACH-000042,-0.19702232399462585
ACH-000045,-0.2967770299407787
ACH-000047,-0.2580924209090146
ACH-000052,-0.4020925893404445
ACH-000053,-0.21759975979377816
ACH-000054,-0.2213608401721864
ACH-000055,-0.05351196583829202
ACH-000060,-0.14733192457952868
ACH-000067,-0.13860096366355185
ACH-000070,-0.15632560965735384
ACH-000075,-0.2531149513949703
ACH-000078,-0.1964942775231638
ACH-000082,-0.2277855706688339
ACH-000085,-0.4388430293688937
ACH-000086,-0.3398960220876186
ACH-000087,-0.2288145330775507
ACH-000092,-0.31114978839210106
ACH-000095,-0.3241708296595185
ACH-000097,-0.3233433860608473
ACH-000098,-0.33846227380204125
ACH-000099,-0.2925335534828036
ACH-000108,-0.23781179160273175
ACH-000113,-0.29045556406105394
ACH-000116,-0.3706630722916875
ACH-000118,-0.22250335098499208
ACH-000120,-0.4119607000310286
ACH-000123,-0.22442392921960866
ACH-000127,-0.24954497978794
ACH-000128,-0.34217616046753985
ACH-000132,-0.35097071098476873
ACH-000133,-0.14570900677276674
ACH-000137,-0.16675646519496806
ACH-000138,-0.21454602231237327
ACH-000142,-0.4176141924171305
ACH-000143,-0.5823282537779474
ACH-000146,-0.22424016805657
ACH-000148,-0.3958262164788791
ACH-000150,-0.3047884278979457
ACH-000152,-0.2609727401395343
ACH-000153,-0.1955214332380979
ACH-000159,-0.2399481599982868
ACH-000160,-0.26117837467390864
ACH-000163,-0.26504625699428874
ACH-000167,0.05947369253739114
ACH-000168,-0.4118321495988642
ACH-000169,-0.32927696645098226
ACH-000178,-0.2700310657703361
ACH-000183,-0.06125764031464283
ACH-000188,-0.3115891976504998
ACH-000189,-0.31747309721896344
ACH-000190,-0.2292893663648087
ACH-000198,-0.19272510575161672
ACH-000203,-0.1088512672569757
ACH-000204,-0.2595867570226301
ACH-000206,-0.033432025358194485
ACH-000207,-0.20763882558881333
ACH-000208,-0.3734286128099555
ACH-000210,-0.3329781017798652
ACH-000211,-0.15490011233739095
ACH-000215,-0.3107970590268023
ACH-000221,-0.3812658041147724
ACH-000222,-0.17191788567024427
ACH-000223,-0.35646587749263753
ACH-000226,-0.461983456194621
ACH-000227,-0.5173758667678326
ACH-000228,-0.1641578620459643
ACH-000231,-0.2521157287162388
ACH-000232,-0.12131797724790724
ACH-000233,-0.215019493846103
ACH-000234,-0.3296177477748677
ACH-000235,-0.35199332770629554
ACH-000237,-0.2412692956434313
ACH-000238,-0.4408227779819329
ACH-000242,-0.10004317080433613
ACH-000243,-0.2361789086999238
ACH-000244,-0.44136113282949213
ACH-000246,-0.3649707901427084
ACH-000248,-0.2165509865685627
ACH-000250,-0.3008332935119929
ACH-000251,-0.41840697838922747
ACH-000252,-0.17425787479067298
ACH-000253,-0.3863157173347404
ACH-000255,-0.2570183463878266
ACH-000256,-0.289660407978443
ACH-000257,-0.157670769468655
ACH-000258,-0.902616567751246
ACH-000259,-0.3499364033504449
ACH-000260,-0.21505329225008069
ACH-000261,-0.22566295220893695
ACH-000262,-0.06870248491663898
ACH-000263,-0.3500690785135984
ACH-000264,-0.16400351668602398
ACH-000265,-0.19073056202364985
ACH-000266,-0.2894987669155359
ACH-000272,-0.3550078879313293
ACH-000274,-0.20185271158570614
ACH-000277,-0.2120984251972889
ACH-000278,-0.06799868051606944
ACH-000279,-0.2740987881777464
ACH-000280,0.007368538658888288
