,LRRC49 (54839)
ACH-000004,-0.12323635456375
ACH-000005,-0.10765380221181507
ACH-000007,0.14630816382577844
ACH-000009,0.0422948480833116
ACH-000011,-0.17096823144894385
ACH-000012,-0.1033497833117827
ACH-000013,0.03872247615616803
ACH-000014,-0.21194287222367555
ACH-000015,0.008659595245923664
ACH-000017,-0.09566675773553876
ACH-000018,-0.17847868615820456
ACH-000019,0.0634336041775773
ACH-000021,0.0736187788317641
ACH-000022,-0.15121634219237953
ACH-000025,-0.20416634396534794
ACH-000028,-0.027718767091658696
ACH-000030,-0.0880242226206872
ACH-000035,0.033974665394499816
ACH-000036,-0.010631871480557931
ACH-000037,0.01093050393539497
ACH-000039,-0.05732327801010529
ACH-000040,-0.04842275134736216
ACH-000041,-0.054727823918584884
ACH-000042,-0.11115930258082617
ACH-000045,-0.05457702826844317
ACH-000047,-0.1390469715919375
ACH-000052,-0.09551281967560546
ACH-000053,-0.15929406797750925
ACH-000054,-0.027546917458770557
ACH-000055,-0.06430071978052311
ACH-000060,0.0428916052920444
ACH-000067,-0.02240203143469852
ACH-000070,-0.04249459603030455
ACH-000075,-0.17167879604251587
ACH-000078,-0.00644594433970904
ACH-000082,-0.018513706103175247
ACH-000085,-0.264194429819137
ACH-000086,0.08428974918124682
ACH-000087,0.09418447137119697
ACH-000092,0.031168932667162644
ACH-000095,-0.001966100997521506
ACH-000097,-0.030388554497056557
ACH-000098,0.04793634454693396
ACH-000099,-0.004826490848568049
ACH-000108,-0.1651942660342184
ACH-000113,-0.009672245601797892
ACH-000116,-0.10063337138232684
ACH-000118,0.050184919476871336
ACH-000120,-0.062165609193675975
ACH-000123,-0.1533409837646759
ACH-000127,-0.04489567716192228
ACH-000128,-0.03313401123116404
ACH-000132,-0.21677863840454192
ACH-000133,-0.03658667946254954
ACH-000137,-0.096017930468536
ACH-000138,0.012571295525397746
ACH-000142,-0.20475738625786288
ACH-000143,-0.13355267199224385
ACH-000146,0.031796394220236585
ACH-000148,-0.13207645741300816
ACH-000150,-0.1568254799750166
ACH-000152,0.03777412701469198
ACH-000153,-0.09098372637248688
ACH-000159,-0.039548046194538944
ACH-000160,-0.030558792011126
ACH-000163,0.035308618182385385
ACH-000167,-0.17223405525585594
ACH-000168,-0.0051684941523832025
ACH-000169,0.016257521001139228
ACH-000178,-0.0047311316155289615
ACH-000183,-0.030434749803333664
ACH-000188,-0.03960120715124098
ACH-000189,-0.07785222358286317
ACH-000190,-0.04887087865168237
ACH-000198,0.016503836617099938
ACH-000203,-0.017310296403816434
ACH-000204,0.006787201103086285
ACH-000206,0.022859270282288586
ACH-000207,-0.08007330698654237
ACH-000208,-0.06279457016348867
ACH-000210,0.05038289401688572
ACH-000211,-0.0054049658825561075
ACH-000215,-0.06512928660231056
ACH-000221,-0.04775956302121687
ACH-000222,-0.09937872858053844
