,AURKA (6790)
ACH-000004,-1.0768749892992977
ACH-000005,-1.4560745933710808
ACH-000007,-0.9522651274568584
ACH-000009,-0.5565729757083527
ACH-000011,-0.7794725550628776
ACH-000012,-0.8209125597611439
ACH-000013,-0.6827806108792848
ACH-000014,-0.9006811995160394
ACH-000015,-0.9944231958562464
ACH-000017,-0.6904340272931095
ACH-000018,-0.8196469515021427
ACH-000019,-0.8474127923107401
ACH-000021,-1.0719913623729744
ACH-000022,-0.7394807584586027
ACH-000025,-0.9916814164826148
ACH-000028,-0.8923852621359252
ACH-000030,-1.1407792566877906
ACH-000035,-0.7278636817104878
ACH-000036,-0.8459000453262104
ACH-000037,-1.072434569108369
ACH-000039,-0.7588468876051684
ACH-000040,-1.0305260506248894
ACH-000041,-0.8213176316632141
ACH-000042,-0.8144154281742121
ACH-000045,-0.9004596703174059
ACH-000047,-1.0923797991539028
ACH-000052,-1.1195569415437512
ACH-000053,-1.1048221486135283
ACH-000054,-1.0149196841461239
ACH-000055,-0.9241940859592814
ACH-000060,-0.8667363086393682
ACH-000067,-1.1464401192573084
ACH-000070,-0.8555402922775506
ACH-000075,-1.0914106843071247
ACH-000078,-0.9533417626123442
ACH-000082,-0.8096722385239971
ACH-000085,-0.7819696463344319
ACH-000086,-1.003241124558103
ACH-000087,-0.8929796518945171
ACH-000092,-0.7313811636146855
ACH-000095,-0.8441270492949856
ACH-000097,-1.1451650967439009
ACH-000098,-1.1988277662911406
ACH-000099,-0.8707787587177679
ACH-000108,-0.9439408099515552
ACH-000113,-0.9096371519563724
ACH-000116,-1.2109600883661928
ACH-000118,-0.9119474923375844
ACH-000120,-0.9572738037032924
ACH-000123,-1.1663537638846757
ACH-000127,-0.5405826757141619
ACH-000128,-1.06621787062047
ACH-000132,-0.7689819830870055
ACH-000133,-1.1957673456163407
ACH-000137,-0.9762118441982464
ACH-000138,-0.7854928354933624
ACH-000142,-0.551698810672459
ACH-000143,-0.7266888083485307
ACH-000146,-0.9241425991707398
ACH-000148,-1.1760645236869272
ACH-000150,-1.0864002183418129
ACH-000152,-1.125730853809777
ACH-000153,-1.0283884317296326
ACH-000159,-0.7998560980611926
ACH-000160,-1.044296119539441
ACH-000163,-1.0200894657078896
ACH-000167,-0.9413665999741224
ACH-000168,-0.98808384049437
ACH-000169,-0.8686239926358221
ACH-000178,-0.834272801554025
ACH-000183,-0.9711945256484878
ACH-000188,-0.8108785646083226
ACH-000189,-0.9403688610557408
ACH-000190,-0.9575703388796292
ACH-000198,-0.997309524985766
ACH-000203,-0.8797473501092021
ACH-000204,-0.94742776223858
ACH-000206,-0.7237474936099872
ACH-000207,-1.1218477677258072
ACH-000208,-0.9613912674298586
ACH-000210,-0.7196107643737993
ACH-000211,-1.0800864638530172
ACH-000215,-0.8419819078942455
ACH-000221,-1.1331201550377947
ACH-000222,-0.7249545521687064
ACH-000223,-0.8735434834713078
