,BRCA2 (675)
ACH-000004,-0.4796053300634442
ACH-000005,-0.6531936419817812
ACH-000007,-0.5319393180018464
ACH-000009,-0.27291385074091384
ACH-000011,-0.7667879045926691
ACH-000012,-0.5420982782052974
ACH-000013,-0.5305728145289771
ACH-000014,-0.5911233239125401
ACH-000015,-0.7945410183631141
ACH-000017,-0.44246817518407977
ACH-000018,-0.3787534673433804
ACH-000019,-0.724498514079867
ACH-000021,-0.6962875362186901
ACH-000022,-0.36180111729618986
ACH-000025,-0.4751616897211531
ACH-000028,-0.6716510984725009
ACH-000030,-0.6192412156293389
ACH-000035,-0.8747875295316857
ACH-000036,-0.4693623428270143
ACH-000037,-0.4453227259476716
ACH-000039,-0.5338246381382783
ACH-000040,-0.5756537711531096
ACH-000041,-0.457040095409905
ACH-000042,-0.5742382490476957
ACH-000045,-0.5360817106480111
ACH-000047,-0.6382871634632415
ACH-000052,-0.4126998401785496
ACH-000053,-0.5060806016275123
ACH-000054,-0.5066063293257838
ACH-000055,-0.7195870664646483
ACH-000060,-0.7667352907102848
ACH-000067,-0.6745397438336759
ACH-000070,-0.5730495716311031
ACH-000075,-0.8115571588842099
ACH-000078,-0.4601481595786708
ACH-000082,-0.4415688251014771
ACH-000085,-0.6916307351710493
ACH-000086,-0.4623345393306565
ACH-000087,-0.4727079524045497
ACH-000092,-0.2777272768864265
ACH-000095,-0.4511630767571122
ACH-000097,-0.6809502234464521
ACH-000098,-0.4898887410486828
ACH-000099,-0.5035086727246224
ACH-000108,-0.4554718777751941
ACH-000113,-0.6332041476184169
ACH-000116,-0.4149106614473889
ACH-000118,-0.8170113997166429
ACH-000120,-0.6768905282776839
ACH-000123,-0.6681723820453304
ACH-000127,-0.5501741886485619
ACH-000128,-0.44038051961316416
ACH-000132,-0.7688269865032797
ACH-000133,-0.3741949631351667
ACH-000137,-0.5607643686710776
ACH-000138,-0.5323948373719957
ACH-000142,-0.5492781930018299
ACH-000143,-0.7226110913120412
ACH-000146,-0.2543523493420183
ACH-000148,-0.6204547628401761
ACH-000150,-0.4470021976619628
ACH-000152,-0.7890412072749408
ACH-000153,-0.6473302049272934
ACH-000159,-0.5735823193840425
ACH-000160,-0.009941605786505906
ACH-000163,-0.4707746288481986
ACH-000167,0.27325307848552705
ACH-000168,-0.4269121994895428
ACH-000169,-0.8206598717993079
ACH-000178,-0.336042451811462
ACH-000183,-0.6600183760198884
ACH-000188,-0.607833234218787
ACH-000189,-0.7579745426618454
ACH-000190,-0.09038286041192957
ACH-000198,-0.3957139270555916
ACH-000203,-0.28503365175381024
ACH-000204,-0.299946712953968
ACH-000206,-0.8010641125137776
ACH-000207,-0.388527515277614
ACH-000208,-0.8077422966207105
ACH-000210,-0.5047688158430839
ACH-000211,-0.6443231656403244
ACH-000215,-0.5133923478748924
ACH-000221,-0.8405136925066854
ACH-000222,-0.4162287613042226
ACH-000223,-0.6540376800471156
ACH-000226,-0.6928678851542146
ACH-000227,-0.3894522134443617
ACH-000228,-1.0388261213903045
ACH-000231,-0.6917112932557132
ACH-000232,-0.6612692146569792
ACH-000233,-0.4950418123933368
ACH-000234,-0.4552040875392143
ACH-000235,-0.587190885676026
ACH-000237,-0.6364703632022285
ACH-000238,-0.4702935628928172
ACH-000242,-0.4919218109247262
ACH-000243,-0.4976268282604626
ACH-000244,-0.7543836593101614
ACH-000246,-0.5794886229052033
ACH-000248,-0.6301962743170246
ACH-000250,-0.4467312232764331
ACH-000251,-0.9207460332081424
ACH-000252,-0.7453323045955579
ACH-000253,-0.2187692285795111
ACH-000255,-0.8217401591182456
ACH-000256,-0.5439092510231728
ACH-000257,-0.5672579551947162
ACH-000258,-0.7606858633625063
ACH-000259,-0.6089709581385127
ACH-000260,-0.5931746992099184
