,FA2H (79152)
ACH-000004,-0.031180381741095
ACH-000005,-0.27686157336137296
ACH-000007,-0.2722700091982274
ACH-000009,-0.0018917382653042727
ACH-000011,-0.2953862120394622
ACH-000012,-0.18096039193128208
ACH-000013,-0.2261079575563163
ACH-000014,-0.24386724976909965
ACH-000015,-0.13728835882955573
ACH-000017,-0.14652201060754655
ACH-000018,-0.11842515697088883
ACH-000019,0.010144197345328931
ACH-000021,-0.13927532276811672
ACH-000022,-0.07256223337188701
ACH-000025,-0.2392685267202241
ACH-000028,-0.04953654566284532
ACH-000030,-0.09788432168072524
ACH-000035,-0.2534651871150581
ACH-000036,-0.17419751982787926
ACH-000037,-0.23123393412614934
ACH-000039,-0.21794035499220926
ACH-000040,-0.10211177365937557
ACH-000041,-0.021481671080253024
ACH-000042,-0.2108878495256072
ACH-000045,-0.2523177806571034
ACH-000047,-0.135601508471912
ACH-000052,0.02919522515064962
ACH-000053,-0.160943889457568
ACH-000054,-0.10146081699719817
ACH-000055,-0.07732564416634696
ACH-000060,-0.17211288371296604
ACH-000067,-0.13776260295177534
ACH-000070,-0.050530360671677065
ACH-000075,-0.17711355385221958
ACH-000078,-0.12075898190738925
ACH-000082,-0.1039485967076806
ACH-000085,-0.31814147160030304
ACH-000086,-0.18554317165680254
ACH-000087,0.06266905562578477
ACH-000092,0.01499036666461817
ACH-000095,-0.15831882021023833
ACH-000097,-0.1478901032380073
ACH-000098,-0.29675310739875044
ACH-000099,-0.136656677625054
ACH-000108,-0.17680337149642011
ACH-000113,-0.1594101926836104
ACH-000116,-0.10697511852148577
ACH-000118,-0.1510958102435742
ACH-000120,-0.18595404541085067
ACH-000123,-0.003065143076877441
ACH-000127,-0.2218126129180092
ACH-000128,-0.029265268174912238
ACH-000132,-0.2225964265358049
ACH-000133,-0.2408445408833752
ACH-000137,-0.062428439292317485
ACH-000138,-0.2112977007875278
ACH-000142,-0.2337487597254276
ACH-000143,-0.0996570381646992
ACH-000146,-0.11665527604553275
ACH-000148,-0.11283109166848924
ACH-000150,-0.019017689845051283
ACH-000152,-0.23873264529713256
ACH-000153,-0.11443411635001742
ACH-000159,-0.0978313232305326
ACH-000160,0.002560498822315298
ACH-000163,-0.13130362324746364
ACH-000167,0.37396624336265466
ACH-000168,0.0014943565125476812
ACH-000169,-0.14440706404935286
ACH-000178,-0.100169826412599
ACH-000183,-0.17441193895554166
ACH-000188,-0.10587340388452532
ACH-000189,0.043468304371344385
ACH-000190,-0.26115976179605843
ACH-000198,-0.09464185546841396
ACH-000203,0.3262736742888622
ACH-000204,-0.2755707023407354
ACH-000206,-0.055987651352346623
ACH-000207,-0.16699699617461095
ACH-000208,-0.2343747488623368
ACH-000210,-0.2525592492624297
ACH-000211,-0.10830824174369563
ACH-000215,-0.1633888743216127
ACH-000221,-0.30956735765275833
ACH-000222,-0.22810103763596906
ACH-000223,-0.10741441888589068
ACH-000226,-0.15168414673020994
ACH-000227,-0.16910055125970638
ACH-000228,-0.21195262382819896
ACH-000231,-0.09643121919864288
ACH-000232,-0.11183002513932826
ACH-000233,-0.1207917068174967
ACH-000234,-0.04999304303910185
ACH-000235,-0.14243861569301688
ACH-000237,-0.0105117108455324
ACH-000238,-0.1979015106573703
ACH-000242,-0.22484843354094816
ACH-000243,-0.13524519102300414
ACH-000244,-0.0637699565668554
ACH-000246,-0.10791207938009356
ACH-000248,-0.10464547919670714
ACH-000250,-0.24441090868288745
ACH-000251,-0.06544877999543912
ACH-000252,-0.19562387256127564
ACH-000253,-0.09801255584108948
ACH-000255,-0.15924907988755516
ACH-000256,-0.08284191349719873
ACH-000257,-0.2695329326770847
ACH-000258,-0.13474164656313584
ACH-000259,-0.14100579277714062
ACH-000260,-0.14710034028011354
ACH-000261,-0.17945998858201176
ACH-000262,-0.05617145164895556
ACH-000263,0.009641022072320628
ACH-000264,-0.08617384989077649
ACH-000265,-0.00770699725470868
ACH-000266,-0.1529889873706485
ACH-000272,-0.08144036345049842
ACH-000274,-0.16815519292223002
ACH-000277,-0.05530516499001803
ACH-000278,-0.08224821761949243
ACH-000279,-0.15593322047527206
ACH-000280,-0.17253313868511322
ACH-000281,-0.18145241253720856
ACH-000288,-0.18679440286228552
ACH-000291,-0.10737806956750076
ACH-000293,-0.2555202160765068
ACH-000294,-0.1684797210285506
ACH-000295,-0.24134524543857114
ACH-000296,-0.07876245211410952
ACH-000302,-0.08600193303958509
ACH-000304,0.11794665124274868
ACH-000307,-0.26353583295861543
ACH-000308,-0.10738608810863627
ACH-000310,-0.13144870023266378
ACH-000311,-0.2062059445975712
ACH-000312,-0.18342323592108328
ACH-000315,-0.1080715481524876
ACH-000316,-0.1995649619633066
ACH-000317,0.10415684188995744
ACH-000318,-0.15938709650976318
ACH-000319,-0.25753243482930344
ACH-000320,-0.13657300588338686
ACH-000322,0.018158583705696504
ACH-000323,-0.05174868284737169
ACH-000324,-0.11348183249187108
ACH-000329,-0.18465001631491626
ACH-000330,-0.08204457281633508
ACH-000331,-0.027750271179496182
ACH-000332,-0.15978484523027814
ACH-000334,-0.03326992254548758
ACH-000335,-0.28498190533447154
ACH-000336,0.2587888387168327
ACH-000337,-0.2388696246328012
ACH-000338,0.018495184087726872
ACH-000339,-0.09272273994426143
ACH-000341,-0.1338692339988992
ACH-000348,-0.2836409432975027
ACH-000350,-0.16901729293213869
ACH-000352,-0.3313566324685858
ACH-000356,-0.011583329035596276
ACH-000361,-0.2628976060400216
ACH-000362,-0.16096735820790162
ACH-000363,-0.13251893623636302
ACH-000364,-0.1481192358525796
ACH-000365,-0.16196146021061633
