,TP53BP1 (7158)
ACH-000004,-0.4101034781989617
ACH-000005,-0.2408798993687578
ACH-000007,-0.043530731974807405
ACH-000009,-0.2524743248520921
ACH-000011,0.528065286317507
ACH-000012,-0.17482533772562914
ACH-000013,-0.16101955023479864
ACH-000014,0.009082239460821227
ACH-000015,-0.09426540506847317
ACH-000017,-0.0983213454921566
ACH-000018,-0.2975847689714607
ACH-000019,-0.0733928217526032
ACH-000021,-0.18198540405268973
ACH-000022,-0.11448717587766336
ACH-000025,-0.19083376809488928
ACH-000028,0.1631145307827241
ACH-000030,-0.2705460478896535
ACH-000035,-0.5662484237188282
ACH-000036,-0.07764486758931954
ACH-000037,-0.0801002972924098
ACH-000039,-0.1320243218846088
ACH-000040,-0.1915625129952572
ACH-000041,-0.3261311792088931
ACH-000042,-0.2100684366506361
ACH-000045,-0.3579666219273725
ACH-000047,-0.17419209337214347
ACH-000052,-0.1671458158230911
ACH-000053,-0.07620010821981575
ACH-000054,-0.06649346695262548
ACH-000055,-0.3112065390269831
ACH-000060,-0.3129444247752365
ACH-000067,-0.1912233569627613
ACH-000070,-0.2295217430130901
ACH-000075,0.02297939738532926
ACH-000078,0.0006394358912761959
ACH-000082,-0.09186409053395984
ACH-000085,-0.17714628109718092
ACH-000086,-0.06456657178994774
ACH-000087,-0.21748614566563929
ACH-000092,-0.2097436029371183
ACH-000095,-0.2163318568947323
ACH-000097,0.2390347829645544
ACH-000098,0.0046691420880333205
ACH-000099,-0.13384043176192936
ACH-000108,-0.18559123141280787
ACH-000113,-0.12241702851656347
ACH-000116,-0.26800502331243997
ACH-000118,-0.11311252747308438
ACH-000120,-0.3558437157702328
ACH-000123,-0.022012108356479352
ACH-000127,-0.1830524067314566
ACH-000128,-0.19420169102100665
ACH-000132,-0.08187581754828373
ACH-000133,-0.1271910119061861
ACH-000137,-0.06500782305212338
ACH-000138,-0.07914964569944961
ACH-000142,-0.3256454640756054
ACH-000143,-0.11999494766333806
ACH-000146,-0.2502772091780733
ACH-000148,-0.04160404324586451
ACH-000150,-0.1271827116838729
ACH-000152,0.08878895915660544
ACH-000153,0.20710926245695027
ACH-000159,0.0940980271284108
ACH-000160,-0.05295623323584862
ACH-000163,-0.34065416177995794
ACH-000167,0.347520558810042
ACH-000168,-0.23146668530982564
ACH-000169,-0.2804854921517084
ACH-000178,-0.33015216788932145
ACH-000183,-0.3076223311416631
ACH-000188,-0.4135152818505115
ACH-000189,0.12601279735701007
ACH-000190,-0.03749030926296991
ACH-000198,-0.022346871694701176
ACH-000203,-0.17776049935426386
ACH-000204,-0.5118742940531011
ACH-000206,-0.5676070589549777
ACH-000207,-0.4970638077279818
ACH-000208,0.14110249214045106
ACH-000210,-0.03969044428411109
ACH-000211,-0.03980570296215659
ACH-000215,0.03064810221241732
ACH-000221,-0.2513214812524305
ACH-000222,0.06342944118235201
ACH-000223,-0.01807790202407808
ACH-000226,-0.1112271701916424
ACH-000227,-0.2617653367829629
ACH-000228,-0.35845739230986023
ACH-000231,-0.3263458512410249
ACH-000232,-0.06868928078530724
ACH-000233,-0.35015843936022684
ACH-000234,0.14273385905274547
ACH-000235,-0.14878164654160034
ACH-000237,-0.13296492359363554
ACH-000238,-0.2785647964825459
ACH-000242,-0.6208164920164037
ACH-000243,-0.2644568523481541
ACH-000244,0.6130570159500878
ACH-000246,0.9183948457441404
ACH-000248,-0.2345936825067208
ACH-000250,-0.12446204514116448
ACH-000251,-0.5607639308512495
ACH-000252,-0.09197411157679733
ACH-000253,-0.26605450220731064
ACH-000255,-0.3611901342258232
ACH-000256,-0.2584446536043947
ACH-000257,-0.34548299084850004
ACH-000258,-0.09911711878224093
ACH-000259,-0.06839340125274528
ACH-000260,-0.2493757385305259
ACH-000261,-0.19125332476380005
ACH-000262,0.4072361435729527
ACH-000263,-0.3393375244866984
ACH-000264,-0.2948363655414328
ACH-000265,-0.3681897524714714
ACH-000266,-0.15348721986671515
ACH-000272,-0.10657834101632896
ACH-000274,-0.0532537559826985
ACH-000277,-0.0042710975013271
ACH-000278,-0.16633749957450286
ACH-000279,-0.4003567452335245
ACH-000280,0.08875119662139096
ACH-000281,-0.24642368929999894
ACH-000288,-0.06259814291501056
ACH-000291,-0.07464954824110806
ACH-000293,-0.1316430053882462
ACH-000294,-0.3008707300095102
ACH-000295,-0.26431344872514057
ACH-000296,-0.2505628621442165
ACH-000302,-0.15668295356886686
ACH-000304,0.1086838565967584
ACH-000307,-0.26036125828848256
ACH-000308,-0.13143682795433348
ACH-000310,-0.2018470849488742
ACH-000311,0.13400511340496452
ACH-000312,-0.13621381912577682
ACH-000315,-0.42266307825381505
ACH-000316,-0.5222102984816668
ACH-000317,0.14891038000288725
ACH-000318,-0.2820716144135147
ACH-000319,-0.1004535007746123
ACH-000320,-0.4723454636825878
ACH-000322,0.15882570853408495
ACH-000323,-0.17621961216659246
ACH-000324,-0.12480863974295706
ACH-000329,-0.11478017622116238
ACH-000330,-0.4063773637446319
ACH-000331,-0.29285271715413835
ACH-000332,-0.24197405188346516
ACH-000334,-0.030850968456849745
ACH-000335,0.15583819614352268
ACH-000336,0.015099216810829581
ACH-000337,-0.28167127380382434
ACH-000338,0.0147415049467365
ACH-000339,-0.11033597724246047
ACH-000341,-0.1150216728031149
ACH-000348,-0.18669872553172376
ACH-000350,-0.12709914041499334
ACH-000352,-0.1059400956122906
ACH-000356,-0.21426090125595304
ACH-000361,0.10083234952681833
ACH-000362,-0.09298995703939583
ACH-000363,-0.1465904858698047
ACH-000364,-0.17650455504795884
ACH-000365,-0.2535325393897801
ACH-000366,-0.13976859105216966
ACH-000368,-0.22902574553444285
ACH-000374,-0.28701610181325504
ACH-000375,0.04263418565747976
ACH-000376,-0.16638956343369712
ACH-000381,-0.1907899961412138
ACH-000383,-0.14103031229425386
ACH-000387,-0.29542043062697626
ACH-000389,0.16999169790010069
ACH-000390,-0.1436124833739195
ACH-000393,-0.2021031840740426
ACH-000395,-0.3880615498749836
ACH-000396,-0.2119775641801702
ACH-000397,-0.2742882559743761
ACH-000401,-0.2972947754382928
ACH-000402,-0.27127963881803113
ACH-000403,-0.2571670423721472
ACH-000404,-0.06052042736256325
ACH-000406,-0.1972744839324408
ACH-000407,-0.24182409559571064
ACH-000408,-0.5656110713562865
ACH-000410,-0.17068530052896225
ACH-000411,0.19274596067627875
ACH-000414,0.11404349442817392
ACH-000415,-0.3290481941351786
ACH-000416,-0.130041918805125
ACH-000420,-0.17467056795574284
ACH-000421,-0.219173501330216
ACH-000424,-0.3979046948343992
ACH-000425,0.3408266573037907
ACH-000426,-0.2959614797917032
ACH-000427,-0.125382431448623
ACH-000433,0.1241825460918396
ACH-000435,-0.46339389652246604
ACH-000436,-0.2621933001116137
ACH-000444,-0.12613861788442648
ACH-000445,-0.3201330147586006
ACH-000448,0.061729662351579326
ACH-000450,-0.087773281682202
ACH-000452,-0.2851179926743119
ACH-000454,-0.2723080804393834
ACH-000458,-0.4916853302909842
ACH-000459,0.5480834083573777
ACH-000460,-0.23057693193507625
ACH-000461,-0.25373463177531513
ACH-000463,-0.06625419658189356
ACH-000464,-0.2363170810455373
ACH-000466,-0.14822412664494505
ACH-000467,-0.04741486268001252
ACH-000468,-0.3028695803758427
ACH-000469,-0.19968483869001405
ACH-000470,-0.25393854827876544
ACH-000471,0.020497834172089956
ACH-000472,-0.17031976851861924
ACH-000473,-0.24600598463285125
ACH-000475,-0.06204104159083525
ACH-000476,-0.14640692509158024
ACH-000477,-0.10924599045621587
ACH-000479,0.08765787187146676
ACH-000480,-0.28232717254513795
ACH-000481,-0.4610295972644208
ACH-000483,-0.1248414441142696
ACH-000484,-0.13408445222138096
ACH-000485,0.13070845213601626
ACH-000486,0.14133839246026966
ACH-000487,-0.2339831571891171
ACH-000488,-0.1506987432112554
ACH-000490,-0.18009355042004113
ACH-000491,-0.409790152478728
ACH-000495,0.6950665357896506
ACH-000496,-0.2720883473502024
ACH-000499,-0.17182168981180135
ACH-000500,-0.8592673166472374
ACH-000502,-0.2466499232818961
ACH-000503,-0.457376326901643
ACH-000505,0.01716843880817813
ACH-000507,-0.1489631604479533
ACH-000510,-0.12272132365598193
ACH-000511,-0.05608270377817641
ACH-000512,-0.1191998027029612
ACH-000516,0.036206653497497465
ACH-000517,-0.19466416256683555
ACH-000518,-0.19097745691697296
ACH-000520,-0.25528160448273324
ACH-000521,-0.2755903715063221
ACH-000522,-0.29541015927546205
ACH-000524,-0.1330229014123957
ACH-000527,-0.015380578405166259
ACH-000528,-0.4756185666947118
ACH-000537,-0.12607228433970555
ACH-000541,-0.31093175965407216
ACH-000542,-0.0896454167768786
ACH-000544,-0.4120563414639978
ACH-000545,-0.1588445981483432
ACH-000547,0.10689876619370656
ACH-000548,-0.34445126636602696
ACH-000549,-0.3104738511675895
ACH-000550,-0.08149144803538813
ACH-000552,-0.2858593966778677
ACH-000556,-0.20362850428241785
ACH-000557,-0.18951361221446594
ACH-000569,-0.02811501384670195
ACH-000570,-0.2134195812726837
ACH-000571,-0.04317222765613527
ACH-000573,-0.03407247370408377
ACH-000576,-0.4760718269038284
ACH-000579,-0.25309204270190044
ACH-000580,0.39093558015085533
ACH-000584,-0.037123020358666416
ACH-000585,-0.3624668115584423
ACH-000588,-0.2640845227015481
ACH-000589,-0.17793995916699554
ACH-000591,-0.043695927728381434
ACH-000593,-0.17888616774255986
ACH-000600,0.2519656029453713
ACH-000601,-0.17514075406454946
ACH-000605,-0.20339790355655651
ACH-000606,-0.2545952778529869
ACH-000608,-0.08618601173174888
ACH-000614,0.5688792431604616
ACH-000616,-0.3928763585249594
ACH-000618,-0.3230432773552651
ACH-000619,-0.2655607760448902
ACH-000620,0.12058926057448402
ACH-000621,-0.08139268423179735
ACH-000622,-0.2792659977523278
ACH-000623,-0.2139660024447008
ACH-000624,-0.11628462656898375
ACH-000627,-0.06833919885961896
ACH-000630,-0.22094926522334726
ACH-000631,0.3387607465479769
ACH-000632,-0.03125152781957361
ACH-000633,-0.16845407015446653
ACH-000637,-0.35677916875620796
ACH-000638,-0.4200709092444166
ACH-000646,-0.12966405921954513
ACH-000647,-0.2216201785668319
ACH-000648,0.08657902808795234
ACH-000649,-0.14918682227912394
ACH-000651,-0.4218014052284433
ACH-000652,-0.01358727494314025
ACH-000653,-0.2919683987564817
ACH-000657,-0.047809239455327716
ACH-000658,-0.19850615294471075
ACH-000661,0.005584850856173034
ACH-000662,-0.5613442874507295
ACH-000663,0.3822697656228269
ACH-000665,-0.2342211974131577
ACH-000671,-0.09624362739035162
ACH-000672,-0.5837056581812812
ACH-000673,-0.15841312003651845
ACH-000676,-0.3236696843884372
ACH-000677,0.1192869344115182
ACH-000681,0.07449581167277343
ACH-000683,-0.16095685353302314
ACH-000684,0.21833424587489933
ACH-000688,-0.05990631895530664
ACH-000693,-0.3327054263845019
ACH-000694,-0.38897435811645015
ACH-000695,-0.18100344933494608
ACH-000696,-0.20528510365070976
ACH-000697,0.02208551023743965
ACH-000699,-0.1227747435729646
ACH-000701,0.041457014048589175
ACH-000706,-0.14137766685416325
ACH-000711,-0.0670320296501567
ACH-000713,-0.1394006942067529
ACH-000714,-0.4019340049970492
ACH-000718,-0.06844387424213931
ACH-000720,-0.16537436481811338
ACH-000721,-0.2253247717385688
ACH-000724,-0.04849372755893356
ACH-000725,-0.4134024850144837
ACH-000732,-0.15978048726898278
ACH-000734,-0.240549890502318
ACH-000735,-0.1575439737837081
ACH-000736,-0.3031499270126153
ACH-000738,-0.051485645245867316
ACH-000746,-0.13308525900839274
ACH-000747,-0.3543006552305193
ACH-000748,0.10553175632841044
ACH-000753,-0.22666408566526594
ACH-000756,-0.18765547323670487
ACH-000757,-0.087647740641088
ACH-000758,-0.20047195917323016
ACH-000760,-0.16626133204051674
ACH-000762,-0.2210191897682897
ACH-000763,-0.2391590987036332
ACH-000764,-0.03086626001592692
ACH-000765,-0.136120450055302
ACH-000766,-0.30223595974745954
ACH-000767,-0.2728929728930927
ACH-000768,-0.4578224750818074
ACH-000769,-0.2623410473151655
ACH-000770,-0.4282172233831277
ACH-000771,-0.21170034882521466
ACH-000773,-0.0059978393157282105
ACH-000776,0.03986811260640378
ACH-000777,-0.5935990516420181
ACH-000778,-0.2880783699188549
ACH-000781,-0.1386047310591811
ACH-000782,-0.3663734861083109
ACH-000783,-0.21240286762027127
ACH-000784,-0.17266236327019385
ACH-000785,-0.2758827973114949
ACH-000787,-0.3938915258267949
ACH-000788,-0.1382654447375175
ACH-000791,-0.2822437765170503
ACH-000792,-0.3036199652455942
ACH-000794,-0.3475428331846263
ACH-000796,-0.23699915517796355
ACH-000798,-0.26241845550444937
ACH-000799,-0.3004521226612587
ACH-000800,-0.5114762313762841
ACH-000802,-0.4348569297390923
ACH-000804,-0.10554926700803406
ACH-000805,-0.044619516914552015
ACH-000809,-0.35307302885133707
ACH-000810,-0.2882708324937516
ACH-000811,-0.22862890818940634
ACH-000817,-0.6485764912021244
ACH-000819,-0.34828097933639485
ACH-000820,-0.012533308015867474
ACH-000821,-0.20884859566735625
ACH-000822,-0.09190170844923737
ACH-000823,-0.17250407314251526
ACH-000824,-0.2193478875824395
ACH-000827,0.02884881400154756
ACH-000829,-0.2545307782475445
ACH-000831,-0.4046223561311948
ACH-000832,-0.5944143530777447
ACH-000833,-0.13295167427711774
ACH-000834,-0.11607526432579438
ACH-000835,-0.23527918441936926
ACH-000836,-0.029080482060556724
ACH-000837,-0.27920281459022245
ACH-000838,0.06052092835059467
ACH-000839,-0.21865223045368853
ACH-000840,-0.7588999535070631
ACH-000841,-0.2812693094184925
ACH-000843,-0.434784231380264
ACH-000846,-0.4219785722855807
ACH-000847,-0.21604897119106173
ACH-000848,-0.26194989019070586
ACH-000849,-0.10845304441353937
ACH-000851,-0.2325200162933725
ACH-000855,-0.8045619852498067
ACH-000856,-0.11391638983831265
ACH-000858,-0.1463045653794639
ACH-000859,-0.1387745439826237
ACH-000861,-0.3897096854007448
ACH-000862,-0.1420809536937424
ACH-000865,-0.4685998090510885
ACH-000866,-0.1519654990815073
ACH-000867,-0.09278070734380912
ACH-000869,-0.3252217776813081
ACH-000872,-0.061262206323953815
ACH-000873,-0.31816964595627284
ACH-000876,-0.2200826328736442
ACH-000878,-0.3634392492509456
ACH-000880,0.1302112381800254
ACH-000881,0.040276246951602826
ACH-000882,-0.08254935880677057
ACH-000884,-0.3090173094409942
ACH-000885,-0.17573869969809972
ACH-000887,-0.19590227730190107
ACH-000889,-0.30913896918058004
ACH-000896,-0.2638812988385832
ACH-000898,-0.052511029311841706
ACH-000900,-0.19516455406644076
ACH-000901,-0.15771899729019415
ACH-000905,-0.19700785380028624
ACH-000906,-0.14491775147589933
ACH-000907,0.10372128245712517
ACH-000910,-0.11269710644569947
ACH-000911,-0.2248109157094681
ACH-000912,-0.3750798319848119
ACH-000913,-0.3228668756801667
ACH-000915,-0.13652613719226944
ACH-000916,-0.3681689995589518
ACH-000917,-0.32929251516688435
ACH-000920,0.0016716181144123634
ACH-000921,-0.34675349218181045
ACH-000924,-0.147286962441708
ACH-000926,-0.0367238992647103
ACH-000928,0.35329145090564873
ACH-000929,-0.4340787332254365
ACH-000932,0.0704062681817154
ACH-000935,0.4748465588958475
ACH-000936,-0.1575315752048663
ACH-000937,-0.20124736817279185
ACH-000938,-0.1991744777676801
ACH-000939,-0.0008126368558109608
ACH-000941,-0.21046701545187865
ACH-000943,-0.15442626593864986
ACH-000946,-0.2272931904892374
ACH-000947,0.08909393555836957
ACH-000948,-0.14469545865057765
ACH-000950,-0.0673423663196833
ACH-000953,-0.2523789602535513
ACH-000954,-0.2825173586828155
ACH-000957,-0.08128314168751634
ACH-000958,-0.5081411208766156
ACH-000960,-0.2083812180770549
ACH-000963,-0.002127402847192742
ACH-000968,-0.14846704013801296
ACH-000969,-0.2751504886135557
ACH-000972,-0.2351879096055553
ACH-000973,-0.1479120046898207
ACH-000974,-0.2993734997705558
ACH-000978,-0.2918384190105409
ACH-000984,-0.2738019233121083
ACH-000986,-0.17760126554415925
ACH-000988,-0.12418302772749623
ACH-000993,0.05908618761864363
ACH-000994,-0.3449455639879169
ACH-000996,-0.4183636696266083
ACH-001001,-0.24859518377766654
ACH-001020,0.18282704553920825
ACH-001028,-0.1282156804202784
ACH-001031,0.0824107865735994
ACH-001038,-0.1133698633124396
ACH-001048,-0.14124467388702508
ACH-001050,0.2589365413171548
ACH-001053,-0.2367468673869505
ACH-001054,-0.1981664200408806
ACH-001061,-0.15235794181356024
ACH-001067,0.321032507023299
ACH-001075,-0.13726035453613272
ACH-001096,-0.4045609367968372
ACH-001111,-0.2190575489907707
ACH-001119,-0.24545434454994225
ACH-001128,1.3831861249048192
ACH-001134,0.33899584621272666
ACH-001151,-0.2673861181663849
ACH-001163,-0.412885947107402
ACH-001164,0.03247692819534717
ACH-001183,-0.00903493517633981
ACH-001192,-0.361959227195598
ACH-001193,-0.5455739750819767
ACH-001196,-0.4297320340610094
ACH-001197,-0.5674361102728409
ACH-001205,0.11269553025627445
ACH-001211,0.2264300820649425
ACH-001212,0.021690583486860333
ACH-001228,-0.13320967322291258
ACH-001232,-0.2637064870136479
ACH-001239,0.1750241679799203
ACH-001270,-0.3877397677961002
ACH-001274,0.12758689397797152
ACH-001275,-0.15596996669011234
ACH-001277,-0.289255279273049
ACH-001278,0.24970005037690016
ACH-001280,-0.06860622941972272
ACH-001283,0.030558823891290107
ACH-001289,0.015320288597764868
