,FAM83E (54854)
ACH-000004,-0.2772212849754049
ACH-000005,0.11094817142153636
ACH-000007,-0.3011931958089641
ACH-000009,-0.2248924697557024
ACH-000011,-0.3463032568758203
ACH-000012,-0.3224233349810776
ACH-000013,-0.38715496583653
ACH-000014,-0.41532552143005774
ACH-000015,-0.26746138010706705
ACH-000017,-0.19274209201360126
ACH-000018,-0.2821201426194119
ACH-000019,-0.15807463641117955
ACH-000021,-0.2718690611535048
ACH-000022,-0.21644450527305095
ACH-000025,-0.13643538568976532
ACH-000028,-0.2285709089417601
ACH-000030,-0.2129961718769297
ACH-000035,-0.2302349569032105
ACH-000036,-0.0931271579384317
ACH-000037,-0.2372281996900596
ACH-000039,-0.16106828355300842
ACH-000040,-0.11914163573272958
ACH-000041,-0.17420003621791982
ACH-000042,-0.3013405011174343
ACH-000045,-0.09579294778105346
ACH-000047,-0.2928587625154839
ACH-000052,-0.13971693605454202
ACH-000053,-0.16502034774251773
ACH-000054,-0.3036084569783097
ACH-000055,-0.22496139683506916
ACH-000060,-0.3670500390355697
ACH-000067,-0.4099337134213429
ACH-000070,-0.1796166015816029
ACH-000075,-0.25260831202572603
ACH-000078,-0.1564724319691177
ACH-000082,-0.2565941648235928
ACH-000085,-0.17908661627076206
ACH-000086,-0.3034253850145251
ACH-000087,-0.2095745978199754
ACH-000092,-0.34175211765607394
ACH-000095,-0.2498578691424065
ACH-000097,-0.18622179983253664
ACH-000098,-0.25597289604346624
ACH-000099,-0.17904780737932305
ACH-000108,-0.2785367230474808
ACH-000113,-0.31606930823436674
ACH-000116,-0.09779240655306426
ACH-000118,-0.17291799776898392
ACH-000120,-0.2026107241184192
ACH-000123,-0.18838583231978628
ACH-000127,-0.22439619880359826
ACH-000128,-0.011394199359286738
ACH-000132,-0.29722053925477543
ACH-000133,-0.24017954027537114
ACH-000137,-0.283028667725232
ACH-000138,-0.2079752067905284
ACH-000142,-0.30766915879245044
ACH-000143,-0.3068838922051573
ACH-000146,-0.22463234110981764
ACH-000148,-0.1598636731733337
ACH-000150,-0.20140616050503152
ACH-000152,-0.11789118573860027
ACH-000153,-0.16359613513674398
ACH-000159,-0.2190670436185974
ACH-000160,-0.10975269000291904
ACH-000163,-0.09057558581323592
ACH-000167,-0.07812451866000662
ACH-000168,-0.0816565907690184
ACH-000169,-0.08912437241302107
ACH-000178,-0.21939108386301565
ACH-000183,0.020132490293121072
ACH-000188,-0.2963803971264193
ACH-000189,-0.3257521205364797
ACH-000190,-0.2753457899764561
ACH-000198,-0.07205374215750587
ACH-000203,0.035047643677658225
ACH-000204,-0.3004064295647187
ACH-000206,-0.06252028848020559
ACH-000207,-0.18488362017152649
ACH-000208,-0.008703283027831184
ACH-000210,-0.6946425216297186
ACH-000211,-0.3224880899196687
ACH-000215,-0.1736542845858823
ACH-000221,-0.29500124035806463
ACH-000222,-0.3381038832616922
ACH-000223,-0.08626485746689047
ACH-000226,-0.14044932498282928
ACH-000227,-0.3822072955515904
ACH-000228,-0.23935015037643675
ACH-000231,-0.11372238239005884
ACH-000232,-0.3502665736249301
ACH-000233,-0.17383017591589972
ACH-000234,-0.2139356794742888
ACH-000235,-0.2734616130390743
ACH-000237,-0.32900501823850026
ACH-000238,-0.2035743490897488
ACH-000242,-0.3018465818895911
ACH-000243,-0.2067091674549677
ACH-000244,-0.04928693923722837
ACH-000246,-0.295596111992169
ACH-000248,-0.16567159686352598
ACH-000250,-0.26783980615507746
ACH-000251,-0.34910164263607346
ACH-000252,-0.3921277199530356
ACH-000253,-0.3207522307019653
ACH-000255,-0.4246333036346197
ACH-000256,-0.3931556582676641
ACH-000257,-0.09128739330488474
ACH-000258,-0.12862957315231918
ACH-000259,-0.24805762603136736
ACH-000260,-0.22530566751265824
ACH-000261,-0.2470040528440401
ACH-000262,-0.3175754255264333
ACH-000263,0.08212241023523684
ACH-000264,-0.11979018144208307
ACH-000265,-0.24997210444542106
ACH-000266,-0.2289542522990964
ACH-000272,-0.13166771377829758
ACH-000274,-0.3126160557614308
ACH-000277,-0.2480311294645881
ACH-000278,-0.2597504403596595
ACH-000279,-0.12129980274109935
ACH-000280,-0.3701185320759449
ACH-000281,-0.1416579088438421
ACH-000288,-0.21666590743985095
ACH-000291,-0.34353597592350543
ACH-000293,-0.22705327018479826
ACH-000294,-0.5858030032002499
ACH-000295,-0.1083539993771028
ACH-000296,-0.2446627634506427
ACH-000302,-0.4453123630127639
ACH-000304,-0.2231631309868277
ACH-000307,-0.14321901917750607
ACH-000308,-0.2439215209401938
ACH-000310,-0.1414741492672187
ACH-000311,-0.3597160715634595
ACH-000312,-0.2116990965753299
ACH-000315,-0.04987250264233993
ACH-000316,-0.11578064366425447
ACH-000317,-0.07786782324453129
ACH-000318,-0.32013544382254594
ACH-000319,-0.14106200770076602
ACH-000320,-0.4223963084830308
ACH-000322,0.12865059971591808
ACH-000323,-0.07566346528884021
ACH-000324,-0.29680211788506805
ACH-000329,-0.2687601119841687
ACH-000330,-0.2359665598722228
ACH-000331,-0.3399915267729976
ACH-000332,-0.2864922548745347
ACH-000334,-0.29697236914259084
ACH-000335,-0.32227164295413896
ACH-000336,0.06758394979950254
ACH-000337,-0.2557434752261093
ACH-000338,-0.04217392973941368
ACH-000339,-0.3034621345479517
ACH-000341,-0.4231738561189721
ACH-000348,-0.23753300830529084
ACH-000350,-0.2654982734813184
ACH-000352,-0.23704582011530684
ACH-000356,-0.5115654895721469
ACH-000361,-0.44849065548951184
ACH-000362,-0.14833363125449622
ACH-000363,-0.16180590718381824
ACH-000364,-0.08814828171492724
ACH-000365,-0.1396094866300575
ACH-000366,-0.3131996999496535
ACH-000368,-0.2790066555443491
ACH-000374,-0.059652487020302514
ACH-000375,-0.4518864207576497
ACH-000376,-0.12389226990108447
ACH-000381,-0.1908129372037812
ACH-000383,-0.23369596399429315
ACH-000387,-0.013642723550762374
ACH-000389,-0.13057920892745353
ACH-000390,-0.16552159465641084
ACH-000393,-0.08122212091150366
ACH-000395,-0.2059868701556888
ACH-000396,-0.5784894222950495
ACH-000397,-0.2577928479816972
ACH-000401,-0.23711926567800726
ACH-000402,-0.2877284974417634
ACH-000403,-0.2437510705755864
ACH-000404,-0.4080064353187777
ACH-000406,-0.14147014435839367
ACH-000407,-0.15122995722399132
ACH-000408,-0.2524349772952094
ACH-000410,-0.24580573643572226
ACH-000411,-0.21533881367507726
ACH-000414,-0.2562303139643269
ACH-000415,-0.21082525413665854
ACH-000416,-0.13940961047512035
ACH-000420,-0.29737972644547755
ACH-000421,-0.27987916289677905
ACH-000424,-0.22358470679372366
ACH-000425,-0.28695992451910873
ACH-000426,-0.17950603734505935
ACH-000427,-0.2770879941614309
ACH-000433,-0.2388569668407141
ACH-000435,-0.656903676977746
ACH-000436,-0.20569741656988694
ACH-000444,-0.18749959643910424
ACH-000445,-0.28970231019609377
ACH-000448,-0.2987282527189597
ACH-000450,-0.5091424139465198
ACH-000452,-0.0901288382611138
ACH-000454,-0.0006208431357099747
ACH-000458,-0.10349727619444786
ACH-000459,-0.1865844233808564
ACH-000460,-0.23305183979736366
ACH-000461,-0.19742222846966406
ACH-000463,-0.3449824067819428
ACH-000464,-0.3730336155261092
ACH-000466,-0.2387560960621841
ACH-000467,-0.12451986861786588
ACH-000468,-0.3078992476801475
ACH-000469,-0.2519902865505142
ACH-000470,-0.2898655816693355
ACH-000471,-0.4404338278352086
ACH-000472,-0.20347512813902616
ACH-000473,0.03506866595537656
ACH-000475,-0.293728548720726
ACH-000476,-0.3310139596292938
ACH-000477,-0.2788453414162882
ACH-000479,-0.381740721481774
ACH-000480,-0.13074487868488124
ACH-000481,-0.3820918717984499
ACH-000483,-0.1601628049811147
ACH-000484,-0.3855198134106125
ACH-000485,-0.32113460018573364
ACH-000486,-0.21362952586986164
ACH-000487,-0.19451890419992005
ACH-000488,-0.21275918811093456
ACH-000490,-0.2704307041728085
ACH-000491,-0.4176989251472025
ACH-000495,-0.1761396496445335
ACH-000496,-0.2360947036867269
