,SNAP47 (116841)
ACH-000004,-0.13965976370249306
ACH-000005,-0.12332160702917723
ACH-000007,0.14063990123270464
ACH-000009,-0.031853428150157924
ACH-000011,0.03643455744548727
ACH-000012,0.03660836648946632
ACH-000013,-0.011474400605227798
ACH-000014,-0.08519593819398201
ACH-000015,0.055209755569207306
ACH-000017,0.04140429857500772
ACH-000018,0.06499852861180776
ACH-000019,0.23523158943198186
ACH-000021,-0.05981736148531939
ACH-000022,0.03547551228386585
ACH-000025,-0.07487505288681923
ACH-000028,0.1808880517952804
ACH-000030,-0.04081595084159381
ACH-000035,0.08857505617919131
ACH-000036,0.014289986116980938
ACH-000037,0.0047325273684019
ACH-000039,0.02510259734107866
ACH-000040,0.03489695766219529
ACH-000041,-0.0008009153172380246
ACH-000042,-0.08178818165120302
ACH-000045,0.12909525281478104
ACH-000047,0.009075809385543131
ACH-000052,0.08496292295880238
ACH-000053,0.08240102593609247
ACH-000054,-0.004774958929867208
ACH-000055,0.15891109337731205
ACH-000060,0.11000273595859562
ACH-000067,0.02494728771728871
ACH-000070,-0.16166162814167193
ACH-000075,0.09951007256413133
ACH-000078,0.07574575032883621
ACH-000082,-0.12076377727491422
ACH-000085,-0.12544236293918629
ACH-000086,0.07074086867151319
ACH-000087,0.3346103284542661
ACH-000092,0.05563177075484209
ACH-000095,-0.04133596100358605
ACH-000097,0.11485728466279314
ACH-000098,0.0223086960313612
ACH-000099,0.06059686253078112
ACH-000108,-0.04389960769626208
ACH-000113,0.05860797492695104
ACH-000116,0.013986082226966836
ACH-000118,0.13568520804174458
ACH-000120,-0.017472996029949506
ACH-000123,0.11475141233551807
ACH-000127,0.05867124578221782
ACH-000128,0.15245275627446692
ACH-000132,-0.015778300368390147
ACH-000133,0.014018886762778095
ACH-000137,0.047525096461862364
ACH-000138,0.036385624133885255
ACH-000142,0.0011488857804860125
ACH-000143,-0.02033157501481173
ACH-000146,0.045116354772088085
ACH-000148,-0.002035286055232823
ACH-000150,0.04974930301338097
ACH-000152,0.05159544045079436
ACH-000153,0.1789431252476629
ACH-000159,0.06697413611964373
ACH-000160,0.10349339594832238
ACH-000163,0.095184884179144
ACH-000167,0.026360073741444414
ACH-000168,0.0800874882263637
ACH-000169,0.03794415504973473
ACH-000178,-0.06769227410297722
ACH-000183,-0.13878317040009044
ACH-000188,0.09150091171174178
ACH-000189,0.033466705778067235
ACH-000190,0.12322597758477355
ACH-000198,0.13622759141020285
ACH-000203,0.03071777787206912
ACH-000204,0.16938794204723126
ACH-000206,-0.010702638521534141
ACH-000207,0.1672767585448606
ACH-000208,0.032638788189104866
ACH-000210,-0.09338833657644093
ACH-000211,0.04954910075184708
ACH-000215,-0.012573077623754838
ACH-000221,0.008695852547104898
ACH-000222,0.1678392034130375
ACH-000223,-0.04033333646159129
ACH-000226,-0.0007994354558869426
ACH-000227,0.03194853710485592
ACH-000228,-0.03736366974266829
ACH-000231,0.03258325184165441
ACH-000232,-0.005585396078150123
ACH-000233,-0.07313493141708763
ACH-000234,-0.08621222836176855
ACH-000235,0.047781867733836414
ACH-000237,0.10415462217831203
ACH-000238,0.020406675449548498
ACH-000242,-0.11040424308188623
ACH-000243,0.08287767884204794
ACH-000244,0.02537799102253624
ACH-000246,-0.03605327467101769
ACH-000248,0.17774043230024925
ACH-000250,0.056772841137052873
ACH-000251,-0.0191064913460245
ACH-000252,-0.07995085018076273
ACH-000253,-0.10618563092191524
ACH-000255,-0.021929924121096414
ACH-000256,-0.04882522083265908
ACH-000257,0.03092030297527958
ACH-000258,0.09221911543315182
ACH-000259,0.09308198334170108
ACH-000260,0.061112146417118623
ACH-000261,0.08519201719307441
ACH-000262,-0.024289061277335516
ACH-000263,-0.0699424156278911
ACH-000264,0.0932213469828766
ACH-000265,0.10950795165751076
ACH-000266,-0.00021569785951756543
ACH-000272,0.06889096653381271
ACH-000274,-0.06460710574192317
ACH-000277,0.034909616317275724
ACH-000278,0.06722698536981724
ACH-000279,0.0941148253453008
ACH-000280,0.1539288866070766
ACH-000281,0.01168366448157418
ACH-000288,0.04695305684557706
ACH-000291,0.138524098076263
ACH-000293,0.05356647089788488
ACH-000294,0.1243285006431308
ACH-000295,0.053362909920559656
ACH-000296,0.1610548945833732
ACH-000302,0.06244342622148581
ACH-000304,0.06403254879851876
ACH-000307,0.03272849668231464
ACH-000308,0.038420030698337625
ACH-000310,0.028570213565943137
ACH-000311,-0.08847204177036687
ACH-000312,0.0035693501029062063
ACH-000315,0.2597089482254226
ACH-000316,0.1887213412168608
ACH-000317,0.04139423170993135
ACH-000318,0.17144215145866415
ACH-000319,0.12146823839252108
ACH-000320,-0.27323758019170385
ACH-000322,-0.1223791598712446
ACH-000323,0.162671673337224
ACH-000324,0.02954542891901385
ACH-000329,0.027180673414484848
ACH-000330,-0.09287198892224263
ACH-000331,0.08115678248306245
ACH-000332,0.0506818325456478
ACH-000334,0.05589027328555428
