,LIMD2 (80774)
ACH-000004,-0.14005367805892516
ACH-000005,-0.5425865427335695
ACH-000007,-0.0812655572993394
ACH-000009,-0.2987418455714977
ACH-000011,-0.4337677184926268
ACH-000012,-0.298291167008537
ACH-000013,-0.2418540696781915
ACH-000014,-0.24354323511393036
ACH-000015,-0.19054751602208944
ACH-000017,-0.3589857067645685
ACH-000018,-0.255419189676499
ACH-000019,-0.7022733784609373
ACH-000021,-0.19468989190850866
ACH-000022,-0.17979821505042332
ACH-000025,-0.2918365916832239
ACH-000028,-0.41753517110651067
ACH-000030,-0.2586618883217237
ACH-000035,-0.3206715897158152
ACH-000036,-0.394067104033492
ACH-000037,-0.2832538527591039
ACH-000039,-0.12415442205645814
ACH-000040,-0.24094760534312445
ACH-000041,-0.1643084184493398
ACH-000042,-0.2538123418157136
ACH-000045,-0.16154821239604664
ACH-000047,-0.3494943965443251
ACH-000052,-0.2594651050110117
ACH-000053,-0.2413701244838681
ACH-000054,-0.3433783691442953
ACH-000055,-0.27645471723076803
ACH-000060,-0.27300251362958466
ACH-000067,-0.3546003101361563
ACH-000070,-0.06438160088043551
ACH-000075,-0.3507823196713331
ACH-000078,-0.4806538753931549
ACH-000082,-0.27906434105561223
ACH-000085,-0.16859655170382487
ACH-000086,-0.3824234895241621
ACH-000087,-0.1689647831032839
ACH-000092,-0.2482722124795196
ACH-000095,-0.34093466686673873
ACH-000097,-0.3215544948507193
ACH-000098,-0.3847726474106546
ACH-000099,-0.3446616877719766
ACH-000108,-0.2261272623553933
ACH-000113,-0.1881827892484353
ACH-000116,-0.22300299391994954
ACH-000118,-0.1404038585606457
ACH-000120,-0.4678142675168222
ACH-000123,-0.1633308332846297
ACH-000127,-0.2023117452955584
ACH-000128,-0.223438470570979
ACH-000132,-0.293828522102153
ACH-000133,-0.2081524086722049
ACH-000137,-0.20712272101456725
ACH-000138,-0.2607767392887192
ACH-000142,-0.17478789596510358
ACH-000143,-0.17824895092802948
ACH-000146,-0.21323936342640493
ACH-000148,-0.2797360131961457
ACH-000150,-0.29974062980868604
ACH-000152,-0.1513875828655313
ACH-000153,-0.03912392613812868
ACH-000159,-0.285494513102464
ACH-000160,-0.3396323463505771
ACH-000163,-0.3989827180188918
ACH-000167,-0.3619704628128225
