,EMILIN3 (90187)
ACH-000004,-0.2071960908296849
ACH-000005,-0.25247770622262
ACH-000007,-0.29645388725759153
ACH-000009,0.045863426940584484
ACH-000011,-0.06012545881977725
ACH-000012,-0.007209583342264434
ACH-000013,0.020720145423110164
ACH-000014,-0.046782426206650136
ACH-000015,-0.12415238963287355
ACH-000017,0.09351746321795852
ACH-000018,0.034435052348336624
ACH-000019,-0.13889836171787576
ACH-000021,-0.17640432030608494
ACH-000022,-0.11276516144820535
ACH-000025,-0.1862014854039878
ACH-000028,-0.17447745732707298
ACH-000030,-0.19054494437351716
ACH-000035,-0.1047514745310996
ACH-000036,-0.2135662208665202
ACH-000037,-0.0047818126064581
ACH-000039,-0.030899575222531086
ACH-000040,-0.15183117887313366
ACH-000041,-0.054086414117041785
ACH-000042,-0.17525458025018847
ACH-000045,-0.18933335821196653
ACH-000047,-0.06479693791511339
ACH-000052,-0.07927592244422245
ACH-000053,-0.059173979863081615
ACH-000054,-0.10136521930290536
ACH-000055,-0.17211368248758133
ACH-000060,-0.1079224333092482
ACH-000067,-0.24255473106760825
ACH-000070,-0.24931581308698125
ACH-000075,0.05100149536712596
ACH-000078,-0.003600571242615693
ACH-000082,0.00927593048569124
ACH-000085,-0.05132164582763028
ACH-000086,-0.10899177427531237
ACH-000087,-0.3651164054558129
ACH-000092,-0.220240532568549
ACH-000095,-0.13137223208054133
ACH-000097,-0.051952461277678816
ACH-000098,-0.07491438925861436
ACH-000099,-0.11836183822941225
ACH-000108,-0.2371402584151179
ACH-000113,-0.2306309653390298
ACH-000116,-0.16508986367601247
ACH-000118,-0.10543533559068577
ACH-000120,-0.15361187349356056
ACH-000123,-0.3122628081812774
ACH-000127,-0.020425642643481897
ACH-000128,-0.16336931529613374
ACH-000132,-0.07990568261340107
ACH-000133,-0.22323998867030745
ACH-000137,-0.054044144214091365
ACH-000138,-0.1802838946776335
ACH-000142,-0.2378127118372595
ACH-000143,0.0068067492408539045
ACH-000146,-0.15027057425518658
ACH-000148,-0.16743085373524966
ACH-000150,-0.2394106889124045
ACH-000152,-0.19504748147647807
ACH-000153,-0.011544323814836874
ACH-000159,-0.05434666257352296
ACH-000160,-0.063277471151615
ACH-000163,-0.23926315288235014
ACH-000167,-0.12171860431723887
ACH-000168,-0.08149322591966629
ACH-000169,0.006463454695840655
ACH-000178,-0.20436995198566688
ACH-000183,-0.10138625684734746
ACH-000188,-0.055975299530425696
ACH-000189,-0.1842405698551937
ACH-000190,-0.010014069140759916
ACH-000198,-0.10822982992953464
ACH-000203,-0.3425194505503185
ACH-000204,-0.03422109387867542
ACH-000206,-0.09855755177759117
ACH-000207,-0.2056818611047498
ACH-000208,-0.17257936912899668
ACH-000210,-0.2590511691669993
ACH-000211,-0.10568632872318576
ACH-000215,-0.10932783896614276
ACH-000221,-0.20301804778872576
ACH-000222,-0.2375079609401669
ACH-000223,-0.1873950684828852
ACH-000226,-0.2273691532726479
ACH-000227,-0.2680936665905033
ACH-000228,-0.18709216387046296
ACH-000231,-0.17031518132394227
ACH-000232,-0.1011264803103559
ACH-000233,-0.11577935926878265
ACH-000234,-0.03247035589254887
ACH-000235,-0.11420859904102283
ACH-000237,-0.14845309458671532
ACH-000238,-0.13740407961408627
ACH-000242,-0.0787781828087209
ACH-000243,-0.2162259177712991
ACH-000244,0.02955634949050108
ACH-000246,-0.1223377733749591
ACH-000248,0.011562741133837595
ACH-000250,-0.14393665186292004
ACH-000251,-0.1372180435281652
ACH-000252,-0.12521648206085578
ACH-000253,-0.048885286340490886
ACH-000255,-0.22822138829885086
ACH-000256,-0.155425389439357
ACH-000257,-0.15662672756193788
ACH-000258,-0.14586625442441256
ACH-000259,-0.22186995737759085
ACH-000260,-0.20459784728429234
ACH-000261,-0.1378026058042442
ACH-000262,-0.21590049871320466
ACH-000263,-0.2104071220031988
ACH-000264,-0.14797567316448426
ACH-000265,-0.07309832895540037
ACH-000266,-0.1560747333539022
ACH-000272,-0.07379449909091633
ACH-000274,-0.18007315561747178
ACH-000277,-0.3317553488630924
ACH-000278,0.1377886849772334
ACH-000279,-0.16462037466247673
ACH-000280,-0.12431934884135028
ACH-000281,-0.18359482715484726
ACH-000288,-0.08242609195458928
ACH-000291,-0.18758564604202907
ACH-000293,-0.09051339041437194
ACH-000294,-0.26378868291525703
ACH-000295,-0.09093644731042054
ACH-000296,-0.20173410168520087
ACH-000302,-0.13849658185101354
ACH-000304,0.07293639775697447
ACH-000307,-0.11904390505038212
ACH-000308,-0.11264731846106155
ACH-000310,-0.11201077428255707
ACH-000311,-0.2739093296167242
ACH-000312,-0.14162178851513418
ACH-000315,0.04294830585218252
ACH-000316,-0.09690022196906152
ACH-000317,-0.06701633954401999
ACH-000318,-0.20055374993290864
ACH-000319,0.057611890013906014
ACH-000320,-0.15538310053367482
ACH-000322,-0.2751374370251817
ACH-000323,-0.11932176378909287
ACH-000324,-0.09602159259117513
ACH-000329,-0.23901267619732594
ACH-000330,-0.1404730747476619
ACH-000331,-0.2222095705978663
ACH-000332,-0.19070849560932213
ACH-000334,-0.15952774142669798
ACH-000335,-0.1080427320077848
ACH-000336,-0.15499076748305407
ACH-000337,-0.19265739510239405
ACH-000338,-0.1558805832713073
ACH-000339,-0.06658742402929614
ACH-000341,-0.043813944515006566
ACH-000348,-0.228473535130588
ACH-000350,-0.15298188830874515
ACH-000352,0.020526223307925508
ACH-000356,-0.4173306041855059
ACH-000361,0.03035828823737868
ACH-000362,-0.17114626854044093
ACH-000363,-0.27486191829261897
ACH-000364,-0.042429253214311936
ACH-000365,-0.2287630397616948
ACH-000366,-0.17925278000513467
ACH-000368,-0.12269559731447775
ACH-000374,-0.05925117704243686
ACH-000375,-0.06999324035471623
ACH-000376,-0.2316481487567709
ACH-000381,-0.09643120787194333
ACH-000383,-0.1096300420630171
ACH-000387,-0.08589587628286023
ACH-000389,-0.0828044427436946
ACH-000390,-0.1629147759440925
ACH-000393,0.00031726274031537206
ACH-000395,-0.2691627832109169
ACH-000396,-0.3000870889308251
ACH-000397,-0.056708131278434874
ACH-000401,2.637621742452105e-05
ACH-000402,-0.4604893877129444
ACH-000403,-0.19632330786931534
ACH-000404,-0.3040264613633893
ACH-000406,-0.12494709165336453
ACH-000407,-0.1076179810783745
ACH-000408,-0.04718106436500046
ACH-000410,-0.18212405408586216
ACH-000411,-0.02138561522943416
ACH-000414,-0.16569928647751314
ACH-000415,-0.12353226045700234
ACH-000416,-0.06086349345811221
ACH-000420,-0.018796147751580145
ACH-000421,-0.1857892298300788
ACH-000424,-0.14319711122611756
ACH-000425,-0.14236682803913467
ACH-000426,-0.074854157901617
ACH-000427,-0.286177922266914
ACH-000433,-0.19336782420993445
ACH-000435,-0.21694633839888305
ACH-000436,-0.2041988767044391
ACH-000444,-0.2333344180619604
ACH-000445,-0.08488346775150607
ACH-000448,0.007770400291828098
ACH-000450,-0.043362786071249264
ACH-000452,-0.02974007184166618
ACH-000454,-0.07335440462165063
ACH-000458,-0.0612370066415501
ACH-000459,-0.12755170147580294
ACH-000460,-0.13050893868432742
ACH-000461,0.006636860023088804
ACH-000463,-0.10303774264773408
ACH-000464,-0.2354967692451604
ACH-000466,-0.22546550643062335
ACH-000467,-0.21483439425117126
ACH-000468,-0.007544523667879165
ACH-000469,-0.14912443348531582
ACH-000470,-0.2528965993710929
ACH-000471,-0.10505353906389428
ACH-000472,-0.20006196006928406
ACH-000473,-0.17738475623321698
ACH-000475,-0.0627723977428842
ACH-000476,-0.1802201977849053
ACH-000477,0.07499346620876762
ACH-000479,-0.13920106139585645
ACH-000480,-0.08588894562744355
ACH-000481,-0.07434592562644342
ACH-000483,-0.07957181255585997
ACH-000484,-0.07743233679238667
ACH-000485,-0.18703981360791566
ACH-000486,-0.11317560920719545
ACH-000487,-0.14531268160431351
ACH-000488,-0.1245690823362532
ACH-000490,-0.1685755802439013
ACH-000491,0.11068110412145857
ACH-000495,-0.10693708344737278
ACH-000496,-0.2310429131494671
ACH-000499,-0.08293404278698192
ACH-000500,-0.4592027437572447
ACH-000502,-0.1636213488512334
ACH-000503,-0.06784320976583713
ACH-000505,-0.1306857938375458
ACH-000507,-0.0905338860413404
ACH-000510,-0.13423612884954972
ACH-000511,-0.06263491291960492
ACH-000512,-0.10782434378119113
ACH-000516,-0.1843412144630252
ACH-000517,-0.05494312052217744
ACH-000518,-0.09379666296332838
ACH-000520,-0.1637621936574404
ACH-000521,-0.23205398403731295
ACH-000522,-0.056490086761267995
ACH-000524,-0.06310947099118888
ACH-000527,-0.1063479723981984
ACH-000528,-0.14044712928680025
ACH-000537,-0.14676171621752265
ACH-000541,0.11005182327556162
ACH-000542,-0.11639617476115614
ACH-000544,-0.2038147632327944
ACH-000545,-0.17142921086253904
ACH-000547,-0.01928652383358868
ACH-000548,-0.05002371372165927
ACH-000549,-0.14783571549725874
ACH-000550,-0.08475080799722555
ACH-000552,-0.06568502240079538
ACH-000556,-0.058304418126181236
ACH-000557,-0.2543754815110392
ACH-000569,-0.07103435930862928
ACH-000570,-0.13268238427585033
ACH-000571,-0.0958161020990388
ACH-000573,-0.17083129716980944
ACH-000576,-0.15341924369146356
ACH-000579,-0.1037651002322834
ACH-000580,-0.3798040420919792
ACH-000584,-0.054358352720985305
ACH-000585,-0.054381760941316366
ACH-000588,-0.19025850200960595
ACH-000589,-0.2441500738806144
ACH-000591,-0.07179421354218071
ACH-000593,-0.06696928971943195
ACH-000600,-0.10731488134089268
ACH-000601,-0.10282122320329988
ACH-000605,-0.08259092826335251
ACH-000606,-0.09332532444212653
ACH-000608,-0.19335392762015904
ACH-000614,-0.1256172506543552
ACH-000616,-0.13077561442636035
ACH-000618,-0.06257406986712385
ACH-000619,0.030142632660460487
ACH-000620,-0.10286858161668426
ACH-000621,-0.11527501369400835
ACH-000622,-0.18722212244118794
ACH-000623,-0.16180547516947388
ACH-000624,-0.17978713796928086
ACH-000627,-0.2104076561974492
ACH-000630,-0.04799508680741967
ACH-000631,0.02634724831968745
ACH-000632,-0.07682058222458375
ACH-000633,-0.06964814138460904
ACH-000637,-0.017881941679578614
ACH-000638,-0.15089019753528185
ACH-000646,-0.17227353404824605
ACH-000647,-0.10376000747884788
ACH-000648,-0.14241714424663962
ACH-000649,-0.06421140732772493
ACH-000651,-0.1717385636722643
ACH-000652,-0.0993934898281997
ACH-000653,-0.21705716882658468
ACH-000657,-0.19989340147581056
ACH-000658,-0.1568966855377142
ACH-000661,-0.09648762221710268
ACH-000662,-0.01681904717578881
ACH-000663,-0.3036043177258955
ACH-000665,-0.17377170693930158
ACH-000671,-0.1999113749431461
ACH-000672,-0.10509051483595996
ACH-000673,-0.1535076739866349
ACH-000676,-0.19017408189991591
ACH-000677,-0.10750986866387438
ACH-000681,-0.17406361139812354
ACH-000683,-0.1809392003770495
ACH-000684,-0.20627767871058264
ACH-000688,-0.2450503678257215
ACH-000693,-0.12392091082234905
ACH-000694,-0.04067901066991169
ACH-000695,-0.07943437826399187
ACH-000696,-0.05718187606359475
ACH-000697,0.06498354995563776
ACH-000699,-0.21609255327894916
ACH-000701,-0.1469934277134827
ACH-000706,-0.20083612249357333
ACH-000711,-0.12727588224721306
ACH-000713,-0.16438877968121998
ACH-000714,-0.17403225677415776
ACH-000718,-0.09305908256661613
ACH-000720,-0.13039004550613315
ACH-000721,-0.22463192717744984
ACH-000724,-0.13774973276478114
ACH-000725,-0.2232173305875446
ACH-000732,-0.05111751591383762
ACH-000734,-0.049188473822107545
ACH-000735,-0.07064758502926281
ACH-000736,-0.09384706096361184
ACH-000738,-0.2272720472683902
ACH-000746,0.03699524239885189
ACH-000747,-0.18472844339676425
ACH-000748,-0.16285327806015107
ACH-000753,-0.0783913836951009
ACH-000756,-0.16286175964484412
ACH-000757,-0.08614812149892087
ACH-000758,-0.09418907539484912
ACH-000760,-0.08226263112014051
ACH-000762,-0.0008448453928853825
ACH-000763,-0.14109230637392275
ACH-000764,-0.06184773301889612
ACH-000765,0.07863158805018203
ACH-000766,-0.21073875116185944
ACH-000767,-0.19708997403764086
ACH-000768,-0.04692490841474285
ACH-000769,-0.1300452568754409
ACH-000770,-0.1384164191163255
