,GOLGB1 (2804)
ACH-000004,-0.21831060161418106
ACH-000005,-0.266844987692989
ACH-000007,0.04671072621430904
ACH-000009,-0.12696407884761318
ACH-000011,-0.13270826143310654
ACH-000012,-0.058385507543027335
ACH-000013,-0.16260956295109685
ACH-000014,-0.1373732668998969
ACH-000015,-0.07735299019196479
ACH-000017,-0.09009882958527067
ACH-000018,-0.22912455215056315
ACH-000019,-0.3593068135874579
ACH-000021,-0.17084978769061385
ACH-000022,-0.219712210941144
ACH-000025,-0.12445465201507455
ACH-000028,-0.19304809480875906
ACH-000030,-0.2434776676571813
ACH-000035,-0.3341235319235727
ACH-000036,-0.17198113356032638
ACH-000037,-0.12746295915222364
ACH-000039,-0.1946921736382848
ACH-000040,-0.15862266177560871
ACH-000041,-0.19533275468639386
ACH-000042,-0.06791668137035374
ACH-000045,-0.09945799867281672
ACH-000047,-0.0954070868764363
ACH-000052,-0.08386231885030253
ACH-000053,-0.2258233306412825
ACH-000054,-0.19749156142169594
ACH-000055,-0.07364617869901577
ACH-000060,-0.0589585328124945
ACH-000067,-0.2186750554199937
ACH-000070,-0.20540938695193886
ACH-000075,0.0157129801299611
ACH-000078,-0.263227611857601
ACH-000082,-0.21473133291704868
ACH-000085,-0.18877602184968026
ACH-000086,-0.13558714700460925
ACH-000087,0.02092324430400139
ACH-000092,-0.13647110247203098
ACH-000095,-0.2036209822245124
ACH-000097,-0.1913117247582248
ACH-000098,-0.14592040599456446
ACH-000099,-0.2280332615699278
ACH-000108,-0.19076108356504495
ACH-000113,-0.23919681903358375
ACH-000116,-0.1408516299629359
ACH-000118,-0.1286869474124961
ACH-000120,-0.17100889260180438
ACH-000123,-0.28523593702477623
ACH-000127,-0.19369592961286725
ACH-000128,-0.3642368194046519
ACH-000132,-0.20562401738893774
ACH-000133,-0.12523708154871324
ACH-000137,-0.26718714598998544
ACH-000138,-0.1925984454269168
ACH-000142,-0.11764939103907746
ACH-000143,-0.1826403834475709
ACH-000146,-0.12768088775082706
ACH-000148,-0.07499699971488125
ACH-000150,-0.03528374444258111
ACH-000152,-0.0051665688848976975
ACH-000153,-0.11903020789438652
ACH-000159,-0.07011988396239623
ACH-000160,-0.2278942767487142
