,WDTC1 (23038)
ACH-000361,-0.5030533882183181
ACH-000362,-0.3557967543948101
ACH-000363,-0.2501427084656248
ACH-000364,-0.4036342730367667
ACH-000365,-0.4125299591058956
ACH-000366,-0.3649116227851694
ACH-000368,-0.41914346222963017
ACH-000374,-0.3418508421368317
ACH-000375,-0.3245030860753824
ACH-000376,-0.3812918164842839
ACH-000381,-0.3670627512222249
ACH-000383,-0.3739772707679197
ACH-000387,-0.4401556202871834
ACH-000389,-0.38588111450616025
ACH-000390,-0.285761152418801
ACH-000393,-0.5359310640651797
ACH-000395,-0.3888158643527193
ACH-000396,-0.3737114246844501
ACH-000397,-0.2347025485840767
ACH-000401,-0.2886410201043779
ACH-000402,-0.4721368270944177
ACH-000403,-0.3211719404585616
ACH-000404,-0.3175556404516583
ACH-000406,-0.3764453952956128
ACH-000407,-0.4689471589300472
ACH-000408,-0.3730280212917783
ACH-000410,-0.25644950859955723
ACH-000411,-0.20016640267474056
ACH-000414,-0.292920208072163
ACH-000415,-0.28482706688274245
ACH-000416,-0.3498961598196452
ACH-000420,-0.3781441779118605
ACH-000421,-0.4445835551150221
ACH-000424,-0.6807957461626568
ACH-000425,-0.3461348549820272
ACH-000426,-0.2573363639573657
ACH-000427,-0.1866207387028496
ACH-000433,-0.380966630010208
ACH-000435,-0.2772716144654634
ACH-000436,-0.3589684285231097
ACH-000444,-0.3424762268617708
ACH-000445,-0.2441034137852988
ACH-000448,-0.2106967707582135
ACH-000450,-0.3222379881033821
ACH-000452,-0.29780517302686416
ACH-000454,-0.2895130067105702
ACH-000458,-0.3657557279412117
ACH-000459,-0.27051006607821404
ACH-000460,-0.22034811721426292
ACH-000461,-0.2041678057665616
ACH-000463,-0.2328869809616349
ACH-000464,-0.2881213425773024
ACH-000466,-0.22464206092239414
ACH-000467,-0.2780566853895637
ACH-000468,-0.372873014306342
ACH-000469,-0.3006436315861176
ACH-000470,-0.2448142891077133
ACH-000471,-0.32566197073688113
ACH-000472,-0.2421413220861425
ACH-000473,-0.35685628298729355
ACH-000475,-0.3107899534684586
ACH-000476,-0.3244571047130633
ACH-000477,-0.19940265977521
ACH-000479,0.06403123089246028
ACH-000480,-0.18136953740677267
ACH-000481,-0.20968473865721055
ACH-000483,-0.5013557518661439
ACH-000484,-0.4572489809375618
ACH-000485,-0.3275399068006098
ACH-000486,-0.3589900371814431
ACH-000487,-0.4640402975273736
ACH-000488,-0.3663383864787154
ACH-000490,-0.3795352714489202
ACH-000491,-0.26536135505491665
ACH-000495,-0.27458403388644176
ACH-000496,-0.44287677387460783
ACH-000499,-0.5278125588439602
ACH-000500,-0.4371725579384028
ACH-000502,-0.24660283364693
ACH-000503,-0.28214769586729865
ACH-000505,-0.3911501796159619
ACH-000507,-0.4205698496277932
ACH-000510,-0.30472866284144656
ACH-000511,-0.3678555312354808
ACH-000512,-0.4307744041473897
ACH-000516,-0.25609459386000444
ACH-000517,-0.3765858794762053
ACH-000518,-0.3318670729918524
ACH-000520,-0.28147272514398985
ACH-000521,-0.4070200743761933
ACH-000522,-0.29278054699704104
ACH-000524,-0.3608172473070086
ACH-000527,-0.2901120757561009
ACH-000528,-0.2742410584619441
ACH-000537,-0.4610135768674729
ACH-000541,-0.13749479078899493
ACH-000542,-0.2665110504984625
ACH-000544,-0.39328003547674
ACH-000545,-0.35079695683280204
ACH-000547,-0.4728141262076466
ACH-000548,-0.327350184620982
ACH-000549,-0.457279566536509
ACH-000550,-0.4850988899936533
ACH-000552,-0.2902158359607213
ACH-000556,-0.3397877117688558
ACH-000557,-0.3127618639615213
ACH-000569,-0.2703206187621988
ACH-000570,-0.464499888010177
ACH-000571,-0.2767466081539116
ACH-000573,-0.4816900188414103
ACH-000576,-0.3122108020491189
ACH-000579,-0.41391084580854176
ACH-000580,-0.35349148327774416
ACH-000584,-0.2705817997696196
ACH-000585,-0.31453306035219936
ACH-000588,-0.38227814429256335
ACH-000589,-0.3071195527933905
ACH-000591,-0.341490316872151
ACH-000593,-0.5515768737817527
ACH-000600,-0.27132693470174485
ACH-000601,-0.2929398450617599
ACH-000605,-0.4984390032024133
ACH-000606,-0.32146753732001765
ACH-000608,-0.3599593157740311
ACH-000614,-0.28656404051420503
ACH-000616,-0.3368852898617899
ACH-000618,-0.2180327160732307
ACH-000619,-0.3886037824261073
ACH-000620,-0.35089304815275674
ACH-000621,-0.3917971308704316
ACH-000622,-0.3678012724026931
ACH-000623,-0.3389064260414356
ACH-000624,-0.27599942419269
ACH-000627,-0.4338824237115093
ACH-000630,-0.26558288341866193
ACH-000631,-0.05660383101814995
ACH-000632,-0.528443482353094
ACH-000633,-0.3349715191819267
ACH-000637,-0.4848878985865937
ACH-000638,-0.3172083572703597
ACH-000646,-0.6336136296472832
ACH-000647,-0.19059328185559926
ACH-000648,-0.3027820910875245
ACH-000649,-0.4009374704419233
ACH-000651,-0.31950969440795834
ACH-000652,-0.3842042076587514
ACH-000653,-0.32988134688793913
ACH-000657,-0.4177991267367685
ACH-000658,-0.23735359200862524
ACH-000661,-0.3197618938172039
ACH-000662,-0.577510995231172
ACH-000663,-0.10991242062121366
ACH-000665,-0.40850366678734495
ACH-000671,-0.3984126698686005
ACH-000672,-0.07456882019609412
ACH-000673,-0.331092032214666
ACH-000676,-0.4849448651386765
ACH-000677,-0.19525518277132653
ACH-000681,-0.32202942549883873
ACH-000683,-0.3674735128325974
ACH-000684,-0.31425617879714474
ACH-000688,-0.4659027317846513
ACH-000693,-0.4157584154411861
ACH-000694,-0.3905811907419425
ACH-000695,-0.16821034002980406
ACH-000696,-0.3132973314651522
ACH-000697,-0.6065207742781713
ACH-000699,-0.5310021673982973
ACH-000701,-0.3312676693578889
ACH-000706,-0.1941782878130091
ACH-000711,-0.3371931034456576
ACH-000713,-0.2350956654964723
ACH-000714,-0.4689770039780247
ACH-000718,-0.30315799047523806
ACH-000720,-0.2590147150939599
ACH-000721,-0.3974923183147124
ACH-000724,-0.3266726014228587
ACH-000725,-0.03656809007197643
ACH-000732,-0.1956790613105584
ACH-000734,-0.3537204129982536
ACH-000735,-0.314523007771378
ACH-000736,-0.3010514269738471
ACH-000738,-0.23729617186385016
ACH-000746,-0.3637389334401154
ACH-000747,-0.3850902339969691
ACH-000748,-0.31368379938818325
ACH-000753,-0.2128092136816873
ACH-000756,-0.36048322074073097
ACH-000757,-0.4002773387214309
ACH-000758,-0.3016860176779201
ACH-000760,-0.3669044309226887
ACH-000762,-0.2947877277751847
ACH-000763,-0.3408525221956209
ACH-000764,-0.6404972042659748
ACH-000765,-0.3788538808185507
ACH-000766,-0.31008404531606
ACH-000767,-0.4017774195235889
ACH-000768,-0.23633116030524676
ACH-000769,-0.29541356495403365
ACH-000770,-0.32936590179410524
ACH-000771,-0.2406504262963368
ACH-000773,-0.08321735937145745
ACH-000776,-0.2631983213163561
ACH-000777,-0.4440229861306824
ACH-000778,-0.15210764616932515
ACH-000781,-0.3009543986259119
ACH-000782,-0.16499275071662575
ACH-000783,-0.3477936600728997
ACH-000784,-0.5008882632153615
ACH-000785,-0.4786077639808479
ACH-000787,-0.321553040763403
ACH-000788,-0.475503196132806
ACH-000791,-0.3760453703316107
ACH-000792,-0.31087114461535503
ACH-000794,-0.25373588788898754
ACH-000796,-0.3095501042676628
ACH-000798,-0.4300050753202205
ACH-000799,-0.2605975552622335
ACH-000800,-0.3203247098235549
ACH-000802,-0.3681816775833372
ACH-000804,-0.28807778742788204
ACH-000805,-0.5162674332321382
ACH-000809,-0.15939615219665385
ACH-000810,-0.38026272831541263
ACH-000811,-0.41638347705471696
ACH-000817,-0.4948774720518785
ACH-000819,-0.2914224933244985
ACH-000820,-0.6446018016037965
ACH-000821,-0.24275935815675276
ACH-000822,-0.2495225197716478
ACH-000823,-0.3707123881188256
ACH-000824,-0.4712586872883829
ACH-000827,-0.4339506901190168
ACH-000829,-0.295694811482018
ACH-000831,-0.4169057189610761
ACH-000832,-0.2391432458207478
ACH-000833,-0.5826922113462203
ACH-000834,-0.276862796603538
ACH-000835,-0.3870142510441244
ACH-000836,-0.24629465575730886
ACH-000837,-0.4394728675773018
ACH-000838,-0.2826109468886395
ACH-000839,-0.36070295732695024
ACH-000840,-0.31566931241281465
ACH-000841,-0.4692443035014232
ACH-000843,-0.3758129368627261
ACH-000846,-0.2170015147838256
ACH-000847,-0.5301366728315524
ACH-000848,-0.19598900379706316
ACH-000849,-0.2732880397212715
ACH-000851,-0.33934640622573903
ACH-000855,-0.2661087352793358
ACH-000856,-0.3428740024430275
ACH-000858,-0.4008848860908589
ACH-000859,-0.37608192289757547
ACH-000861,-0.3196066153812016
ACH-000862,-0.2623611068211457
ACH-000865,-0.3839509789138327
ACH-000866,-0.3568584527542868
ACH-000867,-0.2783409535398104
ACH-000869,-0.3914769173560227
ACH-000872,-0.479462809868949
ACH-000873,-0.3156593303685101
ACH-000876,-0.3089211521526348
ACH-000878,-0.14640720519543007
ACH-000880,-0.5267328033579699
ACH-000881,-0.3663677178015981
ACH-000882,-0.4127577458892524
ACH-000884,-0.6109008171015156
ACH-000885,-0.392094002647771
ACH-000887,-0.5065493686721811
ACH-000889,-0.3827730935641592
ACH-000896,-0.2350007363051892
ACH-000898,-0.3670006015902467
ACH-000900,-0.3144827775851832
ACH-000901,-0.4905454375133508
ACH-000905,-0.266418451236552
ACH-000906,-0.241452745513956
ACH-000907,-0.4785607123822161
ACH-000910,-0.3878447738090401
ACH-000911,-0.3318047058745027
ACH-000912,-0.4304799161348338
ACH-000913,-0.3602418049874301
ACH-000915,-0.4189943382018973
ACH-000916,-0.3170348497488541
ACH-000917,-0.1744662411564041
ACH-000920,-0.7221886718737833
ACH-000921,-0.3268756117876493
ACH-000924,-0.2930051375010789
ACH-000926,-0.3867816200041494
ACH-000928,-0.4215332604442908
ACH-000929,-0.3770802591809469
ACH-000932,-0.43152193102795616
ACH-000935,-0.2625229920778106
ACH-000936,-0.41433424008802816
ACH-000937,-0.3741408963483576
ACH-000938,-0.3885388592897471
ACH-000939,-0.2852648046734937
ACH-000941,-0.4555995966654095
ACH-000943,-0.2879108160656508
ACH-000946,-0.35895980374674435
ACH-000947,-0.2925151542971013
ACH-000948,-0.2129599070849152
ACH-000950,-0.3200907075890649
ACH-000953,-0.37816454629765933
ACH-000954,-0.4801477854187873
ACH-000957,-0.2744300769535305
ACH-000958,-0.4781537775304687
ACH-000960,-0.21908248961148266
ACH-000963,-0.4466425169396882
ACH-000968,-0.3253144379362963
ACH-000969,-0.3180716623365484
ACH-000972,-0.3752779578704106
ACH-000973,-0.3365922617974089
ACH-000974,-0.34976809312708873
ACH-000978,-0.19056823048981436
ACH-000984,-0.28227426878506895
ACH-000986,-0.37976170629312417
ACH-000988,-0.4275191999585153
ACH-000993,-0.4303063282520235
ACH-000994,-0.2105701003570145
ACH-000996,-0.2241268606544196
ACH-001001,-0.3778576039122048
ACH-001020,-0.24135018251895346
ACH-001028,-0.2970707430849481
ACH-001031,-0.38397230428592943
ACH-001038,-0.2980453059804825
ACH-001048,-0.2904578687763334
ACH-001050,-0.1785948975281925
ACH-001053,-0.2742918469277741
ACH-001054,-0.43965302916911453
ACH-001061,-0.3197324202897499
ACH-001067,-0.0546441079790984
ACH-001075,-0.3059589835539117
ACH-001096,-0.4131683635335681
ACH-001111,-0.3931404734229641
ACH-001119,-0.3085086439184418
ACH-001128,-0.09054343994556724
ACH-001134,-0.2966106626438085
ACH-001151,-0.2791997774581539
ACH-001163,-0.21133755152721556
ACH-001164,-0.2931915190022004
ACH-001183,-0.13948593442935356
ACH-001192,-0.522795613186407
ACH-001193,-0.40969630534336615
ACH-001196,-0.43704070448444987
ACH-001197,-0.2568997888130608
ACH-001205,-0.3070091478036283
ACH-001211,-0.3244440053416556
ACH-001212,-0.2400792870834552
ACH-001228,-0.4105192706993773
ACH-001232,-0.3455054125664159
ACH-001239,-0.3913812416098437
ACH-001270,-0.16586770917974394
ACH-001274,-0.32416095866918343
ACH-001275,-0.3937993951833662
ACH-001277,-0.2841289055851401
ACH-001278,-0.2936513881135657
ACH-001280,-0.2781813199445053
ACH-001283,-0.2691201645323786
ACH-001289,0.004885594965821263
ACH-001300,-0.406494170088544
ACH-001301,-0.2286411087087565
ACH-001302,-0.15937137180187974
ACH-001306,-0.32270999698911823
ACH-001318,-0.2604225652053244
ACH-001322,-0.3612938169460247
ACH-001328,-0.21748985856249933
ACH-001332,-0.34245798336052563
ACH-001336,-0.3652701308796497
ACH-001346,-0.23126316997057134
ACH-001353,-0.2973991004939937
ACH-001354,-0.4667669954178574
ACH-001367,-0.5317057875090162
ACH-001368,-0.25735157195903685
ACH-001374,-0.5456480345390027
ACH-001377,-0.26518444031660376
ACH-001380,-0.3386708661376133
ACH-001391,-0.4138629375274957
ACH-001408,-0.3165438363978415
ACH-001430,-0.3695480302316229
ACH-001431,-0.3667080336473913
ACH-001450,-0.3349749241173378
ACH-001496,-0.29226667087077546
ACH-001500,-0.5121948359410111
ACH-001523,-0.34850445432651944
ACH-001532,-0.32099621889271396
ACH-001550,-0.3529516091141723
ACH-001552,-0.2730822927922453
ACH-001554,-0.2992158024045873
ACH-001654,-0.3300444136143568
ACH-001735,-0.4512727902324059
ACH-001736,-0.31942423608567433
ACH-001737,-0.10540017914509472
ACH-001740,-0.2949406126715845
ACH-001745,-0.3198738949966655
ACH-001765,-0.32314376307485915
