,AKR1C1 (1645)
ACH-000004,-0.16950938571708016
ACH-000005,-0.27741856694490924
ACH-000007,-0.16057744017455952
ACH-000009,-0.19713242007962206
ACH-000011,-0.17706569319734938
ACH-000012,-0.1976887040858305
ACH-000013,-0.08960801429845887
ACH-000014,-0.19077945443460528
ACH-000015,-0.06080547491035537
ACH-000017,-0.2355991199196205
ACH-000018,-0.181225769648677
ACH-000019,-0.09919672406846916
ACH-000021,-0.22051605523648987
ACH-000022,-0.21442009736390355
ACH-000025,-0.1169588822641162
ACH-000028,-0.11426808445328067
ACH-000030,-0.18429637048409156
ACH-000035,-0.022411590360857898
ACH-000036,-0.09047272143427564
ACH-000037,-0.2667834320504676
ACH-000039,-0.2981426606799725
ACH-000040,-0.19470169820993616
ACH-000041,-0.04057451129311965
ACH-000042,-0.14652805845068054
ACH-000045,-0.26493404075814697
ACH-000047,-0.136649131300925
ACH-000052,-0.07244906361551716
ACH-000053,-0.2779696563820291
ACH-000054,-0.2766711974018629
ACH-000055,-0.2543307206134154
ACH-000060,-0.17369931564885305
ACH-000067,-0.1317285621777463
ACH-000070,-0.1865910890189909
ACH-000075,-0.23419218541951695
ACH-000078,-0.286133457147112
ACH-000082,-0.10507029899466393
ACH-000085,-0.033461691563783716
ACH-000086,-0.036265655892962184
ACH-000087,-0.34330030934412364
ACH-000092,-0.1508155853329134
ACH-000095,-0.2552970072922577
ACH-000097,-0.2295619417859225
ACH-000098,-0.2056536793058979
ACH-000099,-0.2603320718407908
ACH-000108,-0.25589301121289915
ACH-000113,-0.20300983477371112
ACH-000116,-0.12193459276995165
ACH-000118,-0.09382070742175784
ACH-000120,-0.2987123216170409
ACH-000123,-0.11434484272770845
ACH-000127,-0.10480586320826384
ACH-000128,-0.1412709275720582
ACH-000132,-0.16792850981064106
ACH-000133,-0.059773848496194215
ACH-000137,-0.16000653131348475
ACH-000138,-0.1982409556873932
ACH-000142,-0.0584418220057508
ACH-000143,-0.13967356906885886
ACH-000146,-0.2195124587120608
ACH-000148,-0.18701651164383054
ACH-000150,-0.14391013429910246
ACH-000152,-0.04839233687356871
ACH-000153,-0.16655144026488833
ACH-000159,-0.15263211950857572
ACH-000160,-0.14369096778707746
ACH-000163,-0.10727367902200843
ACH-000167,-0.2605217603921505
ACH-000168,-0.18770785981574956
ACH-000169,-0.054837133471562494
ACH-000178,-0.15715791169848126
ACH-000183,-0.11591419597711722
ACH-000188,-0.06979609809001919
ACH-000189,-0.27058458879088604
ACH-000190,-0.2867653881248778
ACH-000198,-0.058685277661628475
ACH-000203,-0.2668666460053618
ACH-000204,-0.2610585806389145
ACH-000206,-0.06985898795581763
ACH-000207,-0.24966942898459216
ACH-000208,-0.06744860378921481
ACH-000210,-0.19377377506065452
ACH-000211,-0.12372430237821612
ACH-000215,-0.17275203676963136
ACH-000221,-0.13829033610317815
ACH-000222,-0.1446961206501297
ACH-000223,-0.15511799868572598
ACH-000226,-0.1514596613632278
ACH-000227,-0.1111174735560489
ACH-000228,-0.0185873746399276
ACH-000231,-0.168947475618
ACH-000232,-0.2222697592397222
ACH-000233,-0.21868866706125736
ACH-000234,-0.16850969782280034
ACH-000235,-0.1319258343156641
ACH-000237,-0.3255087359665844
ACH-000238,-0.12325082147237905
ACH-000242,-0.16420533841939874
ACH-000243,-0.12064840185560916
ACH-000244,-0.17093230370726753
