,TPSD1 (23430)
ACH-000004,-0.014009113026319044
ACH-000005,-0.16681057012357747
ACH-000007,-0.1046060012740828
ACH-000009,0.09122196197257046
ACH-000011,-0.1313187708938988
ACH-000012,0.09177192754334064
ACH-000013,0.2217271662984968
ACH-000014,-0.03656067980322878
ACH-000015,-0.12562944731002176
ACH-000017,0.0804438999135323
ACH-000018,0.13203181245652953
ACH-000019,0.2173344059870824
ACH-000021,0.16285310261595576
ACH-000022,-0.07674843907637484
ACH-000025,0.24015634075030834
ACH-000028,0.08549502969443787
ACH-000030,0.18602754960571927
ACH-000035,0.1511319032337579
ACH-000036,0.30654262094139123
ACH-000037,0.1329684995421454
ACH-000039,0.0599320329942161
ACH-000040,0.13910095655885718
ACH-000041,-0.1493141110544692
ACH-000042,0.31349975843429034
ACH-000045,0.24770787705567426
ACH-000047,0.08650212898672231
ACH-000052,0.15234120707353402
ACH-000053,0.12193267290383734
ACH-000054,0.1176628192007095
ACH-000055,0.20809162222698835
ACH-000060,-0.04333050076846836
ACH-000067,-0.03230964662803645
ACH-000070,0.16047263969870715
ACH-000075,-0.028630350650904024
ACH-000078,0.09195220957483437
ACH-000082,0.07415047667131551
ACH-000085,0.3154127244977825
ACH-000086,0.25853289496307963
ACH-000087,-0.02642088235077639
ACH-000092,0.21735810432035327
ACH-000095,-0.03708629038564768
ACH-000097,0.18373505748879465
ACH-000098,-0.01826147885641619
ACH-000099,0.022787669272676045
ACH-000108,0.2531608119220942
ACH-000113,0.19628009377542904
ACH-000116,0.10047481757154067
ACH-000118,0.14927417656971054
ACH-000120,0.09228096532272864
ACH-000123,0.19296516937924169
ACH-000127,0.1453084006994345
ACH-000128,0.14038009453307124
ACH-000132,0.08862923773612108
ACH-000133,0.0464904287124918
ACH-000137,-0.013400945277647786
ACH-000138,0.13124546553310168
ACH-000142,0.14823252581401491
ACH-000143,-0.04909247649036018
ACH-000146,0.1489671345328261
ACH-000148,0.1232201765166547
ACH-000150,0.05301649675056701
ACH-000152,0.14861139304328871
ACH-000153,0.266657056284452
ACH-000159,0.14690376230849936
ACH-000160,0.026174763724330592
ACH-000163,0.030912176619069955
ACH-000167,0.3354695189507433
ACH-000168,0.2449666840855109
ACH-000169,0.04543325544737602
ACH-000178,0.08452379493268351
ACH-000183,0.006862536966266902
ACH-000188,0.288924859282729
ACH-000189,0.2512694733658881
ACH-000190,-0.12469217697159478
ACH-000198,0.1299935947302476
ACH-000203,0.4277801024341464
ACH-000204,0.05318219680281888
ACH-000206,0.24776231247725894
ACH-000207,0.08548782893893772
ACH-000208,0.13707322469154692
ACH-000210,0.2440472128153033
ACH-000211,0.15231664580405907
ACH-000215,0.05075057188598886
ACH-000221,0.18757668936843366
ACH-000222,0.07887609917105895
ACH-000223,0.14419207531357656
ACH-000226,0.046264272517271415
ACH-000227,0.42455169688254585
ACH-000228,0.07054163951726783
ACH-000231,0.2150289335045424
ACH-000232,0.08994200764590297
ACH-000233,0.08485323103746767
ACH-000234,0.1550562340046844
ACH-000235,0.2027593342714485
ACH-000237,0.15497497837513752
ACH-000238,0.15227076243756393
ACH-000242,0.03394130672973505
ACH-000243,0.13295036046422368
ACH-000244,0.3163232574297521
ACH-000246,0.11762451549170935
ACH-000248,0.1473813543142832
ACH-000250,0.19065677289127064
ACH-000251,0.1774679084877463
ACH-000252,0.0281637330149815
ACH-000253,-0.009150652078428995
ACH-000255,0.20264752075839654
ACH-000256,0.27955285044196865
ACH-000257,0.12685585644246258
ACH-000258,0.011905813200724315
ACH-000259,0.1879344506126101
ACH-000260,0.012253501524447258
ACH-000261,0.11431975448471715
