,MDN1 (23195)
ACH-000004,-0.8092641548344295
ACH-000005,-0.8225155976826846
ACH-000007,-1.1585476998935993
ACH-000009,-0.8324069500238913
ACH-000011,-0.988986162424794
ACH-000012,-1.1090682937132472
ACH-000013,-1.154602666451905
ACH-000014,-1.1819948014006814
ACH-000015,-1.1993670676603492
ACH-000017,-0.915935958123436
ACH-000018,-1.175621367847001
ACH-000019,-0.8214036396982102
ACH-000021,-0.7849580498901668
ACH-000022,-1.0058970420324886
ACH-000025,-0.9886760624298572
ACH-000028,-0.8792599521995567
ACH-000030,-1.0998176165547813
ACH-000035,-1.2584512694450976
ACH-000036,-1.048787092650292
ACH-000037,-1.1089519459946922
ACH-000039,-0.9215442170150224
ACH-000040,-1.1579654910266537
ACH-000041,-1.1256099026743334
ACH-000042,-1.0737527999830847
ACH-000045,-1.2050811503645722
ACH-000047,-1.1774658697291804
ACH-000052,-1.0218120995339934
ACH-000053,-0.9568824215895178
ACH-000054,-1.2231288605887674
ACH-000055,-0.8496774329986814
ACH-000060,-1.2026693202221312
ACH-000067,-0.9731953652928012
ACH-000070,-0.9666226154156076
ACH-000075,-1.1231334347268769
ACH-000078,-0.971531770528956
ACH-000082,-1.1606482584219269
ACH-000085,-1.5241749807513745
ACH-000086,-1.2384166100669245
ACH-000087,-1.1429249536218296
ACH-000092,-1.069819015972617
ACH-000095,-1.1070597160478493
ACH-000097,-1.0832267526945494
ACH-000098,-0.8163567666016934
ACH-000099,-0.7572460842953896
ACH-000108,-1.1753103870714323
ACH-000113,-0.9413599874708698
ACH-000116,-1.0206760828698038
ACH-000118,-1.0253535519125798
ACH-000120,-0.8799681710925287
ACH-000123,-0.9480149038987008
ACH-000127,-0.9243164142815656
ACH-000128,-0.6982738647926068
ACH-000132,-0.9299364827596424
ACH-000133,-1.252344775021781
ACH-000137,-1.0605157874977735
ACH-000138,-1.105829826404667
ACH-000142,-1.1265329779819866
ACH-000143,-1.1322775342247668
ACH-000146,-0.9492338670328796
ACH-000148,-1.090815439552341
ACH-000150,-1.0239619522862458
ACH-000152,-0.9302097757290044
ACH-000153,-1.3328988183033368
ACH-000159,-1.059445351033082
ACH-000160,-0.9021453524693154
ACH-000163,-1.0878380610022076
ACH-000167,-1.4918434154422953
ACH-000168,-1.0460912311889068
ACH-000169,-1.1206636093568003
ACH-000178,-1.0287993080071989
ACH-000183,-0.949619951183548
ACH-000188,-1.0792147748201055
ACH-000189,-1.1340333119021146
ACH-000190,-1.1945490651691626
ACH-000198,-0.7664813304443521
ACH-000203,-0.8377442431777109
ACH-000204,-1.3914030141070648
ACH-000206,-0.6075547655997928
ACH-000207,-0.4661481297848823
ACH-000208,-1.0912349812730529
ACH-000210,-1.070457247296443
ACH-000211,-1.0174339206566414
ACH-000215,-0.8681663975936617
ACH-000221,-1.3003428549201261
ACH-000222,-1.178243950351094
ACH-000223,-1.1770013231322134
ACH-000226,-0.9300295798058148
ACH-000227,-0.7792869698041917
ACH-000228,-1.1752346369382178
ACH-000231,-0.9603833555815676
ACH-000232,-0.965296156780368
ACH-000233,-0.955147372073452
ACH-000234,-0.8900014119300063
ACH-000235,-1.0574694748676832
ACH-000237,-1.160869985873978
ACH-000238,-1.153996455224191
ACH-000242,-1.2277519178185212
ACH-000243,-0.8959426234942486
ACH-000244,-0.9479653593056584
ACH-000246,-1.0283330876412
ACH-000248,-1.0482853308861328
ACH-000250,-0.9309492892644472
ACH-000251,-0.8250427861597962
ACH-000252,-1.2399388659609798
ACH-000253,-1.1432452972271692
ACH-000255,-1.0666997322689151
ACH-000256,-0.8337146335073561
ACH-000257,-0.749791703764749
ACH-000258,-1.51120008106786
ACH-000259,-1.2437296135684723
ACH-000260,-0.9965957448776812
ACH-000261,-0.9807161160669764
ACH-000262,-1.0474157203446224
ACH-000263,-0.8399559681192257
ACH-000264,-0.8241167445112115
ACH-000265,-1.0569086882058265
ACH-000266,-1.176638260083215
ACH-000272,-0.9826059371114269
ACH-000274,-1.1423442278739009
ACH-000277,-1.1029431601837842
ACH-000278,-1.3097369175579179
ACH-000279,-0.8490391834000414
ACH-000280,-1.2311537038341651
ACH-000281,-1.290191447144476
ACH-000288,-1.0136560668507169
ACH-000291,-0.8984912124284384
ACH-000293,-1.01431694356039
ACH-000294,-0.7483711310175798
ACH-000295,-1.1682041335917959
ACH-000296,-1.1407556158092989
ACH-000302,-1.001823072076084
ACH-000304,-0.9496379324609068
ACH-000307,-1.0605768086598606
ACH-000308,-0.9463956708143644
ACH-000310,-0.7762944520517284
ACH-000311,-1.1830423940081405
ACH-000312,-1.05580298515497
ACH-000315,-0.9327503573334244
ACH-000316,-0.9258451937399204
ACH-000317,-1.2786154154580125
ACH-000318,-1.2126983941155334
ACH-000319,-1.0818654044010845
ACH-000320,-1.1307564655612818
ACH-000322,-1.0516539305975767
ACH-000323,-1.1954238389682097
ACH-000324,-1.043456305372496
ACH-000329,-0.7610985134275964
ACH-000330,-0.8530936831328587
ACH-000331,-1.1085546867142593
ACH-000332,-1.0571343870279697
ACH-000334,-0.999577797108852
ACH-000335,-1.1146787096678104
ACH-000336,-1.38009279982835
ACH-000337,-0.7701255568566551
ACH-000338,-1.071052508443714
ACH-000339,-1.073194967189417
ACH-000341,-0.8852909786507126
ACH-000348,-1.0360417057695008
ACH-000350,-1.1646004873472895
ACH-000352,-1.3454546527179383
ACH-000356,-1.0836303355844537
ACH-000361,-1.056337355794722
ACH-000362,-0.7374587581856852
ACH-000363,-1.0992601428665256
ACH-000364,-1.2176172296740253
ACH-000365,-1.0834804825041806
ACH-000366,-1.0402762798319536
ACH-000368,-0.9755344243348718
ACH-000374,-0.5193500946980957
ACH-000375,-0.6450386998979035
ACH-000376,-1.0543137088950745
ACH-000381,-0.9142507406151978
ACH-000383,-0.9538533331391088
ACH-000387,-0.956161535281016
ACH-000389,-1.4338984530252044
ACH-000390,-1.0091332504567487
ACH-000393,-1.0157945299059423
ACH-000395,-0.8771181141396878
ACH-000396,-1.2231335088221116
ACH-000397,-1.2189010252273798
ACH-000401,-1.1773178931156418
ACH-000402,-0.4007330150706414
ACH-000403,-0.9012750482793164
ACH-000404,-1.0673953410192654
ACH-000406,-1.2843057147466646
ACH-000407,-1.086303983140216
ACH-000408,-1.0490699001904895
ACH-000410,-1.0291537686162335
ACH-000411,-1.1608811374049774
ACH-000414,-1.0644296781642208
ACH-000415,-1.1641973908749417
ACH-000416,-1.1938797413982618
ACH-000420,-0.8943502454623892
ACH-000421,-1.3074164363607277
ACH-000424,-0.9134552393163388
ACH-000425,-1.1376453290703763
ACH-000426,-1.0253873485215428
ACH-000427,-1.0088995135250625
ACH-000433,-1.0323430538971148
ACH-000435,-0.7840922318650423
ACH-000436,-0.9658652823655244
ACH-000444,-0.9551812994945597
ACH-000445,-0.9497565482120578
ACH-000448,-1.007241865830864
ACH-000450,-0.8271991251353188
ACH-000452,-1.0853104474472008
ACH-000454,-0.7233933778596497
ACH-000458,-1.231045863186288
ACH-000459,-0.7564714848336681
ACH-000460,-0.9909115313086636
ACH-000461,-1.001755195240692
ACH-000463,-1.186729410628
ACH-000464,-1.105239226404278
ACH-000466,-1.01636885633087
ACH-000467,-1.2889811613873663
ACH-000468,-1.0838574313975868
ACH-000469,-1.0251370983756558
ACH-000470,-1.006559311981533
ACH-000471,-0.9469687142255592
ACH-000472,-0.9889508796018508
ACH-000473,-1.3294084562166082
ACH-000475,-1.0376323260888138
ACH-000476,-1.1001534310319536
ACH-000477,-1.046367131119918
ACH-000479,-0.8003713673258321
ACH-000480,-1.0839325965903768
ACH-000481,-0.962779532855932
ACH-000483,-1.4679315846053582
ACH-000484,-1.1922829545752025
ACH-000485,-1.1887097965370523
ACH-000486,-1.0221927696876316
ACH-000487,-0.9763125981635186
ACH-000488,-1.0585346695072249
ACH-000490,-0.9184082823698854
ACH-000491,-0.8291217968523283
ACH-000495,-1.2305066056910896
ACH-000496,-1.090730729344494
ACH-000499,-1.0029704217189876
ACH-000500,-1.2895449891892234
ACH-000502,-1.1847511152938106
ACH-000503,-1.1845645018459776
ACH-000505,-1.2107632631697591
ACH-000507,-1.0800953727556897
ACH-000510,-0.8474543269719587
ACH-000511,-1.1623951997126607
ACH-000512,-1.0598080285276177
ACH-000516,-1.0978728263035034
ACH-000517,-1.0621439402010158
ACH-000518,-1.1995895258088078
ACH-000520,-0.9322832397897352
ACH-000521,-0.8323696610485741
ACH-000522,-0.9385085013302163
ACH-000524,-1.002937971529986
ACH-000527,-0.9674917560055928
ACH-000528,-1.1290568961987306
ACH-000537,-1.1387066071648988
ACH-000541,-1.080898615916302
ACH-000542,-0.9191452984408944
ACH-000544,-1.0025434125498571
ACH-000545,-0.8102955141172993
ACH-000547,-1.194263057908173
ACH-000548,-1.0690615699126904
ACH-000549,-1.3033758657199297
ACH-000550,-1.1513743809860508
ACH-000552,-1.189318593419425
ACH-000556,-1.0356519586793511
ACH-000557,-0.8267399125712546
ACH-000569,-1.106839786672458
ACH-000570,-1.1163633999714049
ACH-000571,-1.2437090477313446
ACH-000573,-0.7170691337389536
ACH-000576,-1.4117449770063475
ACH-000579,-1.1685200554027206
ACH-000580,-1.250166658142971
ACH-000584,-1.0079230059979074
ACH-000585,-1.21997801579293
ACH-000588,-1.0087098109357937
ACH-000589,-1.2103575883533793
ACH-000591,-1.0377586271403854
ACH-000593,-1.065619354823792
ACH-000600,-0.8704902001096525
ACH-000601,-1.0082720912852474
ACH-000605,-1.4150191796995957
ACH-000606,-0.9597087343531316
ACH-000608,-0.9094976538576038
ACH-000614,-0.902483654522836
ACH-000616,-1.069316994866267
ACH-000618,-1.394119498741036
ACH-000619,-1.081648474074768
ACH-000620,-1.2125259536424542
ACH-000621,-1.1258256235070716
ACH-000622,-1.0167179716187789
ACH-000623,-1.0218597638981215
ACH-000624,-1.0509336068353994
ACH-000627,-1.0058580001473698
ACH-000630,-1.0244174356950981
ACH-000631,-0.8246253213970425
ACH-000632,-1.0491228495686624
ACH-000633,-0.9492210446996604
ACH-000637,-1.1597090940457158
ACH-000638,-1.0763688343062925
ACH-000646,-1.1939297521684211
ACH-000647,-1.0544106297403089
ACH-000648,-0.7039799270964392
ACH-000649,-1.118386559641823
ACH-000651,-1.1359786238371592
ACH-000652,-1.2443318797734102
ACH-000653,-1.0207129457412898
ACH-000657,-1.0879562866980208
ACH-000658,-0.8815348225185803
ACH-000661,-0.9591938118485214
ACH-000662,-0.6855840043241848
ACH-000663,-1.1490720178874214
ACH-000665,-0.9773450943540332
ACH-000671,-1.0046051441367598
ACH-000672,-0.6818200029367353
ACH-000673,-0.9391606628903838
ACH-000676,-1.0369598385060526
ACH-000677,-1.0497338486161127
ACH-000681,-1.0582084072150741
ACH-000683,-1.102589957674558
ACH-000684,-1.1236107053969346
ACH-000688,-0.8354087803186129
ACH-000693,-1.0158195578297986
ACH-000694,-0.8839791868373683
ACH-000695,-0.7659055100438585
ACH-000696,-0.8960182147002621
ACH-000697,-0.9652566644239816
ACH-000699,-0.9562694007202998
ACH-000701,-1.4668748044073114
ACH-000706,-1.1184213703467734
ACH-000711,-1.0302162618578128
ACH-000713,-1.0279175157266236
ACH-000714,-1.1738441897154799
ACH-000718,-1.011031589137876
ACH-000720,-1.067181125688473
ACH-000721,-0.9973290943371039
ACH-000724,-1.1446935373062024
ACH-000725,-0.9302765166054728
ACH-000732,-0.9929938740447432
ACH-000734,-1.1811155672863856
ACH-000735,-1.0034435672160706
ACH-000736,-0.9477281528313656
ACH-000738,-1.070915837719042
ACH-000746,-1.0502104871423663
ACH-000747,-1.0424746381675132
ACH-000748,-0.9711717290922004
ACH-000753,-0.9766416918629112
ACH-000756,-0.9253090874673382
ACH-000757,-1.0374867965925374
ACH-000758,-0.9097548195032956
ACH-000760,-1.107377380293204
ACH-000762,-1.2049759868856114
