,RBPMS (11030)
ACH-000004,0.16151084765210594
ACH-000005,0.15888875980884787
ACH-000007,0.08569434729031396
ACH-000009,0.06358172573186184
ACH-000011,-0.09762954733526502
ACH-000012,0.12118315286322895
ACH-000013,0.1898189820602464
ACH-000014,0.11743115430639285
ACH-000015,0.10995416333588284
ACH-000017,-0.0004796804368684978
ACH-000018,0.31601013271932604
ACH-000019,0.005862949621010877
ACH-000021,0.020942322614679442
ACH-000022,-0.014070033573818629
ACH-000025,-0.09509663615577378
ACH-000028,-0.1274851812553917
ACH-000030,0.13440384414062098
ACH-000035,-0.030429608126675
ACH-000036,0.20680942838097732
ACH-000037,0.017938798905106086
ACH-000039,0.09525437262002552
ACH-000040,0.1352987409111713
ACH-000041,0.09071939619365496
ACH-000042,0.1236357581079349
ACH-000045,-0.006434954749961845
ACH-000047,-0.06056692968863634
ACH-000052,0.1161073082163106
ACH-000053,0.09218742883977732
ACH-000054,0.1217706435994895
ACH-000055,-0.07585190208462166
ACH-000060,-0.056171949698735
ACH-000067,0.09955433510639038
ACH-000070,0.15933476404846236
ACH-000075,-0.21961087041457272
ACH-000078,-0.04597568157765165
ACH-000082,-0.0073036720604470265
ACH-000085,0.2612296302784652
ACH-000086,0.25216476284038336
ACH-000087,0.1674234127811222
ACH-000092,0.0716515217972439
ACH-000095,0.1465247763925075
ACH-000097,-0.06628798847234227
ACH-000098,0.12399138284048095
ACH-000099,-0.08502953113704005
ACH-000108,0.005105491866879323
ACH-000113,0.0786471636749609
ACH-000116,0.09660182174026488
ACH-000118,0.01463231342052266
ACH-000120,0.01872806515483447
ACH-000123,0.1103931294627973
ACH-000127,0.04052587695339743
ACH-000128,-0.02577881765540212
ACH-000132,0.2256580130212319
ACH-000133,0.1081899165302791
ACH-000137,-0.1308579580025621
ACH-000138,0.06314627288498043
ACH-000142,0.2059916191292159
ACH-000143,0.09969884071491436
ACH-000146,0.0739279468666143
ACH-000148,-0.009929492945513816
ACH-000150,0.014910147786443619
ACH-000152,0.03609729584887579
ACH-000153,0.1971297474558337
ACH-000159,0.05753101067404132
ACH-000160,0.5749004901386193
ACH-000163,0.10690645393843567
ACH-000167,1.0046528803488015
ACH-000168,-0.24254168691504474
ACH-000169,0.09006524511663462
ACH-000178,0.047192423122539705
ACH-000183,-0.06069802404025367
ACH-000188,-0.02928579448586144
ACH-000189,0.1493852827352627
ACH-000190,0.4928126506252945
ACH-000198,0.030998952012437075
ACH-000203,-0.15950571077799175
ACH-000204,0.035431958129923884
ACH-000206,0.01521172749849854
ACH-000207,0.3461825001672689
ACH-000208,-0.0768935052120279
ACH-000210,-0.1378589765453849
ACH-000211,0.04425104444696256
ACH-000215,0.0430619017935772
ACH-000221,0.07363497153363069
ACH-000222,0.2625878075187127
ACH-000223,0.049008671064210536
ACH-000226,-0.06083385615095292
ACH-000227,0.22182482406811935
ACH-000228,-0.11646732873703555
ACH-000231,0.050309442316815584
ACH-000232,-0.08335143759965448
ACH-000233,0.008496500979948605
ACH-000234,0.032772490620838174
ACH-000235,0.11246090345199736
ACH-000237,0.2156316683436492
ACH-000238,0.09109120524774852
ACH-000242,-0.4779677963390657
ACH-000243,0.03661021589857962
ACH-000244,0.03670646857590365
ACH-000246,-0.16730203957822826
ACH-000248,0.1167325163392638
ACH-000250,0.04851889909097929
ACH-000251,0.18716436910002027
ACH-000252,0.042286364499074615
ACH-000253,0.1530776148250948
ACH-000255,0.027871120028760483
ACH-000256,0.11253812849938068
ACH-000257,-0.037440318696470236
ACH-000258,-0.1413538314072009
ACH-000259,0.054988852170934216
ACH-000260,-0.014065498936807823
ACH-000261,0.2025886578316877
ACH-000262,-0.2525114282482389
ACH-000263,0.03387988346014758
ACH-000264,0.1228131097354945
ACH-000265,-0.025911473193854253
ACH-000266,0.16958047847535887
ACH-000272,0.2879577550537357
ACH-000274,0.0883445779868557
ACH-000277,0.002629818548157253
ACH-000278,0.0840487613132149
ACH-000279,0.09213018370572644
ACH-000280,0.03543822974115562
ACH-000281,0.2201048309213789
ACH-000288,0.1967220733281124
ACH-000291,0.023497025984002055
ACH-000293,-0.009333797725537277
ACH-000294,0.22253771533067385
ACH-000295,-0.08652089406987933
ACH-000296,0.16907544486504997
ACH-000302,0.11011993253560157
ACH-000304,-0.141682241475748
ACH-000307,0.039232274651308637
ACH-000308,0.017953967981676405
ACH-000310,0.05340622194373658
ACH-000311,0.08560129270442991
ACH-000312,0.02489899347997223
ACH-000315,-0.02927829657642054
ACH-000316,0.08252793052871897
ACH-000317,-0.0450759870348535
ACH-000318,-0.11863492744570485
ACH-000319,-0.1492644830030362
ACH-000320,0.21139848686707072
ACH-000322,0.0688341687808408
ACH-000323,0.08227555606781081
ACH-000324,-0.02884725579897525
ACH-000329,0.04509190653331984
ACH-000330,-0.08949254004671145
ACH-000331,0.10691804895781293
ACH-000332,0.05153057349605512
ACH-000334,0.24059809728528775
ACH-000335,-0.19356226068049745
ACH-000336,0.15095530763833775
ACH-000337,0.005169464893151304
ACH-000338,0.14639071557299335
ACH-000339,-0.0460202184937893
ACH-000341,-0.025578787847338358
ACH-000348,0.15070832720251
ACH-000350,0.056439155607865325
ACH-000352,0.04147689017506497
