,BAG6 (7917)
ACH-000004,-0.2410567304321965
ACH-000005,0.12405078708551052
ACH-000007,-0.24540175512267326
ACH-000009,-0.21368523914471974
ACH-000011,-0.06655101022624865
ACH-000012,-0.12414716161194045
ACH-000013,-0.30851715715585704
ACH-000014,-0.4202317516523647
ACH-000015,-0.008956418109489639
ACH-000017,-0.3045845201617915
ACH-000018,-0.30780086134542745
ACH-000019,-0.2673610257875589
ACH-000021,0.058909950068384176
ACH-000022,-0.17093706793799426
ACH-000025,-0.036106274999825605
ACH-000028,-0.15315656410667935
ACH-000030,-0.08865450881208037
ACH-000035,-0.4405188984554638
ACH-000036,-0.2286998916484249
ACH-000037,-0.09367664310380164
ACH-000039,-0.14922394980501086
ACH-000040,-0.09762223763194514
ACH-000041,-0.062495270619656824
ACH-000042,-0.029040728023006838
ACH-000045,-0.0007668395870653469
ACH-000047,0.15192819332514845
ACH-000052,-0.14581696108534584
ACH-000053,-0.12880605009703008
ACH-000054,-0.019244278477611367
ACH-000055,0.02471709481857534
ACH-000060,-0.15198188951007546
ACH-000067,-0.13156293869487853
ACH-000070,-0.0807598418875991
ACH-000075,-0.13212200957644996
ACH-000078,-0.30069299105261704
ACH-000082,-0.12716079424119886
ACH-000085,-0.15433411155455304
ACH-000086,-0.04407395988626422
ACH-000087,0.05381605101103689
ACH-000092,-0.13981113423092192
ACH-000095,-0.032059951954984366
ACH-000097,-0.09494656872255187
ACH-000098,0.139728725477677
ACH-000099,0.07750086072828999
ACH-000108,-0.1437086916889807
ACH-000113,-0.26985630990073833
ACH-000116,-0.16164431537661847
ACH-000118,-0.13691389890811229
ACH-000120,-0.15581127395946576
ACH-000123,0.06658281442728174
ACH-000127,-0.2605887457212298
ACH-000128,-0.28496064002644605
ACH-000132,-0.2728748920004815
ACH-000133,-0.3479124075587929
ACH-000137,-0.0955263665348654
ACH-000138,-0.14827682616881516
ACH-000142,-0.2140539551153513
ACH-000143,-0.24393374804124365
ACH-000146,-0.16592385507867238
ACH-000148,0.006611732551437421
ACH-000150,0.04979468183178306
ACH-000152,-0.17847001069862442
ACH-000153,0.04520970295042856
ACH-000159,-0.11199263571292717
ACH-000160,0.10580467009500703
ACH-000163,0.0934702520376706
ACH-000167,0.5416849312518861
ACH-000168,-0.252577233954361
ACH-000169,-0.01942879441179745
ACH-000178,-0.16995630605186626
ACH-000183,-0.2512906235472688
ACH-000188,-0.11995232708980733
ACH-000189,0.07590211866357638
ACH-000190,0.021064919390572576
ACH-000198,-0.3243923449792043
ACH-000203,-0.4724263277986689
ACH-000204,-0.2559198147248847
ACH-000206,-0.1633591975173176
ACH-000207,-0.3711783195346461
ACH-000208,0.13726922376403436
ACH-000210,0.11740867073778685
ACH-000211,-0.3300702709448581
ACH-000215,-0.276577151742683
ACH-000221,-0.2478976413460133
ACH-000222,0.1479998308473606
ACH-000223,-0.20635804982887065
ACH-000226,-0.24215252514324276
ACH-000227,-0.1689383067703485
ACH-000228,-0.1891872263661938
ACH-000231,-0.17617957401836815
ACH-000232,-0.05268539272447937
ACH-000233,-0.43386082733452097
ACH-000234,-0.11167113604336686
ACH-000235,-0.1242641086741277
ACH-000237,-0.08597189767279806
ACH-000238,-0.3853437458950889
ACH-000242,-0.04182246288503028
ACH-000243,-0.2058647365384012
ACH-000244,-0.2413251530292892
ACH-000246,-0.18592415838871987
ACH-000248,-0.5304965210488408
ACH-000250,-0.2168197164737312
ACH-000251,0.06391934291733238
ACH-000252,-0.1766860745049126
ACH-000253,-0.2390727883552734
ACH-000255,-0.07929565075254316
