,IFNB1 (3456)
ACH-000004,0.21337377455992648
ACH-000005,0.17667189900099478
ACH-000007,0.2722577266626205
ACH-000009,0.19534435167062494
ACH-000011,0.30678012609025546
ACH-000012,0.3065045250786652
ACH-000013,0.30050684223383994
ACH-000014,0.2887155417543533
ACH-000015,0.15293600189255724
ACH-000017,0.26978957581048585
ACH-000018,0.2482330240029197
ACH-000019,0.07795635900135439
ACH-000021,0.2409401649270552
ACH-000022,0.12382575920241133
ACH-000025,0.3115327723511202
ACH-000028,0.2240777634349798
ACH-000030,0.2529965607892496
ACH-000035,0.208032557375406
ACH-000036,0.2940866543786524
ACH-000037,0.2246845220863336
ACH-000039,0.20465639536431546
ACH-000040,0.2312788474925984
ACH-000041,0.1919204361532693
ACH-000042,0.2943370203348992
ACH-000045,0.3058324392857093
ACH-000047,0.1714152348346871
ACH-000052,0.27413444346384164
ACH-000053,0.2913558707575344
ACH-000054,0.22398861842059545
ACH-000055,0.07236309357490413
ACH-000060,0.2726940162591531
ACH-000067,0.2833163878841227
ACH-000070,0.3190824893186311
ACH-000075,0.4558700528459866
ACH-000078,0.2715261858112881
ACH-000082,0.1584759078199942
ACH-000085,0.25374053985197176
ACH-000086,0.17426369420250098
ACH-000087,0.4124820099662224
ACH-000092,0.2627747135443841
ACH-000095,0.27771995359340024
ACH-000097,0.2676938871571855
ACH-000098,0.18372671912654776
ACH-000099,0.21753652981838328
ACH-000108,0.26597999694088564
ACH-000113,0.17779636610009214
ACH-000116,0.3108171860188045
ACH-000118,0.22551069296575746
ACH-000120,0.1505834715108845
ACH-000123,0.26499873585452266
ACH-000127,0.2538039985987572
ACH-000128,0.2677026643257413
ACH-000132,0.09826282988030777
ACH-000133,0.32253651574116005
ACH-000137,0.3141551072194805
ACH-000138,0.18550207994897105
ACH-000142,0.3698067612126744
ACH-000143,0.22515255658234407
ACH-000146,0.21842112147917275
ACH-000148,0.2239311975308841
ACH-000150,0.25597342925024985
ACH-000152,0.2822274684716449
ACH-000153,0.2455480729854696
ACH-000159,0.2717226476090995
ACH-000160,0.21049869816504369
ACH-000163,0.1877427204562851
ACH-000167,0.16178797697200215
ACH-000168,0.0972687146586136
ACH-000169,0.2740222277633337
ACH-000178,0.18342879177643384
ACH-000183,0.2046623904022232
ACH-000188,0.20764422057505347
ACH-000189,0.4222165802216884
ACH-000190,0.18498530197224872
ACH-000198,0.17315768761354025
ACH-000203,0.12303726320533205
ACH-000204,0.17965097446757178
ACH-000206,0.2468951870677313
ACH-000207,0.29148094188953544
ACH-000208,0.3826505535640945
ACH-000210,0.4343929225057733
ACH-000211,0.11370265849771123
ACH-000215,0.1529753955098275
ACH-000221,0.3561951528302718
ACH-000222,0.32457359250042306
ACH-000223,0.2256717409692413
ACH-000226,0.26337957569167897
ACH-000227,0.22161927707642665
ACH-000228,0.15986035228127024
ACH-000231,0.2815471393600547
ACH-000232,0.2659900324230565
ACH-000233,0.19776357841754255
ACH-000234,0.2721551731737806
ACH-000235,0.22733925339798916
ACH-000237,0.2405440215717089
ACH-000238,0.261351774173345
ACH-000242,0.3660348973785436
ACH-000243,0.1542322203721583
ACH-000244,0.5069721271969025
ACH-000246,0.20239348569573726
ACH-000248,0.18120644460329305
ACH-000250,0.1949936452835773
ACH-000251,0.3518321312153241
ACH-000252,0.13389181803473466
ACH-000253,0.2399317531558541
ACH-000255,0.19293904463916275
ACH-000256,0.3871184489129541
ACH-000257,0.04480888971626423
ACH-000258,0.2443094649737212
ACH-000259,0.25851417378147223
ACH-000260,0.2040730211477727
ACH-000261,0.10942360563617504
ACH-000262,0.2813806425067325
ACH-000263,0.2236595830708588
ACH-000264,0.20123650200904905
ACH-000265,0.0807362958741129
ACH-000266,0.2420329049490668
ACH-000272,0.2196274412612564
ACH-000274,0.2137301873287636
ACH-000277,0.3198374069752636
ACH-000278,0.21443898444219067
ACH-000279,0.2405385841282475
ACH-000280,0.1817769334532872
ACH-000281,0.33499405218710715
ACH-000288,0.3407530393925041
ACH-000291,0.18065645644691544
ACH-000293,0.34689762759470305
ACH-000294,0.20700618955720512
ACH-000295,0.20422726273879088
ACH-000296,0.11235696493582344
ACH-000302,0.2781277762314487
ACH-000304,0.19749147485298815
ACH-000307,0.2534814997803367
ACH-000308,0.19853157930999807
ACH-000310,0.22865703726819955
ACH-000311,0.2098790724474255
ACH-000312,0.2778051867162924
ACH-000315,0.3025654783527617
ACH-000316,0.18231194904130585
ACH-000317,0.20391725877259625
ACH-000318,0.14132196583417148
ACH-000319,0.2888629682412033
ACH-000320,0.366324815014424
ACH-000322,0.2839052398439245
ACH-000323,0.15833902819698972
ACH-000324,0.22335966801817053
ACH-000329,0.28267556426128915
ACH-000330,0.1832297518202922
ACH-000331,0.09296963089031787
ACH-000332,0.2292550583320468
ACH-000334,0.2317625388328147
ACH-000335,0.12272029277489188
ACH-000336,0.3206869929544111
ACH-000337,0.16526273645626655
ACH-000338,0.17496412600374014
ACH-000339,0.2387951217700748
ACH-000341,0.3113155702738569
ACH-000348,0.22486681570156108
ACH-000350,0.23414167297575106
ACH-000352,0.2438254818440965
ACH-000356,0.3457680593694325
ACH-000361,0.3439201858396106
ACH-000362,0.1883921893538917
ACH-000363,0.22108246519225866
ACH-000364,0.2189524416611924
ACH-000365,0.2836461089550217
ACH-000366,0.13300376283554566
ACH-000368,0.3155162142150434
ACH-000374,0.14292212958821765
ACH-000375,0.42719463872238733
ACH-000376,0.2301562538424541
ACH-000381,0.3434254650959739
ACH-000383,0.2310318562517902
ACH-000387,0.22104923782964314
ACH-000389,0.4113531101638595
ACH-000390,0.200889848832124
ACH-000393,0.2782282530942026
ACH-000395,0.24183928554527104
ACH-000396,0.1571636958051335
ACH-000397,0.19574641302691087
ACH-000401,0.2989949028997567
ACH-000402,0.33753078925032115
ACH-000403,0.2774671148269054
ACH-000404,0.1741957578229119
ACH-000406,0.2736920925257064
ACH-000407,0.202245758789884
ACH-000408,0.19427611046524784
ACH-000410,0.2020133904459534
ACH-000411,0.2607452623086861
ACH-000414,0.2953266862024676
ACH-000415,0.3157642998763834
ACH-000416,0.054918671606516666
ACH-000420,0.19194980116768087
ACH-000421,0.2358181479877577
ACH-000424,0.20862751012260572
ACH-000425,0.2582270271463627
ACH-000426,0.22975980050325634
ACH-000427,0.3127399255484269
ACH-000433,0.14460297333301173
ACH-000435,0.1963223136057711
ACH-000436,0.20713983898633248
ACH-000444,0.1292335484579305
ACH-000445,0.19871654214013668
ACH-000448,0.20861864877524605
ACH-000450,0.13767718527451026
ACH-000452,0.21357280654540411
ACH-000454,0.25501642908613265
ACH-000458,0.330937548430212
ACH-000459,0.21225345524857536
ACH-000460,0.17242892872205126
ACH-000461,0.27193214204809946
ACH-000463,0.1942573879020348
ACH-000464,0.17749087271843128
ACH-000466,0.2982058532053395
ACH-000467,0.2576475043934229
ACH-000468,0.18214704556047465
ACH-000469,0.2732479914692438
ACH-000470,0.11261030398946308
ACH-000471,0.2018399652494684
ACH-000472,0.19504234744361454
ACH-000473,0.3937296487858971
ACH-000475,0.17771210483103198
ACH-000476,0.22102175650481468
ACH-000477,0.21386193518411187
ACH-000479,0.0327953716359922
ACH-000480,0.19846418138437047
ACH-000481,0.26916190936756496
ACH-000483,0.2309144279113604
ACH-000484,0.18770437236754373
ACH-000485,0.31560021182438264
ACH-000486,0.3320630349389909
ACH-000487,0.11722673217848376
ACH-000488,0.2019211360166401
ACH-000490,0.2332235154470496
ACH-000491,0.3254206156023136
ACH-000495,0.192295586768314
ACH-000496,0.14180566943224165
ACH-000499,0.24849943786287645
ACH-000500,0.024777013792777542
ACH-000502,0.1700820711712442
ACH-000503,0.18552728518172293
ACH-000505,0.2752931355460789
ACH-000507,0.18002861473783596
ACH-000510,0.31198936522792264
ACH-000511,0.2571118252140365
ACH-000512,0.16284245290033758
ACH-000516,0.2476384003653725
ACH-000517,0.2142363937585912
ACH-000518,0.23748441435855094
ACH-000520,0.2269018111151621
ACH-000521,0.11696067043437593
ACH-000522,0.25403282270513017
ACH-000524,0.2613597403347565
ACH-000527,0.2496654484818375
ACH-000528,0.20020902457902448
ACH-000537,0.13871381073658645
ACH-000541,0.16971209219467695
ACH-000542,0.2373248549900153
ACH-000544,0.2851082287052007
ACH-000545,0.19524016840066802
ACH-000547,0.058524414580325736
ACH-000548,0.31784646876064004
ACH-000549,0.2254353009094063
ACH-000550,0.25396487793568795
ACH-000552,0.3956600120271951
ACH-000556,0.18163975992650794
ACH-000557,0.1870729959914813
