,POLR2D (5433)
ACH-000004,-1.2445792829797917
ACH-000005,-0.8588226300832754
ACH-000007,-1.3738313038766572
ACH-000009,-1.3409567485103753
ACH-000011,-1.1053028815037629
ACH-000012,-1.0752517606469407
ACH-000013,-1.2246720497663377
ACH-000014,-1.019433206873231
ACH-000015,-0.9971362845498656
ACH-000017,-1.1496051482230936
ACH-000018,-1.0210133794947671
ACH-000019,-1.143822148710688
ACH-000021,-1.0846625976125197
ACH-000022,-1.190061692466427
ACH-000025,-1.0637459035932282
ACH-000028,-1.0356222632759169
ACH-000030,-1.1549502306561987
ACH-000035,-1.185618915928739
ACH-000036,-1.0682544225932329
ACH-000037,-1.264394485569037
ACH-000039,-1.1735317839439299
ACH-000040,-1.2115114236333495
ACH-000041,-1.315223988160868
ACH-000042,-1.0167179778331283
ACH-000045,-1.1235158434666972
ACH-000047,-1.07305680254506
ACH-000052,-0.8808303103559768
ACH-000053,-1.174894096449579
ACH-000054,-0.9653678726284496
ACH-000055,-1.138116601412347
ACH-000060,-1.0078591228436078
ACH-000067,-1.043410324416395
ACH-000070,-0.9787771057264599
ACH-000075,-1.2062307358500064
ACH-000078,-1.1591699053889997
ACH-000082,-0.9118719025779812
ACH-000085,-1.3390074274569328
ACH-000086,-1.0756315128492433
ACH-000087,-1.15845235012236
ACH-000092,-1.0682808297389292
ACH-000095,-1.15769393788943
ACH-000097,-1.1179872646549658
ACH-000098,-1.1796291574142117
ACH-000099,-1.0916697796376549
ACH-000108,-1.0072174881847444
ACH-000113,-1.1244283704773224
ACH-000116,-1.1023118094619322
ACH-000118,-1.0559398898311927
ACH-000120,-1.078348999106481
ACH-000123,-1.0666622903088598
ACH-000127,-1.1929789133366877
ACH-000128,-1.236497860615681
ACH-000132,-1.2065235213571202
ACH-000133,-1.3392765175338122
ACH-000137,-1.138301691657427
ACH-000138,-1.141924816017386
ACH-000142,-1.164388467575078
ACH-000143,-1.0625029116063347
ACH-000146,-1.2407221166856888
ACH-000148,-1.2956596850703952
ACH-000150,-1.0012944956244891
ACH-000152,-0.8848523378606926
ACH-000153,-1.0215365708302673
ACH-000159,-1.1183427305044455
ACH-000160,-0.8914838643443764
ACH-000163,-1.4120911591028404
ACH-000167,-1.7748043310816584
ACH-000168,-1.295663567557027
ACH-000169,-1.2733660115246206
ACH-000178,-1.181435171861797
ACH-000183,-1.1969880594285665
ACH-000188,-1.1651862508543491
ACH-000189,-1.275264632749478
ACH-000190,-0.9078527224798164
ACH-000198,-1.1915511048807972
ACH-000203,-1.0008803033439242
ACH-000204,-1.375888077988772
ACH-000206,-1.6328232146830166
ACH-000207,-1.172018373632937
ACH-000208,-1.1785967278763558
ACH-000210,-0.7582197500285609
ACH-000211,-0.975961514860737
ACH-000215,-1.1338174977879498
ACH-000221,-1.4161762371677251
ACH-000222,-1.236432014852923
ACH-000223,-1.1519684234225096
ACH-000226,-1.3168256554761393
ACH-000227,-1.308360034951251
ACH-000228,-1.2767792986817723
ACH-000231,-1.0881342770779896
ACH-000232,-1.1734245066398459
ACH-000233,-1.2346190576550924
ACH-000234,-1.4509341045920268
ACH-000235,-1.038802772705181
ACH-000237,-1.1553774732414908
ACH-000238,-1.120700617950686
ACH-000242,-1.4276589297091793
ACH-000243,-1.1636192170134545
ACH-000244,-1.0459713790064051
ACH-000246,-1.0747873346313594
ACH-000248,-1.1338903895322714
ACH-000250,-1.0394748772308673
ACH-000251,-0.8946606365194077
ACH-000252,-0.9999958078001068
ACH-000253,-1.1593717606338452
ACH-000255,-1.1045405241958046
ACH-000256,-1.113051426652592
ACH-000257,-1.2280459976881686
ACH-000258,-1.182294002261398
ACH-000259,-1.3149573581124228
ACH-000260,-1.2235801103690425
ACH-000261,-1.1631548098667772
ACH-000262,-1.1219114877132808
ACH-000263,-1.3664011488561922
ACH-000264,-1.0880333613609992
ACH-000265,-1.222221524548222
ACH-000266,-1.1329773494304323
ACH-000272,-0.9822190271999466
ACH-000274,-1.1031896778275472
ACH-000277,-1.0845341888030011
ACH-000278,-1.2374468333969468
ACH-000279,-1.245251349504196
ACH-000280,-1.0013167309960094
ACH-000281,-1.3580395318772056
ACH-000288,-1.0357448031988812
ACH-000291,-1.2707856674292737
ACH-000293,-1.198854782474194
ACH-000294,-1.2094278739763449
ACH-000295,-1.150779148117886
ACH-000296,-1.1179106563916548
ACH-000302,-1.1323187594613855
ACH-000304,-1.7451815440431766
ACH-000307,-1.0473081804575113
ACH-000308,-1.058804880777106
ACH-000310,-1.3485447818585181
ACH-000311,-1.1352429091893947
ACH-000312,-1.1191048995882595
ACH-000315,-1.2440238042079947
ACH-000316,-1.1443217130012997
ACH-000317,-1.0963790800803106
ACH-000318,-1.3911602117597843
ACH-000319,-1.2552243903487632
ACH-000320,-1.104954541483269
ACH-000322,-1.1030186106730715
ACH-000323,-1.1378275014178558
ACH-000324,-0.9369837173300544
ACH-000329,-1.2737499048949872
ACH-000330,-1.5303909826105984
ACH-000331,-1.1451962209660311
ACH-000332,-1.1100510609219745
ACH-000334,-1.5826142827794
ACH-000335,-1.0644025211304826
ACH-000336,-0.9232193514138984
ACH-000337,-1.2341437266972073
ACH-000338,-1.0239464252212092
ACH-000339,-1.1799391787540805
ACH-000341,-1.458674065306426
ACH-000348,-1.180395812535434
ACH-000350,-1.197416264325239
ACH-000352,-1.2769553348080112
ACH-000356,-1.2135527947705025
ACH-000361,-0.9396779563248424
ACH-000362,-1.2285371137139105
ACH-000363,-1.2975274302210835
ACH-000364,-1.0781447675142024
ACH-000365,-1.222711478084739
ACH-000366,-1.1192757680831384
ACH-000368,-1.1763535068963582
ACH-000374,-1.2063986263368072
ACH-000375,-0.7797909091102483
ACH-000376,-1.1558910835182508
ACH-000381,-1.193273751387219
ACH-000383,-1.3184623835180098
ACH-000387,-1.0939588997962078
ACH-000389,-1.208923909182695
ACH-000390,-1.2672638267590814
ACH-000393,-1.2308559816053721
ACH-000395,-1.0355688576273026
ACH-000396,-0.8894843204077467
ACH-000397,-1.3055589589042251
ACH-000401,-1.2242790698496948
ACH-000402,-1.3627820636495371
ACH-000403,-1.2501278649725769
ACH-000404,-0.9895648085598492
ACH-000406,-1.260951181633313
ACH-000407,-1.1026264349139112
ACH-000408,-1.0715098419762352
ACH-000410,-1.2177606591574313
ACH-000411,-0.9888355155077626
ACH-000414,-1.2691707900735258
ACH-000415,-1.256965996520693
ACH-000416,-1.051633682560866
ACH-000420,-1.1344711244222003
ACH-000421,-1.2124484041504409
ACH-000424,-1.1992535573448264
ACH-000425,-1.1154722496092644
ACH-000426,-1.5902774048835928
ACH-000427,-1.0009726678359168
ACH-000433,-0.9559273084320778
ACH-000435,-0.9299115207489048
ACH-000436,-1.243485235216523
ACH-000444,-1.192990914230147
ACH-000445,-1.3017779638287517
ACH-000448,-1.1475562035865514
ACH-000450,-1.3019696644419152
ACH-000452,-1.1665511905602786
ACH-000454,-1.2658914480829264
ACH-000458,-1.2236573134632338
ACH-000459,-1.1452544268190394
ACH-000460,-1.2069396122502225
ACH-000461,-1.197837989990886
ACH-000463,-1.017298404642357
ACH-000464,-1.1750670944026238
ACH-000466,-1.2904440908154151
ACH-000467,-1.0393825771692211
ACH-000468,-1.4132919562280446
ACH-000469,-1.1087782085397315
ACH-000470,-1.2593496123672054
ACH-000471,-1.1564437718243292
ACH-000472,-1.2572215913853213
ACH-000473,-1.1786368788062542
ACH-000475,-1.1425224613936134
ACH-000476,-0.9878921698635632
ACH-000477,-1.0770194951853866
ACH-000479,-1.2509936495295182
ACH-000480,-1.1189783865897258
ACH-000481,-1.388043088287878
ACH-000483,-1.1463760893798665
ACH-000484,-1.3955922429461771
ACH-000485,-1.0489036005901369
ACH-000486,-1.0421806018766486
ACH-000487,-1.3917696201077918
ACH-000488,-1.209514960414274
ACH-000490,-1.265118425560934
ACH-000491,-1.5117778007177345
ACH-000495,-1.0625551937762832
ACH-000496,-1.3507639937142857
ACH-000499,-0.8380258854203166
ACH-000500,-0.9685247265612092
ACH-000502,-1.2242503704353238
ACH-000503,-1.4060858916579635
ACH-000505,-1.3460797423652855
ACH-000507,-1.319045347978925
ACH-000510,-0.9211874726745404
ACH-000511,-0.9807881661318728
ACH-000512,-1.23322504819777
ACH-000516,-1.1384361679013906
ACH-000517,-1.2328522837615064
ACH-000518,-1.2951561956709567
ACH-000520,-1.0010886220374111
ACH-000521,-1.2311180061978444
ACH-000522,-1.1379002258636663
