,PRIMPOL (201973)
ACH-000004,-0.01878332880190029
ACH-000005,-0.031922326050154534
ACH-000007,-0.0953079871733675
ACH-000009,0.03608897751779469
ACH-000011,0.09832053261495674
ACH-000012,0.048680370057860516
ACH-000013,0.10915965338870116
ACH-000014,-0.032266338641007836
ACH-000015,0.07243432746312815
ACH-000017,0.13457703824943335
ACH-000018,-0.09713089693647324
ACH-000019,-0.024974278267030504
ACH-000021,0.00991553141474819
ACH-000022,0.06816677937007387
ACH-000025,0.08615974468563249
ACH-000028,0.012624526472786285
ACH-000030,0.02110898396659816
ACH-000035,0.01519848145177944
ACH-000036,0.07494425785796884
ACH-000037,-0.08641626349649703
ACH-000039,-0.08081261843115306
ACH-000040,-0.0670543207821233
ACH-000041,-0.1832671656772592
ACH-000042,0.09247156706526168
ACH-000045,0.00963468156144568
ACH-000047,0.07902499204019317
ACH-000052,-0.10783212371574252
ACH-000053,0.020990303988823147
ACH-000054,0.06998388280634647
ACH-000055,0.08000844121391633
ACH-000060,0.11238891768198896
ACH-000067,0.07875789222104214
ACH-000070,0.02534472135555782
ACH-000075,0.07050421900152651
ACH-000078,-0.17800042632990076
ACH-000082,0.08825941502671955
ACH-000085,-0.039932893304109485
ACH-000086,0.09108101484950136
ACH-000087,-0.033617192286716564
ACH-000092,0.03142443411236786
ACH-000095,-0.02175146396708596
ACH-000097,0.014224893523701826
ACH-000098,-0.01760472164795937
ACH-000099,-0.04180194479047679
ACH-000108,0.01814995764126266
ACH-000113,0.018062585239001557
ACH-000116,-0.06206376322986355
ACH-000118,0.17389860601050774
ACH-000120,0.05046659850131214
ACH-000123,-0.031964991015524837
ACH-000127,0.1028255062872291
ACH-000128,0.011618691023362113
ACH-000132,-0.0050019661729374205
ACH-000133,0.14782153529621436
ACH-000137,0.0922331920179136
ACH-000138,0.09516441940795632
ACH-000142,0.08837321657633647
ACH-000143,0.07537597667396592
ACH-000146,-0.06077544156365596
ACH-000148,0.061733834067645925
ACH-000150,0.04445113532206217
ACH-000152,-0.04832790229112442
ACH-000153,-0.22516481501169933
ACH-000159,-0.06461374140859254
ACH-000160,0.08337424075112129
ACH-000163,0.07614523424399428
ACH-000167,0.1510909537160717
ACH-000168,-0.020582207233597133
ACH-000169,0.05300209467043055
ACH-000178,0.08227066693219383
ACH-000183,0.042762287221680434
ACH-000188,-0.06142868020610642
ACH-000189,0.19565032883457487
ACH-000190,-0.08895671730962885
ACH-000198,0.044853856972167365
ACH-000203,0.2418380929096477
ACH-000204,0.14123128471058374
ACH-000206,-0.062104112275056585
ACH-000207,-0.08610355906490302
ACH-000208,-0.013264462220373715
ACH-000210,-0.009962510789853263
ACH-000211,-0.05119766891126469
ACH-000215,-0.09727952218325954
ACH-000221,0.11395544842954665
ACH-000222,0.0840723113526432
ACH-000223,-0.07400490077811286
ACH-000226,0.05074896009438163
ACH-000227,-0.12196517419152715
ACH-000228,0.035232306931755386
ACH-000231,-0.024139381799306463
ACH-000232,-0.05337843775375658
ACH-000233,-0.029835373746260205
ACH-000234,-0.04737449734065055
ACH-000235,0.03688894988964896
ACH-000237,0.005407143786155675
ACH-000238,-0.02646932317716029
ACH-000242,0.21443931416283588
ACH-000243,0.039901552414342005
ACH-000244,-0.4268098313013141
ACH-000246,-0.028446289060681012
ACH-000248,-0.08964979638150772
ACH-000250,-0.0537506389138393
ACH-000251,-0.17331166466571693
ACH-000252,0.07934303107607804
ACH-000253,-0.04731380873102922
ACH-000255,0.038556973192856274
ACH-000256,-0.002075983045966079
ACH-000257,0.008274074304374952
ACH-000258,-0.011681117282289924
ACH-000259,-0.007967587784757577
ACH-000260,0.14806867287482486
ACH-000261,-0.013353149575332448
ACH-000262,0.00567720369274237
ACH-000263,-0.07337024715714231
ACH-000264,0.1193852731159772
ACH-000265,-0.0012083616570961796
ACH-000266,0.026640925742093445
ACH-000272,0.021732901697517168
ACH-000274,-0.01207617904238572
ACH-000277,0.04971913368158693
ACH-000278,-0.033378854083523944
ACH-000279,0.14851023169104086
ACH-000280,-0.012577158996200143
ACH-000281,0.07496253269929498
ACH-000288,0.05121480872306119
ACH-000291,-0.018821356944789376
ACH-000293,-0.03637485336970843
ACH-000294,0.021423682302904364
ACH-000295,0.1767888612959134
ACH-000296,-0.2380565913369708
ACH-000302,-0.001943965042422631
ACH-000304,0.10768988344494614
ACH-000307,0.2410891012606342
ACH-000308,-0.025761960928174715
ACH-000310,-0.04582014058838691
ACH-000311,-0.09012571612728036
ACH-000312,0.0896157036511591
ACH-000315,0.0553322092554948
ACH-000316,-0.12228857089088199
ACH-000317,0.09187400844510464
ACH-000318,0.09612915677863293
ACH-000319,0.06296544448043034
ACH-000320,0.027149452072055043
ACH-000322,0.14440150924079825
ACH-000323,0.019216825475188472
ACH-000324,0.09281811105839324
ACH-000329,-0.019577846267087785
ACH-000330,-0.007913959146785953
ACH-000331,0.11153013366737588
ACH-000332,0.007354724264304239
ACH-000334,-0.027783000140754896
ACH-000335,0.07554201180299477
ACH-000336,-0.0251261241525633
ACH-000337,0.22506035958842094
ACH-000338,0.07902835997934954
ACH-000339,0.01403940225184258
ACH-000341,-0.035142092734025944
ACH-000348,0.07493682117822628
ACH-000350,0.00921905575154622
ACH-000352,-0.018594225038126758
ACH-000356,0.08384126788841625
ACH-000361,0.13042683340993064
ACH-000362,-0.08086688368784815
ACH-000363,-0.01319737114010278
ACH-000364,0.1516220677478701
ACH-000365,0.05080060244251892
ACH-000366,0.02142708685783939
ACH-000368,-0.14111513316107274
ACH-000374,0.047839641335146434
ACH-000375,-0.07033699912997418
ACH-000376,-0.02124979151828002
ACH-000381,0.05827492492776391
ACH-000383,0.07653380692337723
ACH-000387,0.08307639508554024
ACH-000389,0.007867065538177695
ACH-000390,0.011677659836449462
ACH-000393,0.06289770346571195
ACH-000395,-0.07073561049777903
ACH-000396,0.26107489876604395
ACH-000397,0.024053776211382476
ACH-000401,0.07073561909434099
ACH-000402,0.03329558233382605
ACH-000403,0.19078683317859324
ACH-000404,0.2700080138091808
ACH-000406,0.07831577669493353
ACH-000407,0.0593039546881314
ACH-000408,-0.0664203318033796
ACH-000410,0.1280900763480548
ACH-000411,0.10820039651107152
ACH-000414,0.08468942896188097
ACH-000415,0.08868810331881642
ACH-000416,0.010242446004894596
ACH-000420,-2.649011796530197e-05
ACH-000421,0.07229845002833334
ACH-000424,0.09508023194391033
ACH-000425,-0.04964057559500954
ACH-000426,0.158760892838997
ACH-000427,-0.014046766403953078
ACH-000433,0.025137556999492883
ACH-000435,-0.04047473639318516
ACH-000436,-0.007898036256556759
ACH-000444,0.07734078125852255
ACH-000445,0.007406510496918438
ACH-000448,0.01679684382761238
ACH-000450,0.2334529266158984
ACH-000452,0.027009045639986736
ACH-000454,0.28501382898256555
ACH-000458,0.064391060482044
ACH-000459,0.04212594058859167
ACH-000460,-0.04100509699370357
ACH-000461,-0.02772183210106365
ACH-000463,0.10226598558704564
ACH-000464,-0.09494476940304286
ACH-000466,-0.07407960551696281
ACH-000467,0.08952376930558903
ACH-000468,0.030132370241399423
ACH-000469,-0.08626541679252549
ACH-000470,0.03701522469744038
ACH-000471,0.14041327562502368
ACH-000472,0.05661048589549957
ACH-000473,0.010540493330805551
ACH-000475,0.026842123410791924
ACH-000476,0.1178216371639458
ACH-000477,0.13937558368346575
ACH-000479,0.22539404785270506
ACH-000480,0.07646360852746263
ACH-000481,0.009948136659539962
ACH-000483,-0.011806683232458414
ACH-000484,0.02556120429644034
ACH-000485,0.015212665903621357
ACH-000486,-0.03951179503769717
ACH-000487,-0.10936614644670987
ACH-000488,0.05752721789562028
ACH-000490,-0.055287163403124485
ACH-000491,0.1614381462545797
ACH-000495,0.08279600829656678
ACH-000496,0.15152268861404006
ACH-000499,0.0721303920392762
ACH-000500,0.05411512797726045
ACH-000502,0.045242375229572536
ACH-000503,0.2903285448781514
ACH-000505,0.06354235469596133
ACH-000507,0.031073177113120368
ACH-000510,0.12143109562010958
ACH-000511,-0.038180936580776786
ACH-000512,0.13940470347117684
ACH-000516,0.0379400124742196
ACH-000517,0.002595843696875287
ACH-000518,0.10447608496645257
ACH-000520,0.1425001885556319
ACH-000521,0.1011408057622188
ACH-000522,-0.08038709411264199
ACH-000524,0.03320848223891993
ACH-000527,0.034765708668825224
ACH-000528,0.06130560543268216
ACH-000537,0.040940183223447536
ACH-000541,-0.09954287230742248
ACH-000542,0.0461089800668419
ACH-000544,0.08402193858038037
ACH-000545,-0.00808801591308346
ACH-000547,0.1070583818843662
