,CTNNAL1 (8727)
ACH-000004,0.005242923358652795
ACH-000005,0.11497618933805227
ACH-000007,0.03986816986662717
ACH-000009,-0.022466109390420413
ACH-000011,0.08100166117910236
ACH-000012,-0.029511031924455026
ACH-000013,-0.03279279241170944
ACH-000014,-0.061559704851727175
ACH-000015,-0.1507517090033316
ACH-000017,0.04567281658616027
ACH-000018,-0.12109956068645215
ACH-000019,0.003914491432143988
ACH-000021,0.034609419890024765
ACH-000022,0.011693958421284659
ACH-000025,0.06771110308852857
ACH-000028,0.04890754400385551
ACH-000030,0.11397617147474284
ACH-000035,0.16141274174873746
ACH-000036,0.07354396878930139
ACH-000037,0.2366810837990885
ACH-000039,0.03200406177323939
ACH-000040,0.1468816743739235
ACH-000041,-0.02232503255708066
ACH-000042,-0.015479022427549375
ACH-000045,0.18261875827297025
ACH-000047,-0.03317224813017696
ACH-000052,0.20291819558437235
ACH-000053,0.08581893537427304
ACH-000054,-0.03511950816554395
ACH-000055,0.044422748346444066
ACH-000060,0.06464990913165564
ACH-000067,0.05015343104937273
ACH-000070,0.05094409724405917
ACH-000075,0.12710955587451858
ACH-000078,0.10476046832435697
ACH-000082,0.10487190357772894
ACH-000085,-0.050051697101759864
ACH-000086,0.0754488407137423
ACH-000087,-0.03663023392423551
ACH-000092,0.07656622355974345
ACH-000095,0.051566065339989565
ACH-000097,-0.014276655129735015
ACH-000098,0.0344895021659484
ACH-000099,-0.14160199148693495
ACH-000108,0.05853544205742817
ACH-000113,0.044483922289463435
ACH-000116,-0.08662857532426632
ACH-000118,0.10113768498464867
ACH-000120,0.00887728181649645
ACH-000123,0.04194263850384514
ACH-000127,-0.021931308213920697
ACH-000128,0.13835120658374342
ACH-000132,-0.05367446231711298
ACH-000133,0.09613595857160648
ACH-000137,-0.005880683975177053
ACH-000138,0.11310568109826699
ACH-000142,0.18693200235230906
ACH-000143,-0.07193938287665576
ACH-000146,0.10841277388497624
ACH-000148,-0.06801107017267508
ACH-000150,0.06029829669094106
ACH-000152,-0.02946847906498343
ACH-000153,0.06272834846739085
ACH-000159,0.06589383366291547
ACH-000160,0.033794153534309916
ACH-000163,0.021263814980984112
ACH-000167,0.106362091434201
ACH-000168,-0.012986146708072898
ACH-000169,-0.033945608652773546
ACH-000178,-0.049150380841895616
ACH-000183,-0.033557289993643526
ACH-000188,0.08011079439840946
ACH-000189,-0.009886336237843995
ACH-000190,-0.17655203003321748
ACH-000198,0.03467769165189846
ACH-000203,0.6116997831452223
ACH-000204,0.17739289473356976
ACH-000206,0.3235185375574125
ACH-000207,0.11229201205484356
ACH-000208,0.07823577735905475
ACH-000210,0.10183342653023353
ACH-000211,0.04520724925199003
ACH-000215,0.024711673504874302
ACH-000221,-0.11185221517336176
ACH-000222,0.20567098924517369
ACH-000223,0.0841337259045066
ACH-000226,0.17202898283088136
ACH-000227,-0.003475460224816173
ACH-000228,0.04945650303137749
ACH-000231,0.08010672332374266
ACH-000232,0.05001268587267226
ACH-000233,0.10735189174932384
ACH-000234,-0.008888426063726383
ACH-000235,0.0350617016473586
ACH-000237,0.09168177739623984
ACH-000238,-0.05276251311657375
ACH-000242,-0.12557559258480136
ACH-000243,0.004905109771949272
ACH-000244,-0.024307247865364544
ACH-000246,-0.05235485513479965
ACH-000248,-0.020821644710764416
ACH-000250,0.011816557608303708
ACH-000251,0.21014951885622224
ACH-000252,-0.0177589701050107
ACH-000253,0.12587663654603362
ACH-000255,-0.019424662666572987
