,ALDH3B2 (222)
ACH-000004,0.049639591822160836
ACH-000005,0.14210460902058702
ACH-000007,0.030634129405791986
ACH-000009,-0.155676718457208
ACH-000011,0.010980955691226405
ACH-000012,-0.09376766423189577
ACH-000013,-0.06240565147178913
ACH-000014,0.03035986083734672
ACH-000015,0.10178154068891633
ACH-000017,-0.04116937155534438
ACH-000018,-0.4174337494642129
ACH-000019,0.06423152672119935
ACH-000021,-0.09486968077649367
ACH-000022,-0.009625764390740556
ACH-000025,0.0983632380450559
ACH-000028,-0.10122147236704047
ACH-000030,-0.1380821285859733
ACH-000035,-0.043726424643902535
ACH-000036,-0.17841561545294474
ACH-000037,-0.0794501292571409
ACH-000039,-0.24749046703595745
ACH-000040,-0.06719763573330333
ACH-000041,-0.20610388679901565
ACH-000042,-0.12091336242919927
ACH-000045,-0.2027283372474728
ACH-000047,-0.10498715628623367
ACH-000052,-0.05386921684328299
ACH-000053,-0.14802325331246935
ACH-000054,-0.033874061218625316
ACH-000055,-0.22954931100844236
ACH-000060,-0.05809312293421176
ACH-000067,0.015454168937837132
ACH-000070,-0.187005022321218
ACH-000075,-0.060972456249715916
ACH-000078,-0.0995481556252706
ACH-000082,-0.3192103971233031
ACH-000085,-0.11552076249518872
ACH-000086,-0.3233429324433933
ACH-000087,-0.11195996389198948
ACH-000092,-0.09709129252937117
ACH-000095,-0.30596374969489226
ACH-000097,-0.2782520107796657
ACH-000098,-0.021122032342991363
ACH-000099,-0.054559308614436884
ACH-000108,-0.07197698353941571
ACH-000113,-0.1803318399225007
ACH-000116,-0.1821060844137565
ACH-000118,-0.16809885464973162
ACH-000120,-0.07347525170996504
ACH-000123,-0.10107488123474284
ACH-000127,-0.08072648641061607
ACH-000128,-0.15032441390018808
ACH-000132,-0.002409068741549762
ACH-000133,-0.017121790830963934
ACH-000137,-0.3156090008968585
ACH-000138,-0.20500203573213752
ACH-000142,-0.18654221545524846
ACH-000143,0.06736287030880966
ACH-000146,-0.12880122063321742
ACH-000148,-0.126513547691757
ACH-000150,0.03327445370800138
ACH-000152,-0.07087219922080759
ACH-000153,-0.2493892035668807
ACH-000159,-0.013285969589337093
ACH-000160,-0.3610375723171104
ACH-000163,0.03155566337813314
ACH-000167,0.08756174651758511
ACH-000168,-0.1302793560307714
ACH-000169,-0.1487936303810339
ACH-000178,-0.0903905729457824
ACH-000183,-0.22328267305401006
ACH-000188,-0.2491456483035886
ACH-000189,-0.3006850438567073
ACH-000190,0.11701247594734852
ACH-000198,-0.2823700443510173
ACH-000203,-0.1047253802749858
ACH-000204,0.0702303961292884
ACH-000206,-0.35612556372747683
ACH-000207,-0.3414409971689449
ACH-000208,-0.16957189402800785
ACH-000210,-0.1451718100337368
ACH-000211,0.01299724186737349
ACH-000215,-0.012958961643853722
ACH-000221,-0.08549025889980874
ACH-000222,-0.08165302605248424
ACH-000223,-0.07283932292447992
ACH-000226,-0.06347471360695217
ACH-000227,-0.20809490036093933
ACH-000228,-0.12628399557721273
ACH-000231,-0.08990876266745612
ACH-000232,-0.12334668389893925
ACH-000233,-0.0554944693994818
ACH-000234,-0.1564938866941974
ACH-000235,-0.14730590764417026
ACH-000237,-0.009546408721380096
ACH-000238,-0.09070792942728056
ACH-000242,-0.2704296894553738
ACH-000243,-0.020678767207428717
ACH-000244,-0.1423447896943718
ACH-000246,-0.02360506167491016
ACH-000248,0.061123040942413075
ACH-000250,-0.10584760180271784
ACH-000251,-0.2841753412916577
ACH-000252,-0.2919246480943853
ACH-000253,-0.022694791371551632
ACH-000255,-0.2843331852318965
ACH-000256,-0.3119551978772701
ACH-000257,-0.2347489546848125
ACH-000258,0.020709665407402364
ACH-000259,-0.037670756605125734
ACH-000260,-0.1873317931909251
ACH-000261,-0.037451266308113705
ACH-000262,-0.017446796063495848
ACH-000263,-0.1615939762939504
ACH-000264,-0.1731234234795994
ACH-000265,-0.03661413080754365
ACH-000266,-0.11793253252310687
ACH-000272,-0.10432002491579777
ACH-000274,-0.05313164827224085
ACH-000277,-0.12965550202984308
ACH-000278,-0.25206223252509496
ACH-000279,-0.011624952106839124
ACH-000280,-0.0780802362152665
ACH-000281,-0.02285436895192796
ACH-000288,-0.08382844488000893
ACH-000291,-0.11909855762358973
ACH-000293,-0.2750651881335442
ACH-000294,-0.19885510016483432
ACH-000295,-0.012454460567019548
ACH-000296,-0.18614858967026052
ACH-000302,-0.05150340221290762
ACH-000304,-0.19335878908449888
ACH-000307,0.04589800222001349
ACH-000308,-0.06241393651344245
ACH-000310,0.011013259154522273
ACH-000311,-0.28223643934342624
ACH-000312,-0.1885715400321856
ACH-000315,-0.1792098034288326
ACH-000316,-0.2388846732875612
ACH-000317,-0.041335436740034384
ACH-000318,-0.39025065624290617
ACH-000319,-0.11332658851031767
ACH-000320,-0.08104587442401924
ACH-000322,-0.181475730892599
ACH-000323,-0.12100088140756865
ACH-000324,-0.08227979286641933
ACH-000329,0.05537563927450647
ACH-000330,-0.14869210584574485
ACH-000331,-0.023991439000035482
ACH-000332,-0.16306933980878094
ACH-000334,-0.3059713640927614
ACH-000335,-0.12386866915661085
ACH-000336,0.09395954779271157
ACH-000337,-0.03987413056364938
ACH-000338,0.2303537921788022
ACH-000339,-0.04123279669736192
ACH-000341,-0.3852393448914263
ACH-000348,0.05988448910784135
ACH-000350,-0.00837143624080583
ACH-000352,-0.18196425165266
ACH-000356,-0.2553412227544177
ACH-000361,-0.051547798837926914
ACH-000362,-0.018247648960477432
ACH-000363,-0.11325138594751395
ACH-000364,-0.10988561458030616
ACH-000365,-0.04140547960881159
ACH-000366,-0.2524753485395361
ACH-000368,0.06518192584029475
ACH-000374,-0.37635982074453933
ACH-000375,-0.03537371373280597
ACH-000376,-0.17940890628533218
ACH-000381,-0.3248579391595123
ACH-000383,-0.16727557736409274
ACH-000387,-0.07156220027393162
ACH-000389,-0.106468228630416
ACH-000390,-0.15564141331700526
ACH-000393,-0.09880820876210217
ACH-000395,-0.19083077834310527
