,DDAH1 (23576)
ACH-000004,0.11246013291179573
ACH-000005,0.3261183058297701
ACH-000007,-0.020166784294817733
ACH-000009,0.12313764753155322
ACH-000011,0.17412473720554056
ACH-000012,0.11831297950578495
ACH-000013,0.11836059049912523
ACH-000014,0.2774615636467934
ACH-000015,0.18223449993243146
ACH-000017,0.1132759744032372
ACH-000018,0.10059970618244228
ACH-000019,-0.021311903711589975
ACH-000021,0.20962599311903546
ACH-000022,0.2017141716305508
ACH-000025,-0.009056039966052821
ACH-000028,0.2081193679245548
ACH-000030,0.10443814071718256
ACH-000035,0.1405680831608651
ACH-000036,0.05612883247286293
ACH-000037,0.2704274021560473
ACH-000039,0.1898024559736868
ACH-000040,0.2913467769456459
ACH-000041,0.16356855224149167
ACH-000042,0.20136431237443894
ACH-000045,0.2713675944850133
ACH-000047,0.1700326618722392
ACH-000052,0.2233330596514659
ACH-000053,0.10380306841841072
ACH-000054,0.16587814770883175
ACH-000055,0.21138676576480028
ACH-000060,0.08679250557496197
ACH-000067,0.2115061176461115
ACH-000070,0.10571338694080942
ACH-000075,0.2881750014514234
ACH-000078,0.17455758041745922
ACH-000082,0.2174206819932597
ACH-000085,0.047995993176843416
ACH-000086,0.05655225865464612
ACH-000087,0.3314791814611162
ACH-000092,0.1659870252906048
ACH-000095,0.11964808325788105
ACH-000097,0.25873205275804395
ACH-000098,0.16025069981790804
ACH-000099,0.15823290753421346
ACH-000108,0.3003355134215261
ACH-000113,0.3311701505750475
ACH-000116,0.20279192319537212
ACH-000118,0.2995471591571546
ACH-000120,0.07350094614933167
ACH-000123,0.22947392207986306
ACH-000127,0.2042239875058774
ACH-000128,0.2972079632274278
ACH-000132,0.17445240019343522
ACH-000133,0.05562233185891609
ACH-000137,0.07641437704810282
ACH-000138,0.12441250454274788
ACH-000142,0.10261993763493547
ACH-000143,0.1761497424178088
ACH-000146,0.10487318937906928
ACH-000148,0.06711233367849519
ACH-000150,-0.102272242449909
ACH-000152,0.2230609300724157
ACH-000153,0.1080901335373749
ACH-000159,0.275052261054281
ACH-000160,0.10826159922009472
ACH-000163,0.29944592452439234
ACH-000167,-0.07099674233756641
ACH-000168,0.23533977927106126
ACH-000169,0.1749061009084773
ACH-000178,0.11883671911865495
ACH-000183,0.31018414580744075
ACH-000188,0.14969812828389675
ACH-000189,0.1332622367343895
ACH-000190,0.17970827910994705
ACH-000198,0.24288769592232465
ACH-000203,0.12919016775626954
ACH-000204,0.09389477205994576
ACH-000206,0.11907990128673528
ACH-000207,0.1664899049883703
ACH-000208,0.2184936185460876
ACH-000210,0.2519020349678865
ACH-000211,0.2133501539046738
ACH-000215,0.13676920467831824
ACH-000221,0.05552530244156012
ACH-000222,0.1634068571945671
ACH-000223,0.05586374735229315
ACH-000226,0.07256760930767503
ACH-000227,0.12672152244761628
ACH-000228,0.2253597994674854
ACH-000231,0.07831286459667032
ACH-000232,0.22878920038975745
ACH-000233,0.20773578958300096
ACH-000234,0.25219212115247364
ACH-000235,0.14056922357339866
ACH-000237,0.10770419972961297
ACH-000238,0.04157688702603901
ACH-000242,0.1492467010193882
ACH-000243,0.1498845689797965
ACH-000244,0.2226943049727365
ACH-000246,0.2286214582235264
ACH-000248,0.23718711027522002
ACH-000250,0.1852645005127475
ACH-000251,0.419239455275496
ACH-000252,0.07208080890099412
ACH-000253,0.13701404212118445
ACH-000255,0.2231249265676664
ACH-000256,0.1085946778488548
ACH-000257,-0.040821658839681065
ACH-000258,0.1480921289662741
ACH-000259,0.20553853599493307
ACH-000260,0.07219705481911534
ACH-000261,0.1499790683844238
ACH-000262,0.12943762987449872
ACH-000263,0.07492292019425928
