,CTRB1 (1504)
ACH-000004,-0.1390266100966938
ACH-000005,-0.05629522538066559
ACH-000007,0.06048693345112045
ACH-000009,0.05324438375228397
ACH-000011,-0.006138458379180136
ACH-000012,0.007230908791820787
ACH-000013,-0.08153452899183072
ACH-000014,-0.08418662872428198
ACH-000015,0.1283373852998218
ACH-000017,0.052734877021819934
ACH-000018,-0.04561893357623718
ACH-000019,-0.06942739925005574
ACH-000021,-0.050017071054066116
ACH-000022,-0.0543601237999349
ACH-000025,-0.04880455967505724
ACH-000028,0.013429008692052477
ACH-000030,-0.03838112227894927
ACH-000035,-0.0981926343397157
ACH-000036,0.08668135632265155
ACH-000037,-0.12231545692332448
ACH-000039,-0.11084899775047632
ACH-000040,0.08146984554248712
ACH-000041,0.05553393375310831
ACH-000042,-0.03543872051096606
ACH-000045,0.04856282597146127
ACH-000047,0.06180976450601537
ACH-000052,0.07373679206717812
ACH-000053,0.0
ACH-000054,-0.10246049368773154
ACH-000055,-0.04116633297726165
ACH-000060,-0.06193113751117998
ACH-000067,-0.043839424573144256
ACH-000070,0.0033479618857303163
ACH-000075,-0.12221388822325355
ACH-000078,-0.07016158142655153
ACH-000082,0.02977572082959633
ACH-000085,-0.2333155798476698
ACH-000086,-0.014013554720026564
ACH-000087,-0.043849539345375416
ACH-000092,-0.010947156836285851
ACH-000095,-0.13528350629264402
ACH-000097,-0.02412512776766929
ACH-000098,-0.10248604767289417
ACH-000099,-0.06266037253975562
ACH-000108,-0.09909754623783604
ACH-000113,0.017458012768030134
ACH-000116,0.04797832926234287
ACH-000118,0.00967010687423728
ACH-000120,-0.22155520225359415
ACH-000123,0.08068860949536796
ACH-000127,-0.08504459972219285
ACH-000128,-0.004984971639720402
ACH-000132,0.002157955318321169
ACH-000133,-0.032158012388820524
ACH-000137,-0.06242212654578684
ACH-000138,-0.11702931354363505
ACH-000142,-0.1018185292155826
ACH-000143,-0.12952123932137266
ACH-000146,-0.04916906255605306
ACH-000148,0.006319036307251132
ACH-000150,0.0518740267916352
ACH-000152,-0.08328851233361591
ACH-000153,0.17103176539692125
ACH-000159,-0.08470280959462348
ACH-000160,0.10979240514682652
ACH-000163,0.12586037697390587
ACH-000167,0.1159836772010894
ACH-000168,-0.03706389604241187
ACH-000169,0.05515072519673385
ACH-000178,0.058713687903184326
ACH-000183,-0.07469684129142175
ACH-000188,-0.09755816987008137
ACH-000189,0.032828272656389566
ACH-000190,-0.04224827900321037
ACH-000198,-0.07266205361302262
ACH-000203,-0.04754100222965207
ACH-000204,-0.028307704583168013
ACH-000206,-0.081381275279056
ACH-000207,-0.012685882883641248
ACH-000208,0.13836172102376065
ACH-000210,-0.18482661431889374
ACH-000211,-0.056766563739268874
ACH-000215,-0.0051669678531870355
ACH-000221,-0.11238014823276088
ACH-000222,-0.17077679815802074
ACH-000223,0.027228757858203285
ACH-000226,0.01063093502971531
ACH-000227,-0.18693061124048688
ACH-000228,0.03237088603961076
ACH-000231,-0.010689482854125907
ACH-000232,0.048912973654043936
ACH-000233,-0.023127508259160462
ACH-000234,-0.10931468994593888
ACH-000235,-0.02864809718696698
ACH-000237,0.019645331079562144
ACH-000238,-0.0006675597242594098
ACH-000242,0.1185632726013216
ACH-000243,-0.009586582499532207
ACH-000244,-0.08610879536284773
ACH-000246,-0.02072195646394544
ACH-000248,-0.0678531369595828
ACH-000250,-0.04375977936295408
ACH-000251,0.25014563362358005
ACH-000252,-0.005134731166507293
ACH-000253,-0.06177020531152185
ACH-000255,-0.026228272745326617
ACH-000256,0.12016722794819848
ACH-000257,-0.2869803191314485
ACH-000258,-0.058562552183543476
ACH-000259,-0.0004750575492788079
ACH-000260,-0.0935562550737474
ACH-000261,-0.0988686395157706
ACH-000262,-0.03000495583334717
ACH-000263,-0.1100446579800245
ACH-000264,-0.03603067818695864
ACH-000265,0.1277939508788794
ACH-000266,-0.01834420620474906
ACH-000272,0.01720921147534744
ACH-000274,-0.0393754504522541
ACH-000277,-0.04682454457969811
ACH-000278,-0.016494617024384726
ACH-000279,-0.0949119113719832
ACH-000280,-0.01649262898825551
ACH-000281,-0.17215726951596608
ACH-000288,-0.07699070252135917
ACH-000291,0.04655082332603228
ACH-000293,-0.08542917225527638
ACH-000294,-0.04812014076003683
ACH-000295,-0.1934045828931729
ACH-000296,-0.030487750564299414
ACH-000302,0.048756156712596144
ACH-000304,-0.0013246427412802568
ACH-000307,0.03769613503049117
ACH-000308,-0.041791427885873166
ACH-000310,-0.13051515300593886
ACH-000311,-0.00805117126895388
ACH-000312,-0.07093621995901077
ACH-000315,-0.08350282880254108
ACH-000316,-0.15033678836659406
ACH-000317,0.05999014561343415
ACH-000318,-0.009480465320248162
ACH-000319,-0.18541930443150065
ACH-000320,-0.14817889260545805
ACH-000322,-0.03761694032193196
ACH-000323,-0.02261065088193109
ACH-000324,0.06381087713746537
ACH-000329,-0.15610487662379674
ACH-000330,-0.001527026829584066
ACH-000331,-0.09873840864134978
ACH-000332,0.06252241836563527
ACH-000334,0.08982386604500191
ACH-000335,-0.20155478384857572
ACH-000336,0.1554064868531832
ACH-000337,-0.07799335319739062
ACH-000338,0.15960842024987487
ACH-000339,-0.0548889420092264
ACH-000341,0.05009959576009558
ACH-000348,-0.07370384073061341
ACH-000350,-0.047821234182761664
ACH-000352,-0.14699684109088754
ACH-000356,-0.14235664454074234
ACH-000361,-0.06991520493033583
ACH-000362,-0.13680369632471204
ACH-000363,0.0464766174999199
ACH-000364,0.06483698014447974
ACH-000365,-0.05662357272314662
ACH-000366,-0.12102750725330977
ACH-000368,-0.06783180043836808
ACH-000374,0.028586043006762964
ACH-000375,0.07212803145007649
ACH-000376,-0.06121843676302261
ACH-000381,0.13631270381053373
ACH-000383,-0.03208801343089019
ACH-000387,0.0227247132733486
ACH-000389,-0.13367725548471646
ACH-000390,-0.04360024615999882
ACH-000393,-0.04728274968675578
ACH-000395,-0.09533395542734564
ACH-000396,-0.03286667386289535
ACH-000397,-0.09551974412137557
ACH-000401,-0.061503615973259075
ACH-000402,-0.11358719943254708
ACH-000403,-0.04036716004251459
ACH-000404,-0.040537516914247576
ACH-000406,-0.02697754784706957
ACH-000407,-0.07168704676442683
ACH-000408,-0.04168397762145047
ACH-000410,0.010288625166727228
ACH-000411,0.0023036666108155984
ACH-000414,-0.03436844145761269
ACH-000415,0.019588083920604443
ACH-000416,-0.1924723649651044
ACH-000420,0.12082571088987253
ACH-000421,-0.012854868605008216
ACH-000424,0.09953071449034176
ACH-000425,0.00044664186014290185
ACH-000426,0.09933072267067597
ACH-000427,0.1535099684057205
ACH-000433,0.08418945790408787
ACH-000435,-0.15465903358914115
ACH-000436,-0.018590850873872317
ACH-000444,-0.17207999406103772
ACH-000445,0.04254141677676691
ACH-000448,-0.08735226559194158
ACH-000450,0.10737982963616924
ACH-000452,0.02228041193464373
ACH-000454,-0.10008629092226977
ACH-000458,-0.06806345857149383
ACH-000459,0.08147502842738094
ACH-000460,-0.0015249513770197053
ACH-000461,0.014731349841593609
ACH-000463,-0.0036832441106998213
ACH-000464,-0.03445961570358811
ACH-000466,-0.04685856184606872
ACH-000467,0.0755324854769472
ACH-000468,-0.10849700422240306
ACH-000469,-0.03716860198125062
ACH-000470,-0.030665939187448043
ACH-000471,-0.058755903188807336
ACH-000472,-0.09912592657074984
ACH-000473,0.026608974879046125
ACH-000475,-0.13524749780292508
ACH-000476,-0.12058087941434173
ACH-000477,-0.12371045189058315
ACH-000479,-0.02321401843151836
ACH-000480,-0.09482045510383162
ACH-000481,-0.007568661248641617
ACH-000483,-0.1634512862064147
ACH-000484,-0.09225231022664164
ACH-000485,-0.022099078268661296
ACH-000486,0.007887981277204447
ACH-000487,-0.08113564195090979
ACH-000488,-0.07557518994835663
ACH-000490,-0.08986832414631094
ACH-000491,-0.13017023232629552
ACH-000495,0.0784690421258469
ACH-000496,-0.055701307801599084
ACH-000499,-0.017809782803076914
ACH-000500,-0.2061298447086672
ACH-000502,-0.04908480444759535
ACH-000503,0.18641379510685505
ACH-000505,-0.08096403183879654
ACH-000507,-0.060987321365723525
ACH-000510,0.033474686263867286
ACH-000511,0.006713186695508676
ACH-000512,0.2012011791561029
ACH-000516,0.01166751544487236
ACH-000517,-0.10855759914196196
ACH-000518,-0.0013584366326273936
ACH-000520,0.05250580650089319
ACH-000521,-0.0407492069352819
ACH-000522,0.015044995624039778
ACH-000524,-0.13936050843196565
ACH-000527,0.047009965419656026
ACH-000528,0.0024859082068276967
ACH-000537,-0.13762195184313095
ACH-000541,-0.05721575945301791
ACH-000542,-0.0030826776796840623
ACH-000544,0.06068107482173427
ACH-000545,-0.09952204491356068
ACH-000547,0.05787116175130823
ACH-000548,-0.21351856814297185
ACH-000549,-0.095170746580372
ACH-000550,-0.07349199734668542
