,SIRT5 (23408)
ACH-000004,-0.10397654482462898
ACH-000005,-0.11993895043943525
ACH-000007,-0.10171748217151187
ACH-000009,-0.12243963350806078
ACH-000011,0.16754635671319146
ACH-000012,-0.0868883806472853
ACH-000013,-0.06741819696910634
ACH-000014,-0.08876523676177404
ACH-000015,0.031552265221464565
ACH-000017,-0.03531363709091151
ACH-000018,-0.005389850209113336
ACH-000019,-0.22885998385816
ACH-000021,-0.0999367975035505
ACH-000022,0.10458124941458627
ACH-000025,-0.13766608364295524
ACH-000028,0.058143571791908176
ACH-000030,0.0775842022660184
ACH-000035,-0.11666326234202165
ACH-000036,0.08794640631114001
ACH-000037,-0.10365217451112553
ACH-000039,0.2771156522279973
ACH-000040,0.01812143332460646
ACH-000041,0.015493726028290234
ACH-000042,-0.02367262535962434
ACH-000045,-0.1354277798383633
ACH-000047,0.03105876995134252
ACH-000052,0.14708622638175406
ACH-000053,0.034571064235343583
ACH-000054,-0.002653142661855121
ACH-000055,0.0346869112924616
ACH-000060,-0.11593904330879515
ACH-000067,-0.03919876845372997
ACH-000070,-0.059931382564180236
ACH-000075,0.2045289634481713
ACH-000078,-0.044747329385320236
ACH-000082,0.0355582043865158
ACH-000085,0.0204170286158221
ACH-000086,0.025292241732057283
ACH-000087,-0.015272432221815166
ACH-000092,0.01853205399987373
ACH-000095,-0.10591797068476104
ACH-000097,-0.003999772024438243
ACH-000098,-0.02195665485933077
ACH-000099,-0.04265323015372438
ACH-000108,-0.05967045508575933
ACH-000113,0.09042465238033934
ACH-000116,0.05950775755118391
ACH-000118,0.003796757265563026
ACH-000120,0.09647576438269974
ACH-000123,-0.046732339390116166
ACH-000127,-0.1265049077039013
ACH-000128,-0.0227718353284503
ACH-000132,-0.0006854625239176
ACH-000133,-0.1361020821082947
ACH-000137,-0.06810847102406274
ACH-000138,-0.06215834601924775
ACH-000142,-0.0533062166506698
ACH-000143,-0.021781412864409568
ACH-000146,0.11558414655191722
ACH-000148,-0.1411039104698555
ACH-000150,0.05494198740106386
ACH-000152,0.10119729456941157
ACH-000153,-0.0588556288369004
ACH-000159,0.15806227257507066
ACH-000160,0.2170685108217561
ACH-000163,0.14095779394654687
ACH-000167,0.041527559318107865
ACH-000168,0.12323334507715228
ACH-000169,-0.12118240400981699
ACH-000178,0.025606539465786532
ACH-000183,-0.023328658309377585
ACH-000188,-0.0773932413838541
ACH-000189,0.1023932519429129
ACH-000190,0.3600450694086973
ACH-000198,-0.09209804898897166
ACH-000203,-0.3627103344323384
ACH-000204,-0.21339887361107485
ACH-000206,0.25794608161376903
ACH-000207,-0.04076860542929761
ACH-000208,0.12162121950259767
ACH-000210,-0.1568618838519795
ACH-000211,0.06668080606207165
ACH-000215,0.03017640633619176
ACH-000221,0.030971886209873793
ACH-000222,0.002337275358491101
ACH-000223,-0.1421148874429118
ACH-000226,0.02584127082620105
ACH-000227,-0.10700361294886533
ACH-000228,-0.11057410011455894
ACH-000231,-0.035003989610020284
ACH-000232,0.03078074343530826
ACH-000233,-0.009326504788392562
ACH-000234,0.027321434123951962
ACH-000235,0.08286829140587065
ACH-000237,0.17399275991914828
ACH-000238,-0.07160173078859923
ACH-000242,0.36263864819411695
ACH-000243,-0.010779073357334995
ACH-000244,-0.03980886817030919
ACH-000246,-0.06475130253849291
ACH-000248,0.18414785554119925
ACH-000250,-0.0569104217564237
ACH-000251,0.11132556746824132
ACH-000252,-0.016141422885631182
ACH-000253,-0.1856705924781891
ACH-000255,-0.027786307704635086
ACH-000256,0.014670201334456694
ACH-000257,-0.02574698961563411
ACH-000258,0.02561094348692811
ACH-000259,-0.032802037967060264
ACH-000260,0.0712463800110055
ACH-000261,0.09589565677162393
ACH-000262,0.009116437795831985
ACH-000263,0.12852129405409382
ACH-000264,-0.043709522926050785
ACH-000265,-0.0703761072630502
ACH-000266,-0.10047624469875496
ACH-000272,0.09963651863180413
ACH-000274,-0.20339934618236705
ACH-000277,-0.07192533855334672
ACH-000278,0.09599508208543707
ACH-000279,-0.05896478972990516
ACH-000280,-0.06549313323963153
ACH-000281,-0.1095745188489374
ACH-000288,0.06040212900483314
ACH-000291,0.042513423881375474
ACH-000293,0.14210860119926375
ACH-000294,-0.0503684572192866
ACH-000295,-0.21779620708291414
ACH-000296,-0.059688526493187524
ACH-000302,-0.16329412915549069
ACH-000304,-0.024093495004581026
ACH-000307,0.09253366084897888
ACH-000308,-0.05880178420856914
ACH-000310,0.014929355232262432
ACH-000311,-0.09328799169306308
ACH-000312,-0.046316279220824506
ACH-000315,-0.2392050090510459
ACH-000316,0.03617889012412235
ACH-000317,0.018996481644887497
ACH-000318,0.07773862782338327
ACH-000319,-0.059518335467974526
ACH-000320,0.01546862060441434
ACH-000322,0.06153550679328165
ACH-000323,-0.02986369955424402
ACH-000324,-0.0803410303300889
ACH-000329,0.007557757231571673
ACH-000330,-0.1526263954368169
ACH-000331,-0.06836436638550544
ACH-000332,-0.002374286200785807
ACH-000334,-0.0034782677357471327
ACH-000335,-0.04387399455983017
ACH-000336,0.20343634536357072
ACH-000337,-0.07703072223714028
ACH-000338,0.18083354585344785
ACH-000339,-0.05168965930100417
ACH-000341,0.10275541284316364
ACH-000348,0.1157447394667739
ACH-000350,-0.024584559807868483
ACH-000352,-0.12634297456631144
ACH-000356,-0.05455974773873205
ACH-000361,-0.2957076684680825
ACH-000362,-0.011811904956405129
ACH-000363,-0.03769004169316344
ACH-000364,-0.039405594220820316
ACH-000365,-0.06470758556277292
ACH-000366,-0.011488602107380641
ACH-000368,0.02898954685547548
ACH-000374,-0.22446098691118727
ACH-000375,0.02034979910785458
ACH-000376,-0.10756483695336208
ACH-000381,-0.04771188937764667
ACH-000383,-0.011579729840489559
ACH-000387,0.015361472777231556
ACH-000389,0.0202557223441576
ACH-000390,0.11255381432368863
